,logFC,AveExpr,t,P.Value,adj.P.Val,B,adj p val log,,GranPos,LFC,adjPV,,mtorcPos,LFC,adjPV,,riboPos,LFC,adjPV
UBAP2L,0.067277935,26.59412605,0.221382132,0.83115457,0.891392288,-7.091633967,0.049931128,,,,,,,,,,,,
DYNC1I1,0.066950794,21.07540903,0.360025844,0.729512875,0.821439046,-7.046414215,0.085424657,,,,,,,,,,,,
VARS,0.066594488,27.09014215,0.218070609,0.833634609,0.892677775,-7.092455143,0.049305278,,,,,,,,,,,,
EXOSC3,0.065707406,20.50485689,0.338650027,0.744867815,0.831612411,-7.054753097,0.080079038,,,,,,,,,,,,
NDUFB4,0.064845474,21.55855667,0.172064694,0.86828659,0.914359819,-7.102597318,0.038882867,,,,,,,,,,,,
ANKRD28,0.063043718,25.01504897,0.299173859,0.77354991,0.850884866,-7.068852025,0.070129201,,,,,,,,,,,,
ARL4C,0.062958574,20.27747331,0.288064088,0.781693251,0.856073037,-7.072513467,0.067489181,,,,,,,,,,,,
ARMC6,0.062472768,23.10695044,0.258414726,0.803567617,0.871052232,-7.081621568,0.059955802,,,,,,,,,,,,
SEC22B,0.062290437,24.43046548,0.239936848,0.817297722,0.880837019,-7.086807391,0.055104442,,,,,,,,,,,,
L2HGDH,0.061784815,18.53278089,0.317498374,0.760185362,0.842732245,-7.062518188,0.074310388,,,,,,,,,,,,
PSMA4,0.061692457,20.18032537,0.214833383,0.836060974,0.893720351,-7.093246094,0.048798353,,,,,,,,,,,,
ATP5A1,0.061661932,26.90765856,0.264638105,0.798959732,0.868520718,-7.07979004,0.061219817,,,,,,,,,,,,
STRAP,0.061246411,26.11257633,0.307819379,0.767233895,0.846062526,-7.065909348,0.07259754,,,,,,,,,,,,
CNP,0.060921242,24.60002666,0.241363748,0.816234925,0.8802818,-7.086420396,0.055378277,,,,,,,,,,,,
VPS25,0.059933856,20.81598388,0.065940294,0.94928087,0.967505605,-7.116914452,0.01434651,,,,,,,,,,,,
HNRNPU,0.059271533,27.98932407,0.319625461,0.758639599,0.842117715,-7.061759266,0.074627197,,,,,,,,,,,,
MED6,0.058659721,18.91699697,0.243122296,0.814925679,0.879671604,-7.08594035,0.055679427,,,,,,,,,,,,
GIGYF1,0.058464676,22.57573707,0.205909942,0.842759116,0.89836129,-7.095365898,0.04654897,,,,,,,,,,,,
GSR,0.05810862,23.55515671,0.18408075,0.85920249,0.909847486,-7.100176742,0.041031401,,,,,,,,,,,,
ACP1,0.056981082,23.46024019,0.300227641,0.772779068,0.850848295,-7.068497719,0.070147867,,,,,,,,,,,,
ZNF197,0.05682146,18.79686696,0.200748839,0.84663959,0.900495451,-7.096551398,0.045518477,,,,,,,,,,,,
KCNC1,0.05600787,19.39255957,0.204589095,0.843751778,0.89836129,-7.095672126,0.04654897,,,,,,,,,,,,
SNW1,0.055699162,20.51917433,0.076562797,0.941127358,0.962870379,-7.116054943,0.016432173,,,,,,,,,,,,
EXOSC1,0.054398111,18.1505014,0.261927123,0.80096594,0.870223163,-7.080593129,0.060369361,,,,,,,,,,,,
SACM1L,0.053678503,24.22796507,0.2045423,0.843786952,0.89836129,-7.095682939,0.04654897,,,,,,,,,,,,
ETFA,0.053476039,18.6089507,0.190677909,0.854224682,0.906519796,-7.098779001,0.042622707,,,,,,,,,,,,
PRDX4,0.052960582,23.45119397,0.21803442,0.833661723,0.892677775,-7.092464049,0.049305278,,,,,,,,,,,,
PPP1R21,0.051887683,22.83712641,0.260117841,0.802305762,0.870787776,-7.081124592,0.060087676,,,,,,,,,,,,
FBXL16,0.051742226,19.69795071,0.107221335,0.917640931,0.947998305,-7.112857268,0.023192439,,,,,,,,,,,,
ZNF689,0.051461254,20.68139924,0.160313974,0.877190819,0.921696919,-7.10480778,0.035411864,,,,,,,,,,,,
GGT7,0.050753852,20.92621302,0.232552448,0.822804381,0.884894963,-7.088774066,0.053108277,,,,,,,,,,,,
C21orf2,0.050484039,19.8011163,0.16160348,0.876212723,0.921107781,-7.104572783,0.035689549,,,,,,,,,,,,
HECA,0.049684192,23.08569122,0.13758679,0.894465672,0.934283254,-7.10864253,0.029521435,,,,,,,,,,,,
TXLNG,0.049188767,23.02508899,0.14554068,0.888412421,0.929331909,-7.107366611,0.031829151,,,,,,,,,,,,
C19orf25,0.04912601,19.43472418,0.155618845,0.880754027,0.923367651,-7.10564762,0.034625345,,,,,,,,,,,,
TTC27,0.048821294,21.58201776,0.214409212,0.83637904,0.893835376,-7.093348867,0.048742461,,,,,,,,,,,,
RERE,0.048616206,17.76741925,0.125371229,0.903776814,0.940769639,-7.110463205,0.026516707,,,,,,,,,,,,
DNAJC6,0.04861369,25.1353647,0.16961951,0.87013781,0.915855088,-7.103070062,0.038173237,,,,,,,,,,,,
SCAI,0.048438385,22.24753578,0.203933455,0.844244628,0.89839813,-7.095823408,0.046531161,,,,,,,,,,,,
RCC2,0.047947699,25.68066828,0.216738025,0.834633173,0.89301473,-7.092782146,0.049141378,,,,,,,,,,,,
DUSP12,0.047520823,19.19472662,0.119288055,0.9084198,0.942599289,-7.111307067,0.025672892,,,,,,,,,,,,
ATP1A2,0.04716981,20.81031974,0.053624689,0.958742063,0.973397666,-7.117750734,0.0117097,,,,,,,,,,,,
TUBGCP6,0.047069329,22.26688166,0.213468118,0.837084843,0.893974643,-7.09357617,0.0486748,,,,,,,,,,,,
MPRIP,0.044437164,25.01137111,0.069832839,0.946292257,0.965850328,-7.116614344,0.015090168,,,,,,,,,,,,
PHF8,0.043619212,20.13186875,0.180850456,0.861642396,0.910857656,-7.100843373,0.040549487,,,,,,,,,,,,
MRE11A,0.042814509,17.46160674,0.126962315,0.902563075,0.939970098,-7.110235596,0.026885962,,,,,,,,,,,,
GOLGA5,0.042764376,18.79480308,0.083764586,0.935603726,0.960713013,-7.115399457,0.017406327,,,,,,,,,,,,
SAMD11,0.042331802,16.26439795,0.184070359,0.859210337,0.909847486,-7.100178905,0.041031401,,,,,,,,,,,,
MOGS,0.04038869,18.34400217,0.156892833,0.879786881,0.923306643,-7.105422186,0.03465404,,,,,,,,,,,,
NIPSNAP1,0.040355085,25.55606977,0.198936674,0.848003191,0.901268657,-7.096960596,0.045145732,,,,,,,,,,,,
TADA3,0.039608624,19.83574232,0.13521351,0.896273324,0.935599408,-7.109009428,0.028910062,,,,,,,,,,,,
TMEM59L,0.039597548,21.57309789,0.073304035,0.943627928,0.964521735,-7.116332227,0.015687981,,,,,,,,,,,,
PTPN23,0.039569475,26.01034474,0.210004384,0.839683959,0.896014516,-7.094404266,0.047684954,,,,,,,,,,,,
CLPTM1,0.039304944,20.84581102,0.180610402,0.86182378,0.910857656,-7.100892446,0.040549487,,,,,,,,,,,,
ECD,0.037679221,18.374389,0.174411189,0.86651092,0.913849486,-7.102137347,0.039125328,,,,,,,,,,,,
ABCF3,0.037590337,21.292291,0.142439723,0.890771456,0.931340811,-7.107872526,0.030891366,,,,,,,,,,,,
AP2A2,0.037108408,24.93409214,0.172629623,0.867859015,0.914359819,-7.102487142,0.038882867,,,,,,,,,,,,
MYO1B,0.036589348,29.14821905,0.096911598,0.92553027,0.953597054,-7.114051324,0.020635099,,,,,,,,,,,,
CEP97,0.0364155,23.81603198,0.182542993,0.860363785,0.910078455,-7.100495544,0.040921167,,,,,,,,,,,,
SLC12A2,0.036331091,24.32112273,0.116864441,0.910270708,0.942861806,-7.111631632,0.025551957,,,,,,,,,,,,
FRY,0.036212977,24.9078953,0.156997022,0.879707795,0.923306643,-7.105403668,0.03465404,,,,,,,,,,,,
SYF2,0.034705741,18.38700964,0.118351367,0.909135075,0.94271731,-7.111433293,0.025618518,,,,,,,,,,,,
CSNK2A1,0.03462901,23.73478487,0.155863191,0.880568515,0.923367651,-7.105604524,0.034625345,,,,,,,,,,,,
ACTBL2,0.03434088,15.29706034,0.050990119,0.960766998,0.974767663,-7.117907283,0.011098886,,,,,,,,,,,,
NAA40,0.033779909,20.87904106,0.154905701,0.881295506,0.923707308,-7.105773015,0.03446562,,,,,,,,,,,,
ATL1,0.033690616,22.51718399,0.123013403,0.905575957,0.941577014,-7.110795243,0.026144152,,,,,,,,,,,,
MCRS1,0.033351762,18.29186991,0.122611533,0.905882665,0.941577014,-7.11085121,0.026144152,,,,,,,,,,,,
PCDHA4,0.032400455,23.71764001,0.124737076,0.904260646,0.940812093,-7.110553126,0.026497109,,,,,,,,,,,,
HNRNPUL2,0.03235633,26.50189838,0.156587756,0.880018459,0.923306643,-7.105476336,0.03465404,,,,,,,,,,,,
PPP2R2B,0.031890189,18.14337504,0.157129685,0.879607099,0.923306643,-7.105380073,0.03465404,,,,,,,,,,,,
CNNM2,0.031688208,24.66907648,0.081990886,0.936963778,0.961530131,-7.115566349,0.017037102,,,,,,,,,,,,
DAG1,0.0315996,21.52875632,0.123215916,0.905421405,0.941577014,-7.110766971,0.026144152,,,,,,,,,,,,
SNRNP40,0.030953384,22.99221797,0.086875828,0.933218622,0.959656051,-7.115098102,0.017884394,,,,,,,,,,,,
RHOA,0.02801403,24.03868999,0.128901636,0.901084068,0.939117556,-7.109954308,0.027280041,,,,,,,,,,,,
ANKS1A,0.027764456,25.36543727,0.111568814,0.91431703,0.945772283,-7.112317715,0.024213417,,,,,,,,,,,,
TRAP1,0.027662974,21.57906438,0.099997582,0.92316779,0.952318096,-7.113706521,0.021217963,,,,,,,,,,,,
MRI1,0.027208079,17.6312452,0.080148144,0.938377011,0.962299455,-7.115735962,0.01668976,,,,,,,,,,,,
NT5DC2,0.02699452,21.75602803,0.109797976,0.915670721,0.946222166,-7.112540068,0.024006883,,,,,,,,,,,,
ADAM10,0.025949821,21.81137625,0.121323688,0.906865664,0.942137592,-7.111029334,0.025885667,,,,,,,,,,,,
SMARCC2,0.024873383,23.83735736,0.105235754,0.919159616,0.949105492,-7.113096583,0.022685513,,,,,,,,,,,,
AP2B1,0.024496884,26.79872986,0.109761156,0.91569887,0.946222166,-7.112544654,0.024006883,,,,,,,,,,,,
RNF214,0.024231533,25.98714381,0.106110543,0.918490483,0.948645204,-7.112991697,0.022896184,,,,,,,,,,,,
VPS13C,0.023366305,26.47426244,0.057169938,0.9560177,0.972499141,-7.117527638,0.012110774,,,,,,,,,,,,
STX2,0.022665887,18.27202841,0.022350518,0.982796098,0.986046546,-7.119100541,0.006102584,,,,,,,,,,,,
FAM57B,0.022159643,20.82920701,0.094808455,0.927140799,0.954793156,-7.114280136,0.020090703,,,,,,,,,,,,
KCNAB2,0.022092172,21.48080568,0.053213466,0.959058109,0.973397666,-7.117775688,0.0117097,,,,,,,,,,,,
TCF25,0.021588812,21.15613162,0.098285794,0.924478151,0.953206775,-7.113899113,0.02081288,,,,,,,,,,,,
SEC24D,0.020539503,21.64786948,0.072577515,0.944185508,0.964859445,-7.116392405,0.015535947,,,,,,,,,,,,
SAMHD1,0.020442105,23.58079846,0.08528153,0.934440734,0.96021529,-7.115253895,0.017631383,,,,,,,,,,,,
DGKI,0.020292255,21.75678872,0.076000331,0.941558909,0.962870379,-7.116103662,0.016432173,,,,,,,,,,,,
KRBA1,0.019773594,16.63444224,0.03699995,0.971524686,0.981902635,-7.118606565,0.007931574,,,,,,,,,,,,
SMAP1,0.019580641,22.64352358,0.079407677,0.938944956,0.962299455,-7.115803034,0.01668976,,,,,,,,,,,,
FASTKD5,0.019325605,21.58536071,0.084803299,0.93480736,0.960359665,-7.115300066,0.017566088,,,,,,,,,,,,
MAP4K3,0.018844033,21.84622134,0.067641996,0.947974229,0.966405797,-7.116785368,0.014840474,,,,,,,,,,,,
RTCA,0.018753782,22.28891015,0.079386277,0.938961371,0.962299455,-7.115804963,0.01668976,,,,,,,,,,,,
EIF1AX,0.018154776,23.05473645,0.056153128,0.95679901,0.972600621,-7.117593083,0.012065458,,,,,,,,,,,,
TOR1AIP2,0.01787029,21.94732238,0.080289738,0.938268412,0.962299455,-7.115723066,0.01668976,,,,,,,,,,,,
AVEN,0.01784244,16.66600984,0.04058427,0.968767834,0.979608807,-7.118448583,0.008947319,,,,,,,,,,,,
PTCD3,0.017756538,22.57134502,0.086147646,0.933776788,0.959994819,-7.115169616,0.017731111,,,,,,,,,,,,
ZSWIM8,0.017607868,23.04770905,0.076252799,0.9413652,0.962870379,-7.116081838,0.016432173,,,,,,,,,,,,
ELFN1,0.017347896,20.98970165,0.049778383,0.961698445,0.975047209,-7.117976641,0.010974356,,,,,,,,,,,,
RARS2,0.01721121,20.2606517,0.03253859,0.974956687,0.982822669,-7.118782818,0.007524835,,,,,,,,,,,,
NEK4,0.016845072,19.10306205,0.084154804,0.935304542,0.960638063,-7.115362262,0.017440209,,,,,,,,,,,,
PEX19,0.016247139,18.99504383,0.040145865,0.969105005,0.979716486,-7.118468689,0.008899584,,,,,,,,,,,,
MRPL16,0.01577889,22.1463315,0.0684702,0.947338359,0.966221424,-7.116721356,0.014923337,,,,,,,,,,,,
CHST8,0.015333007,19.3582629,0.049508911,0.961905594,0.975047209,-7.117991838,0.010974356,,,,,,,,,,,,
ICT1,0.014979166,19.69023181,0.063455882,0.951188811,0.9689851,-7.11709701,0.013682901,,,,,,,,,,,,
SYT13,0.0144089,25.94275065,0.033148568,0.974487412,0.982822669,-7.118760054,0.007524835,,,,,,,,,,,,
C1orf27,0.014220977,20.57272774,0.03059066,0.976455358,0.983032985,-7.118852683,0.007431909,,,,,,,,,,,,
HIP1,0.013844192,25.29073771,0.058054157,0.955338314,0.972279372,-7.117469773,0.012208928,,,,,,,,,,,,
MTOR,0.013653102,23.85496912,0.074015912,0.943081618,0.964195386,-7.116272682,0.015834951,,,,,,,,,,,,
MCU,0.013154524,19.04666032,0.025398876,0.980450223,0.985322314,-7.119017839,0.006421682,,,,,,,,,,,,
ALKBH5,0.013063908,18.63442081,0.032211728,0.975208156,0.982822669,-7.118794842,0.007524835,,,,,,,,,,,,
HGS,0.012604754,25.77273712,0.055375341,0.95739669,0.972808168,-7.117642351,0.011972792,,,,,,,,,,,,
ATAD3A,0.011251829,24.13585423,0.044396789,0.965835968,0.977342234,-7.118264531,0.009953334,,,,,,,,,,,,
NCS1,0.010680869,23.61454043,0.036645383,0.971797422,0.981902635,-7.118621399,0.007931574,,,,,,,,,,,,
LRIG1,0.010581628,17.31039681,0.03023758,0.976727017,0.983032985,-7.118864885,0.007431909,,,,,,,,,,,,
RUSC2,0.01057834,21.34796246,0.033206721,0.974442673,0.982822669,-7.118757861,0.007524835,,,,,,,,,,,,
HIRA,0.010034133,17.8596698,0.02049087,0.984227289,0.98678312,-7.119145808,0.005778288,,,,,,,,,,,,
ALG2,0.009544682,21.06172365,0.030605558,0.976443896,0.983032985,-7.118852165,0.007431909,,,,,,,,,,,,
HMGB1,0.008972649,26.75780651,0.027225071,0.979044966,0.984609039,-7.118963237,0.006736182,,,,,,,,,,,,
MAP7D1,0.008592031,25.34414669,0.035831514,0.972423472,0.981902635,-7.11865491,0.007931574,,,,,,,,,,,,
CNOT8,0.008590226,20.46724228,0.028790537,0.977840403,0.983630552,-7.118913414,0.00716799,,,,,,,,,,,,
WDR60,0.008534116,19.75524216,0.034179002,0.973694693,0.982718954,-7.118720639,0.007570667,,,,,,,,,,,,
CCSER1,0.008228879,22.07459918,0.044592044,0.96568583,0.977342234,-7.118254661,0.009953334,,,,,,,,,,,,
NOVA2,0.008187867,21.61652135,0.023107684,0.982213401,0.985927751,-7.119080984,0.006154909,,,,,,,,,,,,
AMPD2,0.008145141,23.95916034,0.032043103,0.975337887,0.982822669,-7.118800998,0.007524835,,,,,,,,,,,,
P4HB,0.007849332,22.61039919,0.032015637,0.975359019,0.982822669,-7.118801997,0.007524835,,,,,,,,,,,,
MMAA,0.007501505,19.87232128,0.019066204,0.985323759,0.987649281,-7.119177829,0.005397248,,,,,,,,,,,,
EEF1A2,0.006428716,23.7797956,0.020599968,0.984143325,0.98678312,-7.119143261,0.005778288,,,,,,,,,,,,
ZNF687,0.00614035,23.24388587,0.024665535,0.981014551,0.985460594,-7.119038699,0.006360737,,,,,,,,,,,,
CAST,0.005989116,20.67493669,0.016773546,0.987088334,0.989184557,-7.119224517,0.004722672,,,,,,,,,,,,
NUP133,0.005082609,21.0084158,0.024013958,0.981515968,0.985460594,-7.11905672,0.006360737,,,,,,,,,,,,
PDXDC1,0.004806196,21.2300881,0.016277903,0.987469822,0.989333413,-7.119233825,0.004657323,,,,,,,,,,,,
LPGAT1,0.00391636,21.30916912,0.015826531,0.987817239,0.98944807,-7.119242059,0.004606994,,,,,,,,,,,,
ARPC4,0.003710603,23.858419,0.009183907,0.992930297,0.993866361,-7.119336459,0.002672008,,,,,,,,,,,,
PRAF2,0.002881472,20.13269057,0.006641053,0.994887727,0.995590994,-7.119359324,0.001919041,,,,,,,,,,,,
MRPL3,0.002597451,22.16681855,0.012326634,0.990511171,0.991912507,-7.119298046,0.003526634,,,,,,,,,,,,
SLC39A10,0.001623307,22.15725717,0.004961603,0.996180551,0.996649894,-7.119370397,0.001457375,,,,,,,,,,,,
CSNK2A2,0.000409333,22.86005435,0.00203761,0.998431439,0.998431439,-7.119382026,0.000681752,,,,,,,,,,,,
SSH1,-0.001976859,23.02172826,-0.004264216,0.996717397,0.996952139,-7.119374052,0.00132569,,,,,,,,,,,,
BTBD10,-0.003673826,20.60114719,-0.00922866,0.992895847,0.993866361,-7.11933599,0.002672008,,,,,,,,,,,,
SF3B1,-0.004811392,24.50419499,-0.021331544,0.983580296,0.986600264,-7.119125831,0.005858773,,,,,,,,,,,,
LPHN2,-0.005098635,23.29655823,-0.026568994,0.979549808,0.984650423,-7.118983289,0.006717928,,,,,,,,,,,,
AP3B2,-0.005481696,25.26008954,-0.02660315,0.979523525,0.984650423,-7.118982257,0.006717928,,,,,,,,,,,,
UNC119,-0.006161089,19.60026686,-0.022490644,0.98268826,0.986046546,-7.119096971,0.006102584,,,,,,,,,,,,
ELMO2,-0.006380375,25.05313804,-0.031639008,0.975648781,0.982822669,-7.118815618,0.007524835,,,,,,,,,,,,
LSS,-0.006880749,20.47678827,-0.029218863,0.977510834,0.983531986,-7.118899298,0.007211512,,,,,,,,,,,,
RABL6,-0.007814472,23.30856826,-0.035858239,0.972402914,0.981902635,-7.118653822,0.007931574,,,,,,,,,,,,
GANAB,-0.009465763,24.74268133,-0.024021258,0.98151035,0.985460594,-7.119056521,0.006360737,,,,,,,,,,,,
PPP1R1A,-0.010477337,19.89388396,-0.030164269,0.976783423,0.983032985,-7.118867401,0.007431909,,,,,,,,,,,,
PPIE,-0.010887114,17.63739025,-0.036373588,0.972006492,0.981902635,-7.118632674,0.007931574,,,,,,,,,,,,
C5orf44,-0.010903857,21.26321246,-0.034982188,0.973076819,0.982328797,-7.11868908,0.007743124,,,,,,,,,,,,
PLCB4,-0.010963346,19.05923679,-0.031825326,0.975505435,0.982822669,-7.1188089,0.007524835,,,,,,,,,,,,
ITGB1,-0.012411746,23.10594327,-0.053045137,0.959187481,0.973397666,-7.117785848,0.0117097,,,,,,,,,,,,
ZNF609,-0.012530577,20.74424861,-0.041762459,0.967861736,0.978925648,-7.118393468,0.009250293,,,,,,,,,,,,
CUTA,-0.012651772,20.58648963,-0.024207662,0.981366903,0.985460594,-7.119051413,0.006360737,,,,,,,,,,,,
UBP1,-0.013081557,21.18998002,-0.048733888,0.962501387,0.975129626,-7.118035088,0.010937649,,,,,,,,,,,,
EFNB2,-0.013190515,20.84767709,-0.046824479,0.963969342,0.976383925,-7.118138732,0.010379379,,,,,,,,,,,,
XRCC6,-0.013796572,24.22676629,-0.044967945,0.965396791,0.977342234,-7.118235537,0.009953334,,,,,,,,,,,,
CCDC101,-0.014815598,20.71897188,-0.045762142,0.964786133,0.976978233,-7.118194604,0.010115112,,,,,,,,,,,,
TUFM,-0.015050814,27.68458074,-0.06788832,0.947785104,0.966405797,-7.116766411,0.014840474,,,,,,,,,,,,
NAA35,-0.016038992,21.0104486,-0.06103103,0.953051344,0.970649654,-7.11726844,0.012937496,,,,,,,,,,,,
RANBP2,-0.016048148,25.48199911,-0.071590557,0.944943019,0.965401251,-7.116473195,0.015292143,,,,,,,,,,,,
SUB1,-0.016116426,26.34424156,-0.056581046,0.956470193,0.972499141,-7.117565683,0.012110774,,,,,,,,,,,,
POLDIP3,-0.017045466,23.68205338,-0.049252208,0.96210293,0.975047209,-7.118006239,0.010974356,,,,,,,,,,,,
WRB,-0.018082951,20.04670902,-0.055030927,0.95766136,0.972808168,-7.117663949,0.011972792,,,,,,,,,,,,
ZNF791,-0.018112868,16.42410922,-0.049138355,0.962190453,0.975047209,-7.118012602,0.010974356,,,,,,,,,,,,
PRKACA,-0.018252526,23.64713809,-0.056786042,0.956312676,0.972499141,-7.117552484,0.012110774,,,,,,,,,,,,
SMARCD1,-0.01885834,23.49380177,-0.085856276,0.93400014,0.959994819,-7.115198063,0.017731111,,,,,,,,,,,,
NEK9,-0.019580022,23.47516862,-0.091482681,0.929688331,0.95695258,-7.114631745,0.019109583,,,,,,,,,,,,
AP4M1,-0.019831057,20.51018241,-0.100272429,0.92295742,0.952318096,-7.113675289,0.021217963,,,,,,,,,,,,
USMG5,-0.020183634,23.95192432,-0.070776942,0.945567532,0.965574732,-7.116538966,0.015214108,,,,,,,,,,,,
CIT,-0.020239657,17.74921566,-0.054302122,0.95822144,0.973114887,-7.117709207,0.011835884,,,,,,,,,,,,
ATP5H,-0.020382344,21.27464188,-0.06047338,0.953479721,0.970853123,-7.11730692,0.012846468,,,,,,,,,,,,
VPRBP,-0.021215435,21.09536639,-0.054993193,0.957690358,0.972808168,-7.117666307,0.011972792,,,,,,,,,,,,
RANBP6,-0.021677321,20.2131806,-0.064740568,0.950202174,0.968212244,-7.117003484,0.01402943,,,,,,,,,,,,
NAA15,-0.021759782,21.3079323,-0.070236561,0.94598234,0.965766106,-7.116582234,0.015128041,,,,,,,,,,,,
PTGES3,-0.02176413,24.61923855,-0.059806885,0.953991732,0.971141631,-7.117352449,0.012717428,,,,,,,,,,,,
RASAL2,-0.022330123,23.22030883,-0.117976401,0.909421432,0.94271731,-7.111483545,0.025618518,,,,,,,,,,,,
WDR25,-0.023155026,18.50203838,-0.076282064,0.941342746,0.962870379,-7.116079304,0.016432173,,,,,,,,,,,,
C18orf8,-0.023236933,19.33378528,-0.087151548,0.933007288,0.959656051,-7.115070866,0.017884394,,,,,,,,,,,,
DYNC2H1,-0.02430862,20.16324307,-0.098854418,0.924042845,0.952989306,-7.113835506,0.020911973,,,,,,,,,,,,
TAOK1,-0.02445757,24.20599469,-0.119700305,0.908105027,0.942532924,-7.1112512,0.02570347,,,,,,,,,,,,
BRMS1L,-0.024732033,18.88868242,-0.125953425,0.903332661,0.940537831,-7.110380251,0.026623731,,,,,,,,,,,,
SPECC1,-0.024956104,23.463278,-0.068840071,0.947054397,0.966195546,-7.116692517,0.014934969,,,,,,,,,,,,
NAV3,-0.025377169,23.43009874,-0.11996863,0.907900156,0.942532924,-7.111214734,0.02570347,,,,,,,,,,,,
DNAJA1,-0.025593577,26.95863816,-0.09693777,0.925510231,0.953597054,-7.114048445,0.020635099,,,,,,,,,,,,
THSD7A,-0.026210535,22.05843761,-0.07693916,0.940838606,0.962870379,-7.116022143,0.016432173,,,,,,,,,,,,
LRRC16B,-0.026655574,23.83110582,-0.068799576,0.947085486,0.966195546,-7.116695682,0.014934969,,,,,,,,,,,,
HMGB3,-0.026883144,23.91968648,-0.056738129,0.956349492,0.972499141,-7.117555574,0.012110774,,,,,,,,,,,,
LARS2,-0.027167498,18.17438417,-0.08337122,0.935905335,0.960790418,-7.115436777,0.017371337,,,,,,,,,,,,
TCF20,-0.02774201,22.44826299,-0.112162683,0.913863124,0.945705821,-7.112242354,0.024243938,,,,,,,,,,,,
HNRNPAB,-0.028124847,20.00983099,-0.134758135,0.896620245,0.935613312,-7.109079101,0.028903607,,,,,,,,,,,,
PFDN6,-0.028513209,21.3548334,-0.095735791,0.926430625,0.954293201,-7.114179863,0.020318171,,,,,,,,,,,,
LRFN3,-0.028737192,18.46096342,-0.079621722,0.938780777,0.962299455,-7.115783709,0.01668976,,,,,,,,,,,,
SREBF2,-0.028748568,20.07193567,-0.078185655,0.939882342,0.962396626,-7.115912365,0.016645908,,,,,,,,,,,,
FAM59A,-0.02914537,23.16007947,-0.11663122,0.91044885,0.942861806,-7.111662514,0.025551957,,,,,,,,,,,,
MYL6,-0.02920061,27.65806154,-0.049549004,0.961874773,0.975047209,-7.117989582,0.010974356,,,,,,,,,,,,
GCN1L1,-0.030304563,25.17042455,-0.150097011,0.884948427,0.926392894,-7.106603613,0.033204785,,,,,,,,,,,,
CUL3,-0.031405531,23.63259048,-0.100856506,0.922510386,0.952102456,-7.113608635,0.021316314,,,,,,,,,,,,
CYTH2,-0.031664192,23.0862646,-0.08801596,0.932344771,0.959236968,-7.114984923,0.018074092,,,,,,,,,,,,
APBB1,-0.031897049,21.43774911,-0.11019703,0.915365644,0.946222166,-7.112490271,0.024006883,,,,,,,,,,,,
HRNR,-0.032006302,19.36095458,-0.042096668,0.96760472,0.978898819,-7.118377546,0.009262195,,,,,,,,,,,,
NBN,-0.032410588,17.11385505,-0.12736801,0.902253641,0.939970098,-7.110177103,0.026885962,,,,,,,,,,,,
XRCC5,-0.03295981,24.50031421,-0.124783584,0.904225161,0.940812093,-7.110546546,0.026497109,,,,,,,,,,,,
USP32,-0.033336831,23.16584129,-0.172410778,0.868024646,0.914359819,-7.102529865,0.038882867,,,,,,,,,,,,
MKLN1,-0.03388903,18.10754247,-0.126958401,0.902566061,0.939970098,-7.110236159,0.026885962,,,,,,,,,,,,
EED,-0.034150211,20.11725208,-0.156021854,0.880448059,0.923367651,-7.105576504,0.034625345,,,,,,,,,,,,
EP300,-0.03442115,16.20925408,-0.081841034,0.937078694,0.961530131,-7.115580286,0.017037102,,,,,,,,,,,,
