nes n40n2,nes n40n3,nes n40n4,nes n40n5,nes n41n1,nes n41n2,nes n41n3,nes n41n4,nes n41n5,lamp n40n2,lamp n40n3,lamp n40n4,lamp n40n5,lamp n41n1,lamp n41n2,lamp n41n3,lamp n41n4,lamp n41n5
-3.497757057,-3.371112819,-3.771097036,-6.795480706,-2.477251827,-2.10774141,-1.844006519,-2.161263324,-2.531261695,-1.233524204,-1.17598217,-1.20895568,-1.205285653,-0.770566674,-0.808843173,-0.785977841,-0.613726904,-0.695291933
-3.714954503,-3.805686553,-3.678760814,-3.923118959,-2.902288245,-3.123094901,-2.777157334,-3.220452242,-3.12173706,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
-4.466966632,-7.445511154,-5.796072177,-23.25349666,-2.398701907,-2.071565231,-3.18859342,-2.155217958,-2.352187777,-0.851806312,-1.174352836,-1.150774296,-1.044423524,-0.453232384,-0.471835271,-0.543614067,-0.458412404,-0.465870762
-5.982610709,-23.25349666,-6.247685409,-23.25349666,-4.317913299,-4.345383355,-4.836325929,-3.930976102,-4.525584384,-5.772057873,-8.124172992,-23.25349666,-4.612706428,-2.901085381,-3.312133348,-3.142467174,-2.912670873,-2.124529403
-6.61956928,-5.287368203,-4.957570867,-4.924406582,-3.213456242,-3.311115236,-3.745483993,-3.883254592,-3.305891228,-4.536653964,-23.25349666,-23.25349666,-23.25349666,-2.890911756,-3.07919473,-2.901599491,-3.279577425,-2.87361343
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-0.393851731,-0.860817406,0.26079594,0.298015158,0.401645622,-2.137322705,-2.330418911,-2.610174954,-2.312608981,-1.484999798,-1.632610437,-1.603237731,-1.653608968,-1.689860363
#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,-1.663270053,-1.621274576,-1.587352983,-1.618555236,-1.203072957,-1.306154766,-1.294227013,-1.145819898,-1.219362064
-1.537082793,-1.413112605,-1.945149879,-1.973821574,-0.540984907,-0.653572999,-1.045268243,-0.5560014,-0.549384441,-5.896550864,-4.934701094,-4.627413892,-4.442344775,-3.006229982,-2.664737128,-3.050657191,-2.611955459,-2.833675859
-23.25349666,-23.25349666,-23.25349666,-8.779021961,-4.39748322,-3.044320378,-3.167476421,-3.495579304,-3.135746639,0.455829213,0.584010987,0.446149623,0.693236183,1.101303718,1.098787038,1.023197773,0.985923796,0.992511075
-3.774308489,-4.098715631,-4.001131932,-3.582772825,-3.036962651,-3.28498082,-2.838014572,-2.944194383,-3.178647288,-23.25349666,-23.25349666,-23.25349666,-7.195030282,-5.108400739,-4.804134264,-5.471364322,-4.955282362,-4.90139115
-6.168490683,-6.485816523,-4.991688764,-6.134347315,-4.542870236,-4.415411895,-4.462301051,-4.18437316,-4.816072481,-3.610553243,-3.665864126,-3.467935417,-3.41689205,-4.617467083,-4.245032862,-4.368510864,-4.714873555,-3.458081124
-1.671099778,-2.201154682,-1.639042162,-1.56196943,-1.176289957,-1.108525632,-1.093038738,-0.944151162,-1.306061389,-1.322879393,-1.218194698,-1.371013828,-1.590261353,-0.60659249,-0.369154883,-0.558404413,-0.636872503,-0.425775593
-3.706603598,-3.595493896,-3.582954634,-3.577182271,-4.640532877,-5.012014982,-5.683281094,-4.13379416,-3.815241708,-3.328604877,-3.068925352,-3.316637821,-3.166324188,-2.468181243,-2.611499458,-2.437692649,-2.644943733,-3.017711977
-23.25349666,-23.25349666,-0.584812308,-23.25349666,1.422870296,1.545613168,0.382174709,1.435812662,1.64074954,-4.32068964,-23.25349666,-5.30471162,-23.25349666,-1.567266641,-2.083382724,-1.533485078,-2.070655036,-1.329398628
-0.473392909,-0.61104846,-0.670861837,-0.492470054,-0.175061397,-0.269377243,-0.325491332,-0.172776163,-0.192449572,-3.514839329,-3.15233372,-3.131253379,-3.345766326,-2.326192904,-2.434626256,-2.324428648,-2.590430076,-2.694400014
-2.350676231,-2.789849109,-2.330687235,-2.372963271,-1.41681573,-1.692234123,-1.507706643,-1.879696685,-1.516149564,-3.219882441,-3.106623871,-2.960428596,-3.282285948,-2.190555795,-2.196259386,-2.488846091,-2.247189325,-2.34763207
-3.679747253,-7.463489076,-2.911385939,-4.212132472,-2.078356356,-2.292310951,-2.253414411,-2.176974464,-4.10798722,0.085398732,0.210680003,0.172537469,-0.002859074,0.485584524,0.547241039,0.540832057,0.624909717,0.524200586
-3.415390299,-3.204908551,-2.656835228,-2.881783798,-2.189202536,-1.68155258,-1.873540983,-2.066856095,-2.314717004,-2.846736363,-2.883556392,-3.393877969,-3.228796694,-2.18253073,-2.100250828,-2.059795306,-2.26602518,-2.70870193
-4.957440512,-5.189769388,-5.721512861,-5.347360546,-3.194488539,-4.052165165,-3.20936093,-3.083245529,-3.800761022,-6.276304072,-23.25349666,-5.791209524,-10.58821183,-4.181714589,-4.375532892,-4.12680071,-4.451481809,-4.108887957
-6.316575482,-5.04085884,-5.61086912,-5.156027833,-3.846685022,-3.904469067,-4.236150735,-4.388421747,-4.433134185,-2.542396589,-2.395932898,-2.203543423,-2.408205831,-1.569114036,-1.219175112,-1.330701895,-1.496098597,-1.432058378
#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,-2.478609378,-2.045680178,-2.3463382,-2.60894094,-1.374748456,-1.579658807,-1.326178904,-1.39585228,-1.652703499
-1.533578486,-4.144179368,-1.824506354,-4.219713045,-0.635535249,-0.733363782,-0.625224993,-0.835967271,-0.626081426,-3.801487601,-4.218498833,-3.983604825,-4.125022673,-3.418874395,-3.288315493,-3.223972791,-3.291607909,-2.993467148
-3.832651322,-3.507504954,-3.532465234,-3.527049675,-3.113598828,-3.283618067,-3.166521899,-3.141318263,-3.135017961,-0.403962317,-0.566683562,-0.516318207,-0.710910512,-1.848796516,-23.25349666,-23.25349666,-23.25349666,-1.174290135
-1.821836619,-2.188505367,-1.34444948,-2.173010496,-0.791033264,-1.050696096,-0.595638053,-0.659878189,-0.932179801,-5.01248235,-23.25349666,-23.25349666,-5.335913282,-2.935970428,-2.782231393,-3.413897105,-2.977667143,-3.068319242
-5.137864732,-23.25349666,-23.25349666,-2.882597696,-2.085506411,-1.455897839,-1.155733351,-1.663250724,-1.723898679,-2.234117528,-2.563065876,-2.617016506,-2.217332216,-1.52654384,-1.524054718,-1.265929414,-1.280241268,-1.313386631
-3.492906291,-3.484304695,-3.359831537,-3.499269841,-2.492609065,-2.339580803,-2.942837346,-2.41536751,-2.245475424,-3.148539439,-3.327606377,-3.128223874,-3.185154117,-2.591040141,-2.729799311,-2.780899859,-2.628780925,-2.56961779
-6.916487571,-2.937649564,-6.822749462,-1.077445976,-0.414975957,0.207760551,-0.094057769,0.362196946,-0.098203137,-2.468643139,-2.448977662,-2.348401095,-2.235461478,-1.792407225,-1.898235734,-1.906448153,-1.949397504,-1.798790454
1.093186136,1.260498189,1.003517012,1.222570623,1.79652092,1.886895025,1.522923083,1.666429475,1.772895051,0.284787432,0.363149687,0.394534141,0.472116267,0.841141437,0.783043006,0.817499208,0.689617587,0.782560829
-1.128913456,-1.402679284,-1.335394988,-1.230294103,-0.655694878,-0.370961701,-0.687787221,-0.255330578,-0.553680932,-4.58111542,-3.867336302,-3.693237094,-4.506651499,-2.100544225,-2.169269635,-2.144163731,-2.641565657,-2.677099187
-1.130777574,-1.047903383,-1.354284941,-1.156844908,-0.834474495,-0.53497522,-0.630355357,-0.713824202,-0.466573782,-4.475855648,-4.16211704,-4.342409835,-4.233445964,-3.522849412,-3.160167401,-3.409227191,-3.239380287,-3.271057881
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-1.593080785,-0.089078342,-0.411178412,-0.32002942,-0.506390451,-6.252819349,-6.697459041,-23.25349666,-6.222013308,-2.439409809,-2.158335803,-3.028405544,-2.341160705,-3.832213135
-5.056690501,-4.405242067,-4.517745542,-5.690678428,-3.920130827,-3.685498991,-3.681484095,-3.501340705,-3.622020559,-1.188854978,-1.112498592,-1.191877554,-0.844641389,-0.384151902,-0.312751653,-0.235808802,-0.098279256,-0.073684924
-3.163363499,-3.079651704,-2.9206222,-3.170529274,-2.009558663,-2.516044276,-2.00171163,-2.290447977,-1.805931072,-3.211351771,-2.410930193,-2.827515721,-2.471734843,-1.534246056,-1.148883252,-1.351933711,-1.125634182,-1.075839339
1.191202315,1.214642424,1.130683952,1.114617641,0.676920223,0.876868216,0.930727113,0.91944488,0.840271706,-4.25697642,-4.549597246,-4.533472933,-4.389398865,-3.826162457,-3.743699918,-3.85216606,-3.635216581,-4.474641009
#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-6.880458384,-7.215932337,-7.354845683,-6.757760597,-23.25349666
-2.952578785,-3.067708113,-2.95736503,-3.433042731,-2.489493538,-2.546678056,-2.455287021,-2.219694376,-2.70227015,-1.97567783,-2.023659154,-2.177314309,-2.149033296,-1.445526938,-1.651833595,-1.4736557,-1.40650062,-1.460930673
-3.965415701,-3.151129162,-3.061324115,-4.550553951,-2.119155443,-2.396041355,-2.4978316,-2.207004637,-2.533398429,-3.733703159,-3.8699775,-4.833320255,-4.009823776,-2.630668828,-2.424065078,-2.788028157,-2.746791387,-2.697344464
-4.768961277,-5.664391766,-5.976906767,-6.300183561,-2.691932377,-2.901142973,-3.832134436,-2.972998092,-2.396790146,-4.648386758,-4.213127176,-4.187514116,-4.547650581,-3.431020654,-3.319120315,-3.605592664,-3.521829814,-4.057417413
-4.590790221,-4.132697217,-4.327166208,-4.489564407,-3.681485724,-3.799095047,-3.85645716,-3.928565276,-3.823365557,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-5.557035677,-5.937031978,-6.157355161,-5.352750589,-5.736817485
-2.244273481,-1.644916992,-2.302236406,-1.860521986,-1.170489188,-0.661782061,-1.056362013,-0.678774057,-1.609206058,-5.106127354,-5.130991169,-5.09251274,-4.969567027,-5.669764378,-6.121072244,-5.78115431,-6.137955303,-6.322732304
-0.219792226,-1.26225955,-1.697044636,-1.038930079,0.309256427,0.746585704,0.378762084,0.288129342,0.146656059,-2.6572094,-2.747424132,-2.669424519,-2.616114252,-2.051194236,-2.281269712,-2.060378379,-2.014290706,-2.021168764
-5.88814571,-4.990382506,-23.25349666,-7.857266184,-3.510700082,-3.822717493,-4.354809344,-3.533098147,-3.879489162,-1.813899086,-1.553441722,-1.389968267,-2.106514183,-0.506664855,-0.460176588,-0.736875287,-0.703643053,-0.709293063
-2.261929051,-2.291635874,-1.695523868,-2.059746099,-1.420481837,-1.305092778,-1.321392814,-1.515012041,-1.494280838,-3.237498548,-2.897707644,-3.042154017,-2.883619837,-2.407575123,-2.441240015,-2.330465865,-2.236506403,-2.401970439
-2.526738848,-2.912884675,-2.603144195,-3.364992261,-1.381346795,-2.052876834,-1.650116098,-1.525957306,-1.793044718,-3.375022879,-3.252443854,-4.262455219,-3.367618965,-2.080180802,-2.426069081,-2.185370423,-2.0456332,-2.743116538
-7.362839795,-23.25349666,-4.784957813,-23.25349666,-1.888535709,-2.169595468,-1.281154671,-2.447858242,-1.364562404,-1.803976623,-1.874231441,-1.702195111,-1.826563593,-1.279977938,-1.265973306,-1.452160559,-1.229426386,-1.35625871
1.357733978,1.191541282,1.334831984,1.280154934,1.456972035,1.574753534,1.575828796,1.503991421,1.719585083,-3.851238121,-3.953275591,-4.111453968,-3.918368699,-3.365638934,-3.277121546,-3.25129489,-3.059951067,-3.299788247
-2.475488681,-2.281245706,-2.649439009,-2.382254001,-1.965071296,-1.996285173,-2.12969993,-1.892495345,-2.430940459,-2.883863154,-2.854705082,-2.626309966,-2.957509207,-1.806862614,-2.024681789,-1.900819699,-2.150258353,-2.047808703
-2.542042971,-2.111109971,-2.648396862,-2.599562905,-1.694288136,-1.869222472,-1.784268152,-1.939596278,-1.717938637,-3.795874913,-3.847109793,-3.826507603,-3.892929691,-3.112443149,-3.182288748,-3.415193119,-3.16328056,-3.418604199
1.018115815,0.887755887,0.008712318,1.067604598,-0.621586617,-1.540322777,-2.980593455,-2.912022492,0.398158939,-3.078484453,-3.099220693,-3.11323168,-3.120368516,-2.709160415,-2.867434475,-2.705027236,-2.687224089,-2.681676003
-4.818456947,-4.690529221,-3.564591468,-5.175607429,-2.886769752,-2.574788289,-3.159197493,-2.971023104,-2.934837971,-1.650442003,-2.068717441,-2.002812619,-1.46234024,-0.799831821,-0.798537629,-0.843143842,-0.991715501,-0.818512618
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-1.466854182,-0.20067067,0.137763706,-0.288433268,-1.476763047,0.083835732,0.109890138,0.144662698,0.283168509,0.507621849,0.532964083,0.454037317,0.548614547,0.568632356
-23.25349666,-6.373838037,-5.906667168,-4.121588347,-3.456334571,-2.974242666,-3.565244972,-3.355422763,-3.414737204,-0.564150768,-0.277751437,-0.56084523,-0.215469633,0.265391441,0.350463799,0.511189905,0.523170798,0.538109348
0.272373642,0.239567324,0.146122798,0.157036239,0.428528622,0.366708718,0.365629203,0.350229965,0.305461733,-2.401170287,-2.426744198,-2.855111384,-2.699718681,-1.883402876,-1.950046456,-1.801755538,-1.891096034,-1.956750737
-2.854277955,-1.255270985,-1.458503605,-1.772855064,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-1.078530382,-1.38529409,-0.606253679,-1.003149419,0.274770041,0.815694736,0.819193653,0.688092215,0.802460438
-23.25349666,-3.509174828,-23.25349666,-3.285911586,-2.582114324,-1.843927526,-1.655876624,-1.706018861,-1.927671148,-5.537628357,-4.78693016,-5.052894134,-5.045981527,-3.542176534,-3.039462787,-2.852798341,-3.042767016,-2.953207857
1.073751218,0.904021892,0.986378238,1.093737814,0.70295474,0.685928652,0.724783069,0.431179702,0.640570667,-2.580501028,-2.689243038,-2.694287622,-2.919677916,-1.908165995,-2.151227741,-1.915832268,-2.078467952,-1.968379846
0.028992411,0.163391036,0.203129633,0.091420589,0.338549654,0.342063392,0.403425929,0.503541266,0.340315759,-3.723982285,-4.288756119,-3.728492665,-4.009289011,-5.530553353,-23.25349666,-23.25349666,-8.342898433,-23.25349666
-1.622522094,-1.742145564,-1.770932378,-1.66316573,-1.516432145,-1.451821061,-1.350241995,-1.481051273,-1.434382755,-1.329957187,-1.271165252,-1.311362009,-1.167434819,-0.949355966,-0.87041676,-0.996197538,-0.914904941,-1.027441696
-1.999128679,-1.815165766,-1.971679307,-1.978310351,-1.415342683,-1.102322446,-1.200869682,-0.823289414,-1.012691403,-3.60136562,-3.581598506,-3.488197792,-3.35883766,-2.890428568,-3.088495414,-2.898672349,-2.874547425,-2.93298399
-2.742295172,-3.392378475,-2.857733015,-3.159085526,-2.262220888,-2.330210162,-2.505240244,-2.403414619,-2.162719367,-1.647149046,-3.859597025,-3.825008982,-0.816442632,0.485809492,0.515628283,0.308285441,0.799229162,0.705953821
0.281104999,-0.079484488,0.320210241,0.067063808,0.684121359,0.720724727,0.511693354,0.579584037,0.895325181,-2.831325312,-2.652537798,-2.655515764,-2.659431843,-2.168669388,-2.364986784,-2.243409149,-2.231481575,-2.185703759
-2.502643253,-2.557058669,-2.45490204,-2.369059623,-2.001630485,-2.158995815,-2.180532987,-2.231146327,-1.960965821,-0.744497969,-1.672555397,-1.002851553,-1.170770263,0.172199211,0.009366891,0.04254693,-0.136208538,-0.248256153
-3.168590566,-23.25349666,-23.25349666,-3.517834643,-1.148237644,-1.949712004,-0.888311292,-1.663171419,-1.697820756,-5.43089596,-5.778406476,-6.135767638,-6.616424244,-3.910317348,-3.380431107,-3.144227084,-3.254823563,-3.270019932
-1.953625751,-1.822028192,-1.924418482,-1.776981624,-1.493526351,-0.936418141,-1.010620128,-0.927029221,-1.136046213,-4.001071986,-2.63007224,-2.366179439,-1.935207718,-0.973320955,-1.025383744,-1.104954782,-0.874331457,-1.583074525
-3.991612891,-2.872214992,-2.98384013,-2.686242518,-2.021413844,-2.213503541,-2.188164144,-2.212252999,-1.687214328,-3.331307354,-3.090025118,-3.106743509,-3.309283252,-2.758425516,-2.532730905,-2.604296826,-2.544629267,-2.559891114
-8.006815808,-9.175517696,-7.623286429,-6.527155553,-5.427000126,-6.090783271,-5.436100807,-5.142202535,-5.596481204,-4.755677916,-4.685945305,-5.480422058,-5.244667483,-3.909408592,-3.910625449,-3.794917951,-4.058856877,-3.991890719
1.465884623,1.836230055,1.917798508,1.853793001,1.134262363,-23.25349666,-23.25349666,-23.25349666,1.471491068,-3.849825031,-3.940357297,-3.744733975,-3.995767231,-1.763094501,-1.543388927,-1.193898046,-1.86814036,-1.758294432
-3.913375912,-4.100458947,-3.747325009,-3.887208776,-3.494140509,-3.599798564,-3.596734494,-3.573259764,-3.67429346,-3.196917065,-3.728461628,-3.239401937,-3.295051877,-2.651455303,-2.550423514,-2.707444097,-2.634788025,-2.699025942
-23.25349666,-23.25349666,-4.547785618,-23.25349666,-3.107862006,-2.430674933,-1.704029965,-2.104232639,-3.094417327,-0.839269455,-0.846657863,-1.351112062,-1.145598473,-0.222613733,-0.211603071,-0.375178353,-0.274004515,-0.240137043
-2.971537905,-2.961397549,-3.297015231,-3.712652611,-1.832062012,-2.258519283,-1.924040665,-2.455011724,-2.123632695,-4.440262097,-4.238335777,-4.240785686,-4.057437663,-3.528483843,-3.541246714,-3.685565463,-3.403991914,-3.460397926
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-0.27411521,0.224830032,0.868353401,1.154261065,0.800963282,-2.691406355,-3.170507308,-2.989140008,-2.477881642,-1.914803327,-1.543016029,-1.551567095,-1.549669107,-1.740157585
0.236631669,-0.543697754,-1.242729423,0.144969119,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-1.967153477,-2.742108812,-2.721619286,-2.785312922,-3.101869008,-1.722082976,-1.739389144,-1.415617514,-1.879123295,-1.966633138
-4.209083039,-3.58324106,-3.714961115,-3.74091868,-8.284699394,-23.25349666,-4.508279918,-5.92291822,-4.355596656,-4.68065539,-4.496727185,-5.133988603,-4.716566971,-4.004626481,-4.042774554,-3.946194357,-3.929503856,-3.867022656
-4.179602574,-4.408424315,-4.252013396,-4.462958749,-4.935419776,-6.452929754,-5.753472693,-23.25349666,-5.101939721,-1.093235782,-0.966023206,-1.326395392,-1.352164046,-0.324822117,-0.488547225,-0.523550496,-0.539656045,-0.558516559
-4.923829638,-5.997862057,-10.28547433,-23.25349666,-3.783351632,-4.475282633,-3.972411331,-4.214970635,-3.450826151,-4.136913188,-4.14999193,-5.047138637,-4.553165089,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666
-1.473954151,-1.411019842,-2.964227071,-1.97262342,-23.25349666,-5.095460257,-23.25349666,-23.25349666,-2.92661589,0.292133908,0.3881319,0.180688791,0.369755843,-0.781115787,-23.25349666,-23.25349666,-6.004733518,-2.347693996
-4.513102736,-3.226998428,-6.481780889,-2.532838561,-1.636501382,-1.990987188,-1.948149692,-2.000434992,-1.946859874,-3.98323328,-4.577303034,-3.932109858,-4.780596362,-3.001148646,-2.741811223,-3.153796535,-2.916076854,-2.893556982
-0.854153797,-0.678385745,-0.544352681,-0.627000197,-0.061196188,-0.240772235,-0.078883116,-0.387031657,-0.386154404,-2.142006938,-1.60835725,-1.435553138,-1.870299105,-0.859077132,-0.767509184,-0.779146,-0.963883423,-0.865529427
-2.233849826,-2.173852654,-2.241177543,-2.246776077,-2.051184065,-1.993248693,-2.04053001,-2.139338226,-2.045954819,-1.872210952,-1.841912136,-2.13000558,-1.339397607,-0.7321446,-0.734283522,-0.68588248,-0.911880895,-0.533755206
-0.97115569,-0.912358162,-0.718627419,-0.78172935,-0.188093134,-0.14098166,-0.365286593,0.178045297,-0.213342916,-3.698535743,-4.42638855,-3.827675489,-3.19085129,-2.472682091,-2.308968163,-2.30722971,-2.573414496,-2.52091894
-4.694757997,-2.762707128,-3.374827847,-4.256469246,-1.608723901,-2.35110286,-1.891088596,-2.093679479,-2.045122734,-2.379935032,-2.53144455,-2.400739588,-2.43632932,-2.062796325,-2.153009586,-2.185553056,-2.082570414,-2.043928338
-3.857860009,-3.938503967,-4.046357243,-4.072341058,-3.388405159,-3.623550693,-3.419016741,-3.691531365,-3.563760127,-3.014028529,-2.992634497,-2.944576021,-3.896348889,-1.753780891,-1.944604937,-2.150251994,-1.91889785,-1.944386139
-2.086859851,-2.315510667,-2.394784595,-1.988688162,-1.170161277,-0.946794051,-0.828270379,-1.596990683,-0.965180314,-6.167651007,-5.223582008,-6.309385623,-5.132148767,-4.300615161,-4.112602927,-4.275521329,-4.050598904,-4.863149751
-2.015935442,-1.535367412,-1.336356792,-1.438822123,-0.495400655,-0.771223091,-0.820978043,-0.997932104,-0.948091662,-23.25349666,-4.678174472,-5.267732315,-5.826076434,-3.519035191,-3.602671831,-3.714956644,-3.43198932,-3.722077583
-3.201706534,-3.71222706,-3.696374238,-3.864596322,-2.921769535,-2.569192115,-2.939019585,-2.499288365,-3.243210458,-2.05179906,-2.946598246,-3.276386809,-2.979481988,-1.070712145,-1.301819796,-1.406903746,-1.286426211,-1.233572658
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-1.824458527,-0.593873749,-0.052609205,-0.599618157,-1.837134874,-3.522047922,-3.254102211,-3.27295324,-3.445815896,-2.801050844,-2.810059638,-2.855351652,-2.619989268,-2.61867001
-4.050463047,-3.982485917,-3.667734331,-3.748791051,-2.581151092,-1.743204443,-2.358865064,-2.49688709,-2.338252158,-1.111069362,-1.22099089,-1.431033448,-1.077221567,-5.677161794,-3.192722415,-2.294497813,-2.896067706,-2.004650611
-23.25349666,-23.25349666,-23.25349666,-3.463929286,-1.917044804,-2.861935183,-1.612677626,-2.261953803,-4.207071023,-5.535966558,-4.285203062,-3.61635232,-3.77855373,-1.763358981,-1.779554352,-1.941937269,-2.420631723,-2.099392157
-3.315360152,-2.548542404,-6.28441261,-4.218059347,-1.96009074,-1.416069191,-2.077449376,-1.706014897,-1.566944425,-2.743772112,-2.787104566,-2.456364864,-2.719327342,-1.565229086,-1.92686789,-1.688927023,-1.469992878,-1.515184077
-23.25349666,-23.25349666,-5.494901136,-5.279803109,-4.170383745,-4.190923103,-4.537580509,-3.693571736,-3.949186835,0.691588616,0.561223699,0.674067542,0.696466743,1.16498646,1.002786134,1.084655535,1.245474415,0.863810082
-2.453444498,-3.052342137,-3.385296879,-2.909147653,-2.087936332,-1.753759746,-2.245561646,-1.889146962,-1.892646977,-3.377653815,-1.226878507,-2.364746594,-1.765865967,-0.370823279,-0.32971651,-0.14495187,-0.411030022,-0.121997198
-3.841730259,-3.393499538,-3.540469421,-3.562675073,-3.150116667,-3.110691195,-3.279046531,-3.130488281,-2.816904414,-2.938446269,-3.044131928,-3.137028612,-3.030641623,-2.581700216,-2.734747992,-2.607689841,-2.535296682,-2.572450189
-5.825851456,-5.544201451,-5.395227241,-4.090103681,-3.391876391,-3.308143565,-3.683214617,-3.8647402,-3.679433491,-2.847759074,-2.831627501,-2.864000097,-2.732175785,-2.401841635,-2.086180176,-2.116999978,-2.104465356,-2.299781201
-0.536718633,-0.276998428,-0.982395201,-1.38924694,0.053214427,0.445452632,0.272197695,0.678166957,0.645116347,-0.433508593,-0.446142817,-0.51862443,-0.312059885,0.361586329,0.118286716,0.077812859,0.166928011,0.132753657
-2.237191024,-2.301096063,-2.436967282,-2.342494132,-2.117236948,-2.180553373,-2.084273015,-2.054080541,-2.090250529,-3.174337327,-3.285353474,-3.184809363,-3.38762674,-2.80078147,-2.894054035,-2.935366649,-2.826092783,-2.859135254
-0.812526509,-1.463091439,-1.546250411,-1.131232759,0.057331441,0.350580371,-0.276586525,-0.319220045,0.190473983,-1.165744788,-0.979153438,-1.032872184,-1.048773076,-0.743713362,-0.524608478,-0.600203266,-0.626797617,-0.720717889
-1.340771697,-1.314513611,-1.4458335,-1.324073047,-1.156933664,-0.969111479,-0.794462449,-0.865638599,-1.028349936,0.758231755,0.854915181,0.870058559,0.914542225,1.107658645,1.159972042,1.099708406,1.063715274,1.147610485
-2.630970373,-2.556768286,-2.482092681,-2.433059108,-2.291680121,-2.351946106,-2.34999698,-2.267691402,-2.340518764,0.110570068,0.035136605,0.073124473,0.247102982,0.460649564,0.618188181,0.613491753,0.691641079,0.589666183
-8.29677113,-7.320449686,-4.903082942,-5.172123444,-4.12081691,-4.10070808,-4.032177232,-4.478318001,-3.974089258,-4.212269625,-4.297101419,-4.280196277,-4.419616941,-3.945111657,-3.987884319,-3.939335648,-3.845234663,-3.899763828
-2.949456199,-2.545332832,-2.55500343,-2.453568193,-2.019434539,-1.853087811,-1.384269557,-1.666828879,-1.938686042,-0.989646217,-0.757904236,-0.811102623,-0.819197658,-0.460746461,-0.406153688,-0.54454304,-0.417896252,-0.520832726
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-3.528400541,-1.599664267,-1.93008419,-2.032613152,-1.192076481,-3.406773679,-3.032382068,-2.928297214,-3.786306217,-2.198497297,-2.332199099,-2.231294648,-2.0471534,-2.158184505
0.626192894,0.366145707,0.368992383,0.555567089,0.845250684,0.696983246,0.903948209,0.841346601,0.924716481,-3.124233888,-3.078281276,-2.620899016,-3.049302911,-1.219555719,-1.261116489,-1.830813221,-1.258969262,-1.304644306
-1.415789416,-0.98681541,-1.393757161,-1.303623834,-0.794186492,-0.528628848,-0.867429751,-0.60899411,-0.678927023,-5.761174565,-5.51136601,-5.400873344,-5.511596215,-4.721646731,-4.917461421,-4.971845725,-4.755497711,-5.018732222
0.541253804,0.316258071,0.152368864,-0.067004112,-2.289518915,-1.011514343,-0.360155117,-2.258644107,-0.073998601,-3.928521231,-3.40729287,-3.982292638,-4.902463244,-2.676605202,-2.159556045,-2.288140983,-2.352967099,-2.508771765
-1.144905265,-2.063594987,-1.285665656,-2.20873144,-0.482995032,-0.614577425,-0.896442818,-0.417920918,-1.593020286,-2.699905766,-2.748392738,-2.921336175,-2.656136009,-2.374937865,-2.412946784,-2.412950357,-2.391738037,-2.220130483
-3.501027779,-3.473844164,-3.613066537,-2.830759673,-2.007233083,-1.988159776,-2.346132146,-2.641023005,-2.02956166,-9.199249334,-23.25349666,-7.064929067,-23.25349666,-5.675398736,-5.225157164,-5.733034437,-5.15018739,-6.676122127
-2.057237458,-2.186899472,-1.911179093,-2.048272561,-1.71132311,-1.600007272,-1.814244872,-1.778772371,-1.961166341,-2.362940456,-2.764865352,-2.680186159,-1.085048764,-0.112682971,-0.020374773,-0.02245067,-0.441027353,-0.364857514
-6.807017809,-7.485157758,-5.988701589,-7.598502971,-4.20831832,-4.853180015,-5.095760081,-5.079529242,-4.569941345,-3.267219193,-2.341576691,-2.587448483,-2.883025107,-1.780567524,-1.667825113,-1.456658493,-1.508480689,-1.457609263
-3.495070233,-2.162129302,-2.076032993,-1.696877861,-5.103963175,-23.25349666,-5.651211662,-23.25349666,-1.874822503,-4.415525651,-4.199833444,-3.862774025,-3.81220307,-2.976309728,-3.070156924,-2.837336985,-2.617661968,-2.862027157
-23.25349666,-23.25349666,-23.25349666,-5.304301567,-3.296565995,-1.384980725,-1.862237339,-1.742761408,-1.700514326,-2.697586139,-2.617251031,-2.497579823,-2.729151116,-1.807445344,-1.983841038,-1.692832268,-2.038822894,-1.831574595
-3.76541871,-4.645030047,-1.958675063,-2.354156382,-1.511333108,-1.481394675,-0.983696979,-1.092318089,-1.234321877,-2.928997682,-2.326062856,-2.922796385,-2.228511377,-1.479211823,-1.553745464,-1.380179657,-1.674004135,-1.607168658
