nes n40n2,nes n40n3,nes n40n4,nes n40n5,nes n41n1,nes n41n2,nes n41n3,nes n41n4,nes n41n5,lamp n40n2,lamp n40n3,lamp n40n4,lamp n40n5,lamp n41n1,lamp n41n2,lamp n41n3,lamp n41n4,lamp n41n5
-5.157231393,-7.232221907,-4.333536284,-4.98473191,-7.044672292,-5.859157655,-5.151397519,-6.570395956,-6.48605355,-4.009918137,-4.058977464,-6.156603345,-23.25349666,-3.50408892,-2.411087818,-3.860744503,-2.517440157,-3.695685748
-1.49263495,-1.602785695,-2.10124047,-1.052645279,-0.57915854,-1.023669353,-1.85732095,-1.102885936,-0.44960891,-1.705048962,-1.637252041,-1.714291701,-1.558716034,-2.123657127,-1.684910822,-2.026536776,-1.901617328,-1.705720279
-4.044599486,-4.56546585,-4.993848095,-4.347641616,-4.054403467,-2.994412473,-6.09702513,-2.834038064,-3.047542482,-23.25349666,-23.25349666,-5.491436052,-23.25349666,-4.967935458,-3.229022107,-4.834987191,-4.237990112,-2.794111936
-1.608138125,-1.793686513,-1.722810826,-1.934530634,-1.563193705,-2.511342378,-2.193713556,-1.983920823,-1.966494254,-9.188285032,-5.236603629,-6.187416936,-5.916236021,-4.588289669,-4.066043242,-4.784173023,-5.416284896,-4.39556987
-2.586638137,-2.113729368,-2.424310573,-1.782878553,-1.992259472,-2.060170913,-1.718477639,-2.041567048,-1.790410792,-8.008686144,-6.768295968,-5.12146206,-6.560075728,-5.051384561,-5.141857757,-5.103226914,-5.235357461,-4.640391106
-5.330932876,-12.4648028,-4.967198639,-3.859133286,-2.954862622,-4.561828855,-7.08146399,-3.099588226,-3.230143377,0.170157432,0.388793642,-0.091183836,-0.019268031,0.392276043,0.886527002,0.445882148,0.571333443,0.03057653
-0.609666226,-0.511854619,-0.667861052,-0.969088894,-0.271018041,-2.418706174,-1.086488442,-2.35596946,-0.565041091,-3.871786896,-3.782265673,-4.377646153,-3.643858318,-3.688552129,-3.358726022,-3.480343546,-3.329750159,-3.435273664
-3.131097804,-0.951770406,-8.839010275,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-0.733265253,-0.894084921,-0.761872855,-0.628213493,-0.480908987,-0.699004716,-0.499770163,-0.522704214,-0.641256005
-8.575692251,-6.027637028,-23.25349666,-3.596224434,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,1.033921779,1.032789082,3.205310928,2.642942062,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-0.366670173,-2.578661817,-23.25349666,-23.25349666,-6.473468061,-3.74341371,-3.371282403,-3.826869311,-3.152914947,-3.061381356,-3.279229118,-2.864091005,-3.003225568
-1.386586977,-1.377665913,-1.106997692,-0.997294755,-1.261250983,-0.77676429,-1.137720842,-0.951421763,-1.247722498,-4.568495802,-8.062106587,-23.25349666,-4.426950163,-5.063681755,-2.771186736,-3.186569235,-2.639770623,-2.553203252
-23.25349666,-23.25349666,-23.25349666,-8.00242891,-23.25349666,-4.177372394,-8.094496141,-6.60426505,-23.25349666,-2.945443672,-2.136906652,-1.894656253,-1.44014976,-2.564673011,-23.25349666,-3.425306972,-4.23892283,-2.082392158
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-2.4017031,-23.25349666,-4.697874865,-23.25349666,-23.25349666,-0.048000753,-23.25349666,-23.25349666,-23.25349666,0.964287711,-0.564733568,0.5350766,-0.016400411,0.631557983
-2.597138676,-2.811121185,-3.295349594,-2.611149745,-1.874340954,-2.19532055,-3.768232532,-2.026515445,-1.761885569,-1.769083249,-2.517879386,-2.834129974,-1.742197988,-1.900203928,-1.287574295,-1.125915391,-1.268449811,-1.536204254
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-7.546400997,-23.25349666,-23.25349666,-9.151827057,-6.650427026,-2.095797817,-2.085441373,-3.21287269,-2.674247296,-1.488549955,-1.516667614,-1.808070608,-2.143144174,-1.737527248
-1.53050524,-4.070090453,-3.478092016,-1.960858556,-2.855896832,-4.391597259,-3.229895307,-3.254409438,-3.063589541,-3.816941876,-23.25349666,-1.227043968,-23.25349666,-1.267117708,-0.880389907,-1.757892565,-0.830505712,-0.416637406
-4.397678891,-3.925203325,-4.031353861,-2.180899407,-3.593399245,-23.25349666,-3.689169912,-23.25349666,-23.25349666,-1.652206413,-1.727689562,-1.633367175,-1.723874656,-1.491701641,-1.525149874,-1.296120601,-1.605257495,-1.407367547
0.86516524,1.966208082,2.17669285,1.799286818,1.467513326,1.430762046,1.428425138,1.434672384,1.293660464,-4.140011731,-4.420660905,-4.300971016,-4.152631399,-3.993667077,-4.121402323,-3.632178866,-3.798169002,-4.115127108
-4.583018861,-4.256871523,-5.29076821,-4.585945784,-4.332031962,-6.448385243,-4.754098614,-11.09303904,-4.903097144,-0.158806495,-0.348464592,-0.123226702,-0.232106504,-0.696434295,-1.094309071,-0.986638049,-0.228411893,-1.658510648
-8.973651795,-23.25349666,-5.086465363,-8.279880008,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-3.062476366,-2.951187365,-2.928667013,-3.024793483,-2.699201965,-2.919526369,-2.74865617,-2.895030712,-2.841999424
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-6.273127778,-23.25349666,-3.780270529,-4.204271454,0.689596968,1.041239315,0.959006526,0.928258859,0.479557934,-0.654692792,0.32644099,0.723852354,0.45053436
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-0.968272895,-3.485335137,-23.25349666,-23.25349666,-1.815470856,-1.885675661,-2.110295994,-2.138628157,-1.744794278,-1.494214736,-1.745587562,-1.795449461,-1.544978026
-0.489453426,-0.187403299,-0.530413637,-0.804182364,-0.804370934,-0.467122497,-0.739429936,-0.709003348,-1.087918625,-6.354608953,-4.577132388,-13.17073554,-23.25349666,-3.054456514,-6.51944401,-2.661160418,-2.663226181,-6.34438304
-0.025487812,0.614393886,0.729994825,0.811074024,0.639246271,-0.178060324,0.512377863,-0.322393778,0.76123769,-2.206893213,-2.208965772,-2.200877486,-2.224553023,-1.848559114,-2.227934857,-1.776216509,-1.682657852,-1.762080975
-4.668622845,-4.676094244,-4.27826745,-4.608823167,-6.507173662,-4.536615726,-4.496990737,-4.959995064,-5.383958485,-2.305201711,-2.373702666,-5.107419882,-5.352738798,-1.192171441,-0.824177301,0.965968417,0.666277446,-0.516925755
-23.25349666,-3.608754296,-23.25349666,-3.906661023,-2.978664544,-5.342755513,-3.614036784,-3.983187808,-3.549863777,-3.84437344,-4.231954204,-3.379559407,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666
-5.265009789,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-3.981142144,-23.25349666,-4.353500649,-23.25349666,-3.732390223,-3.905498699,-3.987881412,-4.103273778,-3.837797411,-3.609167485,-3.632996414,-3.640684721,-3.884987709
1.380607453,0.375994557,0.324132752,-0.721755881,0.973653032,0.941380951,0.932953793,0.999695146,0.879749611,-3.174623116,-6.974459271,-4.823915228,-1.352249063,-2.044549889,-0.890835928,-1.112169752,-1.064062948,-2.439972272
-1.123859788,-1.292617641,-1.275916609,-1.399146343,-0.445229673,-1.365408122,-0.573459614,-1.527287134,-0.760251399,-2.145297499,-2.021797914,-1.763258037,-1.685078447,-1.412024634,-1.292175739,-1.833423523,-1.191341006,-1.672122341
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-4.197020854,-23.25349666,-23.25349666,-6.874513346,-23.25349666,-6.035697489,-3.725304799,-3.339234497,-3.545102375,-2.975162326,-3.24228119,-3.104012891,-2.694528151,-2.650471872
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-5.955344844,-23.25349666,-8.536409883,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-0.402259932,-23.25349666,0.736175467,-0.696288596,-0.691282532,0.419367716,0.733225206
-3.077479755,-1.597024355,-2.527760059,-2.407660843,-1.589388758,-1.01997637,-2.18962979,-2.536309526,-1.653066056,-4.935156342,-4.088321461,-4.223792522,-5.12617675,-4.29793291,-3.728069376,-3.303154813,-3.570304182,-3.165827866
-0.30618182,-1.429130016,-3.257197148,-2.75698139,-1.432321075,-6.088547913,-2.985665048,-4.117558444,-1.301902904,-2.885380426,-2.622971617,-2.680096265,-2.536121634,-2.449595629,-2.510210035,-2.172818952,-1.990300466,-2.53702384
-1.59799805,-1.691864032,-1.566072444,-1.767748732,-1.424432565,-1.501878571,-1.59959059,-1.725002386,-1.558324729,-1.058896797,0.628703163,-1.058702797,0.681111614,-0.998828465,-23.25349666,-23.25349666,-23.25349666,-23.25349666
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-2.635072391,-5.395633,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-4.731552153,-5.384263046,-4.406170447,-5.774507722
-4.901911483,-5.383605563,-4.842492797,-5.214745465,-6.352161641,-5.734621178,-4.877737101,-5.165361912,-8.37283266,-5.25756123,-5.588439983,-23.25349666,-6.227316797,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666
-0.560260226,0.508421451,0.4817831,0.546542016,0.649988775,0.301220072,0.629784051,0.664692736,0.576568196,-1.418088646,-1.493465126,-1.629336487,-1.097116769,-0.698643479,-1.250574009,-0.463938983,-0.940543361,-0.381464638
-8.157272373,-23.25349666,-5.399338557,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-2.39197928,-2.252172655,-3.103700185,-2.482346704,-1.842930195,-2.409136527,-1.906129311,-1.889147967,-2.268842616
-8.52980426,-23.25349666,-5.76756801,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-3.009271052,-4.586471772,-3.589105875,-11.66285348,-2.555378761,-2.475622497,-3.361396679,-2.79634403,-3.531709024
-0.471681862,-0.360461253,-0.102271945,-0.209012208,-0.177219732,-0.412677205,-0.83042475,-0.478727103,0.134565621,-3.935210433,-4.466609303,-4.280148121,-4.471748664,-4.076649528,-3.753619097,-3.728520126,-3.330662357,-4.243640279
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-6.23406741,-3.350655516,-23.25349666,-23.25349666,-23.25349666,-2.403851149,-2.243557534,-2.47329925,-2.598027547,-2.995784562,-3.160527794,-2.642253624,-5.522314484,-2.712248257
-3.586299812,-23.25349666,-23.25349666,-6.472150783,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-0.192794173,-0.089749905,-0.160869722,-0.254492807,0.205850334,-0.104194534,0.224668998,-0.038183253,0.079980851
2.480193985,1.910409197,3.050065122,1.718472207,1.69649,1.626590224,2.269256397,2.036908314,2.55790273,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-15.21457767,-3.51322102,-4.5163345,-3.593026114,-23.25349666
-23.25349666,-4.961578338,-23.25349666,-23.25349666,-23.25349666,-4.312697576,-23.25349666,-3.231951615,-5.171392905,-0.267199266,-0.635257191,0.027135234,-1.566386553,0.24609233,0.465225886,0.213341536,-0.116918513,-0.112569894
-4.658734262,-4.79634864,-6.138492245,-4.870710462,-4.771174642,-23.25349666,-23.25349666,-4.920704523,-5.50113281,-3.553155961,-2.452028443,-2.749755316,-2.688436909,-2.39371332,-2.35113223,-2.369399506,-2.200813639,-2.120203874
-2.779663794,-2.324287437,-2.707403125,-2.36223015,-2.953677142,-2.521447205,-2.600510049,-2.793516586,-3.073512565,-3.090241468,-3.10151355,-2.980059578,-3.183926573,-3.074384468,-2.459121304,-2.744581943,-2.519944668,-2.795649436
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-1.940026678,-4.921387061,-23.25349666,-23.25349666,-0.118845544,0.049849807,-0.275242494,-0.142815435,0.154500335,0.238946284,-0.076823033,0.304413959,0.11886588
-6.521786647,-4.390404117,-4.153019006,-3.823229219,-4.067950515,-23.25349666,-5.775871191,-5.362473127,-3.884008497,-4.461156107,-4.919189942,-4.329987298,-4.417530968,-4.185433945,-4.218060904,-4.312230705,-4.054123019,-4.196648915
-7.44232721,-6.737968828,-7.220188959,-7.926578847,-5.909635624,-7.969771628,-7.749591441,-5.330485232,-5.939378321,-0.062835087,-0.023524838,-0.156653462,0.43631679,0.521290377,0.555130655,0.687668166,0.199112508,0.464183941
-3.996799155,-3.442889855,-3.792716412,-3.805769735,-3.013355159,-3.398930675,-3.917775457,-3.673421254,-3.251258733,-0.930680785,-1.004545543,-0.686357104,-1.065467155,-0.826908348,-0.595780313,-0.485091956,-0.633102223,-0.504117389
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-4.805454667,-7.816001728,-3.368461843,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-4.218463838,-4.917993124,-5.161238808,-6.593441701
-1.432904732,-1.33674264,-1.230787512,-1.31070678,-1.176472141,-1.243132348,-1.401212252,-1.192228191,-1.666592351,-2.064171126,-2.071929678,-2.623891101,-1.925830755,-1.231661012,-1.503307799,-2.114756465,-1.398623751,-1.496802551
-1.817121275,-1.82401805,-1.764934063,-1.788772631,-1.320002211,-1.742271608,-1.837702904,-1.747815278,-1.654498873,-0.851873692,-0.808181487,-0.430741924,-0.420588885,-0.368867916,0.300826779,-0.193681214,-0.157857385,-0.450250198
-1.07080627,-1.455358548,-1.206470598,-0.636771795,-0.347928178,-0.546888773,-0.523400576,-1.700178558,-0.104486717,-3.593989766,-3.703151654,-3.601433456,-4.760391733,-3.122119217,-3.047581309,-3.502692278,-3.400990456,-3.118974345
-1.930409679,-0.589486853,-0.985485268,-0.626557505,0.079758928,-1.235033601,0.224562907,-1.207078351,-0.080408131,-5.80735992,-4.039704025,-3.963202414,-3.290557715,-2.550644434,-2.99542808,-3.503651111,-3.148717774,-4.224251556
-23.25349666,-23.25349666,-11.09944756,-23.25349666,-23.25349666,-2.372481754,-5.555606972,-23.25349666,-23.25349666,-1.410344597,-1.052229571,-1.414761975,-1.120744114,-1.695519882,-1.807138427,-1.306175539,-1.957274185,-1.189165635
-0.96116142,-1.009188175,-0.995450714,-1.113102377,-0.910566015,-1.058909646,-0.854932859,-1.001565605,-0.850648024,-3.76533641,-3.798819221,-3.442766453,-3.544162338,-4.057737952,-4.827742761,-4.011524008,-3.806095808,-4.025849324
0.92669419,0.324868407,0.167351723,0.267136842,0.166238389,0.388367715,0.084564082,0.190543097,0.686816043,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-5.724592926,-6.781954486,-5.796664211,-23.25349666
-4.811330611,-6.082120364,-5.402325136,-5.292143461,-3.900633819,-23.25349666,-2.441460262,-5.033582055,-7.089030633,-2.729284539,-1.461568805,-3.920246234,-3.277578953,-23.25349666,-23.25349666,-9.963430285,-23.25349666,-23.25349666
-23.25349666,-4.907189106,-4.498135145,-8.102935798,-23.25349666,-10.26662891,-5.490482365,-8.104192518,-4.037576102,-23.25349666,-4.658275794,-4.263558202,-4.269237294,-4.170952774,-3.566996393,-3.843806537,-3.749785291,-4.157242101
-1.713766631,-1.211064101,-1.625177591,-1.586013757,-0.917385705,-1.219754491,-1.843921037,-1.255916648,-1.335475552,-2.055053176,-2.551916871,-2.207512072,-2.086232199,-2.159520414,-1.782177142,-1.779984371,-1.703558888,-2.006406097
-1.253121557,-0.942106603,-0.819322068,-0.802150935,-0.695800934,-0.914382878,-0.894968252,-0.797643176,-0.633752748,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-6.722209335,-5.724984711,-5.581250413,-23.25349666
-2.914467982,-3.235970964,-3.408001253,-2.988619106,-2.977637142,-2.825963266,-3.364797139,-2.493692277,-3.158921844,-4.200539141,-3.893983695,-4.157517816,-4.309539235,-3.860317335,-4.044734578,-3.767542703,-3.697258883,-3.358206988
-4.884159862,-4.307858169,-4.247491959,-5.084844621,-5.508477681,-5.37747327,-4.178555889,-5.617457167,-4.553105377,-1.657283409,-3.8751394,-1.416233647,-3.937247443,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666
-1.11679377,-4.348401925,-4.228640285,-3.098009627,-5.014102688,-3.707022726,-7.038723357,-3.041964233,-0.16821861,-2.225561202,-2.400581155,-3.217644514,-2.240254982,-1.878770345,-2.177577323,-2.013442197,-1.961286376,-1.853386342
-4.797186171,-4.648799894,-4.874386983,-4.66990991,-4.361753181,-5.038431077,-4.551844632,-4.428358182,-23.25349666,-2.853972757,-3.362115883,-3.248498134,-3.043647926,-1.713194205,-2.434081287,-2.686930845,-2.534455535,-2.462996285
-3.243801603,-3.147615873,-3.695444493,-3.416270264,-3.907544039,-2.45920965,-3.136576941,-2.865759059,-4.456439438,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-11.84102738,-3.691857539,-4.949260019,-3.917416994,-5.077471839
-3.124526151,-3.055181234,-3.401471042,-3.269002075,-2.963222767,-3.21062665,-3.280786736,-2.856691905,-3.086610647,-3.794497341,-4.596231186,-4.62666946,-3.321425403,-6.703590193,-5.51243515,-23.25349666,-4.421208022,-23.25349666
-4.252311874,-5.916936147,-4.482454689,-4.210568687,-4.25371514,-4.261286595,-3.964316368,-4.579671925,-3.88193878,-2.748129674,-1.864290368,-1.866202606,-1.402089946,-1.111250028,-1.512629289,-1.436675575,-1.199175866,-1.068190106
-3.453153475,-6.11570839,-2.911153672,-3.716885102,-23.25349666,-2.894673006,-23.25349666,-23.25349666,-23.25349666,-2.297820708,-3.042478658,-4.19215833,-1.24019218,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666
-23.25349666,-23.25349666,-23.25349666,-5.888185698,-23.25349666,-5.609367882,-3.689172424,-23.25349666,-2.533574898,0.969373566,-0.391823964,0.990224981,0.263505698,1.280353038,1.092050007,1.017327355,1.520413485,1.360638609
-3.381274531,-1.196246811,-2.060909213,-2.014080637,-5.078227333,-23.25349666,-1.188232839,-23.25349666,-23.25349666,-4.235193669,-3.500981996,-3.235627753,-3.528478483,-2.855081237,-3.160253322,-3.169592527,-3.24052487,-2.971796479
-1.386153116,-1.563119585,-1.497611667,-1.958910038,-1.048566234,-1.779560697,-1.694868464,-0.893861543,-1.382060858,-3.433798906,-3.55400717,-4.431123137,-4.614915167,-2.70890203,-2.327664973,-2.892944168,-3.789622607,-3.176673005
-3.883962426,-4.419486036,-5.091620149,-3.525651906,-3.310989976,-2.429803101,-3.360008657,-6.721491318,-3.253735589,-6.87569965,-3.046537628,-3.743014571,-3.995953554,-3.247690356,-2.85674307,-3.018775321,-2.708313419,-3.497235211
-1.658334529,-8.863897588,-8.033012527,-3.125916014,-3.386037587,-1.421164467,-3.412561268,-1.646747735,-1.838272242,-6.446502436,-4.566785572,-6.670346154,-6.203175871,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666
-6.214809972,-23.25349666,-5.398405494,-23.25349666,-4.697226004,-3.921825684,-8.446943518,-10.90252987,-8.354205363,-4.999262821,-5.573475862,-23.25349666,-4.380070906,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-8.184061163
-3.186958095,-3.375472252,-3.386422679,-4.309439943,-3.137031582,-3.153504187,-3.113449079,-3.687580658,-2.915445944,-6.735485495,-6.135529366,-3.657479388,-3.549657218,-3.294489766,-3.04663758,-3.769422982,-2.859561905,-3.607092649
-7.098927331,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-6.058147047,-23.25349666,-6.6317225,-5.04940954,-2.21782862,-1.481098905,-2.045124937,-2.621653066,-1.272415877,-1.299096024,-1.565917549,-1.703002086,-2.131971975
-1.632752519,-1.836150967,-2.06061992,-1.877763197,-1.757113501,-1.471340748,-2.065964927,-1.464678065,-1.907727585,-2.654510696,-2.408568874,-2.667968704,-2.523301389,-2.725188075,-2.734458869,-2.680955013,-2.787495026,-2.778987333
-3.22823869,-3.205475475,-2.917035597,-2.675744991,-2.506800578,-3.570379434,-2.186303252,-2.710829953,-2.282918517,-5.441289708,-4.254104813,-4.209537336,-5.463669938,-23.25349666,-4.932658487,-23.25349666,-23.25349666,-5.794821637
-23.25349666,-6.704500509,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-6.504529203,-3.619663107,-5.299648469,-4.787361159,-4.144167353,-2.363451501,-1.938968117,-1.992735957,-1.540589673,-1.979449508,-0.956860125,-1.409271317
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-3.999352594,-8.795192592,-23.25349666,-23.25349666,-11.93420841,-23.25349666,-5.008844809,-23.25349666,-23.25349666,-6.29877689,-3.157355019,-4.157858143,-2.873724689,-2.998648482
-2.734133662,-1.805921871,-1.247526261,-0.571601839,-1.022208159,-1.31267602,-1.123870317,-0.453151004,-0.920445062,-2.511995608,-2.684991369,-2.549686099,-2.549037838,-2.637114392,-3.482877998,-2.814915703,-3.66373698,-3.139089362
-3.395230475,-3.127632321,-3.713112154,-4.036919313,-2.641130027,-3.024881842,-3.487271239,-3.838431338,-2.49795815,-0.926953684,-0.666735991,-0.521293224,-0.642756671,-0.311056918,-0.128615424,-0.664646286,-0.278634712,0.041621398
-4.029503118,-4.898738409,-5.506211486,-3.81895965,-4.101857749,-3.866230193,-4.658484515,-3.620902664,-4.211080417,-1.593419968,-1.925767334,-1.506871617,-1.730441913,-2.378222999,-4.411919234,-1.693528156,-3.206646938,-2.31645758
-23.25349666,-23.25349666,-23.25349666,-4.349894681,-3.548132901,-23.25349666,-23.25349666,-3.837208939,-4.436398492,-4.486686071,-3.71114888,-4.876888414,-3.616547029,-23.25349666,-4.152689903,-23.25349666,-23.25349666,-4.563268992
-1.815073574,-1.105517103,-1.603707592,-3.036066583,-1.824706964,-1.189864505,-0.776954587,-1.713715939,-1.658696887,0.514888039,0.415258253,0.481353459,0.491227986,0.506942483,0.201342572,0.151062364,0.196689397,0.376643316
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-6.34718594,-23.25349666,-0.851032877,-23.25349666,-3.879925721,-3.915962194,-3.342178253,-3.617753218,-3.159208035,-3.542770882,-2.886705582,-3.241286639,-3.324864426
-3.254854934,-2.251734994,-2.3510156,-2.873487167,-3.080569211,-2.515534419,-2.984710292,-3.191114727,-3.316578601,-5.261825302,-5.163983803,-5.109320808,-6.489219841,-23.25349666,-23.25349666,-23.25349666,-5.422701658,-6.820627598
-3.331619939,-3.322726992,-3.319890545,-3.540837363,-3.336707327,-3.283025592,-3.385980033,-3.256891686,-3.52387373,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-3.773561727,-4.733357985,-23.25349666,-3.376814858,-2.957086747
1.135890917,-5.136886081,-5.054438799,-2.370508532,-1.91253919,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-3.151702698,-3.237561944,-3.09669557,-3.342846747,-2.454451204,-3.027614181,-2.882206182,-2.930952249,-2.594670356
-1.610963598,-1.6489267,-1.529171082,-2.270641318,-1.619614703,-1.677172272,-2.603398807,-2.455939851,-1.629001633,-5.22036106,-4.547263594,-5.017814661,-5.958233178,-4.423164894,-4.757581771,-3.736984138,-4.207904452,-4.935730946
-5.158581575,-23.25349666,-23.25349666,-23.25349666,-7.071123262,-23.25349666,-5.241663826,-4.550294966,-23.25349666,-0.329691745,-2.334392831,-0.502141186,-2.356624063,-23.25349666,-3.460029297,-2.647416182,-5.167730607,-23.25349666
1.410026149,-23.25349666,-5.061351441,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-8.897054323,-6.206324601,-4.660597138,-4.486231669,-6.602259938,-6.105397588,-23.25349666,-23.25349666,-23.25349666,-23.25349666
-1.418091591,-2.117967275,-1.37376534,-0.959296816,-1.30025771,-3.383961482,-1.793650961,-1.500456767,-3.362858362,-0.70859335,-23.25349666,-23.25349666,-23.25349666,0.038759042,-0.55945773,-1.765782562,-0.489526882,-0.907332037
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-5.570028623,-12.34665115,-23.25349666,-4.494626843,-2.063379943,-1.9876245,-4.648652422,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666
-2.240897207,-2.103758853,-2.098562778,-1.73460121,-2.523635045,-2.295773509,-1.918722331,-2.140147684,-2.370944016,-1.893291466,-2.460096907,-1.522662171,-2.268041603,-1.071110225,-0.985631191,-1.560096063,-1.749253373,-1.051478122
-3.328262123,-4.417000068,-3.590097142,-3.400114062,-4.808864147,-3.919319046,-3.582430739,-3.733212375,-3.441366625,0.377581603,-0.149525652,-0.479047774,0.28937508,0.720654014,0.347579777,0.727365845,0.342710512,-0.305347343
-23.25349666,-11.71185793,-23.25349666,-3.243998482,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,0.611469961,0.670945724,0.550546409,-0.480581719,-0.752204956,-0.303889205,-0.670636612,0.065359322,0.194748923
-2.690998129,-2.899809072,-2.972596247,-3.079440741,-2.874774095,-2.903604178,-2.408885096,-2.861913053,-3.395630737,-4.642672908,-4.849336058,-5.158091348,-3.791595294,-3.935513412,-3.946621035,-3.684001237,-3.909006474,-4.834794168
-1.454593166,-3.132086461,-2.281986565,-0.872888097,9.829762528,-0.754175601,-1.186405268,-0.644822758,-0.997464814,-4.198563552,-3.775645134,-4.118154536,-4.00366066,-2.833901937,-0.654321504,-2.579300206,-1.191159702,-2.88814335
-3.669196306,-3.703083278,-6.334235618,-3.662011937,-3.350023923,-3.492510264,-4.18866758,-3.631724395,-6.028883693,-4.208822423,-3.473730027,-3.853177993,-4.18875874,-8.450803608,-23.25349666,-3.769208379,-23.25349666,-4.45545669
-4.137447964,-2.158654924,14.02612865,-3.252845767,-3.303800135,-23.25349666,-23.25349666,-23.25349666,12.28969268,0.622465696,0.903915936,0.441923153,0.631692576,1.881575097,1.050564785,1.228563183,1.048165667,1.330015732
-1.538214833,-1.061592133,-3.14175832,-2.240251355,14.54775782,-0.71026379,-1.941238908,-1.907468812,-0.456653763,-2.769386813,-2.515878248,-3.22860722,-2.506987854,-2.492875764,-2.408872899,-2.28410625,-2.323452458,-2.120082876
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,9.686997745,-23.25349666,-23.25349666,-23.25349666,1.099725023,0.860958451,-0.146530996,0.925136329,1.247088733,1.899786007,1.541187384,1.058464374,1.702669238
1.932198045,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-0.980250839,-2.53666632,-2.425594897,-2.519238486,-2.777146811,-2.224256383,-2.484326209,-2.174893007,-2.393739689,-2.416456162
-23.25349666,-23.25349666,-23.25349666,-23.25349666,1.707621028,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-1.622942005,-2.021550865,-2.188145748,-2.264617728,-1.484348006,-1.193516779,-1.733339766,-1.733770987,-1.580340305
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,1.625900312,-23.25349666,-23.25349666,-23.25349666,-6.721045003,-23.25349666,-4.965563524,-23.25349666,-5.364236383,-5.443451652,-6.831208302
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,1.515807299,-23.25349666,-23.25349666,-23.25349666,-0.501179907,-0.769380461,-1.224696983,-0.339269752,-0.293725902,-0.459827748,-0.160800816,-0.032688513,-1.253319894
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,0.724006167,-23.25349666,-23.25349666,-1.57385262,-0.910225789,-0.773806703,-0.93750094,-0.651196194,-0.277320632,-0.764896545,-0.645491133,-0.719608616
-23.25349666,-23.25349666,-23.25349666,-23.25349666,0.655972905,-23.25349666,-23.25349666,-23.25349666,0.770345633,-5.015551471,-5.472173006,-4.389474092,-4.244082353,-3.220951348,-4.547115924,-3.88509324,-3.655575932,-3.159615552
