GPR139
FOXJ3
ILF3
DPH7
ARIH1
KLHL22
PET117
PIBF1
BCL2L1
RPS6KC1
TOPBP1
MAP3K12
SUV420H2
DENND5A
ADAR
MAP3K11
SENP5
MLLT4
DEPTOR
ADAT1
LINC00888
CUEDC1
KANSL1
MAML1
SDCCAG8
KCTD10
DPP8
ATG101
ZMYND11
CD59
AEBP1
ME2
CCDC117
ARHGAP5-AS1
INTS7
C3orf70
SMARCE1
XRN2
RAVER2
RCOR3
AKAP8
DROSHA
C3orf18
TULP4
CASP8AP2
MNAT1
MED15
PHC2
BTBD10
RHOU
PTPN11
EYA2
POGK
FLJ16779
IRS2
MGC57346
ZCCHC17
HMGXB4
BECN1
ATP6V1C1
UBL4A
FAM200B
GDE1
STMN2
APBB2
PRRT2
FMNL1
TIMM8A
ZNF678
CISD2
TMEM130
UBE2O
PRRC2A
RINT1
LINC00997
VPS72
SPECC1L
PLCXD1
RBM18
CCDC51
PHAX
CCAR1
RANBP3
DCAF10
PHF12
BPTF
XPO6
C9orf72
SUV420H1
SART1
LRRC40
FBXO38
CELF4
LRRC59
ADARB1
ZNF791
ARL5A
SPIN4
TTC38
DNM1L
MAP6
MAU2
ADGRL2
CCDC71
PDE4B
TBRG1
PEX1
ZNF362
LPPR2
ZNF568
LOC389831
MARK3
MAD2L1BP
VPS39
UBE2R2
ABCF2
RNF216
PSMD5
ZNF574
ARIH2
RGPD8
NUB1
BRMS1L
CDKN1B
MLLT3
NME7
ACTR8
PPP2R5D
ZNF740
FAF1
TXNDC9
CHERP
ODF2
SETD2
CSNK1G1
C2orf69
ZNF671
CLVS2
CARKD
LYSMD4
ACVR1B
BRAP
TNR
AP5Z1
SETD1A
PODXL2
GDF11
ZNF587
CDK17
IFT46
PTP4A2
TMEM51
COQ9
ZNF598
ZNF417
LSM14B
THRA
UBP1
WDR20
PI4K2A
PRKD1
POP1
CXorf40B
HNRNPA1L2
PCGF3
DSE
MAP3K4
ZNF641
LYPLA2
FTSJ1
ARHGEF9
PIANP
ANKLE2
INTS10
CNP
OGT
ZNF611
C1orf198
PUM1
ZBTB11-AS1
FKBP15
UTP23
BAG4
TAF2
ALDH7A1
CIRH1A
NASP
SKA2
ZNF398
TRAPPC10
LINC01138
NARF
FADS2
SRR
LIN7A
ZNF234
MCM9
UBE2H
ZMYM2
ZSCAN12
EIF4G3
UBA3
KIF7
NFIC
PTP4A1
THYN1
STK25
SNAP25
HIVEP2
C11orf84
STXBP1
SDHAP2
THOC1
SEMA6C
REPS1
CCDC92
SRPK1
MEIS3
ALAS1
LINC00094
PSMD2
TIGD3
ABCB9
DAGLB
PLCL2
ZNF615
TBC1D22B
RSPH4A
SIAH1
FAM13B
ZNF34
UNC45A
ZDHHC18
ANKRD23
SF3A2
KIAA1551
CNTLN
EEFSEC
SMARCC1
ELF2
BCORL1
ZNF134
SIAH2
HCG18
JARID2
KIAA1211
RGS8
TBC1D10B
TTC21B
NFATC2IP
ZNF23
DHRS13
PLK2
EGLN1
EEF1A2
CEP63
ZNF3
OPTN
TNPO3
KANSL2
PIK3R1
RRP1B
RUNX1T1
NT5C2
SPIN1
SESTD1
PI4KAP2
ZMIZ1
LOC100506127
SAT2
EPN1
GNAI1
MOCS1
GYG2
HGS
PTBP2
EIF2AK1
WDR70
MPHOSPH10
ANKIB1
CAMK2B
USP39
STRAP
ZBTB33
ZNF823
PKNOX1
SCMH1
RNF169
PLEKHM2
MTO1
MPHOSPH6
AGAP2
VPS8
AACS
LRCH3
ARL3
TRIM26
TMEM240
KDM1A
PELP1
PPP2R2D
RBM7
NF2
ASB6
ADD2
TMEM86A
ADAM1A
HMP19
TTC17
SEC24C
FNBP1L
EIF4EBP2
GIGYF1
CTPS2
NOP14-AS1
KLHL2
TRMT44
RIOK3
CXorf40A
ZNF12
SPIN3
FXR2
ZHX3
TSC22D2
RAB6B
RGS17
RUNDC1
TRIM39-RPP21
LOC100288152
RANBP10
WDR11-AS1
VIPAS39
MTA1
ACTG1P20
CDC42BPA
UNC79
PPP4R3A
PPIL6
PHF21B
KATNB1
NLGN2
TADA1
DVL1
PCYT2
C10orf12
SGSM2
WNK1
IL17D
FBXO22
MPP7
FAM53C
RYBP
TBCK
EPHA4
ZSWIM6
CCDC14
FAM220A
RGAG4
DPF2
CSRP2BP
BRWD3
DCAF5
ANKZF1
TLE1
FIG4
CPSF1
TNFAIP1
TOP3A
UBAP1
RNPEPL1
GOLGA2P7
KAT5
CEP295
FAM129B
SRGAP1
IQSEC1
CBX1
UBN2
PIGL
NRF1
STRN4
FDPS
DCAF12
DNAJC25
PTOV1
ZNF619
RAPGEF2
CLASP1
NFXL1
CLUAP1
CLIP3
MNT
SVOP
PDE9A
TBC1D14
USP19
PIK3R4
HDAC2
PIM1
OAZ2
KRT10
REPIN1
ICE1
KIAA0556
ZNF669
DDHD2
ARMCX1
NME5
WDR75
MTA2
GTF3C4
SEC23IP
PDCD2L
SLC17A5
PEPD
TFE3
CYB561A3
DAZAP1
WDR82
ABHD17B
VSTM2A
SPEN
ATXN7L2
ASAP1
PRNP
DDHD1
ZFP1
FBXW8
UHRF1BP1L
RTN1
RNF38
IPO11
RHOT1
CSNK1E
NBPF12
PDP1
CACNG7
NUDT11
SIK2
KIAA1328
RASL10B
LIME1
AMPD2
RHOBTB1
RBM22
UNC13B
NELL2
BMI1
ZNF69
CCSER2
SMPD4
LOC285074
POU4F2
UBR5
TMEM110
CCER2
MCPH1
BBS2
MTHFR
SPSB4
TPST1
NUP160
SMC5
FAM76B
TPRN
BLOC1S1-RDH5
RBM5
FAM204A
ZNF324B
DYNLL2
RERE
RIMBP2
ADGRA2
DMWD
ADAMTS5
KDM3B
DOCK7
BUD31
CDK13
KEAP1
ITPKC
KIAA1804
CES2
TMC7
INPP4A
POLG
MIAT
TMED8
BLOC1S6
ENOX1
ZCCHC14
BBS9
ZNF625
ZBTB5
BTBD6
SLC25A12
FBXO42
ZNF500
LEF1
NLN
PPM1K
ZNF287
PNPLA8
RNF10
MAPRE2
FOXN3
CEP192
TMEM57
ZNF462
REXO4
ARID2
MED19
ZNF664-FAM101A
TRO
RCC2
LYPD1
MAZ
MTG2
KCNMB4
HARS2
IRS1
PDXDC1
ZNF205
CMTM1
ZNF274
RMI1
MRPL42
GPRASP1
GOPC
MAPKAPK5-AS1
TTTY15
NBPF3
SUN2
SEPT7P2
RBAK
EPC1
CACNB1
CXADR
TBC1D8
CTTNBP2
KAT2B
ANKRD26
CNOT8
PAIP1
CMIP
GEMIN8
EHMT1
FNIP2
SGMS1
OPA1
KCTD3
CASP2
AGO3
ZNF639
CBARP
NXF1
NUDT3
CRY1
FSCN1
IPPK
KLHL8
MTERF1
ZNF766
ZNF202
DNAJA1
FGFBP3
LOC100288069
PLEKHA5
UBAP2
EDC3
MEGF9
GPRASP2
FLJ37453
CSNK1G2
SMG5
ZPR1
MCAT
ZNF317
ATXN7L3
FMNL2
HPCAL1
ZC4H2
ZNF614
CWC25
EXOC6B
MFI2
MBD1
MCTS1
CARHSP1
GCLC
MBD5
NEURL4
ZBTB39
DAAM1
SYT7
CEP76
FAM222B
C22orf29
KITLG
DDX51
DUSP10
CAMKV
GMEB2
GNAL
PCM1
LTN1
MAP3K14
NCK2
FLRT2
MAP1S
PDE3B
DALRD3
PPP1R11
KIAA0895L
RHOBTB2
HMGN1
AMY2B
WDR73
H1FX
FBXO34
ETFB
EIF4E2
DOPEY1
CAPRIN2
ASGR1
AGGF1
CAMSAP2
PKN1
ATMIN
MGEA5
SOCS7
44990
RABL6
PHYH
GZF1
LUC7L2
ATPAF2
SETD4
PLCG1
INPP5A
TNKS
FAM78B
SNAPC3
MCM7
KIAA0907
FJX1
PELI2
UHRF1BP1
BACH1
USP3
GNA11
PAK1
P3H1
AKAP8L
KLHL26
PPP3CA
SERPINB9
DDX19B
NOA1
EFNA2
LOC100128398
PTPN1
RB1CC1
TERF2IP
TSPYL4
RNMT
PER2
GBA2
CD2BP2
CCDC6
TRAF5
KDM5A
BCL9
KLHL23
RASA3
TIMM23B
PIK3CA
FDFT1
SF3A1
DDX23
SPHK2
LOC100499489
ORC4
CEP350
C20orf194
PIP5K1C
ETS2
CHMP7
BAZ2A
NEU3
ZNF222
UBE2Q2P2
SMIM10L2A
STARD9
BRD4
TOP2B
ZNF354B
HMGXB3
DENND6B
FAM49B
LOC145783
NUDT15
LRRC24
CEP170
GSKIP
SRP72
LRRN3
SLC25A42
ASXL1
RTCA-AS1
BRINP1
RPGRIP1L
RBM15B
RALGAPA1
TIA1
G2E3
BCDIN3D
SENP7
TBKBP1
LOC100506548
SUPT20H
SLC35E2B
MIDN
GPR153
TFRC
GTF2IRD1
SAP30
LINC00938
EZH2
KRBA1
SDHAP1
LDB1
UBQLN4
TATDN2
OSBPL7
LCORL
DYM
HTRA1
CXXC1
WDR60
ZNF146
MSANTD3
AKAP5
STOX2
KIF21A
RCOR1
TMEFF1
MINK1
C16orf91
ITSN1
SRRD
UMPS
KDM6B
DHX36
THEM4
GANC
ZER1
HIRA
MAPK6
EPB41L5
HECTD1
RPL23AP7
SREBF2
SPIRE1
LRRN1
CBX2
SNX29
CUL9
ADGRB3
KIAA0226
NPRL3
ZNF548
NDUFAF5
VAC14
RBL1
TCAF1
ZNF212
ASIC1
ACBD6
ABLIM1
PGS1
TBC1D19
LIN28B
TBC1D24
DEXI
ZNF181
PRUNE
BIVM
NCKAP5
PRPSAP2
AP3D1
WDR26
ZFP62
EPC2
USP9Y
R3HCC1
ZNF154
ZNF709
CREBBP
BOD1L1
HNRNPUL1
ZDHHC1
CCDC113
LOC642852
TXNRD1
NCOR1
KALRN
SMAD1
CEP162
YME1L1
UBE4B
FAM65A
FBXO46
CERK
PXDN
AK9
C11orf30
LOC100294145
SERPINB8
TSC1
NBEAL1
MID1
B4GALNT1
ABL1
RNF44
SGIP1
MOB2
LASP1
CCDC181
NPHP4
NOVA2
ARHGAP39
GLYR1
RABL2B
ACIN1
ZNF266
URB1
NEGR1
SMAP2
NYAP1
MSL3
HEATR3
TNFRSF19
PJA1
CTNNAL1
APBA2
LOC283731
CTIF
MICU2
TMEM183A
LSS
EFCAB6
MUC20
RAPGEF6
RANBP9
YY1AP1
ZNF17
ZNF506
ZC3H7B
FMN2
ESCO1
ZNF182
TRMT12
ZNF876P
AVL9
EVL
FAM89B
EXOC1
ZNF616
ARL6
ZNF512B
SEC16A
MAN2A2
ZNF263
THOC5
EPS15L1
MVK
ZNF491
AKAP17A
PRPF3
ZNF653
MIR137HG
PUS7L
R3HDM2
MED24
ATP11C
C7orf31
ZNHIT6
USP21
ZNF354C
PDE4DIP
SHB
RSPRY1
IKBKAP
SLC35E2
RALGAPA2
ZNF335
ZBED8
VPS35
MN1
FAM66C
BRSK2
ADAP1
VPS26B
ZNF197
ANTXR2
PIGN
RBBP8
GLTSCR1
EXOC3
KLHL24
FAM84A
EFHC1
PPP1R13B
BHLHB9
CDADC1
ZNF514
KANSL1L
RNF40
MTMR3
ANO4
PPAN-P2RY11
GTPBP1
CDH24
FBXO36
RRAGD
TPPP
TGFBRAP1
MAP7D2
SOX5
BAG6
SERAC1
LIMK2
COA7
REXO1
SPTB
WHSC1L1
SMG7
IFT140
MFN1
NREP
KIF1C
USP22
RBM20
TDP1
RASA1
LRFN2
GBAP1
SPATA7
SHTN1
CADM1
SUSD5
MAPK14
CBX4
JPH3
TRIM37
ZNF681
GTPBP8
SIN3B
FAM155B
ZFP82
ATN1
C19orf44
CD46
PLXNB2
ZNF783
SLC25A27
LINC00641
TRAFD1
RPS6KA6
ZNF283
LDOC1L
BIN1
CCAR2
SUZ12P1
LMO2
IPO9
RALGDS
STRIP1
FTX
CDR2L
ZNF213
LOC729970
HSPBAP1
RFWD2
RBBP6
ZKSCAN5
LMF1
ZKSCAN2
TAF1
EDC4
EFCAB2
ZNF302
PTCH1
ZFR2
EXOG
COL11A1
SC5D
NPTXR
NOM1
ARHGEF12
TRIM71
ATG14
SIK1
PRPH
PHKA1
SV2A
C2CD5
PIP4K2A
DMXL2
LRRC37B
CLEC2D
ARHGEF18
MRAS
ARID1A
SMS
FBXO33
FAM149B1
TESK1
DNAJC5
NXN
TMTC2
RAB24
AGO4
OTUD7B
C17orf59
APITD1
HACL1
SMIM17
CPNE7
MED12
NRCAM
LINC01061
MICALL2
MARCKSL1
RSPH3
YTHDC2
ZFP64
CLEC16A
ZFP14
TPM4
ZSWIM5
NRG3
FIZ1
USF1
PBX4
ZMYM4
ZKSCAN1
KCTD1
MZF1
RBFOX2
RPTOR
TRIT1
SMA4
GLRX
ZNF710
ZNF768
LINC00662
RIMS4
ZC2HC1A
JUP
XRRA1
SYS1
OSCP1
FBXO21
RAF1
ATP7B
PAXBP1
MPHOSPH8
CPT1C
CCP110
TSNARE1
CRHR1-IT1
WDR19
ZFP90
C22orf46
MAP7D1
CCT6P1
TVP23A
CAPN1
LRCH2
CYB5R4
ZBED4
LOC646762
MED17
DUSP11
KDM7A
UHRF2
KLHDC10
RPGR
HRH3
CACTIN
STK38
CCDC66
ETV5
ATP9A
ZBED9
FAM171A2
UBALD2
PAFAH1B3
ENDOV
ZNF865
RPS6KA5
HIC2
SLC9A7
ZNF660
SCD
AMOT
FAM53B
PHF6
HDHD3
EFCAB7
TMEM265
CIZ1
MTF2
GRK6
ZFYVE9
ZNF428
SLC40A1
TYK2
ZNF252P
IFT22
SCARNA6
SAMHD1
LINC00674
MAST3
PLXNA3
HDX
LOC100287015
KIAA1407
WWOX
TRIM13
KIF3B
ZNF432
GTPBP3
ARMC2
HSDL1
ZNF43
ANO5
ZNF525
CCDC101
TSHZ3
SEMA4A
GALK2
PI4KAP1
BCR
APAF1
RPL32P3
CELF3
ZNF668
TIGD1
MKNK2
SMYD2
RNMTL1
CHUK
CDK20
CTNS
ZNF282
RBM4B
PRDM2
PGM2L1
NUTM2A
RANBP17
ZNF112
TMEM180
ARHGAP35
IGHMBP2
ALKBH8
SMA5
CDK5RAP2
FAM131A
TET2
MCM3AP
FRG1HP
MRPS31P5
CDK11A
ZNF700
ZNF767P
ZNF749
ZNF229
RGL2
SEMA7A
FGFR1OP
OSBPL1A
RNF19B
DECR2
CSDE1
TTC3
C7orf26
POMZP3
TVP23C
HSPA1A
ABRACL
SYN2
CENPJ
BEGAIN
CLUH
STAMBPL1
ARHGEF11
DNM1
HDGFRP3
ARHGAP21
PRDM4
ZNF211
LOC100294362
CYTH2
CCDC77
MGAT3
KNDC1
PKIA
NUP210
ABHD8
PCDHAC1
ASAP2
SORD
SNHG10
ACRC
ZNF133
ZNF33B
MAP3K10
APPL2
TBC1D2B
RNPEP
SPOCK2
OLMALINC
ZBTB40
SCARNA10
KCNK3
KMT2B
DNAL4
ASF1A
GPR19
NOP9
CDK3
NAA16
CACFD1
FLJ10038
ZNF273
CASK
DNAAF2
MAGI1
CHRNA4
ABCA1
TPGS2
TP53INP2
RAB9B
WDR91
NARS2
AKAP9
GON4L
ULBP1
INTS4
DDX24
CD27-AS1
ZNF418
BRPF3
KIAA0513
BRD3
SCARNA2
KLHL36
RCOR2
PLCL1
SEMA4B
TUFT1
MTURN
ZNF142
TCTN2
ASRGL1
PCDH7
INA
TAF1C
FAM182B
KAZN
SPATA5L1
CRIP2
STOX1
PTPRU
DIP2B
PPP1R16A
RFXAP
LDLR
PANK3
ZNF821
SEMA4C
NEBL
GDPD5
POLI
FRG1CP
ACTL6B
GPATCH1
DLG5
ZCCHC11
C15orf61
NAALADL2-AS2
ACAT2
ZNF777
DOCK11
C7orf13
ZNF226
ALAD
CTBP1-AS2
AMPH
ERCC2
PRKAR2B
ZNF415
CACNG4
DPY19L2P2
EPS8L1
SLC45A1
CEP95
KRTAP5-AS1
IDH1
MMP24
ATCAY
ARHGEF4
AGAP4
CCDC120
IP6K1
GOLGA6L4
DACT3
BMS1P6
ZNF8
CDK5R1
LINC01224
BCL2
ZRSR2
GTF2F2
HSPH1
DOK4
RAI1
SLC29A4
IVNS1ABP
PRIM1
DNAJC15
GAS2L3
ZNF429
SH3RF1
SULF2
LOC389906
ZNRF1
DGKI
MKRN1
ANKRD10
ZNF517
SLFN5
PKIG
AMN1
MSL1
HIVEP1
FAM213A
PPP1R16B
BCL9L
HS6ST3
BMS1P20
AGAP5
ZNF714
ANKS3
SMARCD1
ADCY7
RAP1GAP
LRP3
NKAIN4
GPR45
TBCD
CRY2
LRRC8D
PGBD1
TSHZ1
SETBP1
MSANTD2
ZNF554
WIZ
CNTROB
RRN3P1
ZNF425
XPR1
WDR27
PACRGL
LEMD1
ZNF253
SMARCC2
RAB3IL1
WDR37
ODF2L
LINC01011
ZC3H3
TMEM200C
RNF150
TSC22D3
SHPK
LRRC37A2
FAM218A
EFNB2
VASH1
ZNF26
RELT
CYB5A
RYR1
GPR173
ZNF596
PMF1-BGLAP
IRF2BP1
PCLO
ARHGEF17
DZANK1
MCM3AP-AS1
KCNH8
NKD1
LRRC26
ZNF570
NECAP2
ZNF883
SPEG
MESDC1
FBRS
MLXIP
FN3K
SLC25A14
C6orf106
VSIG10L
CSK
ETNK2
SORCS3
KLF12
45175
HIPK2
TSC22D1
ZNF135
CALML4
CRAMP1L
CAMSAP3
GSTM3
TECTA
SS18L1
CDH12
C18orf54
ALDH18A1
AHRR
TMEM67
ABR
FAAH
DGKH
EIF4G2
SFI1
WDR31
ZNF670
ZNF329
AMER1
MCF2L2
RGP1
KCNQ3
PALM2
ELMOD3
PER1
FAM13C
ZNF606
ARHGAP17
PROX1
ARG2
SCARNA13
ZNF445
TRHDE-AS1
TBC1D12
RAPGEF5
PRKRIP1
MLLT6
ZC3H12B
ARMCX5
LOC441666
ZNF423
METRNL
SH3BP5L
SLX4
CABLES2
PCIF1
GTF2IRD2B
ACOX3
ZNF106
SETD1B
MBTD1
SLC6A8
CA5BP1
DOK3
PATZ1
ZSCAN29
CITED2
ZNF785
C17orf100
SNHG19
FAM73B
BAK1
ACSF3
MPND
NPIPB11
RIPK1
ZNF667-AS1
SLC4A7
SETDB2
COMMD9
TSTD2
CYTH1
YLPM1
LMNB1
NRXN3
LDLRAD3
ZNF696
SHC4
IQCH-AS1
EHMT2
CKLF
DIP2C
SIK3
POLR2J4
SNX30
SNN
CEP57
PPFIA3
WDR78
CAB39L
DOT1L
NPIPB3
IFT122
LINC00342
LOC100133091
TUSC1
GFPT2
ZNF14
DIRAS1
CCT6P3
DHX38
EHD1
CLCN2
MTMR4
CRTC1
MROH8
CEP89
YPEL1
SRC
DKFZP434I0714
AGAP9
DNASE1L1
CCDC176
ZNF607
TRIM46
ZNF324
LMX1B
SCG5
EMC3-AS1
PPIP5K2
ZNF527
SHROOM1
LOC100289495
METTL22
GPT2
ARHGEF3
NIFK-AS1
GPR176
ITPR2
R3HDM1
SUSD1
ZNF841
ELMO1
CORO1A
ZNF569
BRD1
KCNT2
WRAP53
ZSWIM3
CLK4
RUSC2
PINK1-AS
AGO2
SERPINE2
CDH22
TRAPPC9
STX1B
UBN1
ZKSCAN3
TRERF1
SATB1
TMSB4Y
MVB12B
ZNF100
IL18BP
SPATA33
MYO5A
ARMC9
ZSCAN9
LOC100288778
INTU
SPHKAP
AQP11
ZNF470
NDST1
CD24
INPP5J
TVP23C-CDRT4
FAM184A
BDH1
ZNF844
GABRA2
SMC2
NRAV
PAQR3
DPP10
DBN1
FAM212B-AS1
LIPE
ZNF497
MORC2
CNTRL
YPEL4
TTC3P1
TOM1L2
EPB41L4B
IFITM10
NOL4L
QSOX1
ZNF646
CRMP1
GRIA3
ZNF786
SLC46A1
ZNF260
EBF1
SEMA3A
NLK
BRSK1
LOC729683
DNALI1
ZNF44
GNL1
RASEF
CEP131
FAM19A5
C1orf220
LZTFL1
ZBTB12
DIXDC1
FAM200A
DDX26B
VASH2
LOC100505715
KSR1
HMGCS1
KIAA0753
LRRC7
SAMD14
CLGN
KIAA1324
FRG1BP
DOC2A
EPHX2
TPTE2P5
OCIAD2
CCHE1
APBB1
LINC01000
BCOR
MAFB
ALMS1
TMEM231
SLC4A5
ODC1
CCDC57
C16orf46
PLEKHG2
TIAM1
ZNF37BP
JRK
SHC3
FAM131B
ZNF316
ZNF480
LMTK3
PYGO1
ZNF496
LPAR2
ZBTB49
CABIN1
KIAA1958
ZFYVE26
ZNF30
LOC103344931
PLXNA2
TET1
AP2B1
CLIP2
WASF1
KDM4B
MEX3B
PPP1R9B
ZNRF2P2
NAIP
ZNF547
RND3
CLUHP3
ZNF440
SLIT2
FKBP4
MAPK11
ZBTB46
TOX3
PROX1-AS1
GPCPD1
PCAT6
FRMD4A
LATS2
ZC3HAV1L
KLHL7
ULBP3
CCSAP
CTC1
VGF
MMP11
GUSBP11
JADE3
DNMT3B
GATS
SLC43A2
CCDC112
ZNF25
ZSCAN18
RNF165
ZBTB17
TTC21A
NDRG2
PANX2
ZSCAN23
CYFIP2
TBC1D1
GABPB1-AS1
FLJ42627
KIAA2022
CASKIN1
C14orf79
MTHFSD
RNF24
KRBA2
LTBP4
LRRC4B
FRMD4B
ANO8
EPHB6
POLB
STRBP
TTLL5
PRR5
IQCE
FOXO4
GKAP1
DNAH6
PACS2
TRPV1
CACNA1B
ZNF195
CD200
DCHS1
DUSP8
CEP41
ARHGAP44
ULK1
SMAD9
ITGA3
ARHGAP23
QRICH2
PRDM10
MEX3A
PDE7A
DLGAP1
ZNF397
CIC
FHOD3
ZNF48
HINFP
DPY19L2
MAPK10
RDH13
IDH2
TCF7
EPB41
LINC00476
TSC2
RNF208
B3GAT1
FBXO41
SPIRE2
LOC101929378
NCOA6
TTLL7
TUBGCP4
IQCG
TET3
FAXC
CELF6
ZKSCAN7
C9orf116
ZSCAN2
SRCIN1
KDM2B
PHC1
SNPH
ZNF433
ZNF221
KIAA0430
DMTN
ETV4
CACNB2
GATM
TRAF3
CSRNP2
SAMD15
SNORD10
LRRC16B
GLRB
ZNF891
CDKN2AIP
HPCAL4
TTC25
ATAT1
CNNM1
IFRD1
SLC25A53
UNC13C
MOK
HMGCR
ACSL6
PACS1
CDC14B
MLLT1
MCF2L-AS1
ZNF248
LOC645513
TRHDE
RGPD2
LPPR3
GCNT2
TMEM229B
TNRC18
STK36
KIT
TSPAN5
TMSB15B
LRRC49
FOXO3B
CA10
FGD1
HDAC5
PARGP1
EPHB3
CAMSAP1
ZNF180
FHL3
LINC01123
ZNF140
CDC25A
GCAT
SERINC2
UBE2Q2P1
PELI3
LOC284023
FNTB
ZNF358
UVRAG
BID
CABYR
RBSN
GRAMD4
DHX37
GLUL
FAM229B
UPF3B
VANGL2
DZIP1
44986
SMARCA4
MAPKBP1
C1QTNF4
LOC730101
CNTNAP2
MARK1
SLC9A3R2
DOPEY2
VPS37B
FAM161B
ZNF214
ZNF579
NEK10
ZNF613
ZDHHC11
FHL1
MYO6
ZNF420
SAMD11
ISY1-RAB43
DCX
SPATS2
MYCBP2
ESRRG
DLGAP4
DNM3
TNRC6C
ZFP69
SASH1
FRRS1L
CABLES1
PCDHA5
RASA4
DAB1
KLHL25
ZBTB20
CAMKK2
CHN1
SORBS1
LOC150776
RUFY3
ZNF793-AS1
PLEKHA8
ING1
MURC
SOX2
HIP1
KIAA0319
GABRA3
RPS6KA1
SLC4A10
MID2
DAB2IP
ZNF675
ZNF84
CCDC85A
FAIM2
PCYT1B
HNRNPU-AS1
KMT2E-AS1
GALNT13
PPP2R3A
HSPA12A
FBXL19
L3MBTL3
GOLGA7B
CACNA1H
DHCR24
ADCYAP1R1
ZNF790
SHD
CCNJ
PODXL
PCDHB16
DNAJA4
RGS7BP
SH3BP2
LMNA
KSR2
PLEKHG5
PKI55
SHANK1
WNK3
PIK3C2B
FUT4
PCDH19
LOC440300
BDNF
IDI1
COL4A2
VSTM2A-OT1
INSM2
RGS12
EFNA3
GATA3-AS1
AKAP6
NXPH4
PRRT4
GCK
CPNE3
TUB
PCDH8
PDZRN4
RAD54L2
RHOBTB3
BBS5
CERS1
PAK7
NFIL3
PNMA3
PHACTR1
CREG2
ERBB4
ADGRL1
SCARNA9
RALGAPA1P
ZNF519
MAPT
BLACAT1
SUSD4
WSB2
PPP1R18
WASH1
DCBLD2
HSD11B1L
GOLGA2P5
MFHAS1
MXI1
DGKQ
TAF5
KCNC3
WASH2P
ZNF618
SYT6
CADPS
ZNF664
NT5M
TBC1D16
RIMS1
B4GALNT4
NEURL1
ZNF510
RAPGEF4
CDON
SLC35F1
GIT1
KIF26B
AGAP1
MAP4K4
ZNF473
SLC6A6
CYB561
WDR86
ZNF879
ZNF33A
RNF144A
KBTBD11
USP54
CAPN5
SLC22A17
CTNNA2
SPRY3
ONECUT3
CENPV
AFF2
LMBR1L
LOC400927-CSNK1E
LOC100128288
ARHGEF7
OLFM2
RAB11FIP3
PLEKHA1
KHDRBS3
VPS37D
PLEKHH1
SPON2
PEX5
CROCCP2
SYNE2
APBA1
PMEL
CADM4
TRIM36
HOOK1
CNTN5
LOC389765
FRMPD3
LANCL2
FASN
ZHX2
NATD1
IRX3
TTBK1
ST8SIA3
ROBO1
AMOTL2
MAST1
