PG.ProteinGroups,150
P62993,-4.34917068385634
Q13185,-4.0101274791153
Q6IEE7,-8.31145612237553
Q15771,-5.43097701047567
P18669,-6.61538353182957
Q9H3K2,-4.42499194411398
Q8N5K1,-6.48150564377652
P49593,-5.69112200672647
P41208,-5.18028042709048
O43913,-3.58266529336614
P45983,-4.73862604002287
Q96M27,-4.94513336796154
O00750,-5.515237854377
Q8TDN6,-3.37129015400608
A6NE02,-4.10683331023838
Q96PV0,-4.60019367175805
P84085,-6.1397471842639
Q99523,-1.18362231963736
Q8N5N7,-5.35700724048207
Q6ZSZ5,-23.2534966642115
Q70EL1,-11.6436591149392
P20336,-4.89499304540945
Q9P121,-6.00493176824006
Q9Y6A4,-5.04896455872408
Q8WX77,-5.32183772148698
Q8IXM3,-6.96118537260223
Q16342,-11.0478768617086
Q92871,-4.42757407801741
Q86YD1,-4.31329455072004
O95260,-11.0568398500323
P62253,-3.91826264971836
Q8NBJ4,-4.36008141205931
Q6ZSY5,-13.3565177251673
Q9UGP5,-11.3196453659181
Q96HI0,-3.80308776755402
P61019,-6.27056747438078
Q99689,-4.72321401143149
Q7Z739,-4.78971719928565
Q9P0J1,-5.76013320058267
Q5EBM0,-1.16408137651031
O14818,-6.8983297300252
Q96F85,-5.70692883070787
Q6NUM9,-5.8716020993834
P07741,-7.035457949085
Q8WWH5,-4.25426248239735
P07602,-4.74632255326762
Q8N9I0,-6.99109225178956
Q2TBE0,-3.77014175122676
Q93096,-23.2534966642115
Q92784,-4.02645358679082
Q9GZN8,-7.64090923101142
A8MXV4,-5.33074381466784
O00767,-9.4491663350165
Q6NTE8,-4.06420784387651
P07437,-7.44863424893513
Q96AC1,-4.89352538680513
Q5TC82,-3.3090369766178
P47972,-14.5380423390952
Q9NZ53,-13.054063211743
O94875,-4.53069927978417
Q8IUC8,-1.58625097631397
Q9UIJ7,-5.71649399319183
Q99733,-6.27342848008695
Q96HE7,-6.95539339703325
Q15858,-14.9641606171092
P20337,-4.43329788885326
Q96CX6,-1.33892207793377
Q9UNS2,-7.53878297586468
P19388,-5.20373291498
O43399,-4.90582240920629
P40123,-11.8396013530877
Q15428,-2.71928810871334
Q9Y5V3,-2.61743250804599
Q6PI48,-11.0391361561235
O43148,-7.41617723058687
Q8WXS5,-3.85757512561479
P52757,-5.29599360010616
Q6PI78,-5.24591354556168
Q9NWT1,-1.67221038448018
Q6P1X6,-23.2534966642115
O14994,-2.4011375387583
O95551,-3.91285069017601
Q16539,-0.611279418923171
Q9ULD5,-12.7393403442571
Q9BZM4,-23.2534966642115
P62826,-8.32096289308979
Q13569,-13.0630523549545
P53999,-6.09190231939404
P09001,-2.86952242219791
Q6P996,-4.51381029114549
Q68DU8,-2.73640535405098
Q8NBJ7,-5.51894803887508
Q7Z3B1,-6.84692912307873
Q08495,-4.16252003070431
Q8IY18,-11.9662866189506
Q9NPQ8,-1.20805729636163
Q7L592,-2.46437997267229
Q9H582,-3.55476063427943
Q9H019,-8.75232407386838
Q9UQ16,-8.61846553753617
O00487,-7.9038775858718
Q14195,-7.02762408593193
O95470,-5.3060161761368
Q99962,-23.2534966642115
O75528,-3.53135642806425
Q15382,-6.1805946236346
P30085,-8.79221409272118
Q86X27,-14.854640457582
Q13491,-7.07613089054912
Q9P291,-6.24073823497478
Q86W92,-2.04992732947348
O75521,-3.65526013754602
Q8NBP0,-3.23251312967039
A8MW92,-5.44590527252153
P54652,-1.93711750159048
O95864,-5.65483983398068
Q9NUM4,-3.53034339126376
Q12980,-3.47252468709878
Q8N6N3,-4.19401307736742
Q53F19,-5.97412755266193
Q6ZN54,-2.53100051208142
Q92570,-4.54399043346364
P49902,-6.16842210614356
Q96MG7,-5.05388293760657
Q7L775,-6.22812809303376
P62879,-23.2534966642115
Q6VAB6,-4.50704569104469
Q7L0J3,-0.258064983742218
O14763,-2.51805711002616
Q9NP90,-3.34425989375578
P52594,-6.32977222645253
Q9H5U6,-1.37055495508311
Q8NDV7,-1.51878678608403
Q96PB7,-3.59354754211809
Q04726,-3.65914470947062
Q9NX05,-1.40578315122884
Q9H4M3,-3.77401169875443
Q9Y2H0,-5.38025347497681
O00193,-4.89221116359281
P31152,-0.672111319183296
P50749,-5.25009504079263
Q9NXA8,-5.3430787874196
Q8IUQ0,-4.52659567166346
Q96JM3,-8.87078728973757
P46821,-6.40927501820479
Q2NKJ3,-0.10839772374582
P48382,-11.8792759439354
P53384,-6.36000719469659
P16989,-4.97626885564311
P51692,-2.004411749452
P85037,-12.6434843485397
O76031,-8.45863928379792
O75368,-4.68966725195835
Q12974,-7.33386944501433
O43464,-4.01234144981705
Q567U6,-7.18461535936537
P42126,-4.636947731022
Q8N1F8,-5.02631144617744
Q9H7Z6,-2.6101074442495
Q9NZV1,-10.6158714459938
O43314,-5.97639709563132
P53671,-4.05138739119002
Q14155,-6.81876745774655
Q15025,-23.2534966642115
Q6ZVK8,-3.09294667585829
Q9NW13,-5.92881062078869
Q8NFG4,-12.9905007691822
Q06330,-5.10162221863928
Q5VU43,-5.83372400792664
P98175,-4.80681519382851
Q6NUQ1,-23.2534966642115
O94813,-4.765832260872
Q9BYC5,-23.2534966642115
Q9HC38,-6.47968717908437
Q9ULL5,-3.00663196992598
Q8IV32,-8.46369272673847
Q8IZ69,-13.7731336989001
O95628,-4.22821252281309
Q13177,-6.10910800106501
O14545,-4.05801188501324
P17980,-7.99576203579347
Q8N2F6,-15.1827123267182
P30153,-6.14316025538019
Q86WN1,-12.3465038199953
O14492,-18.0674637154716
Q99758,-6.07690724631978
P19338,-6.76736721542251
Q96GA7,-13.1237975779843
Q96MP8,-5.81648621877081
Q86XK2,-15.0269753615957
P60981,-8.95357880203888
Q86WB0,-5.73249134189286
Q9H4M9,-8.47184338054858
Q9UHQ9,-8.14454511319968
Q96KC8,-12.8356869204704
Q9HCK4,-6.09227058795042
P78310,-6.26944087001339
P62277,-12.5283154160992
Q16850,-5.49688454277202
Q9UHX1,-6.64909968182446
Q9Y2X0,-23.2534966642115
P51812,-6.68012839471006
Q8IWY4,-4.42486188231466
Q8NHP8,-6.73660751943529
Q96E29,-3.33995386112299
O95208,-7.24721866962125
P55209,-6.92910617518703
Q9Y580,-4.73275854546694
P35080,-5.757129154515
Q16222,-16.5108842953885
P0CK96,-3.20943605503146
P32856,-12.4279590944723
Q969Y2,-3.11005554110949
Q00013,-23.2534966642115
Q9UHN1,-23.2534966642115
Q13686,-3.75516510941999
Q7Z553,-2.86371734886105
O75380,-11.9502007742428
Q9NRW1,-3.26198171823647
Q96KA5,-23.2534966642115
Q5T5X7,-10.4182325071177
Q14011,-6.59038303960446
O00299,-8.32603640092745
Q13526,-7.30704909991589
Q7Z6M1,-14.9423455575752
Q9Y692,-14.9968407855052
Q6P4R8,-11.8305511791729
Q9P0K1,-6.57260220079839
Q93063,-12.1337935869471
Q8NCA5,-6.49462610166878
Q9BX66,-6.23521495480469
O94887,-0.586196152067213
O00203,-10.1341089821943
Q15417,-6.50892628237068
Q92854,-6.80338306504733
Q9UNW9,-7.00095099847726
Q09028,-4.98309879250594
Q14576,-5.90218148523934
Q8IYR6,-4.50045426839031
Q9H2B2,-3.76046914130944
Q9NVF9,-23.2534966642115
Q9NQT5,-7.86136623686266
P35659,-5.89489609352622
O94992,-4.8982801830111
Q5TGY3,-3.24421681983357
Q96GZ6,-7.13676928799546
