PG.ProteinGroups,300
Q96AC1,-5.04242384586596
Q8WX77,-5.88423473128413
Q15061,-4.57104067013797
P51452,-8.81691413224917
P19388,-4.64898953773602
O75716,-23.2534966642115
Q9BX66,-5.44649692120279
Q9Y2Q0,-8.04693399097167
Q96MP8,-5.85369086627768
Q9HCD6,-6.38774028221112
Q96GW9,-6.25953347636351
O75354,-4.07130252382226
O95628,-4.4037015508676
P35052,-5.84204584201352
Q96GZ6,-4.9370267103731
O60292,-3.83329019754343
O00222,-2.41204537779353
O75431,-5.76047243942509
Q6ZSZ5,-11.7356565537775
Q9H857,-6.51602609508668
P20337,-3.61403281756232
O95057,-5.93616116023837
P47972,-13.8010454517142
P20336,-4.85214575231275
O95292,-5.96175063891166
Q96HE7,-5.9152270131486
Q6P1X6,-13.3787039217101
Q9NXH9,-2.54868556092149
Q9UNP9,-6.2727798785285
Q2TAA5,-5.53956132570943
P18583,-5.46635631026369
Q93096,-6.45196764748252
Q9Y3C1,-3.80439589552705
Q9HB21,-4.50902742231059
Q9UBB9,-4.26822078246302
Q9H5N1,-1.55281791345308
P27361,-8.7283821577368
P09012,-7.77475235551343
P18669,-6.1218604869064
Q9Y223,-6.93216792069292
Q8WXS5,-10.0112785409564
Q9H2B2,-2.87943916942607
Q8TDQ7,-5.14961891418279
P51570,-2.86800033085921
Q12824,-7.25744301063679
P78332,-4.98772220048193
O00213,-3.09070784884755
Q9P121,-4.10211752048128
Q92609,-4.21541216907191
Q96MG7,-3.82638906195617
P61006,-7.90521072903736
Q92953,-10.0743407594624
Q9Y692,-2.07189868108792
A6NE02,-7.54740738679723
P55209,-6.33152048809135
Q8NBJ4,-3.62169229572642
P61088,-5.6679830747266
P13639,-8.31901940124611
O14917,-4.57400028904002
P0DPB6,-5.13043871004668
Q9UJT0,-3.24687549078048
Q9BRJ6,-7.34333692360891
Q9H8E8,-2.54385709398171
P49902,-8.02361492132908
Q6PI78,-4.63671241813668
Q9BYJ9,-5.46246337951094
P61019,-5.54714454268806
O94985,-2.60086012708005
P24666,-6.67134498792869
Q99962,-23.2534966642115
O15484,-3.99503089963025
O75380,-11.0813527018087
P37837,-6.73591010088762
Q96I99,-23.2534966642115
P51148,-3.8222475110731
Q9H814,-4.24213270748303
Q6ZVC0,-2.98769500462143
Q15833,-14.7888073474612
Q96LT4,-4.70409267428423
Q8WUA2,-23.2534966642115
Q9BY41,-14.702869827105
Q14257,-5.77064431517781
Q8WWH5,-3.48187916258551
O15344,-7.13544678743746
Q9UHX1,-5.80801538192947
Q8IU60,-4.95491180912811
Q7Z434,-23.2534966642115
P62993,-4.7556484277205
O43920,-6.21956217431076
Q9ULD9,-5.01079833561553
P08574,-2.15981158788626
