PG.ProteinGroups,Ratio_log2_50,Ratio_log2_150,Ratio_log2_300_2,Ratio_log2_300
Q76NI1,NA,19.4807052395678,NA,NA
P60891,NA,16.1424482566481,NA,16.4692694357563
Q96EV2,NA,17.8743184349861,NA,NA
Q9BV68,NA,20.2054012122652,NA,18.7770959505918
P09661,NA,1.79821613670496,NA,NA
P09525,NA,11.4796194719231,NA,NA
Q92618,NA,9.09242995557432,NA,10.5190206646861
Q15637,NA,6.61151086574644,NA,NA
Q9Y2K7,NA,7.13905269305463,NA,NA
Q14249,NA,10.3318329220105,NA,NA
P22626,NA,7.10957994453535,NA,NA
Q8IZ07,NA,6.68247237916045,NA,NA
Q13283,NA,12.4925820276149,NA,NA
P09651,NA,16.6142589997316,NA,16.1203001855798
Q15276,NA,3.58275332732585,NA,NA
O00534,NA,11.1426502997892,NA,NA
Q9H425,NA,18.5919495494322,NA,NA
Q9Y2Q0,NA,6.80503490164886,NA,NA
Q9P286,NA,18.6234517510554,NA,NA
P36894,NA,18.8052559652008,18.904615592066,NA
Q8N4S0,NA,0.934862581419401,NA,NA
Q05BQ5,NA,17.4463294952479,NA,NA
Q96F86,NA,NA,17.5655325932789,NA
Q5H8A4,NA,NA,18.69324466464,18.9543863918019
Q9UHC6,NA,NA,10.3361313848643,10.7428529837446
Q9HCK4,NA,NA,7.14034677748661,NA
P34059,NA,NA,19.1476383453067,NA
Q9Y2G0,NA,NA,2.83487946410971,3.15059805713093
O95870,NA,NA,6.6120850693061,NA
Q96DV4,NA,NA,8.6699972611268,NA
Q9Y4F1,NA,NA,4.98148821105976,5.75397442778836
Q92738,NA,NA,20.6504764088168,NA
Q9H2C0,NA,NA,18.102223871492,19.1018783368342
O94827,NA,NA,10.0251418546316,NA
Q9NVD7,NA,NA,12.9932506648903,NA
Q13449,NA,NA,5.75887170228904,6.32428623348522
Q96C36,NA,NA,17.1511331192137,NA
Q96MH6,NA,NA,7.79036166539211,NA
P82663,NA,NA,17.110286727858,NA
Q13705,NA,NA,19.9345225709074,NA
Q9HCH0,NA,NA,9.20306760177516,9.69674840993183
Q13002,NA,NA,10.2238599156169,NA
Q9ULD9,NA,NA,9.94518867228635,NA
Q9BPZ7,NA,NA,7.75065259587469,NA
Q15345,NA,NA,9.38089067840354,NA
Q8IVL1,NA,NA,9.00724219934105,9.28280735012533
Q96Q11,NA,NA,2.3837242989497,NA
Q16774,NA,NA,10.1543189360525,NA
P38117,NA,NA,16.9669795285844,17.3594975976066
O94964,NA,NA,11.3061694002574,11.5964621409451
Q86UL8,NA,NA,7.56173648535022,NA
Q96P11,NA,NA,8.38981848310824,NA
Q9GZS1,NA,NA,11.997998803724,11.8775890629302
Q12974,NA,NA,7.92601005279296,7.88489667341296
Q8N8A6,NA,NA,19.4575374924019,19.7428196874267
P51991,NA,NA,1.97252100644842,NA
Q6NXT6,NA,NA,8.60886995348201,NA
Q8NDN9,NA,NA,8.64631670311263,NA
O60684,NA,NA,18.124125425615,NA
Q9NUY8,NA,NA,18.2208052976067,NA
Q9H7F0,NA,NA,9.96418418179666,NA
Q6NT76,NA,NA,8.61828024799581,NA
Q96I51,NA,NA,19.4017967229986,NA
Q9H1A3,NA,NA,18.6502606393375,NA
Q9H832,NA,NA,6.16858315148831,NA
Q8WUD1,NA,NA,17.4354434117751,NA
P04035,NA,NA,8.13086843431465,7.45677677677187
P20338,NA,NA,0.583473679165223,NA
Q12888,NA,NA,14.523621845537,NA
Q00403,NA,NA,18.9341481980003,NA
P49721,NA,NA,8.73124796941645,NA
O60293,NA,NA,2.22722297440176,NA
P36915,NA,NA,16.9703694452807,NA
O75976,NA,NA,2.34786187212344,NA
Q92900,NA,NA,6.36754998677687,NA
Q9NY72,NA,NA,2.67492210195499,NA
O95819,NA,NA,7.83064147275573,8.20222191041004
Q96BX8,NA,NA,8.81177657647984,NA
O75688,NA,NA,7.89082872406944,8.25165443932067
Q9NXH9,NA,NA,13.1590289586898,NA
Q8IVL0,NA,NA,8.61649259018636,8.48124668864878
Q9BYD1,NA,NA,9.48143404149514,10.4430269412592
Q96HE7,NA,NA,5.85950689141162,6.47135986505737
P53804,NA,NA,9.78742823509731,NA
Q9Y4P1,NA,NA,16.3643774511545,15.7777509200774
Q6P995,NA,NA,8.05937706816806,NA
Q5T8D3,NA,NA,18.7099290316863,19.0877750922819
Q86VS8,NA,NA,5.84255524749937,NA
Q9Y2G5,NA,NA,0.931160359086431,NA
Q7Z460,NA,NA,15.670569513416,NA
Q5VSG8,NA,NA,12.2436983405922,12.795656700066
P05165,NA,NA,1.27964102804076,NA
A2RRP1,NA,NA,6.63182225689843,NA
P23743,NA,NA,10.6214721941805,10.8239936376771
Q9UI08,NA,NA,7.60300109896396,NA
O95983,NA,NA,10.8738142664356,NA
P09471,NA,NA,6.26872675775839,6.4153305404376
Q86V59,NA,NA,4.03159507956477,NA
Q8WZA1,NA,NA,1.97264698834187,NA
Q9P0K1,NA,NA,8.15018043451398,NA
Q8N3C0,NA,NA,2.38223933879204,NA
Q9NZ94,NA,NA,11.1814370138102,NA
O43913,NA,NA,7.93766474336034,8.50795530550025
O15550,NA,NA,21.9304000380879,21.2666714924296
P61106,NA,NA,12.9981130355604,NA
Q9ULI0,NA,NA,5.55805961442937,5.85456191671964
P15260,NA,NA,2.53841156357284,NA
Q9Y547,NA,NA,8.94798732659666,NA
O95864,NA,NA,2.59888987464088,2.54673724926967
O94991,NA,NA,8.7961622519257,NA
Q8IUR7,NA,NA,7.98885437187702,NA
Q9H2X9,NA,NA,11.9623337929248,12.2136492387879
Q9BQI5,NA,NA,18.5730280042564,19.5123237099201
Q13011,NA,NA,NA,16.6698951903315
Q8IWV8,NA,NA,NA,9.44438862297918
O43151,NA,NA,NA,11.7878757889092
Q7Z4V5,NA,NA,NA,5.34311850073977
Q9UIF9,NA,NA,NA,18.3102618991697
Q7KZ85,NA,NA,NA,18.8636404953157
Q9UIC8,NA,NA,NA,5.50288390119843
O94921,NA,NA,NA,10.6712996408731
Q96EY1,NA,NA,NA,7.72006043967196
Q5ZPR3,NA,NA,NA,16.5582073222181
P63244,NA,NA,NA,9.12102303591597
Q13772,NA,NA,NA,9.08694365272273
O95057,NA,NA,NA,9.50543854622034
P22303,NA,NA,NA,9.20152199429636
P27695,NA,NA,NA,14.5896704496198
Q02252,NA,NA,NA,8.60717051021955
Q9UHN1,NA,NA,NA,2.60533044866397
P55265,NA,NA,NA,11.5828944128158
Q16585,NA,NA,NA,8.34990491471107
Q9UKC9,NA,NA,NA,19.1624242793993
Q9ULP0,NA,NA,NA,14.1314074106756
Q8N766,NA,NA,NA,8.85586440131787
Q01484,NA,NA,NA,5.30126013274425
P62241,NA,NA,NA,14.9705335792137
Q9BX68,NA,NA,NA,17.4796284689638
Q9NV31,NA,NA,NA,20.2782349422308
P49674,NA,NA,NA,18.8863543949339
Q9UL15,NA,NA,NA,16.1048493698555
Q13490,NA,NA,NA,3.30115475697005
Q8WV44,NA,NA,NA,20.1951887674146
Q9Y5A7,NA,NA,NA,15.6097750676764
Q15417,NA,NA,NA,13.1417930868308
Q09472,NA,NA,NA,18.1016560587152
Q9Y608,NA,NA,NA,9.48420772511465
Q15334,NA,NA,NA,17.9700755580166
O95848,NA,NA,NA,16.298813165298
P52594,NA,NA,NA,5.05872946846726
P78332,NA,NA,NA,16.5640067827385
Q9BT67,NA,NA,NA,10.4876969090802
P52756,NA,NA,NA,10.1550273788521
Q53T59,NA,NA,NA,17.1189588241471
P35568,NA,NA,NA,11.7743697930083
Q8NEU8,NA,NA,NA,10.9349733351608
P62979,NA,NA,NA,6.58668911039033
Q9BYP7,NA,NA,NA,14.4036600253686
O95487,NA,NA,NA,9.364133358565
Q5TGY3,NA,NA,NA,10.7486973686144
O00192,NA,NA,NA,9.0161538887696
Q96RD6,NA,NA,NA,11.6906539808247
Q15018,NA,NA,NA,1.73991244897558
Q92734,NA,NA,NA,3.62727781069854
P85037,NA,NA,NA,9.73668058043707
Q15061,NA,NA,NA,17.9439923325513
O14924,NA,NA,NA,18.9301689037333
P61225,NA,NA,NA,4.81525767731809
O43296,NA,NA,NA,12.8559327308004
O75792,NA,NA,NA,2.05423953784123
Q29RF7,NA,NA,NA,2.02655365518336
P04156,NA,NA,NA,6.24708097956609
Q96DF8,NA,NA,NA,12.2111067497913
Q05048,NA,NA,NA,15.2431176894787
Q92747,NA,NA,NA,11.127720282611
O95801,NA,NA,NA,5.81285065781577
P19838,NA,NA,NA,11.6875414026087
Q86XX4,NA,NA,NA,10.8145534768068
Q01538,NA,NA,NA,10.3986076794049
Q9BQ52,NA,NA,NA,17.3512219573575
Q9GZY8,NA,NA,NA,11.9748523002435
Q92979,NA,NA,NA,18.51687060662
Q99459,NA,NA,NA,4.45007839113114
O95271,NA,NA,NA,11.6963496513602
Q9UPU7,NA,NA,NA,10.0005135277154
Q9UPU5,NA,NA,NA,4.96713865849703
Q8N5C8,NA,NA,NA,9.42986490504142
Q92574,NA,NA,NA,18.6576692640918
Q9UGN5,NA,NA,NA,2.62492679825722
Q8ND83,NA,NA,NA,1.84085056979696
O14686,NA,NA,NA,10.2419990873795
Q8N163,NA,NA,NA,7.5792129015122
O95479,NA,NA,NA,9.48070467562941
Q9BRS2,NA,NA,NA,1.36410359858335
P43378,NA,NA,NA,1.56255118207212
Q76I76,NA,NA,NA,1.91606972052128
P46060,NA,NA,NA,4.26211035313586
Q9HD26,NA,NA,NA,13.5309106627781
P17980,NA,NA,NA,2.15900150377119
Q8N0V4,NA,NA,NA,2.54433476304184
Q9Y6X3,NA,NA,NA,11.0254910773032
Q9NRF2,NA,NA,NA,6.75626041375692
Q8N461,NA,NA,NA,19.8004338371058
Q92530,NA,NA,NA,12.5131144360083
Q96S38,NA,NA,NA,10.1610230705799
O15417,NA,NA,NA,10.2818565577484
Q8N126,NA,NA,NA,9.24195978864716
Q9BRP4,NA,NA,NA,9.52486950591289
Q96EF0,NA,NA,NA,12.3755046588424
A8MXV4,NA,NA,NA,2.3760873500687
Q15785,NA,NA,NA,19.2733467863419
Q9HCQ5,NA,NA,NA,10.9050795786216
P11717,NA,NA,NA,16.3310132154095
Q09019,NA,NA,NA,20.7556357705661
Q9BZK7,NA,NA,NA,8.45188076079571
Q5GH76,NA,NA,NA,9.39380260561253
Q96AQ6,NA,NA,NA,8.05177146797616
P62879,NA,NA,NA,18.3018824556097
O75127,NA,NA,NA,20.1451855543482
O95639,NA,NA,NA,1.5814967989925
P21281,NA,NA,NA,17.93767227566
A4D1P6,NA,NA,NA,1.84948980519835
Q8WXF7,NA,NA,NA,6.31078489552594
Q9NVN3,NA,NA,NA,8.57490682374513
Q15375,NA,NA,NA,4.22302477764165
Q92871,NA,NA,NA,18.0018062350809
Q9Y6E2,NA,NA,NA,8.29549821515027
O43865,NA,NA,NA,8.84621931546299
Q9H7B2,NA,NA,NA,4.77033244446034
Q9H0S4,NA,NA,NA,18.2124696310892
Q9BQA1,NA,NA,NA,17.8782917971788
Q6DKI1,NA,NA,NA,8.56428328128568
P17028,NA,NA,NA,9.985676339183
Q15742,NA,NA,NA,2.15734741568526
Q8TC07,NA,NA,NA,18.5072223716468
Q16560,NA,NA,NA,12.9411297513999
P04049,NA,NA,NA,11.0778693446831
Q9UFF9,NA,NA,NA,17.4533546020183
Q9P2R6,NA,NA,NA,20.7010247729129
Q53GL0,NA,NA,NA,5.18183264503727
Q8NI60,NA,NA,NA,19.4273227277901
Q86TP1,NA,NA,NA,18.703022489312
P30086,NA,NA,NA,4.63081910021814
P15289,NA,NA,NA,16.0756914723735
O95319,NA,NA,NA,20.0248317771878
Q92692,NA,NA,NA,18.0585799809651
Q2KHT3,NA,NA,NA,1.95840974654765
P33991,NA,NA,NA,10.0354621338898
O94967,NA,NA,NA,7.6089669520833
Q9Y4X4,NA,NA,NA,11.9859961334643
Q9BRR6,NA,NA,NA,11.3336524454276
Q96T76,NA,NA,NA,5.76989424385762
Q86WB0,NA,NA,NA,5.04501496454198
P19388,NA,NA,NA,16.2686372780882
Q6ULP2,NA,NA,NA,9.29032871861366
Q8IV38,NA,NA,NA,2.79265013842844
Q96T37,NA,NA,NA,16.9847596991898
Q8NAV1,NA,NA,NA,17.4377439880493
Q15904,NA,NA,NA,17.8258435035384
Q3SXM5,NA,NA,NA,17.1023330822281
Q5MIZ7,NA,NA,NA,12.5403740232885
Q9NS39,NA,NA,NA,12.2696910082581
Q9GZR7,NA,NA,NA,7.0468317415506
P53396,NA,NA,NA,13.4782394319843
Q9BZR6,NA,NA,NA,0.474070876155502
Q9BZ72,NA,NA,NA,10.2215725685726
Q8N5Y2,NA,NA,NA,7.81954401369131
P04062,NA,NA,NA,6.65650979728552
P49815,NA,NA,NA,8.59363888350931
Q96RT7,NA,NA,NA,20.5778596755915
Q9Y2X0,NA,NA,NA,6.34512120440396
O00487,NA,NA,NA,4.39662724236451
Q9Y2E5,NA,NA,NA,8.71426603217269
Q8N9R8,NA,NA,NA,18.4253112554642
Q08AM6,NA,NA,NA,9.45393582175186
Q9BTE3,NA,NA,NA,17.7093409923214
P62847,NA,NA,NA,0.984616956992367
O00468,NA,NA,NA,12.7380378900759
Q9P0K9,NA,NA,NA,1.72837890008114
O95757,NA,NA,NA,3.13965941987261
Q5GH72,NA,NA,NA,8.19726008850568
P62263,NA,NA,NA,6.01287847239086
Q8NBJ7,NA,NA,NA,4.45350486135808
Q8WZ82,NA,NA,NA,18.2872754195291
O95340,NA,NA,NA,8.83685337834827
O75882,NA,NA,NA,6.36750416377371
Q12923,NA,NA,NA,8.33771822358302
O96000,NA,NA,NA,17.8064221065848
P54098,NA,NA,NA,8.62811612734333
P30048,NA,NA,NA,10.5779901842367
Q68CQ4,NA,NA,NA,9.55893760318142
Q9Y5E9,NA,NA,NA,8.20285959535177
Q8TCT7,NA,NA,NA,8.54997344097607
Q8TBC5,NA,NA,NA,10.0790014310599
Q9UKZ9,NA,NA,NA,11.8243000085128
Q7L2E3,NA,NA,NA,16.5143486897635
P45974,NA,NA,NA,17.5008507740099
Q92729,NA,NA,NA,10.236792855989
Q9NZ32,NA,NA,NA,10.1828641176101
Q8TB52,NA,NA,NA,1.2751052393173
Q9UK99,NA,NA,NA,19.8211208482613
O43169,NA,NA,NA,17.8861346874613
Q96FV2,NA,NA,NA,9.18924505416546
O60318,NA,NA,NA,8.49592989113572
A7KAX9,NA,NA,NA,10.0968245771849
P48651,NA,NA,NA,3.04861905317547
Q86XE3,NA,NA,NA,10.1182098767227
Q9H7P9,NA,NA,NA,16.4732945961133
P15622,NA,NA,NA,7.63819882912336
Q9ULV4,NA,NA,NA,17.6807276732056
Q8WU76,NA,NA,NA,17.2674496680238
Q9UJ14,NA,NA,NA,7.41204204493021
O43524,NA,NA,NA,9.12859640158397
P21953,NA,NA,NA,8.73474287150301
Q16539,NA,NA,NA,6.23833944208691
Q5GH73,NA,NA,NA,1.02934001999212
Q0VDG4,NA,NA,NA,8.5160901979908
O75970,NA,NA,NA,9.04429861861576
Q12860,NA,NA,NA,8.548399689784
Q9UNH7,NA,NA,NA,7.96744031769432
O95140,NA,NA,NA,8.9182247050314
Q14457,NA,NA,NA,1.82602164487444
Q96GQ7,NA,NA,NA,7.4077882192016
Q9HBF4,NA,NA,NA,14.6823371928077
P61421,NA,NA,NA,15.9568492530691
P58004,NA,NA,NA,17.1163175897857
Q8WVM7,NA,NA,NA,8.77185228297576
Q8WVZ9,NA,NA,NA,1.85608362531283
Q9UHK6,NA,NA,NA,18.5986495138384
O15079,NA,NA,NA,17.4757904117401
Q9Y2I8,NA,NA,NA,11.1756860346364
Q15650,NA,NA,NA,8.18095395584275
P23246,NA,NA,NA,6.02101781893762
Q14697,NA,NA,NA,16.4276994425477
Q15599,NA,NA,NA,11.6788954582781
Q9HCG7,NA,NA,NA,10.9696799060037
Q9HCD5,NA,NA,NA,10.4217035887773
O94966,NA,NA,NA,7.99050062066874
Q9UN74,NA,NA,NA,7.53814758583384
Q9UJF2,NA,NA,NA,19.6070060527619
Q8IZ21,NA,NA,NA,5.52509817463257
Q9UID3,NA,NA,NA,9.03767695739904
