PG.ProteinGroups,Ratio_log2_50,Ratio_log2_150,Ratio_log2_300_2,Ratio_log2_300
A6QL63,NA,4.83923588641666,NA,NA
Q08379,NA,20.4093470910372,19.591163503214,NA
P55786,NA,17.4708792923574,NA,17.1899774394794
Q8IU81,NA,9.96604063086624,NA,NA
Q9BUZ4,NA,9.71418416231713,NA,NA
O00255,NA,8.88286974190098,NA,NA
Q9Y6M1,NA,3.24281953283187,NA,3.38740230801479
Q8N5A5,NA,8.12800434932798,NA,9.05567700003392
Q99848,NA,18.6447325481121,18.4914530765988,19.1472685590708
Q8N9I9,NA,4.44759124030148,NA,5.13335427248342
Q9UGH3,NA,9.53352733547796,NA,NA
P63010,NA,10.9388814298192,NA,NA
O75489,NA,17.5456441449232,NA,17.6835830020561
Q8TDN6,NA,2.03397842267783,2.24633454875432,NA
Q9Y5V3,NA,7.68767082453201,7.31174315825995,8.23196811385167
P22307,NA,9.29686877969457,NA,NA
Q92785,NA,8.21912828392978,NA,8.9043748210754
P48729,NA,20.0646238405104,NA,20.0154986471286
Q92609,NA,4.15982171094068,NA,NA
O15270,NA,19.6328548403062,18.8258118629672,19.977125545362
Q9NZ63,NA,11.4393403463792,NA,NA
O60927,NA,5.58703618790206,NA,NA
Q6UXD5,NA,6.58409729731709,NA,6.79747826354726
Q9P258,NA,9.26725349867969,NA,9.94754252092205
Q9Y4G8,NA,12.9090829319238,NA,NA
P78356,NA,8.18583836188806,NA,8.59085462342689
P60880,NA,14.0039774971849,NA,13.7348950521631
P00367,NA,3.83386493642229,NA,3.27608523563862
Q9H5H4,NA,19.5854858469851,NA,19.1846853060708
Q9NYY8,NA,8.29798794367125,8.33810580967669,9.15756766864427
Q9UMN6,NA,19.4250412181498,19.4618998848552,19.9192111655103
P98175,NA,8.63503402181002,8.31128224169803,NA
P17405,NA,3.99856839438959,NA,4.38956849807885
O75044,NA,2.78100056251154,NA,2.52633984465221
Q5T7P8,NA,19.2093693812666,NA,20.667388707264
Q9Y2I1,NA,19.8821009876465,19.6624093178828,19.8904160768595
Q8N5J2,NA,10.064596620826,NA,9.92353153771865
Q9BWF3,NA,14.3837944356679,14.3318910700593,NA
Q643R3,NA,19.2732206573526,19.4341565552755,20.5131446086979
P45954,NA,4.71622121877382,NA,NA
P62937,NA,8.64301098589235,NA,8.23265751188736
Q9UI36,NA,8.02439314195954,NA,8.21992375579639
Q9NVG8,NA,9.8852822398636,NA,10.5191686960251
Q86UK7,NA,8.56237259980628,NA,NA
Q7Z5K2,NA,8.07196272223177,NA,NA
A6NGN9,NA,13.0852029462325,NA,NA
P23470,NA,19.6318489544865,NA,20.6574469285481
O95721,NA,6.3993916510622,NA,NA
P11117,NA,8.05237006401438,NA,NA
P43034,NA,1.8515877919205,NA,NA
Q9UJC5,NA,15.919284177712,NA,NA
P18615,NA,7.83118432321347,NA,7.84318284943472
Q8N5H7,NA,9.39368622318373,8.82627827636601,NA
Q14BN4,NA,10.0329724816622,NA,NA
P50607,NA,0.811619530668115,NA,NA
Q9UBU9,NA,8.16424140000193,NA,9.31061743119426
Q5SQI0,NA,16.4685730432229,NA,17.3823884345268
P52701,NA,11.097665117348,NA,NA
Q6NTF9,NA,16.5105014479576,NA,NA
O15260,NA,11.7919326284169,11.241847497842,12.227285446132
P34931,NA,12.8077891722359,NA,NA
Q5VTB9,NA,6.42656747957714,NA,6.94762809349201
O60858,NA,4.99264926904034,4.76806601616634,NA
O75376,NA,1.71256967975424,2.19330840154255,2.57287328430706
Q96CU9,NA,11.4107002375537,NA,NA
Q9BRX2,NA,4.06762177618154,NA,4.36096303722238
Q9Y5W9,NA,9.93317923307661,NA,NA
Q9HBU6,NA,15.4083898689063,NA,NA
P46109,NA,7.54296391738615,NA,8.54206085505212
O14828,NA,1.15456060753336,NA,NA
O14735,NA,7.05065199384101,6.38471161555162,6.88895207925327
Q2TAY7,NA,17.6079666455659,NA,NA
Q14CW9,NA,2.73282156213571,NA,NA
Q9H254,NA,1.18881679399041,NA,NA
Q9BRL6,NA,18.637247234457,NA,NA
O95372,NA,16.5051937337886,NA,NA
Q86U90,NA,8.57173699706076,NA,9.93679330730311
Q15788,NA,4.37678554913014,NA,NA
P49840,NA,10.1051152240124,9.72219727976213,10.4350716301142
Q5M775,NA,10.5044788896374,NA,NA
A1A5C7,NA,9.46155061288845,NA,NA
Q6DKJ4,NA,2.69325125315783,NA,2.69902595592949
Q9H1D9,NA,11.7730299901284,NA,11.3736261702646
Q9Y2U8,NA,15.2017908378183,NA,NA
Q9H165,NA,11.4463263576146,NA,NA
P60763,NA,18.6980576206885,NA,NA
P48454,NA,4.80978572121442,NA,NA
Q86WR0,NA,11.0655662298659,NA,NA
P50579,NA,8.56304687334676,NA,NA
P57771,NA,18.8373334222066,NA,NA
Q9H1V8,NA,1.08587929954246,NA,NA
Q969R2,NA,17.3072740394198,NA,17.3288473921676
Q9UBB4,NA,19.4335449072166,19.3378621008021,20.6017912284093
O15400,NA,19.2510097255449,NA,NA
Q14331,NA,17.4336516456379,NA,NA
O43505,NA,20.6226174081285,NA,NA
Q9HD20,NA,6.92980999566067,NA,NA
Q6IAA8,NA,18.7367294452491,18.2943045087905,NA
Q8N9V3,NA,20.4204933872067,NA,NA
Q7L3B6,NA,13.8319664848506,NA,13.6893335061902
Q96JQ0,NA,2.91084874467602,NA,NA
Q147X3,NA,19.4459166127063,NA,18.7745226905233
O14782,NA,20.4494021189325,NA,21.2825905840778
Q8NC96,NA,4.3528759612948,NA,NA
Q7Z7K6,NA,1.61948611254605,NA,NA
Q8IZD9,NA,7.55369579141165,6.04725845710744,NA
O00750,NA,18.7404774342126,18.6707744712316,NA
Q8NFP9,NA,6.18001591679484,NA,NA
Q99497,NA,17.0194754945829,NA,NA
Q9BRQ0,NA,3.18910990671867,NA,3.93842361292973
P26358,NA,10.4695513942777,NA,NA
Q8WWI5,NA,18.3795977901758,NA,NA
Q9NX40,NA,19.3031240146317,NA,NA
Q8IWZ3,NA,7.07833920823734,NA,7.52982838322861
Q9HCK5,NA,19.2367330715739,19.441990213175,19.5839938636823
Q96M27,NA,17.5585928594833,NA,NA
Q674X7,NA,19.0648679109849,19.0924835471919,19.5590428396456
Q96JJ6,NA,1.82695337344897,NA,1.81088248007974
P61129,NA,13.0638703559039,NA,NA
P78318,NA,6.08301035624179,NA,6.42819509125309
Q8N1G1,NA,19.4225505823509,NA,NA
P35790,NA,14.3518246299875,NA,NA
Q6ICG6,NA,19.669462810492,NA,NA
Q9Y4D8,NA,8.24051255302644,NA,NA
Q8NCA5,NA,0.963143126596053,NA,NA
P14373,NA,6.73161736738584,NA,7.75483345750231
Q8IUD2,NA,15.7800196518754,NA,NA
P09012,NA,3.34870580084661,NA,NA
Q9NP66,NA,10.4096640040875,NA,NA
Q02790,NA,4.76652183730979,NA,2.82939042938421
O95758,NA,2.14410390350071,2.15754226906225,1.97795834420739
Q9BUN8,NA,1.51533859838154,1.88270866292728,NA
Q08945,NA,5.67687572228216,NA,NA
O75179,NA,9.85005178367167,NA,NA
Q96F63,NA,19.8229232021281,NA,19.6971891771978
Q7L523,NA,18.1566217358624,18.4016882280809,18.402486857484
P55795,NA,19.145504777467,NA,NA
Q15393,NA,6.38137648463218,NA,NA
Q8N9I0,NA,4.40907695343668,NA,NA
O75396,NA,9.16088241150575,NA,NA
P35813,NA,5.19508628394327,5.8738107031006,NA
Q9Y6I4,NA,10.3672065219122,9.51954854516632,10.5179508028596
O14979,NA,15.6994056302705,NA,NA
Q9NRG7,NA,17.6017791156268,NA,NA
Q14686,NA,1.09632741681051,NA,NA
O95402,NA,2.30601768322237,NA,NA
Q9UPP1,NA,9.45536001609812,NA,NA
Q6P1Q0,NA,11.308588526459,NA,11.2606669641213
O15399,NA,11.1854947022132,NA,NA
P49327,NA,16.6873583189548,NA,NA
P29372,NA,19.4560774493862,19.1208333495453,20.0778245686489
Q9NV06,NA,18.111082155624,NA,NA
P23443,NA,2.46125556240311,NA,3.01287884288287
P05060,NA,11.9258201575562,NA,NA
P07437,NA,3.0669910073357,NA,NA
Q14669,NA,18.7934828678075,NA,19.303582807438
Q2TBE0,NA,9.93772064717759,NA,10.8079354156505
Q8TEY7,NA,3.36171195870844,NA,NA
O15344,NA,17.3253910440529,NA,NA
Q9NR46,NA,17.4183068546296,16.4773302555789,17.0988139403789
Q92841,NA,11.3428808231929,NA,NA
Q96N64,NA,6.7430231960974,NA,8.91990496593876
Q5VWQ0,NA,2.18678652751946,1.87799273510479,NA
Q9UKB1,NA,10.943745619958,NA,NA
Q96BY9,NA,22.1527149417552,NA,NA
O94805,NA,18.5007909818276,NA,17.923220296089
Q8N6N2,NA,3.29497850247669,NA,3.28581685858508
Q9C0D0,NA,8.91555982270346,9.44952925068337,NA
Q96C86,NA,13.7459008146005,NA,13.7783505113813
Q9UHG3,NA,10.0088505202453,10.3448834619838,10.5953719249528
Q5VUA4,NA,20.1130449939426,NA,NA
Q9HCM2,NA,11.8371090739715,NA,NA
P48449,NA,17.7978870452857,NA,NA
Q684P5,NA,8.47200391288989,8.69918350957375,9.28764163413251
Q92520,NA,12.1580369930258,NA,11.392994821036
Q8NB37,NA,2.75637251221862,NA,2.95267810891516
Q10469,NA,1.2563121426463,NA,NA
Q9H857,NA,7.35538820654117,7.09428924323757,7.66099264165598
Q1L5Z9,NA,8.88486971113398,8.92744894731673,8.93920342194508
Q9NSI2,NA,11.9995224347913,NA,13.1364161340014
Q9NWU5,NA,16.3937180860723,NA,NA
Q9UKR5,NA,18.4681376189972,NA,NA
Q9UGL1,NA,11.5703228515185,11.762882948333,11.6210543957069
Q92529,NA,4.80474746701062,NA,4.54070999181051
Q9H8M7,NA,19.1850885402092,NA,NA
P18433,NA,11.3729648663372,NA,11.4009115363981
P53677,NA,18.9143700815261,NA,NA
Q96RE7,NA,19.3040172178563,NA,NA
Q9BZM4,NA,9.95592878596627,NA,NA
Q9Y5B8,NA,8.33378403842331,NA,9.75790638358098
Q9Y4F5,NA,2.96649494770527,NA,3.09693702013236
Q96C03,NA,12.0185560414713,NA,NA
Q5T5Y3,NA,11.9236579149403,NA,12.3728933730896
P46926,NA,7.32969915194854,NA,NA
Q9NZI8,NA,3.65771352077998,NA,NA
Q969T9,NA,4.46115448465189,NA,NA
P46821,NA,14.3753037490501,NA,NA
P37235,NA,9.65014505043678,NA,NA
Q92805,NA,2.90728909098026,NA,NA
Q15858,NA,8.14693525916483,NA,NA
Q7Z4K8,NA,10.4359624240212,11.2657671460164,NA
Q9Y580,NA,9.15978227049757,9.01602776951052,NA
Q9H3R0,NA,11.7897678734182,NA,NA
Q96T58,NA,9.9139247743688,NA,NA
Q8NF37,NA,7.17615995908474,NA,6.9473382797176
Q96FE5,NA,18.7409182763844,NA,17.8629692550213
Q92759,NA,6.3500646417812,NA,NA
P36873,NA,19.0818002770297,NA,NA
Q9ULJ6,NA,2.56597084340351,3.78916130992754,3.71736504665863
O14682,NA,18.9309087090881,NA,NA
P10645,NA,14.2302305530265,NA,NA
Q9P1Z2,NA,3.76956386532646,NA,NA
A6NNY8,NA,1.26640983625445,NA,1.67205806312961
Q8IW70,NA,19.0554353909228,NA,NA
Q53EL6,NA,15.4900303014833,NA,17.6357000841163
O95405,NA,8.7268611716076,NA,NA
Q14202,NA,13.8788981374468,13.9693224496891,NA
Q14847,NA,5.29071076488667,NA,NA
Q9BTU6,NA,8.96254154169307,NA,10.0873535533878
Q15386,NA,18.4611470762132,NA,18.7709529681976
O00203,NA,8.9578042761541,NA,NA
Q9Y2S7,NA,6.55984749625866,NA,6.8256397136452
Q8IUZ0,NA,19.0885126519905,NA,NA
Q13315,NA,1.87104716094434,NA,7.58267089054614
A5PKW4,NA,11.4970183651829,NA,NA
O15042,NA,7.5477882969993,NA,NA
Q9BRJ6,NA,17.291927035109,NA,17.9709867599801
Q96LT9,NA,7.22925157295115,NA,NA
Q6PIJ6,NA,9.2154426476814,NA,10.8179042174703
Q8TAE8,NA,18.3710202598047,NA,NA
O60347,NA,1.37878175638056,NA,2.47978111489247
Q8WXG6,NA,11.19630777114,NA,NA
Q9GZN1,NA,2.9962904610877,NA,3.09236400755183
Q9NRF8,NA,7.5458208090708,NA,NA
Q9NR31,NA,1.62461378150772,NA,NA
Q96P16,NA,20.2088018146407,NA,NA
Q9BWU0,NA,6.11077534867217,NA,6.71409673273066
Q9Y2Q5,NA,5.52653042050257,NA,5.02668460207465
Q8NAF0,NA,5.89036734426466,NA,NA
Q9UEU0,NA,11.9816431652397,NA,NA
Q00839,NA,13.8841899854718,NA,NA
P38646,NA,14.6745149085521,NA,NA
Q7Z5J4,NA,6.96706979106533,NA,NA
Q9H3P2,NA,19.2647791349568,NA,18.5565976725104
Q9Y4C5,NA,2.06300580257502,NA,NA
Q13425,NA,16.641063380953,NA,NA
O94812,NA,20.3639182589007,21.0903643557282,21.3791527650413
Q6UWE0,NA,12.8717820155229,NA,NA
Q9HAR2,NA,19.6814346928492,NA,20.3952333990029
Q10471,NA,3.18824602989503,3.60855459036547,NA
Q9UM19,NA,2.25241717119917,NA,NA
P07949,NA,9.57205526650131,NA,10.5250804798404
Q9Y5I4,NA,10.2758117363111,9.65338660494507,9.62387916088578
P37837,NA,5.44167258253141,4.59130810776317,NA
P61962,NA,8.99748903887035,NA,NA
Q0VG06,NA,2.20431461379737,NA,2.48400660105035
Q86XP3,NA,8.02918348256851,NA,8.41955479098564
A6NHL2,NA,17.9236881811898,NA,NA
Q9P107,NA,1.41707659363013,NA,NA
Q9NUJ3,NA,9.75863489003321,NA,NA
Q9NZN8,NA,19.0650018141603,NA,NA
O14497,NA,11.1475584119798,NA,NA
Q58EX2,NA,7.75330648702223,NA,NA
P22304,NA,2.33280931367363,NA,NA
P56945,NA,7.88972288168756,NA,NA
O95071,NA,9.23194974217619,9.28273945776571,9.99859890734101
O95989,NA,18.4822387015648,NA,NA
P35052,NA,8.91498773257174,NA,NA
Q9UN75,NA,19.8497342849911,NA,20.0629372067514
Q5VU43,NA,7.61123245179623,NA,NA
Q9Y2H9,NA,2.21050105851633,NA,NA
Q96FW1,NA,6.517089174454,NA,NA
P78509,NA,1.5871988313394,2.58853679492232,3.10720108090839
Q14964,NA,1.69811080113718,NA,NA
O95996,NA,11.9178917375294,NA,12.9342073787764
Q9Y5L0,NA,4.16665301825599,NA,NA
Q96PE2,NA,9.08493787718922,NA,9.68900041045114
O14733,NA,6.90487151520915,NA,NA
Q6ZTW0,NA,1.51412883316006,NA,1.66676245604169
Q6ZT07,NA,15.9991814974776,16.2394269610654,16.2992209347467
P51665,NA,11.7448613073378,NA,NA
Q9Y6K1,NA,5.43886758431622,NA,NA
Q9BQG0,NA,14.3946063378463,NA,NA
Q70CQ3,NA,1.39842226424141,NA,NA
O15126,NA,7.37014644572002,NA,NA
Q6PCB5,NA,2.52483251342175,NA,NA
P15586,NA,18.2845125051728,NA,NA
P22314,NA,6.87362412906018,NA,NA
O43173,NA,3.3759994781145,NA,3.74199293321341
Q9P2K6,NA,18.7789686461752,NA,NA
Q8N1I0,NA,11.3890675039771,NA,NA
P61160,NA,16.878062718275,NA,NA
O75427,NA,9.60722955977808,NA,NA
Q93050,NA,18.0855210284375,NA,18.6139837202282
P12955,NA,9.42780528632397,NA,NA
Q99447,NA,1.25010543237072,NA,NA
Q3KQU3,NA,6.57665656155558,NA,NA
Q9Y2X7,NA,8.16929632785083,NA,8.61445544479981
O95376,NA,6.90292107424481,NA,NA
P52429,NA,4.65552219577512,NA,NA
Q75T13,NA,7.4836831798177,8.09736470928294,NA
P06576,NA,17.0831464881941,NA,17.8929769184241
Q9NVT9,NA,9.7274106182827,NA,NA
Q8N9T8,NA,17.785888863933,NA,NA
O60716,NA,9.48358547024974,NA,9.9440006169263
Q9BRK5,NA,2.19518478566597,NA,NA
Q96AY4,NA,3.86667597441284,NA,NA
Q06210,NA,8.41535925766352,NA,9.10177561429147
Q8N8R5,NA,8.25225387889529,8.74772421292282,NA
O95394,NA,4.60262080734659,NA,NA
Q3YEC7,NA,17.1502243289907,NA,17.6819299833581
Q9BWD1,NA,15.9973422173974,NA,16.2798664147352
Q9BXJ3,NA,1.96785362029778,NA,NA
P48426,NA,3.06510929204121,NA,NA
Q96FK6,NA,7.87637102131955,NA,NA
Q9H2Y7,NA,11.8324418034476,NA,NA
Q6SZW1,NA,8.52744561113802,NA,NA
O75592,NA,10.5972415372886,NA,NA
P49902,NA,4.10064275715439,NA,4.14217040323024
Q8N9F7,NA,11.5482637977818,NA,NA
Q9HCM7,NA,9.75070922401324,NA,10.6243186966662
P07384,NA,12.337094699762,NA,NA
P61019,NA,15.1718353475767,NA,NA
Q9UQB3,NA,7.53769621665738,NA,8.13398531230345
C9J069,NA,2.55595190824123,NA,NA
P11137,NA,5.94541701917043,NA,NA
Q12972,NA,2.05464234060378,NA,NA
Q9Y4K4,NA,18.9675439885495,NA,NA
P20337,NA,16.3224966212929,NA,NA
P05067,NA,11.5804244022479,NA,NA
P21579,NA,9.1406615112731,NA,NA
Q6ZW49,NA,9.44205931594533,NA,NA
O60503,NA,1.90334185342333,NA,NA
Q155Q3,NA,1.11732029344781,NA,NA
Q96PQ0,NA,8.54612881992579,NA,NA
Q9NRL3,NA,19.0124377355403,NA,18.968471977127
Q8WVM0,NA,4.47838872398269,NA,NA
P62829,NA,20.8510067325012,NA,NA
Q96KA5,NA,18.3199844777211,NA,NA
P35249,NA,14.8007354929734,NA,NA
Q96EC8,NA,2.09974948868875,NA,NA
Q8WUA2,NA,5.7405995870364,NA,NA
P98170,NA,11.6299702544134,NA,NA
Q15208,NA,6.26958414424536,NA,NA
Q15102,NA,6.75242982204309,NA,NA
Q2V2M9,NA,10.8668097165331,NA,10.6511137424554
P23193,NA,9.95040683418611,NA,NA
Q8WU20,NA,4.20471896727801,NA,NA
Q9C0J8,NA,2.96480366223634,NA,4.13102467663546
Q9Y4H2,NA,2.43825456304679,NA,3.43136267892622
Q8N568,NA,11.7704738395247,NA,NA
Q8WX77,NA,1.5904831737269,1.87294760728074,1.61653326683958
Q658Y4,NA,18.2792845378836,17.7572529868785,18.4594050118224
O95182,NA,2.96296436779852,NA,NA
P30044,NA,11.1017283925276,NA,NA
Q92953,NA,1.57873529334639,NA,NA
Q9BVL2,NA,2.10165468175107,NA,NA
Q9BXQ6,NA,9.47826478953782,NA,9.76801986161541
Q9P265,NA,8.15359950758628,NA,NA
Q9Y5Z7,NA,0.637309062274137,NA,1.19227693065125
Q12931,NA,15.0000669486534,NA,NA
Q6P2Q9,NA,3.04867789822695,NA,NA
P00441,NA,2.73756806602388,NA,3.67587517244091
Q9H6T3,NA,3.66290001462389,3.45411429038683,3.62319457622279
O75153,NA,8.95902537250423,NA,NA
Q86SK9,NA,1.41221215017052,NA,2.00103250679597
Q17R31,NA,9.82820489038388,NA,NA
Q9NPZ5,NA,11.4657194738228,12.2465669557822,12.2704756711877
Q9P0J1,NA,3.52208316427657,NA,2.13420495423726
Q9BTC8,NA,4.2738968419093,NA,4.05734306780398
Q96SB4,NA,9.55084324968029,8.285582074147,8.49320118066786
P52272,NA,9.66516686064136,NA,NA
P51148,NA,8.51540950497167,NA,8.17839482327316
P19784,NA,7.84368981084668,NA,NA
Q9UHQ9,NA,14.0651350943031,NA,NA
P60660,NA,1.77818675089641,NA,1.86131632764263
Q9UPN6,NA,6.11937849186362,6.56589009911495,6.68299591673509
Q8WU79,NA,19.5415167503752,19.7668489456816,19.8552339567228
O75054,NA,15.9402416984491,NA,17.6934658814567
Q01804,NA,0.526625208872428,NA,NA
Q9Y6G5,NA,8.38954958232489,NA,NA
P49116,NA,10.5059934735795,NA,NA
O76070,NA,13.4730570248784,NA,14.1465893216879
Q9NR80,NA,9.06563621983893,NA,NA
Q9NYJ8,NA,19.4107893068817,NA,NA
Q96NI6,NA,11.1793102556761,NA,10.9915012199091
Q15554,NA,11.3356498101019,NA,NA
Q6RFH5,NA,19.3028098527332,NA,NA
Q9C0C4,NA,16.8125445594058,18.7552623832924,NA
Q9UPT6,NA,6.46031945887377,NA,NA
Q86UA1,NA,8.46366295551717,NA,NA
Q14C86,NA,8.42763313787419,NA,NA
O95486,NA,18.7208268090455,NA,NA
Q02878,NA,17.3014070653042,NA,NA
Q9NVS2,NA,5.97520972141282,NA,NA
Q9NWQ8,NA,20.1333595124296,NA,20.1819202127832
Q15070,NA,23.2956382289638,NA,NA
Q9H1Z4,NA,7.60287497063751,NA,NA
Q6IA86,NA,9.4674387908475,NA,NA
O15164,NA,2.00429431469589,NA,NA
Q8NCM8,NA,4.1907204696179,NA,NA
P49641,NA,20.0600904424796,NA,20.8742620524362
Q5RI15,NA,17.9328191874,NA,19.0153908237614
P11171,NA,10.634217283359,NA,NA
P31629,NA,9.42185488218133,NA,10.1426914703201
Q9NZC7,NA,2.05607370992381,NA,NA
Q8NBJ4,NA,3.55124450736843,NA,NA
Q9Y5F9,NA,8.13092122843355,NA,NA
P00387,NA,17.7278677624486,NA,18.919216878611
Q9Y250,NA,9.60454989444861,NA,10.1401092612146
O14531,NA,15.4248536623826,NA,13.5793413306379
Q5JTZ9,NA,2.34533310176465,NA,NA
O95573,NA,4.3828033475737,NA,NA
Q9BY67,NA,20.014442971673,NA,19.1416171727019
Q9ULP9,NA,8.08535428277468,6.43177641237917,6.81631089560179
Q9C0E8,NA,8.2822969010104,NA,NA
Q2M389,NA,4.64656117491896,NA,NA
P61201,NA,11.5337840440166,NA,NA
P51452,NA,9.33698539754765,NA,NA
O94829,NA,1.78374789430163,1.76864821972341,1.59929789779176
P25098,NA,11.7328975155523,NA,NA
Q9UGJ1,NA,9.75752520786613,NA,NA
Q8N8U2,NA,2.01008160563461,NA,NA
P78310,NA,3.95370124099678,NA,NA
P78417,NA,4.19211722575796,NA,NA
O60264,NA,2.7564662923341,NA,NA
Q9P0J0,NA,2.3947899405579,NA,NA
Q8WWM7,NA,4.28911140215377,NA,NA
O43405,NA,21.0988090295977,21.3785509007553,21.2201241273713
Q6ZSZ5,NA,8.71981248132278,NA,NA
Q96FJ0,NA,19.6941000409926,18.743174582516,20.1291706838344
O75037,NA,17.1952073051727,NA,NA
Q9UJX6,NA,8.03472194680262,NA,NA
O60701,NA,5.83642896657874,NA,NA
Q9BXS5,NA,17.0891757265097,NA,NA
Q96GM5,NA,8.40083762810588,NA,NA
Q8TF61,NA,18.7022098685256,NA,19.0576908323984
Q6ZRP7,NA,7.67292675721646,NA,NA
P62993,NA,17.6839424511117,NA,NA
Q9UM73,NA,10.5860395374971,NA,NA
O95861,NA,12.9184503245512,NA,NA
Q92925,NA,8.15146425026944,7.45194592136886,8.46580488761715
Q93073,NA,7.49860736049871,NA,NA
Q16512,NA,4.70449250849904,5.42945685021863,NA
Q92890,NA,12.4487859827422,NA,NA
Q16401,NA,16.8796368461152,NA,NA
P29083,NA,18.1845230671602,NA,NA
O60291,NA,18.3654261909679,NA,19.5302638625439
Q6ZMI0,NA,8.33212773570753,NA,NA
Q9C0D7,NA,8.82760971326325,NA,NA
O60477,NA,10.8040668262049,NA,NA
O43683,NA,18.3292733723842,NA,19.0056051111139
Q86UW6,NA,7.30553332673525,NA,NA
Q9BV35,NA,0.887664346163682,NA,NA
P0DPB6,NA,0.555419086687282,NA,NA
Q99504,NA,11.5311419620444,NA,NA
Q7LBC6,NA,10.856314556772,NA,NA
Q9NP90,NA,3.16676194776294,NA,NA
Q9UQF2,NA,20.2573339716612,NA,NA
P43681,NA,18.1689833891367,NA,NA
O60245,NA,9.08794064794077,NA,9.12774411688046
A3KN83,NA,12.3051998802444,NA,NA
Q9Y5B9,NA,6.87988264113651,NA,6.45374525208378
O43427,NA,8.93459238996984,NA,NA
Q96MX3,NA,8.38949994025679,NA,NA
Q96TA2,NA,5.36688496377112,NA,NA
O94880,NA,17.2385283426288,NA,NA
O94876,NA,9.38139436473137,NA,NA
Q04917,NA,14.8644723576467,NA,NA
O43164,NA,9.94902974515749,NA,NA
Q7L014,NA,6.81549601991575,NA,NA
Q2Y0W8,NA,17.4641383812837,NA,NA
Q96DZ1,NA,9.68518097864044,NA,NA
Q9H6K5,NA,8.94033216915465,9.34441079290111,9.85839430416488
Q13126,NA,7.71407747629818,NA,NA
Q6P6B7,NA,17.8047473341097,NA,NA
Q9BT40,NA,9.75574212137284,NA,NA
Q6R2W3,NA,8.74914718671624,NA,9.47980949795792
Q13191,NA,8.94986591328819,NA,NA
Q5SYC1,NA,18.4879566800114,NA,18.521234494194
Q9Y3Z3,NA,4.6368853724993,NA,NA
Q6P1M0,NA,17.8862485749693,NA,NA
Q9Y3A6,NA,9.02453737373925,NA,NA
O95502,NA,1.38386008435349,NA,NA
Q96JN8,NA,10.8768543977063,NA,NA
P11274,NA,12.7053927220837,NA,NA
Q92560,NA,6.89901301506105,NA,NA
Q9ULK0,NA,1.36536952777758,NA,NA
O60488,NA,10.660285767461,NA,NA
Q96JK2,NA,8.79659437442945,NA,NA
Q96AX9,NA,8.30907685535277,NA,NA
Q86VP1,NA,10.8857647108778,NA,11.5554939275804
Q9NUS5,NA,18.9396705433722,18.0151868905343,NA
Q64LD2,NA,10.5853774656854,11.0340076234655,NA
Q5TCY1,NA,8.83888071150987,NA,9.10059192109288
Q9BQ95,NA,18.2140123937699,NA,18.5157602671162
Q13523,NA,8.38450462515184,NA,NA
Q9NZ56,NA,6.20150165091019,NA,NA
Q09161,NA,3.78776596677724,NA,NA
Q96E22,NA,10.8186565955939,NA,NA
Q9Y6X4,NA,4.10590057863905,NA,NA
Q96RN5,NA,13.1687182475798,NA,13.052761073932
Q9Y5H9,NA,19.3819298522682,NA,NA
Q9Y3A2,NA,15.8957284720468,NA,NA
Q9UQ16,NA,6.43598285315677,NA,NA
Q9H2E6,NA,14.0789692123894,NA,NA
Q96AJ9,NA,18.3117059947921,NA,NA
Q9UH73,NA,2.35799816396665,2.40477381304761,2.38705015599985
Q9BT73,NA,16.9211334425275,NA,NA
Q9BY43,NA,7.08368374419129,7.29065001378644,NA
P05026,NA,5.85196821424602,NA,NA
P51674,NA,3.85058708196855,NA,NA
Q96P47,NA,17.8396186283283,NA,NA
Q8N608,NA,17.6601538898975,18.1599459984096,NA
P27544,NA,3.02521707383085,NA,NA
Q8TAQ2,NA,8.27910342983707,NA,NA
P40692,NA,7.59988412122611,NA,NA
Q14166,NA,4.99967765752572,NA,NA
O60506,NA,16.3076922070591,NA,14.6332186475457
O43172,NA,16.303764040867,NA,NA
Q7Z5N4,NA,9.93659809886754,NA,11.1978581973057
Q9UJA5,NA,10.3604210719689,NA,NA
O75874,NA,12.0651480757738,NA,NA
Q96KQ7,NA,8.24923807004255,9.33471307908409,9.64884789945958
Q9ULB1,NA,8.87534516486003,NA,9.53400879759508
Q15648,NA,6.10821457505219,NA,NA
Q6PJG6,NA,19.2581204549366,19.9339456426344,NA
Q9ULN7,NA,10.0259622509459,NA,10.801013430777
Q9H3F6,NA,10.667644935363,NA,NA
Q8WU90,NA,9.65417361861456,NA,NA
Q9C0B1,NA,14.6991446020826,NA,NA
Q9BWH6,NA,19.0322966569964,NA,NA
O76062,NA,11.5591049219442,NA,NA
Q6PD74,NA,7.9764413559998,NA,NA
P59923,NA,1.12454427386272,NA,NA
Q8N5D0,NA,20.9307421862498,NA,NA
Q8N0U8,NA,13.2843033328258,NA,NA
Q96PK6,NA,9.34546617806162,NA,NA
Q96KG9,NA,6.45449051284941,7.29808075484917,NA
P49918,NA,10.8348546216796,11.5861900471381,11.7133861670527
Q14980,NA,10.1903027995913,NA,NA
Q96A33,NA,7.27363875355957,NA,NA
P63104,NA,1.95396307342078,NA,NA
Q9NPF5,NA,8.29322619875688,NA,8.97948445158833
Q03001,NA,1.31213073716593,NA,NA
Q13485,NA,4.4598872562498,4.8410037998881,5.02030185654404
