PG.ProteinGroups,Ratio_log2
Q86XX4,10.8145534768068
Q01538,10.3986076794049
Q9BQ52,17.3512219573575
Q5T5Y3,12.3728933730896
Q9UBB9,6.91833861733027
Q96FJ0,20.1291706838344
Q9GZY8,11.9748523002435
Q92979,18.51687060662
Q9P291,11.98620520228
Q13895,10.7489510720475
Q9Y2Q5,5.02668460207465
Q99459,4.45007839113114
P09651,16.1203001855798
Q9ULB1,9.53400879759508
O94805,17.923220296089
Q8N9I9,5.13335427248342
O94953,12.5502558390191
O94898,20.8674459578462
O95271,11.6963496513602
Q6P1X6,6.42388110903029
P78509,3.10720108090839
Q12926,20.1796503985388
Q9Y5V3,8.23196811385167
Q9Y5B8,9.75790638358098
O60716,9.9440006169263
P30153,16.3650349879501
Q9UPU7,10.0005135277154
Q9UPU5,4.96713865849703
Q8N5C8,9.42986490504142
Q9H1D9,11.3736261702646
Q9BRQ0,3.93842361292973
O00233,19.4852110295619
Q5SQI0,17.3823884345268
Q9ULU8,8.21175722083315
Q9BYD1,10.4430269412592
Q7Z5N4,11.1978581973057
Q9BTC8,4.05734306780398
Q68D91,19.1658474644016
Q92574,18.6576692640918
Q9UGN5,2.62492679825722
P06576,17.8929769184241
Q9H6K5,9.85839430416488
P63096,19.4071973965743
Q969R2,17.3288473921676
Q9BXQ6,9.76801986161541
Q8N8A6,19.7428196874267
O43913,8.50795530550025
Q99856,20.9172804116006
Q9UI36,8.21992375579639
O14782,21.2825905840778
Q9H4A3,4.77910851764759
P49902,4.14217040323024
Q5SYC1,18.521234494194
Q8ND83,1.84085056979696
O14686,10.2419990873795
Q9UQB3,8.13398531230345
Q96PE2,9.68900041045114
Q8N2K0,8.76988367185996
Q15262,12.0025926494627
O60231,11.0603210740213
P23470,20.6574469285481
Q8N163,7.5792129015122
Q9UHG3,10.5953719249528
O95479,9.48070467562941
Q96S59,4.44234922260785
Q9UI30,19.5859882399665
Q9BRS2,1.36410359858335
Q9Y2S7,6.8256397136452
Q8IYT2,12.2666144511631
P43378,1.56255118207212
P00387,18.919216878611
Q8NEY1,8.18544325078097
Q76I76,1.91606972052128
Q8WU79,19.8552339567228
P46060,4.26211035313586
P07858,18.30651752955
O43173,3.74199293321341
O75489,17.6835830020561
Q7L523,18.402486857484
Q9UHC6,10.7428529837446
Q02790,2.82939042938421
Q9Y4H2,3.43136267892622
P24666,3.35045127565785
Q9HD26,13.5309106627781
Q9NUM4,2.2734318953002
P17980,2.15900150377119
Q9NSI2,13.1364161340014
Q15631,4.73392912943301
Q8N0V4,2.54433476304184
Q08629,11.0106779708246
Q9BQ95,18.5157602671162
O75688,8.25165443932067
O60216,8.67382032739859
Q6PI78,9.79791394936231
Q9NRW7,6.93124912323151
Q9BWU0,6.71409673273066
O43292,5.32286848265485
Q13526,19.1132501592414
Q9Y6X3,11.0254910773032
O94776,8.67306529702076
A6NNY8,1.67205806312961
Q9NRF2,6.75626041375692
Q8N461,19.8004338371058
Q15386,18.7709529681976
Q86WA8,19.9931079818326
Q59EK9,13.9030907327818
Q92530,12.5131144360083
P29372,20.0778245686489
Q9UH73,2.38705015599985
Q9H2X9,12.2136492387879
Q96S38,10.1610230705799
O15417,10.2818565577484
O43602,10.1003816129109
P09471,6.4153305404376
Q8N126,9.24195978864716
Q9UI10,19.0309457498042
Q52WX2,20.7230322606053
Q9BRP4,9.52486950591289
Q96EF0,12.3755046588424
Q5H8A4,18.9543863918019
Q9HAR2,20.3952333990029
A8MXV4,2.3760873500687
P48730,11.2513350514342
Q9NYB0,10.4425037852435
Q9H1B7,14.4347145357799
P18615,7.84318284943472
O94766,9.7643263794506
Q6R2W3,9.47980949795792
Q96F63,19.6971891771978
Q9HCN4,19.4779215342572
Q15785,19.2733467863419
P48664,20.7401050867662
Q9HCQ5,10.9050795786216
Q9UHV9,18.247733941645
Q9NVG8,10.5191686960251
Q96C86,13.7783505113813
P11717,16.3310132154095
Q09019,20.7556357705661
Q6ZT07,16.2992209347467
P56211,7.23681616750804
Q9BZK7,8.45188076079571
Q5GH76,9.39380260561253
Q96AQ6,8.05177146797616
Q53EL6,17.6357000841163
P62879,18.3018824556097
O75127,20.1451855543482
O95639,1.5814967989925
Q9Y5I4,9.62387916088578
P21281,17.93767227566
A4D1P6,1.84948980519835
Q8WXF7,6.31078489552594
Q9NVN3,8.57490682374513
Q15375,4.22302477764165
Q92871,18.0018062350809
Q12765,18.7069850292934
P31629,10.1426914703201
Q9Y6E2,8.29549821515027
P50148,18.2728018874735
O43865,8.84621931546299
Q96Q42,9.50472475606104
Q12974,7.88489667341296
Q9Y2X7,8.61445544479981
Q9H7B2,4.77033244446034
Q96IG2,9.42719113012957
P60880,13.7348950521631
Q9UGL1,11.6210543957069
O43252,12.4507950290675
O43924,15.990546358678
Q9H0S4,18.2124696310892
Q9BQA1,17.8782917971788
Q6DKI1,8.56428328128568
P17028,9.985676339183
Q15742,2.15734741568526
Q6ZN54,1.69405790614724
Q8TC07,18.5072223716468
Q9H2C0,19.1018783368342
Q5RI15,19.0153908237614
Q9BYV9,10.3382052032964
Q13596,6.67342715870236
Q16560,12.9411297513999
Q15717,7.37432546324577
P18433,11.4009115363981
O94952,10.5818595734367
Q96EZ8,10.3116793678124
P04049,11.0778693446831
Q9UFF9,17.4533546020183
Q9P2R6,20.7010247729129
Q53GL0,5.18183264503727
O43854,10.0737546617137
Q9H496,12.3713344951486
P38117,17.3594975976066
Q8NI60,19.4273227277901
Q15771,20.1825899197216
Q9Y6I4,10.5179508028596
Q86TP1,18.703022489312
Q8N6N2,3.28581685858508
P30086,4.63081910021814
P15289,16.0756914723735
Q3YEC7,17.6819299833581
Q13449,6.32428623348522
Q92945,9.81361379946405
Q9Y4F1,5.75397442778836
Q9UBU9,9.31061743119426
O95319,20.0248317771878
Q92692,18.0585799809651
Q2KHT3,1.95840974654765
P33991,10.0354621338898
P68106,19.588067741134
O94967,7.6089669520833
Q9Y4X4,11.9859961334643
Q9BRR6,11.3336524454276
Q96T76,5.76989424385762
P49641,20.8742620524362
Q9NRL3,18.968471977127
Q86WB0,5.04501496454198
Q86VW0,4.86987773494376
Q9P258,9.94754252092205
Q9P2R3,7.5484360310705
O60347,2.47978111489247
O00451,20.1678094142151
P19388,16.2686372780882
Q6ULP2,9.29032871861366
Q9UBF2,6.50273720302106
Q8IV38,2.79265013842844
Q9BX66,12.5718150664693
Q96T37,16.9847596991898
Q8NAV1,17.4377439880493
Q9Y6D9,20.5008242697488
Q15904,17.8258435035384
Q3SXM5,17.1023330822281
Q5MIZ7,12.5403740232885
Q9NS39,12.2696910082581
Q8NF37,6.9473382797176
Q96S90,19.3612789789817
P78559,6.90262863386337
Q9GZR7,7.0468317415506
P53396,13.4782394319843
Q8IVL0,8.48124668864878
Q9BZR6,0.474070876155502
O60291,19.5302638625439
Q9BZ72,10.2215725685726
Q8N5Y2,7.81954401369131
P04062,6.65650979728552
P49815,8.59363888350931
Q96RT7,20.5778596755915
Q9Y2X0,6.34512120440396
Q9Y2G0,3.15059805713093
O00487,4.39662724236451
Q9H3K2,7.70620755873367
Q8IV32,5.64578238110737
Q9Y2E5,8.71426603217269
Q92618,10.5190206646861
Q8N9R8,18.4253112554642
Q5JU69,20.0878159510425
Q08AM6,9.45393582175186
Q9BTE3,17.7093409923214
P78356,8.59085462342689
Q9UBB4,20.6017912284093
Q643R3,20.5131446086979
Q9HCD6,6.93762579302595
P23443,3.01287884288287
P62847,0.984616956992367
O00468,12.7380378900759
Q16827,5.5737963052823
P62937,8.23265751188736
Q93050,18.6139837202282
Q9BSV6,5.70226710330165
Q9P0K9,1.72837890008114
P51148,8.17839482327316
O95757,3.13965941987261
P08579,7.59925289539756
O14531,13.5793413306379
P62380,19.6341199554864
O95819,8.20222191041004
Q9UBI9,10.3078681902412
Q5GH72,8.19726008850568
P62263,6.01287847239086
P78318,6.42819509125309
O15020,18.304579651862
Q8NBJ7,4.45350486135808
Q8WZ82,18.2872754195291
O95340,8.83685337834827
Q5T8D3,19.0877750922819
O75882,6.36750416377371
Q12923,8.33771822358302
Q6DKJ4,2.69902595592949
Q147X3,18.7745226905233
Q6P1R4,8.77144396524688
Q2TAL8,4.67665864730176
O96000,17.8064221065848
P54098,8.62811612734333
Q9Y5B9,6.45374525208378
P30048,10.5779901842367
Q68CQ4,9.55893760318142
Q9Y5E9,8.20285959535177
Q8TCT7,8.54997344097607
O60245,9.12774411688046
P43004,8.82607399176529
Q96K37,19.1205162939864
Q8TBC5,10.0790014310599
Q9UKZ9,11.8243000085128
Q7L2E3,16.5143486897635
Q13315,7.58267089054614
A1L020,9.78101279771552
Q06136,5.83225897400451
Q9BTU6,10.0873535533878
P16949,4.68282228749949
P45974,17.5008507740099
Q14669,19.303582807438
Q92729,10.236792855989
Q96NI6,10.9915012199091
Q9NZ32,10.1828641176101
P84095,11.7183975041914
Q8TB52,1.2751052393173
P19404,16.8081205862711
Q9UK99,19.8211208482613
O43169,17.8861346874613
O15260,12.227285446132
Q96FV2,9.18924505416546
O60318,8.49592989113572
O75376,2.57287328430706
A7KAX9,10.0968245771849
P48651,3.04861905317547
Q9BRX2,4.36096303722238
Q86XE3,10.1182098767227
Q9Y250,10.1401092612146
O75054,17.6934658814567
Q6UXD5,6.79747826354726
Q9H3P2,18.5565976725104
Q9H7P9,16.4732945961133
Q9Y6M1,3.38740230801479
Q0VG06,2.48400660105035
P15622,7.63819882912336
Q9ULV4,17.6807276732056
Q8WU76,17.2674496680238
Q9UJ14,7.41204204493021
O00264,7.50825939418993
O43524,9.12859640158397
O14730,3.5598902846811
P00367,3.27608523563862
P21953,8.73474287150301
Q16539,6.23833944208691
Q5GH73,1.02934001999212
Q9ULP9,6.81631089560179
Q9ULI0,5.85456191671964
Q0VDG4,8.5160901979908
Q9NPF5,8.97948445158833
O75970,9.04429861861576
Q12860,8.548399689784
Q96FE5,17.8629692550213
Q5VSG8,12.795656700066
P48729,20.0154986471286
Q8N5A5,9.05567700003392
Q9UNH7,7.96744031769432
O95140,8.9182247050314
Q1L5Z9,8.93920342194508
Q14457,1.82602164487444
Q96GQ7,7.4077882192016
Q9HBF4,14.6823371928077
Q9P0J1,2.13420495423726
Q13242,15.8258624313177
P61421,15.9568492530691
P58004,17.1163175897857
Q8WVM7,8.77185228297576
Q8WVZ9,1.85608362531283
Q9UHK6,18.5986495138384
O15079,17.4757904117401
Q9Y2I8,11.1756860346364
Q9BWD1,16.2798664147352
Q15560,12.2080744250048
Q9HCM7,10.6243186966662
Q15650,8.18095395584275
P23246,6.02101781893762
O95758,1.97795834420739
Q14697,16.4276994425477
Q9UNF0,10.7213225528066
Q15599,11.6788954582781
Q9HCG7,10.9696799060037
O75044,2.52633984465221
Q02127,17.5103006859856
P55786,17.1899774394794
Q9HCD5,10.4217035887773
Q92520,11.392994821036
O94966,7.99050062066874
Q9UN74,7.53814758583384
Q9P2N5,19.6372994106693
Q9Y376,9.18576759343004
Q9UJF2,19.6070060527619
Q8IZ21,5.52509817463257
Q9UID3,9.03767695739904
