Q9BYV9,BACH2,-3.6718257228055102,BACH2,-3.08146457218613,BACH2,-2.78784155878588
Q14344,GNA13,-5.724077151833449,GNA13,-5.2141312094552,GNA13,-4.69748988336518
Q96PB7,OLFM3,-2.72255355316863,OLFM3,-2.17755662992507,OLFM3,-1.81262614826983
P50542,PEX5,-4.938029040430489,PEX5,-4.38296859403196,PEX5,-3.61835188535756
Q9H4M3,FBXO44,-4.06588803895356,FBXO44,-3.38193552838142,FBXO44,-2.95344531291244
Q6L8Q7,PDE12,-7.745347965252391,PDE12,-5.87122129007568,PDE12,-6.10546804510078
O43252,PAPSS1,-4.47836101171647,PAPSS1,-3.48691380436715,PAPSS1,-2.89854435235767
P56211,ARPP19,-3.89086555981939,ARPP19,-3.94889975764644,ARPP19,-3.5529387778673
Q9H3K2,GHITM,-7.11539980002297,GHITM,-5.89759857659487,GHITM,-5.8464514659615
O94985,CLSTN1,-3.016804203639,CLSTN1,-2.2690878347436,CLSTN1,-1.31087403790174
Q9Y3I1,FBXO7,-4.52770921760948,FBXO7,-3.30088980529687,FBXO7,-2.91533479768076
P07858,CTSB,-5.777773671541,CTSB,-5.84601479055832,CTSB,-4.9469791346615
P38606,ATP6V1A,-5.47345009552308,ATP6V1A,-4.15226944189234,ATP6V1A,-4.12179846589058
Q9ULU8,CADPS,-7.837473751747139,CADPS,-7.424729923444151,CADPS,-6.90443066049406
O96005,CLPTM1,-6.44299952264703,CLPTM1,-6.1201004789826,CLPTM1,-6.533374877441569
Q92945,KHSRP,-5.41818613386105,KHSRP,-5.14983852843276,KHSRP,-4.20178916769182
Q8IUH5,ZDHHC17,-4.050795872323089,ZDHHC17,-3.19784045094476,ZDHHC17,-2.55632337124798
O94898,LRIG2,-4.29331375845274,LRIG2,-3.805473836213471,LRIG2,-2.38605070636536
P35716,SOX11,-2.35384845053935,SOX11,-1.6726395103622,SOX11,-1.02484993709081
Q9Y3C6,PPIL1,-7.33803742928647,PPIL1,-6.359504818459031,PPIL1,-6.69700914805946
Q13895,BYSL,-3.709582183384871,BYSL,-3.21724984192031,BYSL,-3.06634242900308
Q86Y79,PTRH1,-3.84061068847568,PTRH1,-3.43007070815612,PTRH1,-3.6480992175974314
Q96S55,WRNIP1,-4.342268518705009,WRNIP1,-4.22791170583356,WRNIP1,-2.60995257464251
Q9Y2H5,PLEKHA6,-3.30129504228903,PLEKHA6,-2.63944855535777,PLEKHA6,-2.2160497196135
P48664,SLC1A6,-3.77971482695978,SLC1A6,-2.63306994170901,SLC1A6,-2.51339157744538
A1L0T0,ILVBL,-5.27673856236577,ILVBL,-4.46687338380027,ILVBL,-4.2328428011262496
Q6PI78,TMEM65,-5.669140511075391,TMEM65,-5.469005517786591,TMEM65,-4.95133219900992
O94910,ADGRL1,-3.56837681724536,ADGRL1,-3.04211317858498,ADGRL1,-2.46401984038758
P50148,GNAQ,-5.76142500090012,GNAQ,-5.06500600976424,GNAQ,-4.98069477673799
Q9UHV9,PFDN2,-6.90739857777782,PFDN2,-5.47803817807603,PFDN2,-5.0057627225665
Q9Y6D9,MAD1L1,-5.033619710068,MAD1L1,-2.96763018105365,MAD1L1,-2.75267239446274
Q13526,PIN1,-5.55168828842823,PIN1,-4.53598550519304,PIN1,-4.14024650497014
Q969G2,LHX4,-3.79759570451094,LHX4,-2.42689163955932,LHX4,-1.42040904642435
Q08174,PCDH1,-3.8211375366488096,PCDH1,-3.68736267203822,PCDH1,-2.51465720665811
Q96DE0,NUDT16,-4.6380795234155,NUDT16,-4.19029009716192,NUDT16,-3.73926480450774
Q5T3F8,TMEM63B,-4.30598248487376,TMEM63B,-3.22258895216404,TMEM63B,-3.00020723832321
Q9HCN4,GPN1,-6.27486967953687,GPN1,-5.76667905280968,GPN1,-3.77557512995432
Q9UI10,EIF2B4,-5.99497541940156,EIF2B4,-4.77771365197048,EIF2B4,-4.2225509144073
Q8N158,GPC2,-5.04649885548033,GPC2,-4.74286230224875,GPC2,-3.8852311939676714
Q14728,MFSD10,-6.419946570939231,MFSD10,-5.45973221317067,MFSD10,-4.48060085251762
Q6PID6,TTC33,-4.81585708727176,TTC33,-3.31293339926154,TTC33,-2.77016727726708
Q9P2R3,ANKFY1,-6.07001805488008,ANKFY1,-6.065701896347689,ANKFY1,-5.44268200046149
P07741,APRT,-5.7402250933318,APRT,-5.544749827410911,APRT,-4.56706867141191
P56159,GFRA1,-4.416199264861209,GFRA1,-3.19247702680048,GFRA1,-2.38290242275735
Q7L775,EPM2AIP1,-4.93482632779887,EPM2AIP1,-4.06495736913251,EPM2AIP1,-3.86023550199694
P68106,FKBP1B,-5.25595670575451,FKBP1B,-3.7982593867262495,FKBP1B,-3.66542892307754
Q53FT3,HIKESHI,-6.5122659572189,HIKESHI,-5.459535216028289,HIKESHI,-4.6890535218622
Q12926,ELAVL2,-4.48584036595878,ELAVL2,-3.58401669776316,ELAVL2,-3.07384626567272
Q9UHR5,SAP30BP,-4.89833678863428,SAP30BP,-4.43504024330558,SAP30BP,-3.81646025289068
O00233,PSMD9,-5.73728431995725,PSMD9,-4.514737002996649,PSMD9,-3.7682856346496494
O43602,DCX,-4.52286461299493,DCX,-3.8574991949397104,DCX,-3.14169062969899
Q9BX66,SORBS1,-4.89040026180222,SORBS1,-3.8751435415580304,SORBS1,-4.444373797607391
Q5VTL8,PRPF38B,-4.987009164226831,PRPF38B,-4.087062789746351,PRPF38B,-4.10734242912668
O95336,PGLS,-6.2034444887731,PGLS,-5.4449737269594,PGLS,-5.00668411210643
O00451,GFRA2,-5.05976798066836,GFRA2,-3.30913493795352,GFRA2,-3.08568724999644
A6NJT0,UNCX,-2.91011361863929,UNCX,-2.06762253663612,UNCX,-1.3754351092855
Q06587,RING1,-4.35602416123847,RING1,-3.87252285818652,RING1,-2.60143067216758
Q9HBE1,PATZ1,-2.3264517034635,PATZ1,-1.72162074265625,PATZ1,-1.13745554435734
Q9P2N5,RBM27,-4.03152137147136,RBM27,-3.61211789662772,RBM27,-3.6161972535422
Q9NYQ7,CELSR3,-5.78818706330201,CELSR3,-4.33827035776386,CELSR3,-3.8072948418081
P46379,BAG6,-4.41438677779324,BAG6,-3.8249555684487504,BAG6,-2.92398851931178
Q9H496,TOR1AIP2,-4.4699841100473,TOR1AIP2,-3.68240865501348,TOR1AIP2,-3.06531040340964
A1L020,MEX3A,-3.59996413093408,MEX3A,-3.11030686593541,MEX3A,-3.76935031700442
Q9Y376,CAB39,-4.61481713282783,CAB39,-4.407678328349711,CAB39,-4.0491729951077104
P24666,ACP1,-5.014367937448809,ACP1,-4.72775598343954,ACP1,-3.97696460890186
Q15126,PMVK,-5.397917297647671,PMVK,-4.6104678438666,PMVK,-4.40523033327851
Q16718,NDUFA5,-4.09988303499179,NDUFA5,-3.67650696074184,NDUFA5,-3.57944174290256
Q86VW0,SESTD1,-3.8853281222235,SESTD1,-3.76157480736589,SESTD1,-3.42532116819583
O94953,KDM4B,-3.90385997653696,KDM4B,-2.46491342589851,KDM4B,-2.19299049651482
Q13569,TDG,-3.05544939525042,TDG,-2.88834468407785,TDG,-2.25780813519567
Q02543,RPL18A,-6.2691861527701,RPL18A,-5.3007381607053,RPL18A,-5.165043558428311
Q9NRW7,VPS45,-4.63763407608256,VPS45,-4.34573806251605,VPS45,-4.14932770693567
Q96K37,SLC35E1,-4.756097359381569,SLC35E1,-4.018751210531249,SLC35E1,-4.13298037022512
Q8WYK1,CNTNAP5,-4.16642785788014,CNTNAP5,-3.43759695893676,CNTNAP5,-2.24155677059103
P16949,STMN1,-6.3464869959022,STMN1,-6.078179615851351,STMN1,-5.20403120159799
Q15560,TCEA2,-1.60901720130601,TCEA2,-2.21273198888244,TCEA2,-1.60620066957713
O15213,WDR46,-5.70582667822006,WDR46,-4.61744296165806,WDR46,-4.27186800484244
P31930,UQCRC1,-6.492744045564,UQCRC1,-5.691621381826391,UQCRC1,-5.55971836639836
P28799,GRN,-0.471139818454352,GRN,-0.396061779948635,GRN,-0.001453534074789
Q9NQG5,RPRD1B,-4.935023440281991,RPRD1B,-3.91459007755966,RPRD1B,-3.8274812619804095
Q6ZN54,DEF8,-1.7161228026263,DEF8,-1.72966105690455,DEF8,-1.378173877282
Q12765,SCRN1,-5.966124562707231,SCRN1,-4.77510586968542,SCRN1,-4.54651163491812
O75093,SLIT1,-4.090556663284231,SLIT1,-2.60675967525343,SLIT1,-2.86544815587022
P35222,CTNNB1,-3.9293589039735903,CTNNB1,-3.55269813452813,CTNNB1,-3.06299823801081
Q96A35,MRPL24,-5.81352360320248,MRPL24,-5.08524563052868,MRPL24,-4.67428551755189
Q52WX2,SBK1,-4.21469331526413,SBK1,-3.722955741121,SBK1,-2.53046440360626
P60510,PPP4C,-4.84827476713208,PPP4C,-3.89284035551142,PPP4C,-3.58701364968078
P61086,UBE2K,-4.58008904719556,UBE2K,-4.24245815380206,UBE2K,-3.7972646255641114
P42892,ECE1,-4.60424019462433,ECE1,-2.74994298311079,ECE1,-2.35362000808108
Q5TGI0,FAXC,-4.45153551928812,FAXC,-3.850737511481511,FAXC,-3.55231120969864
O43310,CTIF,-3.37368063134345,CTIF,-2.8837541403885,CTIF,-2.27444598164784
Q719H9,KCTD1,-2.64792812048605,KCTD1,-2.33241702558524,KCTD1,-2.11235042898267
Q9H9T3,ELP3,-5.98461097092784,ELP3,-4.86167509228948,ELP3,-3.40843779637856
Q12852,MAP3K12,-4.96357656888393,MAP3K12,-3.71585676036959,MAP3K12,-3.10733532087839
Q12824,SMARCB1,-3.77394218925916,SMARCB1,-2.84721238790679,SMARCB1,-2.82659301285828
P10586,PTPRF,-4.29007588749401,PTPRF,-3.697347105196832,PTPRF,-2.52190276555012
Q99856,ARID3A,-4.33478066866745,ARID3A,-2.72734683991552,ARID3A,-2.33621625261092
Q15717,ELAVL1,-5.267160975951151,ELAVL1,-4.385650905669911,ELAVL1,-3.9923706185657695
Q6P1X6,C8orf82,-5.843493697343191,C8orf82,-5.10841345927608,C8orf82,-4.47094254700573
Q5JSZ5,PRRC2B,-3.91986407959748,PRRC2B,-3.03455440516779,PRRC2B,-2.76425791585166
Q9H4L4,SENP3,-4.13217811914509,SENP3,-3.52245082842451,SENP3,-3.51609288404004
P30876,POLR2B,-5.2654024648018,POLR2B,-4.01972164962304,POLR2B,-4.07096332405243
O00743,PPP6C,-5.974236243587289,PPP6C,-3.62243595862904,PPP6C,-4.67212874966755
Q9HCM3,KIAA1549,-4.26010637853744,KIAA1549,-2.90071430910126,KIAA1549,-3.45924090049698
Q9HAT8,PELI2,-4.30680028272292,PELI2,-3.14836193581213,PELI2,-2.54452025229381
O94766,B3GAT3,-4.153248239313911,B3GAT3,-3.4765587763433,B3GAT3,-3.51084775476638
Q59EK9,RUNDC3A,-4.95847764614965,RUNDC3A,-3.72815254275544,RUNDC3A,-3.45402904322173
P30040,ERP29,-5.2084846994019,ERP29,-4.94014895257962,ERP29,-4.60164293592252
P0CK96,SLC35E2B,-1.022859776492,SLC35E2B,-0.648670543643107,SLC35E2B,-0.292273332536694
Q9BSV6,TSEN34,-4.24934335443932,TSEN34,-2.14389539301838,TSEN34,-1.74697486268161
Q86WA8,LONP2,-5.45755187983302,LONP2,-4.78461353698312,LONP2,-3.26038868237896
Q15631,TSN,-5.629959790090431,TSN,-4.73060552994804,TSN,-4.60673737740327
Q9UBI9,HECA,-4.36296671796964,HECA,-4.54428356641841,HECA,-3.45298384832475
Q08629,SPOCK1,-2.82643539277215,SPOCK1,-2.11630356303214,SPOCK1,-2.11833371077851
Q8NEY1,NAV1,-4.24959685720864,NAV1,-4.913086161009431,NAV1,-3.6088011993064
Q96SU4,OSBPL9,-4.54339514291027,OSBPL9,-3.9096934688766,OSBPL9,-3.6790499815914495
Q9UBF2,COPG2,-6.47325533583616,COPG2,-6.1997983872966,COPG2,-5.9808368130388
Q9NUM4,TMEM106B,-2.71922260832325,TMEM106B,-2.54561437240186,TMEM106B,-2.06381412686645
Q9UNF0,PACSIN2,-5.934936587156,PACSIN2,-5.5729253060302,PACSIN2,-5.81947774404723
Q8IVU1,IGDCC3,-4.94762145594938,IGDCC3,-3.22295816685203,IGDCC3,-2.97391052324625
Q9UPU3,SORCS3,-3.53075997838878,SORCS3,-2.73984105874834,SORCS3,-2.06337820352101
O14522,PTPRT,-4.44367160909015,PTPRT,-3.3421126441117,PTPRT,-2.75792358391432
Q9H1B7,IRF2BPL,-4.81910244009915,IRF2BPL,-3.86365280470662,IRF2BPL,-2.67989777700355
Q9NYB0,TERF2IP,-5.14318076096072,TERF2IP,-5.1525882711069,TERF2IP,-4.4479598753665694
O15027,SEC16A,-5.24532979454219,SEC16A,-4.48465135839502,SEC16A,-3.63456511699524
