PG.ProteinGroups,P150
Q9H553,-5.96590135708179
O00165,-4.86367466728607
P14543,-23.2534966642115
Q07912,-3.79992372759314
Q86TU7,-4.17466467799653
Q9Y233,-7.18048533405221
Q14534,-13.2189897021368
Q01826,-0.0499887580274415
Q10567,-6.90936071024043
Q8TEA1,-4.38160367857237
Q8ND83,-3.30824577053738
P30153,-7.65507705967745
P62280,-10.7430063506067
Q9Y2E6,-2.7415815698438
Q53T59,-6.81741362640065
O00170,-6.12489560682731
Q8N461,-4.31746757781722
P62304,-6.43310227779352
Q0VDG4,-6.08553023494697
P56537,-3.25471347665515
Q9NY27,-4.42847464286258
Q58WW2,-4.67690006966343
Q12788,-6.85406893571799
Q9P2Y5,0.164100177484015
Q07812,-5.49152731149032
O14545,-12.7830186910957
P18031,-6.95147645097198
Q9UBU6,-2.79303437976585
Q99436,-13.1570969681519
Q86YV9,-5.08575037208696
O00423,-5.84801907022018
Q9HCH0,-4.17056722174858
P31150,-7.21108907623734
Q8TEQ6,-5.12867954000721
Q96F07,-6.71085540306387
Q9BRP4,-3.50386226108847
P37268,-6.5009213358992
Q9H2A9,-4.5599845517646
P42568,-2.66125698542076
Q9NW13,-5.45847490661482
P23634,-5.59776531485227
Q96RD6,-4.3574105310953
O95716,-3.86284654200204
O94964,-4.04493898255614
Q5JU85,-1.39119191823169
Q6JQN1,-4.69204610787271
P54259,-4.56308007678757
Q92538,-4.23712704635531
O14653,-2.66709242038134
P27361,-2.08910095639398
O94991,-2.45715210479145
P50897,-2.78214136792225
P35080,-7.61730268767168
P51826,0.967778972499389
Q9P2J9,-3.48626744740287
O75061,-5.41267901346257
Q9HBF4,-4.32535357233515
Q9HCJ0,-5.2887527683212
Q96EL2,-5.18657364843618
Q92784,-3.62321078417923
Q15572,-3.19811574672807
Q9BYC5,-2.45442942790952
P18206,-9.01243682267094
P50452,-23.2534966642115
Q75V66,-4.51099651647328
O43306,-4.55418504505223
O94779,-5.88395583896931
Q9P000,-23.2534966642115
Q96EY1,-4.32312375258943
Q8N3Y1,-1.0873836265384
Q96S52,-7.81746595153801
Q9UBW7,-4.55751733402608
Q8TC26,-5.35800188044501
Q9Y6E2,-4.10323841811534
O00192,-4.4316843303042
Q8WVM7,-4.66280143932378
Q9Y6X3,-4.15020444294091
P15260,-4.32526601269883
Q14781,-3.84984131908796
Q9H7D7,-4.25308458686117
Q15382,-23.2534966642115
Q15545,-2.47239706747076
Q7L7V1,-4.03151274587556
O43151,-2.39277675179088
P13647,-23.2534966642115
Q9UMY4,-4.56470026035115
Q9BQA1,-6.01635533970073
Q9NYA4,-2.48164595672845
P05141,-4.91179094418322
Q8IWU5,-4.17392182117779
Q9UJ83,-1.59674399702607
Q8N0Z6,-5.44912872174825
O43829,-3.25688158389323
Q9NW61,0.244825067022277
P17980,-6.75387601969284
Q9BZG1,-2.11895454858026
P04062,-8.13374171367287
Q12860,-7.91938599682137
P18858,-2.73807810852812
O43402,-4.01660465433352
Q8IWU2,-6.12502164468123
Q86UE8,-2.21692990149595
Q9UHY1,-5.22764089122559
P00403,-8.59565228741089
Q96S38,-4.72532727844754
P43007,-5.62575787715528
Q5T5C0,-5.83823002750197
Q92581,-4.65183981841462
P01130,-3.10471759328154
O60568,-5.22723798281209
Q8IZQ1,-4.70265009060735
Q92729,-4.47727201729611
Q9Y5A7,-3.39868099928477
Q9ULV3,-3.9531923003889
Q9C0D6,-3.85271254274765
P53384,-6.18205116294959
O15013,-5.77848024111645
O95602,-5.44600823273333
P84095,-2.65744899012676
Q7RTV0,-7.0860247097536
Q6NT76,-2.85469294404405
Q969H6,-13.0634716278603
Q7Z7L7,-3.37195710292336
Q9BXI6,-13.9760805963908
Q6UXK2,-4.95630674900092
Q8WV44,-3.41487171040108
Q9Y2I8,-5.18226578424502
Q9P2G1,-5.15575762025499
Q9NY72,-1.67389039910716
Q9H3U1,-5.4878260395227
Q5VSG8,-4.92900551060045
P49917,-5.16376732527533
P41208,-6.62304098942128
Q6KCM7,3.41497126729082
Q712K3,-3.94887301161344
Q9BPW8,-7.92939692616228
P07738,-5.40187745907479
Q8WUX9,-4.59317496345235
Q15742,-3.23647625958102
P38405,-5.65128874401602
Q96LT4,-7.34871441467739
Q13705,-3.20407853192958
P00352,-1.28464038926465E-05
Q15785,-4.53117904548357
O94888,-5.16323424115407
Q9Y315,-6.03395517878284
Q86SE5,-1.93635811440996
Q15269,-5.78490393873599
Q8N8D1,-3.72414701279711
Q9P2G3,-4.14548707592234
Q9BU76,4.14619894304854
Q9NZC3,-12.5563746048114
O60299,-2.35054375391082
Q9UK39,-23.2534966642115
Q9UPN4,-3.67728318931679
Q9NQ29,-5.25301619333641
P54253,-3.17584178147263
Q14011,-8.68214236167916
Q9NRD5,-5.80353974530154
P07339,-7.24867074503768
Q6PI48,-8.38152882499916
Q8NC60,-3.71409753643159
O75078,-4.47413447699284
Q9NSY1,-1.25665884574866
Q9P253,-5.93264449302645
Q8TE04,-2.81473070547043
Q8TB52,-3.18065268577201
Q01538,-3.50710753457407
Q8WYL5,-4.12311003452606
P19388,-8.31636339097659
Q9UBB9,-4.16010564661619
Q13490,-4.44922939577368
Q9Y224,-7.90256009217881
Q9NXU5,-5.3955000252574
Q6PD62,-4.42807356429247
Q96FT7,-5.12985687282895
Q4VCS5,-23.2534966642115
Q9H9F9,-5.51593634340355
P78332,-6.02128384567029
P49755,-5.44471641771439
Q9NRX4,-4.57605792895872
Q9Y6V7,-4.70165556112258
Q13308,-4.65851268699393
Q9UKG1,-5.55477999683553
P49759,-3.2744323827305
Q9Y3B2,-5.35743357796545
A8MW92,-4.58954522346983
P51687,-1.83350717390338
O60318,-4.85688927458031
P09110,-7.18679395999627
P55283,-3.23927536496667
Q8IYT2,-1.08440688147907
Q8N6T3,-4.59047338455533
Q9NW82,-3.37258885240551
P04843,-5.89703083949495
Q8IVL1,-4.7167263615561
Q9UIA9,-8.47160432231244
O60784,-5.39722032392817
Q9UL54,-3.77677203268339
Q01581,-5.25352445005337
Q86UT6,-2.33426209361253
Q14684,-4.67293183904126
Q16585,-4.09781097952983
Q8TDM6,-4.67288570150321
A6NDB9,-5.18794740101995
Q9HCK8,-6.04988558557055
P04216,-3.62404382494373
O75170,-4.74366428176313
Q9NTM9,-6.1204476153547
P48730,-2.66627207716209
Q14160,-6.38748306538419
Q9NRN9,-6.34150534820533
Q68DK2,-12.6640220627882
Q9BZK7,-3.52906418918368
O15068,-3.94796351642697
Q96EZ8,-4.10034060716616
Q7L4E1,-4.16356558420951
P63244,-6.08795276966107
Q86SJ2,-6.23804986137677
Q8WWH5,-5.88533904165497
Q9Y3F4,-8.87417494026894
Q06787,-5.2228365071388
Q9H0W8,-5.50267841555431
Q9P2K5,-8.07866579394149
A6NKD9,-3.47518463262857
Q9H4A4,-7.53384600105482
Q96ER3,-11.7126843145889
Q8IWE4,-6.89979377842202
O75521,-23.2534966642115
Q9NQE9,-7.82094931109686
Q9BQI5,-5.09420314714883
Q92630,-1.37166211635954
Q8TEU7,-3.58010893480426
Q9UKZ4,-2.72581073452227
P78348,-7.24332851498878
P35659,-6.7932695931956
Q9NP61,-5.42121871567221
Q13347,-3.78519777064206
P40938,-6.04225587517391
P40925,-5.83778606687461
Q9H9A6,-7.86541086745498
P51610,-7.19892439416057
Q8IUR7,-5.47517749293983
Q96SN8,-0.568343585908152
Q9NNW5,-4.73590758114573
Q8NI60,-4.88777852153994
Q9P246,-4.63664091804937
Q6Y2X3,-0.36284761769861
Q86XZ4,-3.14307788770935
Q7Z6L0,-5.54354762729895
P18887,-9.67696873913451
Q8N4T8,-3.61978397640004
Q12772,-0.69007955494304
Q6DKI1,-6.72857099975228
O95757,-3.87459343924084
P0C870,-5.08020799914749
Q9UHL4,-1.30909819999039
P82663,-3.96367207686745
Q96E11,-6.26545280453231
Q15262,-3.59052616384188
P40123,-13.7680547571667
Q9UKL0,-4.64547082345781
Q9BZJ0,-4.92259393398848
Q8TBP6,-6.55666370277568
Q9UMS4,-5.21042017085718
O75143,-5.09210647222037
P51692,-3.07609441011581
O95881,-2.54642589952374
Q9H019,-4.78122365948713
Q13686,-3.26521796896945
O94967,-8.42199203523072
A2RU67,-0.941673482720321
Q8NBJ7,-4.28552750548564
P85037,-2.19309781466038
O15417,-3.02221404400307
Q9H3P7,-5.4752667865319
Q9NPB6,-23.2534966642115
P49674,-3.95064748859532
Q14687,-4.34649696044134
Q9BZQ6,-4.87332387827187
O14880,-6.46048179826334
Q86UN3,-5.24569554255742
Q9BSD7,-4.8830408109711
P82933,-5.44250239618676
Q9UBM7,-1.76882009169935
Q9UMX1,-3.54895264756921
P31943,-4.08218610276782
Q96N46,-4.19887103828013
Q8WXS5,-3.24865565654582
Q15643,-4.03125077564562
O43913,-3.13226348137073
Q13002,-2.31662252574769
Q6H8Q1,-6.12588311773977
Q96GD0,-5.76130769875178
Q9Y2T2,-7.6651702867605
Q6R327,-8.95446353698538
P51532,-4.56939770810057
O95025,-23.2534966642115
Q86U38,-4.67710131770848
P16383,-5.26694801733268
Q9UKT8,-23.2534966642115
Q9BY77,-4.7643906238331
Q9UG01,-4.10059835059242
Q15024,-5.82578190270135
Q6ZSJ8,-4.71410543844481
Q7Z7E8,-4.19455647333728
P45984,-10.6481637681177
Q9UGN5,-2.24084234803885
Q9HAK2,-3.38097917642853
Q9UKZ9,-5.73169716209237
Q96HE7,-8.29500084180254
Q92530,-4.86056733107046
P30519,-5.21115239752506
Q9H2C0,-5.34823482963886
Q9H7P9,-5.35227936342212
Q9UBC3,-12.7499186688326
O96028,-3.08069091911984
P78406,-6.7086512534272
P54920,-8.94799952414424
Q6ZVC0,-2.86891491728083
Q9Y4R8,-4.84756089095805
P43378,-3.24952176425637
Q9NSB8,-3.22500063732935
Q96T37,-6.54221717763733
P42695,-2.08829792105652
O43526,-3.46347769532768
P20340,-3.25417326505475
Q8TEH3,-5.92447193840049
Q969P0,-4.43046071008868
Q6ULP2,-2.28970318208341
Q8N806,-3.33382389458986
Q8WU76,-6.19917807021842
P15104,-4.88752096966606
P53794,-4.82381539472328
P31152,-0.787612168949858
Q9UHP3,-12.8834698283316
Q676U5,-3.81825830876647
Q96T17,-5.69083566842607
P48651,-3.89182179340766
Q8ND04,-5.3811212910083
Q9H3S7,-7.87289480184685
Q99873,-5.30215246691939
Q96QU8,-5.47294395614528
P22059,-8.42036204635898
Q15772,-1.22129261727899
P14174,-4.60972868663385
Q96E29,-1.41479969605328
O00499,-8.05120558209102
Q14165,-5.84667315360665
P25685,-6.56109735922472
Q6ZTA4,-6.77918848588711
Q9HCJ2,-1.20343425734731
Q8NAV1,-6.24442154510548
Q9P2I0,-5.78511875451645
Q9HA64,-23.2534966642115
Q00403,-4.53946549981964
Q9H0S4,-4.57088758558178
Q9NX05,-1.69562933648118
P13073,-8.3246961238606
Q9P219,-1.93324508915557
Q8N8A6,-5.25905379692096
Q9UN74,-2.93115668851187
O95801,-4.52675408400079
Q6P4R8,-23.2534966642115
Q8NFP4,-6.68481195324634
Q9BQ52,-6.59232154986374
P08579,-5.1809520839401
Q9UKC9,-5.43718421526253
Q6ZS17,-4.8142384927637
Q96HS1,-7.61510448105947
Q96B97,-0.670476086396925
Q9Y512,-7.65994459194519
Q969R5,-23.2534966642115
Q9NZ94,-4.68478240819191
Q9H4L5,-5.20232489722533
P32004,-6.77146816964186
O75907,-5.59864886148248
O94992,-3.20548013016856
Q9ULI0,-5.74390096182652
Q68E01,-5.56264127347737
Q9UK41,-6.56078048497953
P34059,-4.89768712544366
Q96PY6,-3.52489946028427
P54252,-6.40879499507267
Q15365,-7.94376119259891
Q8IZA0,-4.04203708211075
Q9NQZ5,-2.37613682388201
Q9H9S4,-5.27118768633986
P62873,-6.66115464947956
Q9BT09,-12.743130742758
P61916,-7.42910356428144
P09471,-7.43897908634534
O15484,-7.32415862176618
Q96BN8,-8.78431620931218
Q16854,-23.2534966642115
P62750,-8.09875626457908
Q9Y6H5,-23.2534966642115
O60869,-2.5149690542596
Q9P287,-6.09544411525107
Q5TEA3,-3.68190859911431
P09455,-6.68364845437617
Q9UNH7,-7.79183256141492
Q6UN15,-7.69051856747154
Q9ULC4,-7.82327729497235
Q9BVN2,-4.93226757861609
Q8N5C8,-4.98724436721541
O60583,0.00220864169630925
Q8IYD2,-4.70008848837375
Q15018,-5.51324923008067
Q8IY17,-4.41875546858513
Q16539,0.109950884601706
Q9NZV5,-4.51880142092775
Q9NWT6,-1.66797744743448
Q7Z736,-6.1365086263849
P48723,-7.62631326170579
P04083,-5.47378885231277
O14994,-1.83903608701033
Q9H0D6,-5.99692946470088
Q08999,-3.20853058689421
Q15025,-2.95433103970064
Q9H269,-5.89856773564389
O75882,-4.78115121707394
O75385,-2.90042424702994
Q8IYR6,-4.34972186461401
O95759,-5.50719988907719
Q8IWI9,-5.21367457998236
Q9BZ72,-4.55420725801395
Q15375,-2.74056289130261
Q99435,-0.0522874625593641
Q92824,-23.2534966642115
P50995,-4.00104727047368
P62879,-5.48962323231373
Q6PK18,-3.34669193675929
P25686,-4.6145616397245
P07205,-13.2200790432056
P54709,-7.84833906268515
Q9Y4D2,-2.75488543738172
P78352,-5.73509689542621
Q9NRR5,-3.83310457344069
Q04760,-4.73884741703896
Q16877,-23.2534966642115
Q96GS4,-6.07203570863796
P78324,-2.13497626169815
Q96EB6,-4.84069810607812
P52824,-4.63041353531785
P55036,-4.68522383291215
Q6NXR4,-4.24822375560523
O75912,-5.16029531851046
Q9UHK6,-4.80047506538864
Q8TC12,-5.95481508980588
Q8TE49,-3.55606518082735
P33316,-6.40790562820962
Q86YP4,-3.96799303013351
Q9NUQ3,-4.71594085336101
O95340,-3.05445759292584
Q9UBK9,-4.96404940604257
Q3SXM5,-7.69541352571398
Q13443,1.6972060293967
Q13796,-2.48118614399442
O43395,-23.2534966642115
Q7Z3E2,-3.3493558099325
Q9BPX5,-6.08659060686044
P52799,-2.21006312720733
P17655,-5.06088074291185
P27707,-6.42625479594726
O75976,-6.16609921652676
Q13772,-3.62149156769483
Q9P2R6,-4.05187564288628
Q8IVW6,-4.15888169542945
Q9Y266,-7.80361510503071
P17041,-10.9083219116235
O94855,-4.81199597245681
P62857,-4.61314153104057
Q9UK97,-23.2534966642115
P50749,-3.44262796948767
O95639,-3.91141167196129
Q9UID3,-5.95828342355532
Q9H0H0,-5.27944314816979
O75051,-5.4886204387145
Q9UGU5,-1.84803864304655
P82909,-2.26994076779467
P17844,-8.47584609748772
P48681,-8.86901294008094
Q9Y6K8,-2.3406839379024
Q96KC8,-3.80359746219625
P31040,-7.19237671336004
Q8WZ82,-6.53033705153424
P36897,-3.24985850680768
Q9UKY1,-23.2534966642115
Q9NZR2,-5.3966939059459
Q9Y5S2,-8.35114493321156
O75528,-3.50696198984357
O14559,-4.4169877281638
O43390,-8.61108105516425
Q86Y37,-2.40998677633768
Q8NI37,-1.41454147766356
O15294,-8.32196055509153
Q9HCE5,-5.17592956084146
Q9BS26,-6.94346154074084
O94901,-4.34064707404557
O43813,-7.01173961669092
Q8NBX0,-6.2716750693557
Q9H5V9,-3.32229261886981
Q9H7Z3,-3.9679961066029
Q9BT67,-4.27394325683798
Q16774,-6.44443710995762
Q9Y2K6,-2.36264080381411
Q8N944,-1.96093438334715
Q9C0K7,-1.64094296694705
Q9UL12,-14.5143384309156
Q8IXQ5,-9.25750428702855
Q5T7V8,-0.627026493150281
P27448,-7.13052465178695
Q8WX92,-6.45676041515056
Q86V59,-2.83021382438678
P52594,-7.92443559290378
Q9HBW1,2.33489147061076
Q15334,-6.43959867888236
P17858,-5.81024814535728
O14772,-23.2534966642115
P38117,-6.45724862740531
Q9H0X9,-5.72058201627872
Q9NZ32,-6.19138068322084
Q9Y2X0,-4.82996210888668
P48067,-2.8079024960635
Q13445,-2.23190344447856
Q9H706,-5.66716813452513
O43572,-5.8395181137446
A4D161,-5.24155661514719
Q7Z7M0,-4.07177149768364
O60684,-5.29032649532672
Q8ND23,-7.02806662165025
Q0PNE2,-12.9268624791701
Q15120,-5.38494898427231
Q9H6E4,-23.2534966642115
Q8NHP8,-12.8466205800798
Q96MP8,-4.88393587645408
Q9UKY4,-6.20172626960652
Q70EL1,-1.15484031818489
O43318,-4.69904639274093
Q13501,-4.85763877985607
P05387,-0.292120140160488
Q14696,-6.68370996714668
Q01831,-3.34957349301771
Q8IZ73,-11.4764153115639
Q969U7,-3.64212132074584
Q8WTR4,-3.97118428062646
P40855,-2.38896182926225
P61018,-4.6654276111805
O95864,-3.9465620329365
Q96JN0,-7.07977228111583
Q495W5,0.971543290673642
Q8IZQ5,-23.2534966642115
Q96Q07,-23.2534966642115
Q86XX4,-4.2675766958953
Q96JJ7,-3.5272338503901
P35475,-11.8996914673302
O14640,-8.8892281914356
Q53G59,-1.49111557113019
Q9BY44,-8.09239920573708
O15297,-2.66150242024667
O95628,-3.86401538426438
Q9HDC9,-6.60124948164561
Q8IWT3,-5.52016598560685
Q86XE3,-6.32603364821359
O15347,-7.43213588676737
Q96NW4,-23.2534966642115
Q96J02,-6.31367869646099
Q13115,-23.2534966642115
O95201,0.618530668485525
Q13427,-5.80380530554784
Q13057,-4.89907147838779
P98174,-3.26266081228592
O15079,-5.92289764119098
Q9GZT8,-5.14685155621227
Q96T76,-6.38929398364724
P53582,-5.51637898240335
Q9BV20,-19.3843789726042
Q8IZ40,-7.28775816476822
Q92564,0.403509749884516
O75132,-5.69527176990923
O94868,-3.59342141486464
Q96DA2,-6.51861190207381
P20336,-8.1403773797363
Q8N5X7,-6.78996026482715
A6NE02,-5.15343701010651
P35232,-7.92655620365738
Q4G0F5,-6.88585280548174
Q5H9R4,-5.61315795635554
Q9UG56,-3.0891451157871
Q9Y618,-4.13332100741936
Q9Y6X5,-6.37897254835568
Q9BXA9,-9.94869613461158
P57768,-2.37590345738305
Q13263,-8.0593842875725
P55265,-5.47405750836586
Q8N8N7,-6.32596099639117
Q6DN14,-4.01257691695778
Q9NWS8,-6.62764059007683
Q15436,-6.11929330768667
Q9H0U9,-2.99806477473895
Q93096,-23.2534966642115
O43488,-6.35369311702509
Q9HAS0,-3.57040262711562
Q96S94,-14.1008057995997
Q8WUN7,-2.92514791845581
Q8IUI8,-23.2534966642115
Q92777,-5.09386179512476
P23468,-5.07642998491994
Q9Y3L5,-5.38426904271346
Q9BX67,-6.2364275653367
P17706,-3.34517304349319
Q8N9N8,-2.67812924758825
O75127,-4.9304656949747
P11940,-4.45492420469915
Q9Y3T9,-3.36842754185037
O15069,-7.26714966879429
A1X283,-6.71816299523206
O15118,-3.47328558450981
Q3L8U1,-4.93645818673599
Q5JTJ3,-1.29223264043163
P61163,-5.54619777974961
Q96FV2,-3.31117895646782
P42694,-4.60590467282344
Q9H898,-1.3373927433271
Q14232,-12.2773625338691
Q92905,-18.0006434807001
Q14139,-5.35046616362479
P51946,-4.0372115121234
O95983,-5.72728035081996
Q9Y2L5,-6.67647271312556
P51571,-6.47246687046478
Q9NZ53,-4.51966647353793
Q9NZ01,-4.1109960348955
P23743,-4.44336341124644
Q86UL8,-5.95227124923288
Q9NSY0,-4.36231235446487
P56937,-4.92060661991767
Q15286,-7.53571276907922
Q8TDN4,-11.9522273771095
Q9NR19,-7.03816524625354
O94916,-4.56388925504274
O60664,-6.24165734744112
P61758,-11.0931924903987
Q9Y6J0,-5.47955003531213
O95163,-7.69183537005416
Q9UJS0,-8.34714207106993
P47755,-7.66722976168247
Q9BTE3,-3.74805564101529
Q9BRP8,-6.60511346112303
Q9BPX7,-3.25549145264863
Q99767,-5.33692024566939
Q8IUQ0,-4.02182301947955
Q9NTJ4,-3.8450195965757
Q86TP1,-6.24212743767056
Q96EK2,-4.41855437214926
P06396,-5.63584073162902
P54756,0.0586504218142621
Q9Y295,-6.84497811998158
P09132,-12.9486999441693
O15530,1.94941562017787
P28288,-3.67498227982668
Q9C040,-8.77576790833799
O60613,-1.53535983152709
Q8IXV7,-4.16727160319307
Q9H307,-5.25613695738578
Q9P2F5,-1.48337856427153
Q8WUA4,-6.70871608471279
Q13573,-4.8211617707184
Q9P0L2,-5.79725626816318
Q6P3S6,-3.88385898472444
Q9NQG6,-5.42443501110408
Q9BSM1,-2.44409083665959
O60524,-5.19470810984787
Q9H6J7,-1.14891029275887
Q8IY47,-5.88089461951083
Q05469,-7.12450678080497
Q86WN1,-1.60715256665665
P50583,-12.8924493302105
Q8TEA8,-5.67253686964895
Q9UET6,-4.38635442950728
Q5TC82,-23.2534966642115
Q8IUH3,-4.92607089639042
Q9H5K3,-3.89702952920185
Q5T440,-3.432541044621
O95571,-5.82238486991023
Q86VN1,-5.36325803094145
P48200,-4.3153553203815
O14933,-7.31948995425082
Q06136,-6.07849157726471
Q9BY11,-3.06920104491824
Q9HCM9,-1.47608306769846
Q8N126,-8.47057615425816
Q9NW75,-9.86905711708186
Q9BYT3,-4.57104785103992
O00329,-4.58998400667876
P45985,-8.7702814745171
O96001,-2.36846690853006
P42285,-6.77243273522683
Q8WZA1,-2.87034841985432
Q9Y371,-3.71568272411859
Q9NT99,-6.45270294911653
Q15424,-7.71603815745402
Q9H000,-12.0737117502751
Q8N475,-3.57791032351166
Q9NZV8,-1.09737005978048
Q9NVX7,-6.10100622160525
Q9UHB7,-7.00300507756403
Q9Y2J0,-10.2074041780156
Q8N8L6,-4.61859560278699
Q8NDN9,-4.91106598150985
Q13017,-6.14615647135055
P35568,-4.79877193380747
Q9UH99,-5.04998137307849
P40926,-8.86799518272716
Q6IC98,-3.52940821893557
Q9H3T3,-4.63564360856781
Q8TAA9,-9.86342088522739
Q14865,-1.18427992354649
O75165,-6.68878085238227
P46087,-3.36760199503641
Q9H6Z4,-4.01083583307262
Q15596,-5.17150981554329
P25705,-7.54025176771452
Q9UHV7,-4.85427715256653
Q6NXT6,-5.69146826879484
Q92979,-4.894719266656
Q8NC69,-1.60314367524778
Q02809,-6.14209861885292
Q8N594,-2.83892485909634
Q7Z7L9,-1.63505067635137
Q9UG63,-5.52114669627783
Q4KMQ1,-1.33446839172576
Q9H832,-3.85624026599069
Q92734,-3.46647190228892
Q16875,-3.59830420660288
Q8NDY3,-11.6264809095149
Q9ULR3,-6.89290245652704
Q9NRR6,-1.84689531162012
O43639,-5.28552604573497
Q13217,-3.42662056920034
Q96ME1,-5.85611419679882
Q12907,-6.76067856075313
Q8IVH4,-6.62237084724317
P42898,-3.53883616652641
Q8WZ19,-0.0195227530171761
Q9BZG8,-0.790768970888234
Q3ZCQ8,-4.87651212678916
Q9BR76,-6.45838466672842
Q8WTW3,-7.52391463468221
Q9P0K9,3.9908216642633
P20339,-4.62974859669001
P26373,-5.51645132310912
Q9H0M0,-3.82846038850403
P80192,-4.59884467786858
O43189,-6.43178706766245
Q8N7H5,-14.4403743387378
Q9ULD9,-5.07052950710363
Q16222,1.7148321601684
P84085,-7.35561801084968
Q15022,-3.94597147874641
Q13492,-4.83460457125627
Q9NUQ2,-9.10818295422257
Q9UPU7,-4.49295861292468
P53671,-7.48343109844125
Q6T4P5,-7.14420204544308
Q01813,-6.09472163440487
Q12800,-8.8685918469529
P43304,-8.03508846525903
Q99569,-3.56548210498968
P08243,-8.04865936806088
Q02338,0.754619823604587
Q8N5Y2,-6.37278383681937
Q12974,-6.62537251153317
Q13029,-5.35668832624046
Q96JA1,-3.97381762646124
Q8IV38,-4.56156768996219
Q8IUW3,-1.59318525375959
Q9H4A6,-8.27666231562868
Q9BVG8,-11.7859296819589
Q63HK5,-11.621009311908
Q15363,-14.3252738037888
P63151,-5.63474695142996
Q04726,-3.96976336747033
Q14566,-4.00289252598203
Q9BZR6,-0.462516292536197
Q9Y4K3,-23.2534966642115
P40937,-7.40445829911104
O94952,-4.50395614628223
Q9ULV4,-8.49716575628099
O14763,-3.58685014132735
Q99439,-3.28669447614685
Q9NX95,-3.01647005776015
O75953,-5.16201984553305
P62877,-6.72804394720801
P78345,-0.692968053887494
Q9NR28,-5.30939925938341
O43752,-5.40793671164448
O75347,-7.98725140329459
Q9NPA0,-2.691623301866
O43674,-3.97955252249034
Q9H999,-1.26071530614244
Q9P0U3,-3.05493340875929
Q9NYK5,-4.99186059869845
P63098,-7.34730214523892
Q9NX74,-4.35502998037984
Q9UKM7,-3.69640509966337
Q8TD30,-5.1194925288316
Q86VS8,-6.35900095596713
Q14576,-8.91832000686762
P23368,-10.9410574699338
Q8TBC4,-11.9503357086995
Q9Y4C4,-4.47017463449944
P52788,-5.27420948649318
Q07954,-8.82982927375342
P40222,-5.05134607247054
Q86WG3,-8.02807042769782
Q96EP5,-8.44731926421824
Q9UBQ5,-8.76525573041006
O75787,-23.2534966642115
Q8N474,-1.78091316442819
Q13003,-2.64107149152847
Q7Z6G3,-4.27360333420212
O43837,-6.07900724494809
P16591,-3.38864569024279
Q9UI08,-5.11638867496935
Q9Y4P1,-7.69474612043865
Q6ZVL6,-3.2269267377645
Q9P0U4,-5.29099481927433
Q9UPN7,-11.3309415639493
A2AJT9,-5.92173696215335
Q9H3H3,-4.05315615234243
Q68D10,-2.5822421321167
Q99758,-5.44627736648572
Q9NVR5,-11.4501763987923
Q9HAD4,-6.18162699312923
Q8WUH1,-4.98578156257794
Q9HCU5,-8.32299460352968
Q8NHQ9,-23.2534966642115
Q9NRZ5,-8.49672580620703
Q53R41,0.330899241926945
O00748,-1.00303940817765
Q96RU3,-2.48186716214373
Q9GZT9,-6.4172566347815
Q8TCF1,-2.69737211678715
Q8NEM7,-3.38074717571294
Q14562,-6.23090225363064
P11277,-3.22505383082666
Q9H426,-4.99021485470102
Q7Z7A3,-10.7369011460173
Q9UHX1,-7.40291593853788
P08574,-7.09581835573194
O43159,-5.07597649462541
O14686,-6.80745613270754
Q9NP92,-13.1964780222548
Q96PV0,-4.94011487607691
Q5H8A4,-5.15181283546256
P62701,-8.52225579618814
P47972,-4.70655385180301
Q8N684,-3.63124946072104
Q6NUJ5,-5.37838244648552
Q6P4A7,-10.4128875097907
P83916,-3.06458269083174
Q8NB50,-4.16903939473489
Q9Y692,0.547977712946997
O76024,-23.2534966642115
Q5T0D9,-8.14857594852504
Q92575,-6.47584350628985
Q9H074,-7.84951163110706
Q9NVN3,-5.94558053150943
Q16513,-5.20767732182487
Q96DV4,-7.00713143577743
Q9UKA4,-6.37399307389045
Q7Z589,-6.90159560803276
Q9BQT9,-3.76722963394504
P50613,-5.38319563715711
Q32P41,-5.97134983979127
Q15758,-6.83892111405429
Q9BQF6,-6.96839553109003
Q9P2K2,-23.2534966642115
Q96HY6,-6.4208047971764
Q86XS8,-2.27317765886214
Q9NZL4,-7.85112155554481
Q8IY95,0.0343574305339673
Q9BUJ2,-8.0383839789295
P49427,-4.23928458356268
P33991,-4.97645618344498
Q8TCX1,-4.86776209581993
P26992,-7.01840989832665
Q8TCT9,-7.17645384991897
O95104,-6.2831378368073
Q5GH73,-5.26608498944005
A2RRP1,-6.88418683088882
O95926,-3.08462958486618
Q8NB78,-6.23312904249059
Q9UIC8,-7.11260545989597
Q96QE2,-6.06453541646953
Q9NT62,-7.69251475753754
Q58A45,-4.90699676821377
A8MXV4,-5.03129494790489
Q9BXW6,-6.37123686523712
Q15006,-3.31689751214646
Q10713,-4.34104756401574
Q8TBP0,-0.478560581956626
Q9Y2R4,-7.30724897951133
Q13596,-7.4098325308538
Q6P2P2,-23.2534966642115
P05388,-6.79057477560145
O15230,-7.54083756818068
Q562E7,-6.8357745044115
Q8IXQ4,-23.2534966642115
O75746,-7.92253212731886
Q13627,-5.16112450841233
Q8ND82,0.398399421255427
Q6NXT4,-4.65240893038619
P28715,-4.15940178069878
Q13491,-7.37326867425084
P07355,-5.10278431742748
Q9NQX7,-5.57056382762468
Q9BXR0,-7.43208524308253
Q9BXJ8,-12.7685650932713
Q99689,-5.64167927561195
