PG.ProteinGroups,P0,P50,P150,P300,P300_24
O15530,0.452021296668203,-2.74881452678359,1.94941562017787,-10.4606703360991,-10.5398736244849
O14994,-3.10446165856488,-2.12677357626805,-1.83903608701033,-2.16640876478939,-3.02233919313148
Q96PE2,-12.2730034319445,-4.28229554349122,-3.18806555475526,-2.58400302149334,-2.91205021150332
Q15375,-6.71447112532209,-3.59619794919611,-2.74056289130261,-2.49144634768044,-3.19660890384841
P46527,-11.0403312838898,-5.54505355486361,NA,-4.49484025346251,-7.91058569989327
Q71F56,-12.8907258990402,-5.42252220087219,NA,-5.81972351901308,-4.81295757579049
O00217,-23.2534966642115,-8.65515285710209,NA,NA,NA
Q01118,-2.65262650943251,-3.76989296421322,-4.43947513191358,-3.22771357330039,-2.86295656108101
Q9H2F5,-2.78482829005742,-2.18787271598007,-3.20566410609262,-8.82688891132596,-2.87547603142313
Q13472,-3.16795100865924,-4.31761861459991,-3.57027564778114,-2.52937244355026,-3.04909971337858
O43314,-7.93792293437806,-6.3829945790193,-10.6717344636901,-6.50739551869413,-5.46904561553993
O00750,-23.2534966642115,-8.52100364817156,-4.51301922999894,-3.68710822433363,-4.58272219297995
Q96EK6,-4.22624557842723,-23.2534966642115,-23.2534966642115,-4.23570251796844,-3.77092603342862
Q12872,-11.6593581639836,-5.57679144370287,NA,NA,NA
O00273,-23.2534966642115,-6.3201336275976,-4.81303498777487,-5.57406159994849,-7.04098033313422
Q9HB21,-7.62190083905102,-5.65334896956296,-6.32839254955244,-5.94796855214506,-8.53879765206585
Q9NSC5,-16.7402066138881,-7.65170529890776,NA,NA,NA
O60292,-3.93251273180329,-13.3430899285884,-4.76285400288499,-14.7908126616082,-12.9522846697347
Q9Y546,-11.6284206148918,-3.69135989628623,NA,-3.77309100052202,-3.77044020317679
Q9ULK0,-3.11607816749152,-2.69891736343084,-1.75070863971394,-2.32171023145729,-2.63871833938992
Q13191,-13.2437889713406,-7.49778546411071,-4.29392305805239,-4.06278580904354,-5.11448149338455
Q12809,-23.2534966642115,-6.66228103617528,NA,-5.3963413491169,-6.8439148410683
Q8IWS0,-6.25481023861428,-4.02398410517002,-7.34602073039221,-5.43024684091168,-4.79450794886112
Q9BPY3,-3.46566541296718,-23.2534966642115,-3.12417156732947,-6.47277400574952,-6.44049515264535
Q5JTJ3,0.357124542984733,-1.30886804109725,-1.29223264043163,-1.6298190441973,-5.62851900316987
Q05655,-2.38477322585751,-1.46585890693696,-1.84126646653887,-2.29813830970923,-2.29718413709981
Q8IYB8,-8.50334353054332,-6.31801503421835,-6.77947940160065,-6.25818469983425,-6.67753060394874
Q08945,-13.4179668293238,-7.48374040113672,-7.74109110704162,-5.29515594927397,-6.07877950038246
P53667,-19.3540444936468,-6.01730797839093,NA,NA,-4.78502632345149
Q13394,-11.333297034346,-5.2997698179909,NA,-2.60254680541356,-3.15966020784854
O95628,-12.5620948436962,-5.15460389895105,-3.86401538426438,-3.82478734599879,NA
P31629,-12.1542229408695,-3.4091802779945,-2.73236805868818,-2.01153147054943,-2.47918719704074
Q01804,-1.43380996678488,-1.09432364002155,-0.907184757912453,-1.12171763518746,-1.47922172515007
Q9ULB1,-13.0130300017674,-5.34340072460783,-4.13768483690733,-3.47902120417228,-4.40300980089283
P60660,-5.99059706213232,-5.63771651166888,-4.21241031123592,-4.12928073448969,-4.87283038271726
Q86YJ7,-1.60167557204761,-4.37668464342617,-1.44232276082651,-3.71187648414524,-1.62588955845973
Q8N9I9,-7.67386013571083,-4.1861487860557,-3.22626889540934,-2.54050586322741,-2.63354174603292
O00329,-23.2534966642115,-5.90335977681456,-4.58998400667876,-3.07312521659532,-3.7615018058838
O43752,-7.46256215372147,-10.1784042543531,-5.40793671164448,-7.32973913206112,-7.34401213315799
P84085,-23.2534966642115,-8.76089894737176,-7.35561801084968,-8.46982186823368,NA
Q14964,-5.09028489617661,-5.71865956060704,-3.39217409503943,-3.22141409757696,-3.95999725392819
Q96EQ0,-5.96150529785402,-4.73975572870951,-11.4379495358461,-4.45424601360424,-2.81238614238602
Q12972,-6.23108063745007,-3.74784464662856,-4.17643829684629,-2.80128596125336,-3.92078704339746
P43250,-23.2534966642115,-7.72827247285467,NA,NA,NA
Q9NSY1,-3.24782964998079,-2.3445251336606,-1.25665884574866,-5.76059287610068,-3.47199643370696
Q9C0B0,-9.62030593664963,-6.34784659781731,NA,-7.35192411061866,-7.32056361532479
Q9P0U3,-1.76568624627065,-2.83254242034601,-3.05493340875929,-3.23244171252366,-4.96892336730583
Q86XK2,-3.06526818060567,-15.098353326043,-3.14932525617565,-1.75592160806954,-1.33356209417014
Q8NBJ4,-7.01096758446442,-4.58006929024898,-3.45972307709599,-3.18643188586948,-3.27147882222868
Q8IY18,-4.89472220391962,-7.03015032052778,-5.84343474069188,-6.24832468041135,-6.24144208429533
Q13585,-23.2534966642115,-5.78531142131963,-7.81804441501428,-3.7413881566154,-4.27399943622368
O43670,-6.32589026166334,-4.91913274787799,-15.4770746448453,-4.74154326428606,-4.02476956410704
O94818,-11.920656100438,-2.0737958105043,-2.17890434797156,-2.28355513358336,-1.55468213550018
O75525,-9.35291018404804,-6.66665335360127,-6.08339694124478,-5.71225791795122,-6.75586716035497
Q2TAY7,-23.2534966642115,-7.77631383401743,-5.64553001864562,-5.84888322672069,-6.19460423061204
Q92564,-0.310949742274877,0.336781742128587,0.403509749884516,-0.0655688756631786,-13.695373259903
P23396,-8.13243803689728,-6.9011865913569,-7.63073499786558,-5.91604128337864,-5.4178410154573
Q8IXB1,-23.2534966642115,-6.77943478977405,NA,NA,NA
Q13724,-14.0454890814612,-8.62433111595451,NA,-6.83318434721492,NA
O60293,-4.45233786447904,-2.56403903603416,-3.64597560656417,-2.68589075095668,-2.22511489007729
Q68DK2,-2.89222996044496,-4.58224902084057,-12.6640220627882,-4.16906558581407,-12.4410381135851
Q8N5N7,-15.2390329833517,-4.68852094501207,NA,NA,-7.28379069035083
Q9BTY7,-4.08270852630923,0.49273489862696,-2.44318628480106,0.443843495904301,0.21407852883925
P34947,-4.2970845924311,-7.51624841797197,-4.81605252676459,-4.48609444807344,-5.11318580982085
Q9NZ56,-10.7873495540314,-6.74636511934278,-4.5858479031212,-4.66121562110227,-8.57099840426789
Q9UHN1,-7.66439987835683,-6.21833329041571,-6.48917864492278,-5.05906942969286,-5.80403514510592
Q8ND76,-14.6730393646735,-8.25506652241656,NA,NA,-6.82763259371988
P56937,-3.22367017273358,-4.18884545187123,-4.92060661991767,-4.72549191308039,-5.05291889874419
Q9UG56,-4.07951587370769,-3.49342046807696,-3.0891451157871,-3.05955791575062,-3.62019778419862
Q8IWZ8,-23.2534966642115,-7.71469104234098,NA,-6.7137565745732,-6.98197119547847
Q70CQ4,-6.51555164414964,-9.98407050297568,-10.2853887965856,-5.40171129438422,-6.07296392516286
Q9Y365,-6.50541885225554,-5.33018183815558,-6.04227290135308,-4.0698823238265,-13.4438046546338
Q9NPQ8,-1.30213784893536,-0.577778000271484,-1.79224713277022,-0.814938224811702,-1.36752896881084
P08582,-5.14213778984697,-12.8391653915349,-5.5335266515683,-6.8877447751594,-10.9640708255467
O00255,-13.4052448405061,-7.77872215966016,-4.52237509860515,NA,NA
Q9Y4K3,-8.87552902603734,-23.2534966642115,-23.2534966642115,-11.4096365392394,-12.2079292241206
Q9BQ16,-2.15772287353456,-3.04898695263326,-2.74991098013063,-3.38797597360251,-4.98373636993345
Q15788,-7.1019398770913,-5.16975773892712,-2.72515432796116,-4.45487528052983,-12.245893177078
Q15785,-23.2534966642115,-6.79772248642123,-4.53117904548357,-3.98014987786965,-5.81578372436494
O43829,-18.3821517647596,-3.95305820724636,-3.25688158389323,-3.58302654341603,-3.42014662135626
Q9UGM6,-11.2391117334544,-4.10466179116795,NA,-4.81048794434527,NA
Q9Y3B8,-8.14731550800082,-6.97464058487577,-23.2534966642115,-6.64917829951546,-6.79866219553567
Q9NX05,-1.19923367130773,-1.26094950515382,-1.69562933648118,-2.37855587225073,-1.73573184518035
Q6ULP2,-11.7179917920034,-3.57879219931244,-2.28970318208341,-2.42766307338976,-3.53179896595727
P09012,-9.43077350244811,-7.6334477855334,-6.08206770160151,-6.44014142524452,NA
P41240,-13.3281293685612,-7.50059683023977,NA,-3.67174625507991,-5.18839563266565
O95071,-13.3163479596487,-6.4285514246417,-4.0843982174725,-3.31774905230768,-4.03360850188298
Q9H2U2,-7.62483458504351,-11.211040324511,-12.6184412653264,-14.0935302094521,-12.1469631457456
Q8IX30,-11.7344247828483,-2.32738528316673,NA,NA,NA
Q9P0J1,-7.51929580941512,-5.93247632745135,-3.99721264513855,-5.38509085517786,-6.41844312156904
Q6RFH5,-23.2534966642115,-6.90372125333218,-3.95068681147829,-7.22852829034396,NA
O43823,-4.85881581243557,-3.76713393012575,-4.69209660291125,-3.34289213403723,-4.15429560253358
P61758,-8.70269818256799,-9.76849828148831,-11.0931924903987,-10.1425494836548,-10.9949637844113
Q9NVV4,-3.47740653312062,-2.30136559340281,-3.501092728011,-2.37251033362781,-2.35021293745138
Q9NZC3,-5.73968319568757,-6.69829628327786,-12.5563746048114,-6.19775201559426,-6.18357659650384
Q9Y2D5,-13.7185308727867,-7.15853134649587,NA,-6.91660190858571,-8.5279962107375
Q7Z698,-23.2534966642115,-8.65735053484785,NA,NA,NA
O00505,-3.45269037265572,-3.03115390587699,-3.42677790303859,-3.25329184159298,-3.38431458163573
P23193,-13.2672518447387,-4.25516399449545,-3.31684501055268,-3.56924870258466,-3.87012182390276
Q16585,-11.9861177335164,-5.47175874614547,-4.09781097952983,-3.63621281880531,-2.9708485950395
Q8TBC4,-4.703918431791,-5.94389075184618,-11.9503357086995,-4.9635875613816,-10.5756079409837
Q12980,-3.7582953304577,-3.95350675483817,-3.44748162626853,-2.97092676987169,-4.17141195114181
Q13283,-19.3047897960628,-7.6340020660175,-6.81220776844794,NA,NA
P05387,-0.730757059320098,-0.229527162792771,-0.292120140160488,-0.351267472284396,-0.51996148021045
Q8N0V4,-6.24872606947791,-5.33524065367251,-5.82981364580225,-3.70439130643607,-3.25880115050802
P78318,-9.61236111366181,-5.10389210222137,-3.52935075742002,-3.18416602240872,-4.54994064452809
Q92618,-12.9774393592553,-4.92264749986261,-3.88500940368103,-2.45841869456922,-4.42485420489777
Q12788,-23.2534966642115,-8.85547799405088,-6.85406893571799,-8.24069749188725,-8.18315750999744
Q6P4A7,-4.78953235542377,-3.33198306204273,-10.4128875097907,-3.14895762518982,-4.13877359917552
P34059,-23.2534966642115,-7.15788366433704,-4.89768712544366,-4.30296064427974,-4.10585831890485
Q00535,-15.1054167490573,-8.57245269678939,NA,NA,NA
Q13424,-0.280580875511163,-1.1532573518855,0.0319671655073865,-0.648180770700247,-0.45603392133942
Q9BZG1,-1.10964950048308,-1.60160642359337,-2.11895454858026,-2.5794587845938,-10.7812888129599
O95622,-16.1719584719377,-6.75108952557765,NA,-7.93382147343729,-7.88057747746041
O60524,-14.0347775544652,-8.35111965044874,-5.19470810984787,-6.26995344542922,NA
Q7L4I2,-7.31860844136935,-3.45944923877582,-8.61092048570288,-2.71544476605606,-4.21280900709271
Q9UMX1,-8.76336698333554,-4.28114021984836,-3.54895264756921,-3.05657097480457,-3.33169266154423
P00352,-23.2534966642115,-3.026084827287,-1.28464038926465e-05,NA,NA
P35052,-13.8715498961401,-6.43964075374848,-4.95656216356832,-6.23976659052325,NA
Q7Z3B1,-23.2534966642115,-8.8460170050674,NA,NA,NA
Q16842,-7.24758311849042,-6.26024608222315,-6.98595013758019,-5.44346861073575,-12.7565655111407
Q14416,-7.21147677494756,-11.7197512087035,-11.9619794699123,-23.2534966642115,-13.9693196516901
Q9Y217,-20.69990062861,-6.8779531277848,NA,-5.93087100183369,-6.26498231620248
Q96QC0,-8.36800497091473,-13.027130395004,-9.52498765062406,-9.52121152736162,-10.7692030908769
Q9UPN7,-7.1610249552762,-10.631369328442,-11.3309415639493,-6.89319955481637,-6.08222304918828
Q9NVM4,-7.13368630377922,-4.94719553245653,-6.24058220200878,-4.6312168918121,-23.2534966642115
Q96ER3,-2.65600691289948,-11.0091743991586,-11.7126843145889,-11.7579919123732,-11.1702064253711
Q9Y696,-4.45951031662049,-13.5876294492924,-23.2534966642115,-12.4152855972585,-12.5676512695916
Q92630,-2.5481260775608,-23.2534966642115,-1.37166211635954,-2.50395321644278,-3.57054807254573
Q9UGN5,-5.04555089460663,-3.41205238544968,-2.24084234803885,-2.42062409634941,-1.80693684124527
Q6PJG6,-23.2534966642115,-3.80849583258468,-3.99537620927498,-2.79292566782543,-3.31955102157715
Q5VTR2,-23.2534966642115,-6.69076220643307,-5.42083717427814,-4.64096892558458,-5.66540933370898
Q9ULD5,-11.4195622463056,-2.6839724385803,NA,NA,NA
Q9HCE5,-2.95549735712003,-4.89149834301215,-5.17592956084146,-3.05796365112383,-2.81931447820235
Q6Y2X3,-23.2534966642115,-1.85330318573554,-0.36284761769861,-2.58639891183343,-2.86990349574287
Q6PD74,-15.0754725321414,-7.89773012331014,-7.09903117614163,-7.61753472098233,NA
Q86W92,-10.9985531870137,-1.33867377968386,NA,NA,NA
Q9NVR5,-4.38374446289275,-3.44198337291186,-11.4501763987923,-10.2146028731797,-11.2138706977384
Q9UM13,-3.99640077668721,-3.53170831838966,-4.18178250972197,-3.70615334825042,-3.05834925735576
Q2TAL8,-6.27268070472429,-2.58433116737032,-2.21704820411002,-1.59602205742252,-3.18828349741312
Q969R5,-2.01609564887397,-1.07806953216688,-23.2534966642115,-3.0450751297732,-4.03751728248092
Q8N4S0,-4.30551260757128,-9.64482338977309,-3.37065002615188,-3.08318255882338,-3.05750621508077
P15260,-6.16275728624939,-4.95767047916273,-4.32526601269883,-4.94985039760829,-3.62434572267656
P55265,-15.9899894363818,-8.69376205550466,-5.47405750836586,-4.40709502356603,-5.61038592103199
Q6PKG0,-13.888972144042,-7.51167541290062,-7.96953340243249,-6.07630762112506,-8.33157479758465
Q8ND90,-12.5669047797344,-2.56104025927405,NA,NA,NA
P35611,-13.960348243868,-7.7129718941299,NA,NA,NA
Q8TEQ6,-11.567835803405,-7.80620547959058,-5.12867954000721,-6.72401030882364,-7.77313291332357
O75943,-12.2270641085398,-4.53168850891433,NA,-6.38947976747416,-2.93248102608005
Q9NWT6,-2.93203397239628,-1.92546531039215,-1.66797744743448,-3.09263029532528,-2.74021387170709
Q9NRR5,-6.79477670776989,-4.10328355500513,-3.83310457344069,-4.24943564224809,-4.87531374838604
O60318,-12.995000799136,-7.13193314082922,-4.85688927458031,-4.49907090800036,-6.37114647612181
A6H8Y1,-3.73693430916568,-14.7113228058839,-5.4143000748983,-23.2534966642115,-23.2534966642115
P15735,-3.87400643244224,-1.39527175699906,-5.33918953777826,-2.76775323776013,-3.82119661794203
Q9NRR6,-2.5507530544943,-2.26949017890499,-1.84689531162012,-2.02570351220797,-3.09739545768732
Q6P3S6,-8.62624084383407,-4.77209816886094,-3.88385898472444,-17.2901807716607,-14.4970199455994
Q9HBW1,1.52395120218583,1.81922449115081,2.33489147061076,0.803820774465365,0.844935603413083
Q96KA5,-23.2534966642115,-6.67226604247918,-4.93351218649042,-5.7352347015891,-5.85524672323714
P51157,-4.97625491644008,-6.24366173210919,-4.58211112284452,-4.14152392264191,-4.64403962763029
Q14914,-23.2534966642115,-7.76951306703958,NA,NA,-6.37550612204336
Q969K3,-5.24213427079989,-3.95545593160564,-4.06037629056255,-3.03562487199342,-2.77824226899606
Q3ZCQ8,-23.2534966642115,-5.19259551881538,-4.87651212678916,-3.96994679339273,-4.52006445018206
Q7L8C5,-13.9556999378151,-3.47683652931811,NA,NA,NA
Q9BRS2,-3.51963702158589,-12.0037244446468,-23.2534966642115,-2.15553342300254,-2.49980096654108
Q9Y5T5,-13.123086589541,-3.64281630334869,NA,NA,-0.0797274596423338
O95861,-18.2851818524726,-8.2608077134353,-5.36673152792142,NA,NA
Q9H5Z1,-5.88168257304849,-14.0652154730543,-23.2534966642115,-23.2534966642115,-7.40302795028617
P62993,-23.2534966642115,-7.9515187719195,-5.56955421309983,-5.81235107574662,-5.33521157849466
Q9Y462,-12.7718338041489,-6.16138907601293,NA,-8.66771757810617,NA
Q9HCP0,-0.139657966764048,-1.58750552311405,-0.208499691224306,0.199023014831241,-0.439702873963138
Q9P2F8,-15.6990580611565,-7.43504508672779,NA,-4.11855837437548,-4.8371057571133
Q8WVF1,-0.351721586867003,-5.38882044393074,-0.14366249489866,0.0369131615056814,-0.0024654746909978
Q92925,-10.1382039858755,-4.56944814766636,-1.98673973560611,-1.6723990982584,-2.68625806450668
Q9H4B0,-1.79661937940326,-1.28606059978456,-1.5605347188739,-3.59112075414221,-1.88247290777891
Q14149,-10.9989429273172,-4.83530253267605,-4.64110788784177,-5.00100055655872,-2.99370151856829
Q8TCA0,-15.6884919264412,-6.45657083481949,NA,-6.0588102996195,NA
Q12770,-13.2889069814743,-6.46275055898621,NA,-6.18989562010765,NA
Q9NP92,-6.67991126070332,-11.6789792074693,-13.1964780222548,-7.68471113466626,-6.09169018992239
P09455,-23.2534966642115,-8.634325112702,-6.68364845437617,-6.50474636281792,NA
O94992,-4.62352009096113,-3.32802956592519,-3.20548013016856,-3.69641105330803,-3.69389734891865
P50897,-7.76843599325941,-4.20637745762279,-2.78214136792225,-3.24099521554146,-3.82109593617349
O95819,-13.0984170980519,-8.06690245658437,NA,-4.89619518764201,-5.26777562529633
Q9UQ26,-6.20756607060863,-13.265222207678,-11.7328963517376,-4.99505322232857,-5.99019820740576
Q6ZMI0,-14.4196626389282,-7.87922682909793,-6.08753490322071,-5.63489689203243,-7.15015633949317
Q9P270,-7.982742088348,-4.46189022760533,-8.44753571456597,-7.81518562290795,-6.96048667666707
P45954,-9.51689702364025,-6.59702243633502,-4.80067580486643,-5.62788581843291,-5.61832084031659
Q9Y2S7,-10.6263279253818,-7.11110900070297,-4.06648042912312,-3.80068821173657,-4.87762505314224
Q04760,-2.50108727344581,-3.31370306052798,-4.73884741703896,-3.12148950299918,-5.30109070627779
Q9BQ70,-23.2534966642115,-8.86733648784346,NA,NA,NA
Q96JJ7,-4.39576261760686,-6.86452625830919,-3.5272338503901,-5.22768105194152,-3.63910664911158
Q96C12,-6.451641837518,-11.3548943055542,-12.5504374139561,-14.2884687628136,-13.7313929658879
Q96NL0,-5.48665067067586,-23.2534966642115,-3.93309671191578,-3.0072726555359,-3.17382762300133
Q6UWP2,-7.09023199011035,-4.78028781826971,-23.2534966642115,-23.2534966642115,-23.2534966642115
P09661,-6.86417110031282,-6.11464791516007,-5.06595496360787,-6.38881525240806,-6.63213031075364
O94763,-4.27953022828527,-3.52967567099153,-4.1046617373059,-4.43400070613467,-4.40299174689459
Q92932,-3.60691184285818,-13.1517857470443,-14.70902535427,-14.1331300111215,-12.6594299378611
P07948,-0.588749793733797,-1.92615059814245,-2.37762782131027,-23.2534966642115,-13.2341126243718
Q9P2R6,-23.2534966642115,-6.69198726690901,-4.05187564288628,-2.55247189129861,-2.7471213549773
Q14865,-2.64603249412531,-1.84427705590109,-1.18427992354649,-1.03179195332095,-1.7061307629131
O75431,-9.04356533928527,-4.28716575169421,-8.11675365041043,-4.65854388613532,-3.67191091020441
Q9NW75,0.70331589037983,1.17043520028963,-9.86905711708186,-0.258436177494025,-0.283315478878239
Q8WYB5,-6.0460131893198,-12.6411746156276,-5.13620462111926,-11.8541174064433,-10.8878579124751
Q969P0,-12.7263770417749,-5.72627004601977,-4.43046071008868,-5.61304408954105,-6.49441837536074
P62857,-3.64112663826652,-2.57685332639965,-4.61314153104057,-3.05405098401024,-3.05244003992743
Q6NT76,-10.9589193949294,-3.47150534264409,-2.85469294404405,-1.78122875192292,-2.34063914693359
Q99504,-11.6035261195573,-3.11060174388375,-0.0723841575128526,-4.79849057065866,-2.24043918117651
Q8IWA4,-15.1451341627547,-7.01229427317647,-3.61437302716313,-4.14360170487403,-6.95518216327754
P49441,-13.5856597154907,-7.23018450816589,NA,-6.8043511981518,-5.99394258782127
P09497,-3.22496510013597,-11.3694930720094,-11.3077406881527,-10.8331991086719,-11.2109215657239
Q92888,-5.00075434453903,-11.1621926081063,-12.3684240546702,-4.19770879202585,-5.67448942690185
Q96SZ6,-3.24035592630075,-3.53751892873773,-2.4420470992754,-2.24312836646086,-2.22360653301296
O94888,-23.2534966642115,-7.58568988511869,-5.16323424115407,-5.81351289047831,NA
Q9BVG9,-16.365769881604,-7.53870908200364,NA,NA,-5.64173232704724
Q9Y5W9,-16.4508820515559,-6.31614455346142,-6.51770281847925,-5.80060969348846,-5.48496455559906
Q5TC82,-3.23182605678838,-2.62203842350041,-23.2534966642115,-4.28989267213412,-2.99895707317996
Q9H6T3,-6.7473968361389,-5.09238780530265,-3.084496821515,-3.12420225991611,-3.29328254575207
Q9Y3B3,-5.57623096438502,-23.2534966642115,-5.93566996170074,-4.15392283038866,-4.3231272640123
P62263,-11.108787366114,-7.47104433100688,-6.6742233195006,-5.09590889372309,-7.16033913973055
O60503,-6.81696344395287,-5.87979873807242,-4.91362159052954,-6.2056112040444,-4.7508654190105
O95948,-23.2534966642115,-3.93940008220771,NA,-2.93974107765805,-2.38847512867438
P19447,-4.82614189787882,-3.44100140697385,-14.81946230004,-5.7799001601212,-5.76927622810217
Q8N5Y8,-3.76367122771556,-4.17805819630718,-23.2534966642115,-5.32558148141301,-3.96767626337027
Q9HCD5,-15.8265303307039,-8.89934653322332,NA,-5.40482674192662,NA
Q9NP90,-4.82014698685327,-3.3794833176878,-1.65338503909033,-2.69323811482942,-3.82291294046161
P17029,-23.2534966642115,-6.80796260218195,NA,NA,NA
Q9BTU6,-14.3643412025769,-6.58279117522668,-5.40179966088385,-4.27698764918917,-6.0900223039978
Q8WUX9,-23.2534966642115,-7.45011569650738,-4.59317496345235,-4.41591055329098,-5.3152260176956
A6NE02,-11.6846422905356,-6.95848621614345,-5.15343701010651,-7.27174246972585,NA
Q9BQ89,-15.3159236640458,-5.04737130474696,NA,-2.91093972549045,-3.31281490535113
Q76NI1,-23.2534966642115,-6.66330966512689,-3.77279142464376,-5.54857046670208,NA
Q96C19,-6.81212136961266,-8.05802420075638,-6.39920563474446,-6.3336137166502,-23.2534966642115
O95881,-2.997471211552,-2.6459938281337,-2.54642589952374,-2.80242762146101,-2.09678814765465
Q4ZIN3,-14.9565689109352,-5.13032805234281,NA,-5.06624005890622,NA
Q16864,-7.96322906594742,-18.1532956427156,-6.66163059892561,-23.2534966642115,-23.2534966642115
Q96RE7,-23.2534966642115,-7.63587408116568,-3.94947944635526,-3.18138102138237,NA
O15297,-5.07924242110306,-3.07804063017875,-2.66150242024667,-2.08004220451947,-1.19182050335708
O76080,-4.08655773966862,-23.2534966642115,-23.2534966642115,-3.35196140896589,-4.35162681943131
O94805,-23.2534966642115,-7.29147353952569,-4.75270568238394,-5.33027636812249,-8.84543418459279
Q6UW02,-1.91245565272523,-2.45827432569423,-2.56200090262334,-2.26320561305098,-2.25588513279415
Q96JK2,-12.9598912896235,-6.3361880566123,-4.16329691519412,-2.88542104545942,-4.06440104322907
Q13564,-5.61466859464041,-6.40749938015225,-5.43247440479769,-4.6348426624009,-5.12828558939705
Q16629,-5.49432146110247,-4.67185015165524,-5.56366212377731,-4.29269198015451,-4.6024069532936
P53701,-12.9255300201549,-6.48561515015056,NA,NA,NA
Q9BW61,-4.09149976298617,-4.20314951694772,-4.58981509200644,-5.52808728965038,-5.51143815593034
Q13158,-2.87437866795328,-3.29606060197464,-2.22972536752829,-2.16349221766106,-2.16023999256719
A6NK58,-10.5422009512698,-3.19938409394789,-4.10126180978391,-3.29948469331641,NA
O15016,-3.1027733235606,-12.1599901731835,-13.450406417552,-3.83211853053842,-19.7292481896927
Q9Y3T9,-9.93572987655995,-4.61154549626588,-3.36842754185037,-4.14699376730305,-4.57444390060848
Q16854,-2.20379804994497,-5.94314346397706,-23.2534966642115,-3.867843254928,-23.2534966642115
Q13595,-3.67950810205863,-6.31235912839368,-4.5530316190567,-4.09123173633859,-3.44429597125648
Q7Z4G1,-9.01954378432996,-4.19606204181232,NA,NA,NA
Q99836,-16.039828361184,1.30625032523969,-6.14606675878159,-7.97672354455656,NA
Q9H977,-5.12974465133541,-3.81469950674168,-5.18226006538716,-3.86083795039359,-4.84918058422327
O14594,-3.02420126465038,-8.7302304982169,-16.3473059597334,-4.00030731934308,-4.06919722602653
O75129,-13.5532356802083,-8.48508777543512,NA,-6.3171510181318,NA
Q5VV42,-14.2933145385922,-7.46141641404708,NA,-2.89527201538786,-3.66979613423056
Q8NDH6,-12.6876525076329,-6.50436220409954,NA,-5.94658756712738,NA
P84098,-4.39681797667637,-7.11798315326067,-2.75113407396809,-5.65877858020781,-6.98707220519714
Q13243,-5.82491513655744,-7.32821779411255,-7.21140128922497,-2.89810929084637,-3.62627425315346
Q15018,-6.70287990089037,-5.25987385061665,-5.51324923008067,-4.96296745191479,-5.27637065153346
Q6UUV9,-5.68682050061654,-4.85980137449732,-11.3076503967166,-12.0813020026818,-14.3198149313046
O15066,-3.05555172741252,-2.33062367434234,-11.4378531970897,-11.5555059919073,-10.2882120345596
Q9UHW9,-7.22434441395999,-23.2534966642115,-5.59227367491402,-5.34148874385925,-6.33842287907715
A2RU67,-1.79815288990404,-13.2740215095512,-0.941673482720321,-23.2534966642115,-2.28758709203003
Q86XS8,-2.94956745703271,-2.31720632404076,-2.27317765886214,-1.76154757314764,-0.949118235514055
Q68DU8,-4.37075022144,-3.77930355044662,-3.78241282626186,-4.12449116574156,-3.97049288468635
P98175,-12.6457305790254,-7.51376342764198,-4.01069655721543,-3.31873923854124,-4.33444833732742
O43674,-14.4707878185787,-5.29429173808044,-3.97955252249034,-4.46386702915353,-5.46489731912949
P40855,-4.50956413993719,-3.55396532105406,-2.38896182926225,-4.06256226741488,-3.58460717598454
Q8IVL0,-12.9636682865071,-8.20076029339865,NA,-4.48242159785836,-4.34717569632079
P51571,-12.9398489863317,-8.64237693918905,-6.47246687046478,-6.08123528798063,-5.35721761037188
Q96EY1,-11.9370664895952,-6.91443543275003,-4.32312375258943,-4.21700604992326,-4.81223266960613
P53582,-8.49358273793384,-12.8353713034224,-5.51637898240335,-11.2753274154985,-12.2460929159444
Q15311,-6.26414395955469,-3.53867450551964,-10.6124765691298,-10.0639885382923,-7.74053340003471
P30049,-8.24479772594815,-5.12041181406455,-9.70120962263186,-4.67340907214774,-7.18271866582086
Q96JJ3,-3.19110422637886,-2.94521647957249,-3.05383114741811,-4.1232540134455,-4.1382618466311
Q96HU1,-6.1269389743461,-13.6340990419223,-9.0132615454051,-3.39783097910112,-6.2522081086111
Q92953,-5.25229252216765,-4.51528312976213,-3.67355722882126,-3.97653094974422,-3.97347913845298
Q8TDI0,-9.92686047400814,-5.03460978794735,-4.5876663293237,-4.39631910813278,-1.17374453493509
Q9UPN4,-13.2096960930817,-6.04272468713259,-3.67728318931679,-2.77693957621726,NA
P98174,-11.5392408020641,-5.93986859614049,-3.26266081228592,-2.85475966725674,-4.18899217538866
Q8NFH8,-11.6765360071306,-2.42088950712246,NA,NA,NA
Q9BYN8,-4.5864143399686,-3.25507330051674,-5.25498127412923,-12.4347884021685,-11.925024733322
Q8N474,-2.86249613182432,-2.0433060489102,-1.78091316442819,-1.45856657420708,-1.55330247083009
Q9UK39,-7.28998089392497,-23.2534966642115,-23.2534966642115,-5.45599074633228,-5.58641035990067
P17655,-1.84562400451205,-3.9972454400942,-5.06088074291185,-4.02772136000763,-3.5617369835485
Q16281,-2.86651036944411,-9.80623478347333,-23.2534966642115,-23.2534966642115,-23.2534966642115
Q8IVL1,-13.041709636661,-6.83174843254913,-4.7167263615561,-3.75890228653574,-4.03446743732001
Q86Y37,-12.8228878453494,-3.58215011850875,-2.40998677633768,NA,-2.41779348068043
