PG.ProteinGroups,P0,P50,P150,P300,P300_24
P40938,NA,NA,-6.04225587517391,-5.63422896357898,-6.27003191290478
Q9H9A6,NA,NA,-7.86541086745498,NA,NA
P51610,NA,NA,-7.19892439416057,NA,NA
Q9NNW5,NA,NA,-4.73590758114573,-5.12558606665715,-6.12374243273881
Q9P246,NA,NA,-4.63664091804937,-3.44596505647068,NA
Q9UHL4,NA,NA,-1.30909819999039,NA,NA
Q9UKL0,NA,NA,-4.64547082345781,NA,NA
Q9UMS4,NA,NA,-5.21042017085718,NA,-5.6388723009398
Q9H019,NA,NA,-4.78122365948713,-4.03526726671103,-4.72372482108075
O94967,NA,NA,-8.42199203523072,-7.87736874383117,NA
P49674,NA,NA,-3.95064748859532,-4.36714226927767,NA
Q14687,NA,NA,-4.34649696044134,-3.48403050055647,-3.74035212168993
Q9BZQ6,NA,NA,-4.87332387827187,NA,NA
Q8WXS5,NA,NA,-3.24865565654582,NA,NA
Q9Y2T2,NA,NA,-7.6651702867605,-6.70851681573688,-6.6883615010027
Q6R327,NA,NA,-8.95446353698538,NA,NA
Q9BY77,NA,NA,-4.7643906238331,-4.45856024910915,-5.67061204821917
Q6ZSJ8,NA,NA,-4.71410543844481,-5.12261557714633,-5.52478145790036
Q9HAK2,NA,NA,-3.38097917642853,-2.58743446752613,-2.79595527305226
Q9UKZ9,NA,NA,-5.73169716209237,-4.85921543342193,-6.96833470065124
Q96HE7,NA,NA,-8.29500084180254,-7.39483429156225,-8.00668726520801
Q92530,NA,NA,-4.86056733107046,-3.49161942950249,-5.06717479510139
P78406,NA,NA,-6.7086512534272,-7.47685134251978,NA
P54920,NA,NA,-8.94799952414424,NA,NA
Q9Y4R8,NA,NA,-4.84756089095805,-4.78398751958587,NA
Q96T37,NA,NA,-6.54221717763733,-6.26873696502169,NA
Q8TEH3,NA,NA,-5.92447193840049,-4.66944376090816,NA
P15104,NA,NA,-4.88752096966606,NA,NA
P53794,NA,NA,-4.82381539472328,-6.11061481102461,NA
Q8ND04,NA,NA,-5.3811212910083,NA,NA
Q9H3S7,NA,NA,-7.87289480184685,-6.91133362744432,NA
Q96QU8,NA,NA,-5.47294395614528,NA,NA
P22059,NA,NA,-8.42036204635898,NA,-8.54642930481046
Q15772,NA,NA,-1.22129261727899,NA,NA
Q96E29,NA,NA,-1.41479969605328,NA,NA
P25685,NA,NA,-6.56109735922472,NA,-5.2919095228811
Q9P2I0,NA,NA,-5.78511875451645,-4.38995607734959,NA
Q00403,NA,NA,-4.53946549981964,-3.89099916548406,-4.31934846621123
P13073,NA,NA,-8.3246961238606,NA,NA
Q8N8A6,NA,NA,-5.25905379692096,-3.51067697678479,-3.79595917180965
Q9BQ52,NA,NA,-6.59232154986374,-5.90227470685408,-5.75402819216055
Q6ZS17,NA,NA,-4.8142384927637,NA,NA
Q9H4L5,NA,NA,-5.20232489722533,NA,NA
P32004,NA,NA,-6.77146816964186,-5.66984583347752,-7.754994635288
Q9ULI0,NA,NA,-5.74390096182652,-5.94065334393389,-6.23715564622417
Q68E01,NA,NA,-5.56264127347737,-6.05292455616505,NA
Q9UK41,NA,NA,-6.56078048497953,-5.13423375023552,-4.12567522635473
P54252,NA,NA,-6.40879499507267,NA,NA
Q15365,NA,NA,-7.94376119259891,NA,NA
Q8IZA0,NA,NA,-4.04203708211075,-2.83026676248534,NA
Q9NQZ5,NA,NA,-2.37613682388201,-1.55396381622941,-2.02207520062307
Q9H9S4,NA,NA,-5.27118768633986,-8.0385468372062,-7.98840085521454
P62873,NA,NA,-6.66115464947956,NA,NA
O15484,NA,NA,-7.32415862176618,NA,NA
Q9P287,NA,NA,-6.09544411525107,-6.0367862138041,NA
Q9UNH7,NA,NA,-7.79183256141492,-5.60588046299514,NA
Q6UN15,NA,NA,-7.69051856747154,-5.72658279070692,-5.74290258513166
Q9BVN2,NA,NA,-4.93226757861609,-2.38813171108951,-2.94052012823635
Q8IYD2,NA,NA,-4.70008848837375,-5.10984030180666,-5.10408155850368
Q7Z736,NA,NA,-6.1365086263849,NA,NA
P48723,NA,NA,-7.62631326170579,NA,NA
Q9H269,NA,NA,-5.89856773564389,-7.52628860441564,NA
O75882,NA,NA,-4.78115121707394,-3.30022814709104,-7.29958502294225
O95759,NA,NA,-5.50719988907719,-4.53359434955249,-4.52910654189542
Q8IWI9,NA,NA,-5.21367457998236,-3.59160528293351,-4.41415582605696
P54709,NA,NA,-7.84833906268515,NA,NA
Q96EB6,NA,NA,-4.84069810607812,-4.5140433643081,NA
P52824,NA,NA,-4.63041353531785,-5.37473599402445,-4.22183572901044
O75912,NA,NA,-5.16029531851046,-5.40667665370226,NA
Q8TC12,NA,NA,-5.95481508980588,-6.54233797499981,NA
Q8TE49,NA,NA,-3.55606518082735,NA,NA
Q86YP4,NA,NA,-3.96799303013351,NA,NA
Q9NUQ3,NA,NA,-4.71594085336101,-5.82891902704208,-4.87593283514843
Q3SXM5,NA,NA,-7.69541352571398,-6.15116358198343,NA
Q13443,NA,NA,1.6972060293967,NA,0.125330080447537
O75976,NA,NA,-6.16609921652676,NA,NA
Q9Y266,NA,NA,-7.80361510503071,-7.70887687451226,-8.70543647127099
O94855,NA,NA,-4.81199597245681,NA,NA
Q9H0H0,NA,NA,-5.27944314816979,NA,NA
O75051,NA,NA,-5.4886204387145,-5.24758894331739,-5.42374851627789
Q9UGU5,NA,NA,-1.84803864304655,-2.78613208910389,-2.6545691359811
P17844,NA,NA,-8.47584609748772,-4.79785487520333,NA
P48681,NA,NA,-8.86901294008094,NA,NA
Q96KC8,NA,NA,-3.80359746219625,-3.62911651632935,-5.4265382136963
P31040,NA,NA,-7.19237671336004,-6.32304265432278,-7.03700945265098
P36897,NA,NA,-3.24985850680768,-3.02061999578185,-4.02040677041749
Q9NZR2,NA,NA,-5.3966939059459,NA,NA
Q9Y5S2,NA,NA,-8.35114493321156,NA,NA
O14559,NA,NA,-4.4169877281638,-3.63366206272427,-4.62874808551114
O43390,NA,NA,-8.61108105516425,NA,NA
O15294,NA,NA,-8.32196055509153,-7.78172836844858,NA
Q9BS26,NA,NA,-6.94346154074084,NA,-8.99790613821643
O94901,NA,NA,-4.34064707404557,-5.11541107804192,-4.89653637170727
Q8NBX0,NA,NA,-6.2716750693557,NA,NA
Q9H5V9,NA,NA,-3.32229261886981,NA,-3.4916616563541
Q9H7Z3,NA,NA,-3.9679961066029,-4.56866896888663,-7.77917322690706
Q9Y2K6,NA,NA,-2.36264080381411,-2.75018982130855,-2.87784619468179
P27448,NA,NA,-7.13052465178695,-8.99057412209648,-8.04438857964623
Q8WX92,NA,NA,-6.45676041515056,-6.76037483536348,-4.91994011672253
P52594,NA,NA,-7.92443559290378,-6.98923055276603,-8.72643890256213
Q15334,NA,NA,-6.43959867888236,-5.28342110619496,NA
Q9H0X9,NA,NA,-5.72058201627872,-5.95012362094931,NA
Q9NZ32,NA,NA,-6.19138068322084,-5.17995943832581,-5.76217024519432
Q9Y2X0,NA,NA,-4.82996210888668,-5.56599785005704,-4.55695106188539
A4D161,NA,NA,-5.24155661514719,-4.71110266402103,-7.34659304928752
Q8ND23,NA,NA,-7.02806662165025,NA,NA
Q96MP8,NA,NA,-4.88393587645408,-4.26962968426258,-5.53490281612078
O43318,NA,NA,-4.69904639274093,-6.5048165622396,-4.46491661275159
Q01831,NA,NA,-3.34957349301771,-2.60357388382637,NA
Q8WTR4,NA,NA,-3.97118428062646,NA,NA
Q96JN0,NA,NA,-7.07977228111583,-5.97181834142223,-7.42453413367532
Q9BY44,NA,NA,-8.09239920573708,NA,NA
Q86XE3,NA,NA,-6.32603364821359,-5.55738730353658,NA
Q96J02,NA,NA,-6.31367869646099,NA,NA
Q13427,NA,NA,-5.80380530554784,NA,NA
O15079,NA,NA,-5.92289764119098,-5.77770625247146,-7.51825204617501
Q96T76,NA,NA,-6.38929398364724,-4.9650642101388,-5.15793856384557
Q8IZ40,NA,NA,-7.28775816476822,NA,NA
O75132,NA,NA,-5.69527176990923,NA,-8.07233728389928
Q96DA2,NA,NA,-6.51861190207381,-5.94217741502602,-6.13983576615077
P20336,NA,NA,-8.1403773797363,-7.36414190406928,NA
Q4G0F5,NA,NA,-6.88585280548174,NA,NA
Q5H9R4,NA,NA,-5.61315795635554,-5.85729447005657,-5.84750857805152
Q9Y618,NA,NA,-4.13332100741936,-3.08337276854398,-2.62668116853946
Q9Y6X5,NA,NA,-6.37897254835568,-4.99411282608302,-7.13074605048619
Q13263,NA,NA,-8.0593842875725,NA,NA
Q6DN14,NA,NA,-4.01257691695778,-2.05184341920535,-3.17709777631257
Q15436,NA,NA,-6.11929330768667,-5.62269152320246,-8.29798311177665
Q92777,NA,NA,-5.09386179512476,-7.67287354012755,NA
P23468,NA,NA,-5.07642998491994,NA,NA
Q9Y3L5,NA,NA,-5.38426904271346,NA,NA
Q9BX67,NA,NA,-6.2364275653367,NA,NA
O15069,NA,NA,-7.26714966879429,NA,NA
A1X283,NA,NA,-6.71816299523206,-5.82324949541096,-7.98981730434123
Q3L8U1,NA,NA,-4.93645818673599,-4.14888081322068,NA
P42694,NA,NA,-4.60590467282344,-3.01703593075773,-4.19183077368371
Q14139,NA,NA,-5.35046616362479,-6.76123833706644,NA
P51946,NA,NA,-4.0372115121234,-3.50331033178641,NA
Q86UL8,NA,NA,-5.95227124923288,-4.34257772123577,-5.33739807932661
Q9NR19,NA,NA,-7.03816524625354,NA,NA
O60664,NA,NA,-6.24165734744112,NA,NA
Q9Y6J0,NA,NA,-5.47955003531213,NA,-5.88591873953846
O95163,NA,NA,-7.69183537005416,-7.22460392712151,-8.20180978248151
P47755,NA,NA,-7.66722976168247,NA,-8.13477756656804
Q9BTE3,NA,NA,-3.74805564101529,-5.54415567189016,-6.3075256701902
Q9BRP8,NA,NA,-6.60511346112303,-6.52989819995187,-7.92320463360249
Q99767,NA,NA,-5.33692024566939,NA,NA
Q9NTJ4,NA,NA,-3.8450195965757,NA,NA
Q96EK2,NA,NA,-4.41855437214926,-3.76459634713781,-3.76489811752886
Q9Y295,NA,NA,-6.84497811998158,-8.58817269911145,NA
Q8WUA4,NA,NA,-6.70871608471279,NA,NA
Q13573,NA,NA,-4.8211617707184,NA,NA
Q9P0L2,NA,NA,-5.79725626816318,-5.09743493370732,-6.08099547790833
Q9NQG6,NA,NA,-5.42443501110408,NA,NA
Q9BSM1,NA,NA,-2.44409083665959,NA,NA
Q8IY47,NA,NA,-5.88089461951083,NA,NA
Q05469,NA,NA,-7.12450678080497,-6.96158633030607,NA
Q8TEA8,NA,NA,-5.67253686964895,NA,NA
Q9UET6,NA,NA,-4.38635442950728,-4.86436987505112,NA
Q8IUH3,NA,NA,-4.92607089639042,-5.1192912271009,-3.56288540988824
Q9H5K3,NA,NA,-3.89702952920185,-4.03474252247665,-8.18286329026392
P48200,NA,NA,-4.3153553203815,-1.89030739558783,-2.88966026972942
O14933,NA,NA,-7.31948995425082,-6.68910289805415,NA
Q8N126,NA,NA,-8.47057615425816,-6.52130254718664,NA
P45985,NA,NA,-8.7702814745171,NA,NA
O96001,NA,NA,-2.36846690853006,-2.38677036340579,-3.37863149103248
Q9NT99,NA,NA,-6.45270294911653,-3.7308741030042,-4.14461249389681
Q15424,NA,NA,-7.71603815745402,-6.29939820842024,-6.54709614077364
Q8N475,NA,NA,-3.57791032351166,-3.92199112560462,-3.55142949172621
Q9UHB7,NA,NA,-7.00300507756403,NA,NA
Q13017,NA,NA,-6.14615647135055,-7.06083098978568,-6.40622965587656
Q9UH99,NA,NA,-5.04998137307849,-3.24792769141837,-5.4720021516898
P40926,NA,NA,-8.86799518272716,NA,NA
O75165,NA,NA,-6.68878085238227,-4.83625014002126,NA
Q9H6Z4,NA,NA,-4.01083583307262,-4.65089792849903,-5.74088069913845
Q15596,NA,NA,-5.17150981554329,-4.65030242780341,-4.72034164590545
Q6NXT6,NA,NA,-5.69146826879484,-4.70032699316863,-4.51907259294439
Q9ULR3,NA,NA,-6.89290245652704,-6.24195120006596,-6.52204671939594
Q8IVH4,NA,NA,-6.62237084724317,NA,NA
Q8WTW3,NA,NA,-7.52391463468221,NA,NA
P80192,NA,NA,-4.59884467786858,-3.16454351244045,-3.16280441971167
O43189,NA,NA,-6.43178706766245,-6.09547333772445,NA
Q9ULD9,NA,NA,-5.07052950710363,-3.34613308695614,-2.44361379339413
P53671,NA,NA,-7.48343109844125,-6.63417154484606,-6.64869603634607
Q6T4P5,NA,NA,-7.14420204544308,NA,NA
Q01813,NA,NA,-6.09472163440487,NA,NA
Q12800,NA,NA,-8.8685918469529,NA,NA
P43304,NA,NA,-8.03508846525903,NA,NA
Q13029,NA,NA,-5.35668832624046,-7.20125713012314,-6.76463411286227
Q96JA1,NA,NA,-3.97381762646124,NA,NA
Q9H4A6,NA,NA,-8.27666231562868,NA,-8.1625377367028
Q14566,NA,NA,-4.00289252598203,NA,NA
O75953,NA,NA,-5.16201984553305,NA,NA
P62877,NA,NA,-6.72804394720801,NA,NA
Q9UKM7,NA,NA,-3.69640509966337,-4.32091943601986,-4.34295188915525
Q8TD30,NA,NA,-5.1194925288316,-4.47341205680637,-4.47094041616342
P40222,NA,NA,-5.05134607247054,-3.73741914045695,-4.31665939134677
Q9UBQ5,NA,NA,-8.76525573041006,NA,NA
O43837,NA,NA,-6.07900724494809,-8.60705424605015,NA
Q9UI08,NA,NA,-5.11638867496935,-3.54046128022801,-4.15911379395404
Q9Y4P1,NA,NA,-7.69474612043865,-7.47574574413415,-6.88911921305706
Q9P0U4,NA,NA,-5.29099481927433,-3.37849717727827,-4.52600046730562
Q99758,NA,NA,-5.44627736648572,-3.42190891120932,-3.05374130184694
Q9HAD4,NA,NA,-6.18162699312923,NA,NA
Q9HCU5,NA,NA,-8.32299460352968,NA,NA
Q53R41,NA,NA,0.330899241926945,NA,NA
Q14562,NA,NA,-6.23090225363064,-6.51220631447559,-8.48566336623907
Q9H426,NA,NA,-4.99021485470102,NA,NA
O14686,NA,NA,-6.80745613270754,-3.14501251531202,-3.16153113248451
P47972,NA,NA,-4.70655385180301,NA,NA
Q8N684,NA,NA,-3.63124946072104,NA,-4.70058325960972
Q6NUJ5,NA,NA,-5.37838244648552,-3.41162683994538,-3.27298991042979
Q8NB50,NA,NA,-4.16903939473489,NA,NA
Q5T0D9,NA,NA,-8.14857594852504,NA,NA
Q9H074,NA,NA,-7.84951163110706,NA,-6.19106992902125
Q96DV4,NA,NA,-7.00713143577743,-4.95331150591506,-4.93775215632946
Q7Z589,NA,NA,-6.90159560803276,NA,NA
P50613,NA,NA,-5.38319563715711,NA,NA
Q15758,NA,NA,-6.83892111405429,NA,NA
Q9BQF6,NA,NA,-6.96839553109003,-6.26305983805417,-5.24554658148699
Q9NZL4,NA,NA,-7.85112155554481,-6.36273967937221,-6.51919228705509
P49427,NA,NA,-4.23928458356268,-4.50313342197642,-2.89526762815155
P33991,NA,NA,-4.97645618344498,-3.01298610823456,-2.9942236795961
Q8TCX1,NA,NA,-4.86776209581993,NA,NA
Q8TCT9,NA,NA,-7.17645384991897,NA,NA
O95104,NA,NA,-6.2831378368073,-3.34740710829238,-6.54375300726108
Q8NB78,NA,NA,-6.23312904249059,NA,NA
Q9NT62,NA,NA,-7.69251475753754,-6.76165032516274,-6.8446222113428
O15230,NA,NA,-7.54083756818068,-6.0651084092605,-5.07221890331326
Q562E7,NA,NA,-6.8357745044115,NA,NA
Q6NXT4,NA,NA,-4.65240893038619,-2.00982897160127,NA
P28715,NA,NA,-4.15940178069878,NA,NA
P07355,NA,NA,-5.10278431742748,NA,NA
Q9BXR0,NA,NA,-7.43208524308253,-5.96056964836384,-6.80216715322726
Q99689,NA,NA,-5.64167927561195,NA,NA
P53804,NA,NA,-4.76989683910369,-3.08539403977986,-3.16599059971898
P49354,NA,NA,-6.38022515875744,-7.21407366359224,-8.21469438203184
O14579,NA,NA,-7.35294238700189,NA,NA
Q12888,NA,NA,-8.89428063361207,-8.56281561281668,-8.7298748186745
O00401,NA,NA,-4.91203498733003,NA,NA
Q9UNA1,NA,NA,-3.40384592509858,-4.00079941382265,-4.24279857646768
Q9P2U8,NA,NA,-6.1253315132152,-7.78312293145199,NA
Q17R98,NA,NA,-4.20325009916883,-4.58680467125114,-3.60327204980211
P04049,NA,NA,-6.62484237174625,-5.26273761428734,-5.58664416129528
O00442,NA,NA,-8.84222654069491,NA,-7.7574060133747
Q13136,NA,NA,-8.34144589493604,-7.34064225787083,-6.31413703170229
Q6PCB6,NA,NA,-6.21133328257753,NA,NA
P52757,NA,NA,-5.64660537238061,NA,NA
Q02818,NA,NA,-5.25106848215699,NA,NA
Q5H9F3,NA,NA,-1.64040461211429,NA,NA
Q5TKA1,NA,NA,-4.04928613916536,-3.40348543578823,-3.11360952901184
Q03426,NA,NA,-8.81753425007646,NA,NA
O95271,NA,NA,-5.49515467429466,-3.79144542050667,-3.55180347647289
Q92667,NA,NA,-5.58457261817594,-2.88928570854012,-8.48984196362304
Q05048,NA,NA,-6.99873387356906,-3.82784813359889,-5.40296039231026
Q9BQ67,NA,NA,-5.67659253012339,NA,-8.82284732918053
P10074,NA,NA,-4.53929048660738,NA,-3.31060531622919
O00193,NA,NA,-7.89695755266054,-7.87266023992781,NA
P52756,NA,NA,-7.22710101778264,-4.13839194819212,-6.61273663136297
Q9Y3P9,NA,NA,-8.39133820019981,-5.21416279966513,-6.19837100637835
P19838,NA,NA,-6.0327365079719,-3.83279614471818,-4.30489919492291
Q8TBN0,NA,NA,-2.94777388741319,-1.41079321028686,-3.88725515547218
P61421,NA,NA,-8.46769150956149,-7.29664741114249,-7.97885830525424
Q9BVG4,NA,NA,-7.79665924524134,NA,NA
Q8IZ21,NA,NA,-6.99372716845344,-4.63981147651529,-5.20832810224915
P09622,NA,NA,-8.87669920086725,-7.60126454908503,-7.83914022865686
P20936,NA,NA,-8.81707552336866,-5.87674777336534,-6.87158623197394
Q15777,NA,NA,-8.45973719348443,NA,NA
Q9P2H3,NA,NA,-4.14797573342324,NA,NA
Q13618,NA,NA,-8.49374130334276,NA,NA
Q9BVI4,NA,NA,-6.69333063337339,NA,NA
Q96RY7,NA,NA,-7.5070320597839,-8.44012509376954,NA
P36915,NA,NA,-8.60757614350558,-5.6124494310789,-6.28312721893086
P05771,NA,NA,-7.12212116163883,NA,NA
O60934,NA,NA,-4.88724766059301,-4.52481780608083,-8.63399839031445
Q8WZA2,NA,NA,-7.61378617920078,-5.70285623780325,-7.83544652771449
P21281,NA,NA,-8.70721304341799,-5.31582438855152,-7.48991855101467
Q09328,NA,NA,-7.59761789561138,NA,NA
Q96EK9,NA,NA,-6.30902815290018,-4.36544137955998,-4.36144663148063
O43432,NA,NA,-8.73064594545402,-6.46592151184603,NA
P54619,NA,NA,-8.52082234954201,-8.61053994680097,NA
Q8NE71,NA,NA,-8.95854563844125,NA,NA
Q9Y6K9,NA,NA,-4.63810905620306,NA,NA
Q2VPK5,NA,NA,-7.99456389114216,-7.70660752801451,-8.70948023194833
Q9H1A3,NA,NA,-7.6109406250106,-3.69706572081367,-4.60323602487407
O60879,NA,NA,-4.04285741281816,NA,NA
Q14185,NA,NA,-0.0088638133954652,NA,NA
Q9NWH9,NA,NA,-8.95040225489438,NA,NA
Q96PV6,NA,NA,-6.13155954300271,-3.45259131433732,NA
Q6NYC1,NA,NA,-8.25965433120794,-7.42045740884376,NA
O15034,NA,NA,-8.73872840275115,NA,NA
Q8IVD9,NA,NA,-8.87159694690143,-7.26437270430156,-7.24684513392653
P55769,NA,NA,-8.69956458357777,-5.53043187757066,NA
Q9BV86,NA,NA,-4.59438441777545,-5.37460216926544,-6.51401130135919
Q9P2K3,NA,NA,-7.32628426245616,NA,-7.24089985941962
Q7Z5L9,NA,NA,-4.04722520354564,0.0300483184098184,-1.05972009860555
Q6ZVM7,NA,NA,-6.69090296263381,-4.25723331593118,NA
Q53HC9,NA,NA,-4.95109667059633,-4.72453658961031,-5.06411157621132
P24534,NA,NA,-8.75316920318201,NA,NA
Q8IXS6,NA,NA,-4.15135316962999,-5.77111791812762,-6.74937902410254
Q9Y597,NA,NA,-0.649271667004469,NA,NA
Q5TGY3,NA,NA,-8.76966220798473,-3.43504032252939,-3.40160561431272
Q9BSF8,NA,NA,-4.8191913280683,-1.55121551692283,-1.8720600233616
P13994,NA,NA,-7.20985835100293,NA,NA
Q9H2H9,NA,NA,-2.45882188433507,NA,NA
Q9NPL8,NA,NA,-5.37938667388327,-4.72233630018271,NA
P22670,NA,NA,-6.73763711385635,-5.24479784828084,-5.17350997540793
Q9H6V9,NA,NA,-8.75034817713274,NA,-7.19628159348966
Q7L2J0,NA,NA,-8.20570529252164,NA,NA
Q12933,NA,NA,-4.32204357210645,NA,NA
O75530,NA,NA,-6.91211786960207,-5.10456241170614,-4.02380836250238
Q6NTE8,NA,NA,-5.41077942059803,-2.35911144761786,NA
Q9BZE4,NA,NA,-8.88916723302109,NA,NA
O00445,NA,NA,-8.3987413073183,-4.81478108492593,NA
P04179,NA,NA,-8.58514083522671,-6.60319578259929,-6.04379560967569
Q6ZT12,NA,NA,-8.72799259842042,-3.96297068404727,-5.67694625991854
Q8TDQ7,NA,NA,-4.78116546964286,-6.6784066941696,-4.62022769519686
P17568,NA,NA,-6.48242790066891,-7.06040474646477,-7.37104433984307
Q99961,NA,NA,-6.5037370516615,-7.54651130647484,-7.0346640909946
P25116,NA,NA,-1.71503290395156,NA,NA
Q96S15,NA,NA,-8.67361601840634,NA,NA
Q9H9L3,NA,NA,-6.65856227291966,NA,NA
Q15773,NA,NA,-3.75906851705806,NA,NA
O95631,NA,NA,-3.49280048412471,-2.81328488367831,-1.81342893310254
Q8WVJ2,NA,NA,-6.45821893547089,-5.21467366686486,-6.55066626600038
P62820,NA,NA,-7.89643770577109,-7.72843794602143,-7.70625067669773
Q8IW41,NA,NA,-3.1753253985299,NA,NA
Q86V87,NA,NA,-3.11967176573586,-3.30292930666005,-1.49785728621627
O43824,NA,NA,-5.02586432673987,NA,-6.79944459485383
Q8N4N3,NA,NA,-6.21271842441776,-5.36911503232339,-5.17383350395075
Q6NUK4,NA,NA,-5.94075529518262,NA,NA
O43399,NA,NA,-8.9016023901176,-8.34067404511587,NA
Q96EP0,NA,NA,-8.08134829538517,-8.4112449032519,-7.53149483780378
P31946,NA,NA,-6.38308705732002,-8.11215376733253,NA
O75608,NA,NA,-8.56295892376294,-7.79638286250829,-6.79098943595739
P58107,NA,NA,-5.35721016865539,-4.13269632308883,NA
Q8NBF2,NA,NA,-8.38283227069724,NA,NA
Q6ZTN6,NA,NA,-7.16233410517722,NA,NA
Q9UKJ3,NA,NA,-3.79574461269928,-4.37552143775767,-3.37678442363388
O14683,NA,NA,-8.46286963799288,NA,NA
Q92963,NA,NA,-4.47203114931729,-3.34644427326883,NA
Q8NDX6,NA,NA,-4.43077081640262,NA,NA
Q8WYP3,NA,NA,-4.41715622020821,-3.0547448910123,-4.05343913740361
Q9NVF9,NA,NA,-3.59609757621096,NA,NA
Q96MW7,NA,NA,-8.48718219172806,-4.38975007649845,-4.48983559511483
Q9NPF4,NA,NA,-6.89857929218556,-7.72968508503036,-7.72266559859536
P28370,NA,NA,-7.70862326753836,-4.52049852307128,-5.75524916747344
Q96L73,NA,NA,-4.65632095837999,NA,NA
P48637,NA,NA,-8.61808461124111,-7.57799466128486,NA
P39019,NA,NA,-7.12768881636662,NA,NA
Q92854,NA,NA,-7.22705741670071,NA,NA
Q15833,NA,NA,-3.26235873537901,-2.0071251250954,-2.6053835042152
Q9UNM6,NA,NA,-8.69879003397518,NA,NA
Q9BVC4,NA,NA,-4.04463757410849,NA,NA
Q13011,NA,NA,NA,-6.58360147388002,NA
Q7Z4V5,NA,NA,NA,-8.17391072577944,NA
Q9UIF9,NA,NA,NA,-4.9432347650418,NA
O94921,NA,NA,NA,-4.07204703446052,-4.98195006155558
Q5ZPR3,NA,NA,NA,-6.69528934199342,NA
P27695,NA,NA,NA,-8.66382621459175,NA
Q02252,NA,NA,NA,-5.13666789570621,-6.48008757945172
O14525,NA,NA,NA,-4.83891199442451,-4.82557992000894
Q8N766,NA,NA,NA,-5.66863048069286,-8.27116184021365
P62241,NA,NA,NA,-8.2829630849978,NA
Q9UL15,NA,NA,NA,-7.14864729435602,NA
Q09472,NA,NA,NA,-5.1518406054963,-6.15186970108413
O95848,NA,NA,NA,-6.95468349891354,-7.18858998443483
O15550,NA,NA,NA,-1.98682517178191,-1.32309662612366
Q8NEU8,NA,NA,NA,-5.1987627783066,NA
O95487,NA,NA,NA,-5.3360740138313,-6.09494466303267
O14924,NA,NA,NA,-4.32332776047823,-7.00741767394207
P61225,NA,NA,NA,-7.97258732813509,NA
O43296,NA,NA,NA,-1.81713084225762,-2.17387679979619
P04156,NA,NA,NA,-3.50548472374613,-3.78890891110278
Q96DF8,NA,NA,NA,-2.4708587670285,-1.91272965032031
Q9GZY8,NA,NA,NA,-3.8036802009538,-4.91797637884927
Q99459,NA,NA,NA,-6.974947679446,NA
Q9BYD1,NA,NA,NA,-5.08179736869878,-6.04339026846283
Q92574,NA,NA,NA,-4.59582740011971,-4.83355703289731
Q9HD26,NA,NA,NA,-3.62154372910144,-6.42081301308011
Q9NRF2,NA,NA,NA,-3.94254963586998,NA
Q9HCQ5,NA,NA,NA,-2.16639890494736,-4.1328684243354
Q09019,NA,NA,NA,-2.49786089364547,-3.94501818052679
Q96AQ6,NA,NA,NA,-5.4340013603487,-5.06478830481819
Q9H7B2,NA,NA,NA,-7.21917609331294,NA
P17028,NA,NA,NA,-3.05140998261423,-3.57899010504198
Q16560,NA,NA,NA,-5.02330408831311,-4.71246538156864
Q9UFF9,NA,NA,NA,-4.17011176849723,-4.35702673695114
O43854,NA,NA,NA,-8.18463908475059,NA
P30086,NA,NA,NA,-8.33926597295975,NA
P15289,NA,NA,NA,-7.17780519183802,NA
Q9Y4F1,NA,NA,NA,-5.54745856846661,-6.3199447851952
Q92692,NA,NA,NA,-5.19491668324648,-4.42800708485926
Q9Y4X4,NA,NA,NA,-2.75592421311465,-2.87089494835865
Q9BRR6,NA,NA,NA,-5.63198430669715,-6.38178764393299
Q15904,NA,NA,NA,-5.42765316067315,-5.55251679493067
P49815,NA,NA,NA,-4.338730998859,-5.48225524236876
Q96RT7,NA,NA,NA,-2.67563698862003,-3.48722150133881
O00487,NA,NA,NA,-6.34948126683679,NA
Q8N9R8,NA,NA,NA,-4.82818540874731,-5.38163326648007
Q08AM6,NA,NA,NA,-5.01749684182987,-7.13695293303294
Q5GH72,NA,NA,NA,-6.01834357805846,-6.78934678461357
Q5T8D3,NA,NA,NA,-4.16572157192959,-4.54356763252519
Q12923,NA,NA,NA,-5.68789827870096,NA
P54098,NA,NA,NA,-5.13573102584335,NA
Q68CQ4,NA,NA,NA,-4.09167133919213,NA
Q9Y5E9,NA,NA,NA,-4.64739085817944,-5.92495609016362
Q8TBC5,NA,NA,NA,-4.33476406882605,NA
Q7L2E3,NA,NA,NA,-6.73914797444808,NA
P45974,NA,NA,NA,-5.7526458902016,-7.79340075305991
Q9UK99,NA,NA,NA,-3.43237581595028,-3.58527674844754
O43169,NA,NA,NA,-5.36736197675021,-7.45387345864269
A7KAX9,NA,NA,NA,-6.00428736844753,-6.99761478606182
P15622,NA,NA,NA,-3.35008088936894,-4.23123491990978
Q9UJ14,NA,NA,NA,-5.92745386867603,NA
O43524,NA,NA,NA,-3.2419881089272,-3.57489905509586
O95140,NA,NA,NA,-4.24373966653722,-7.96178277888612
Q96GQ7,NA,NA,NA,-5.73133238501617,NA
P58004,NA,NA,NA,-6.13717907442579,-6.64462794436041
Q15650,NA,NA,NA,-3.4065803008335,-3.42233457629757
Q14697,NA,NA,NA,-6.82579722166383,NA
