PG.ProteinGroups,P0,P50,P150,P300,P300_24
Q9H9T3,-23.2534966642115,-5.98461097092784,-4.86167509228948,-3.40843779637856,-4.64484652818207
Q12852,-23.2534966642115,-4.96357656888393,-3.71585676036959,-3.10733532087839,-4.74893402483668
O75347,-11.8292984502848,-7.48625045996906,-7.98725140329459,-6.53950829371051,-7.12438086522607
Q86X27,-3.86209935351781,-2.71476207539102,-23.2534966642115,-3.56877285938969,-3.47556805012257
Q12824,-6.19675153216728,-3.77394218925916,-2.84721238790679,-2.82659301285828,-2.96886593474022
P07738,-11.5430084611915,-7.02599067405163,-5.40187745907479,-4.65882472859859,-6.70651886510119
P10586,-11.4511226767038,-4.29007588749401,-3.69734710519683,-2.52190276555012,-2.62303418436919
Q99856,-23.2534966642115,-4.33478066866745,-2.72734683991552,-2.33621625261092,-3.53987916696658
Q9NWS8,-3.99711168109889,-13.604167107973,-6.62764059007683,-3.77597257859156,-6.91545544289763
Q15717,-11.3666960818115,-5.26716097595115,-4.38565090566991,-3.99237061856577,-6.01981176813264
Q6P1X6,-10.894823656036,-5.84349369734319,-5.10841345927608,-4.47094254700573,-6.27071065122766
Q9BXB4,-8.73272736083073,-4.09326621328532,-4.13625879394767,-3.83649268278218,-4.40468114546618
Q9C0C2,-11.3955411220224,-5.55840138795203,-4.3840287231924,-4.15093768759551,-5.83342781145585
Q5JSZ5,-13.2299576110275,-3.91986407959748,-3.03455440516779,-2.76425791585166,-2.92714286198623
Q15048,-10.0830352970688,-4.97808162088447,-4.15167502527825,-4.27370187359044,-4.51700951928942
P59998,-9.73167902939797,-6.14975605735841,-8.83426719755076,-5.69453128777407,-6.13263966910629
Q6NUM9,-11.421068495214,-5.41168081923534,-3.71404117340462,-4.52459581280921,-5.51974264674891
Q8IXQ5,-4.79558128010493,-2.74139742897418,-9.25750428702855,-3.1459740420689,-3.14425717718432
O00170,-9.94626973776193,-4.81018866477953,-6.12489560682731,-7.72559798300312,-7.94076666691598
Q9H4L4,-9.68989523015968,-4.13217811914509,-3.52245082842451,-3.51609288404004,-4.01299562625228
P30876,-23.2534966642115,-5.2654024648018,-4.01972164962304,-4.07096332405243,-4.47696099938182
O00743,-23.2534966642115,-5.97423624358729,-3.62243595862904,-4.67212874966755,-5.0678381840763
Q9H3P7,-23.2534966642115,-6.66563619382076,-5.4752667865319,-5.11305099753376,-6.59957122805176
Q13003,-2.07754754820707,-23.2534966642115,-2.64107149152847,-2.97039326077495,-3.45935037374529
Q9HCM3,-14.5090217552294,-4.26010637853744,-2.90071430910126,-3.45924090049698,-3.92648380989089
Q9HAT8,-16.4687069593868,-4.30680028272292,-3.14836193581213,-2.54452025229381,-2.74800929166984
Q92845,-13.6164983983933,-3.89605920804386,-2.83740501193351,-2.68738329587604,-2.89573836904086
Q15643,-11.4375479149797,-5.20659104437158,-4.03125077564562,-3.76772225489429,-4.73660918841059
O94766,-13.275174134217,-4.15324823931391,-3.4765587763433,-3.51084775476638,-5.04375992548269
Q92562,-5.20642079088241,-11.1148727170855,-5.3831365899519,-5.02796195494008,-5.19188706030521
P78324,-2.63305768478578,-3.59273223926613,-2.13497626169815,-2.57649558163611,-2.32493394810143
Q9NR28,-13.5937274170471,-5.88311297340479,-5.30939925938341,-5.10753923807002,-5.85938021939783
Q59EK9,-17.3571197760035,-4.95847764614965,-3.72815254275544,-3.45402904322173,-4.44919860857599
Q15067,-13.3825022852898,-5.34079636750513,-5.00864640142928,-4.4656094696234,-5.36172294803278
P30040,-23.2534966642115,-5.2084846994019,-4.94014895257962,-4.60164293592252,-5.2559432171122
P0CK96,-1.97699496924129,-1.022859776492,-0.648670543643107,-0.292273332536694,-0.309252729188468
Q9UFN0,-5.98137958207699,-12.945740641146,-11.939334135032,-9.44100069235348,-9.31204740011875
Q9BSV6,-7.44924196598326,-4.24934335443932,-2.14389539301838,-1.74697486268161,-2.2449015452771
Q7Z7L7,-13.1527907066029,-4.0086836291234,-3.37195710292336,-2.62390949124549,-2.72586839821253
Q86WA8,-23.2534966642115,-5.45755187983302,-4.78461353698312,-3.26038868237896,-3.44463024709679
Q9Y4W2,-8.19123212771022,-13.3297496233817,-23.2534966642115,-11.7439495788262,-23.2534966642115
P49458,-23.2534966642115,-4.16400183857351,-3.59141883610578,-3.23057707962317,-4.2344163700125
Q15631,-9.34066650683627,-5.62995979009043,-4.73060552994804,-4.60673737740327,-6.72411301098619
Q9UKG1,-8.13064008281412,-5.86745666137339,-5.55477999683553,-6.44457771662958,-6.89030530111208
Q8TBP6,-12.0733153603058,-6.69464490688431,-6.55666370277568,-4.45943736769495,-6.17610405553797
O60299,-12.4677718701305,-2.61524770125118,-2.35054375391082,-1.04586524896555,-1.32544551825017
Q15120,-11.9505278433025,-4.36265402188697,-5.38494898427231,-4.78373852298266,-5.28595777693562
Q96DM3,-1.36915718734513,-1.93987218980273,-2.23417883870932,-2.81755152886135,-2.95640989587108
Q14534,-4.53033478738243,-12.7054545418123,-13.2189897021368,-4.96267176339066,-11.6160733672438
Q9UBI9,-13.760852038566,-4.36296671796964,-4.54428356641841,-3.45298384832475,-4.09179200936229
Q8IYT2,-13.0762208044041,-1.14266774504397,-1.08440688147907,-0.809606353241008,-0.632404863577097
O00213,-13.0203096382727,-3.17111054971373,-2.93491249417893,-2.0102860907681,-2.79023173752253
P04843,-11.6626609068028,-5.79838615535844,-5.89703083949495,-4.83375748856561,-7.42819727339
Q08629,-13.129011681603,-2.82643539277215,-2.11630356303214,-2.11833371077851,-2.01577674815585
P61916,-13.0689755213071,-8.92668390955924,-7.42910356428144,-7.5907992538772,-7.26420898340125
Q8NEY1,-11.7942444500874,-4.24959685720864,-4.91308616100943,-3.6088011993064,-3.89310343032621
P98179,-2.84062753731546,-4.56271800839451,-3.00539868819452,-3.41250909160547,-3.99761705293868
Q6KCM7,2.54023974226028,3.83600279182212,3.41497126729082,3.51144736256748,3.27678247258626
P54756,-2.73064601693879,-0.511684577815611,0.0586504218142621,-2.37714838818951,-2.77307324658034
Q96SU4,-12.5783893873136,-4.54339514291027,-3.9096934688766,-3.67904998159145,-4.59217520091827
Q9NW61,0.0813638270479647,1.07568459127746,0.244825067022277,0.25460496198869,0.137782831144123
Q9UBF2,-12.4835740160599,-6.47325533583616,-6.1997983872966,-5.9808368130388,-6.25324312948371
Q9GZT9,-23.2534966642115,-4.9066288071886,-6.4172566347815,-3.47639613346583,-4.25812031718507
Q14108,-23.2534966642115,-5.40950269604198,-5.10486520032634,-4.60112207997242,-6.54181932940056
Q9NUM4,-4.33724602216665,-2.71922260832325,-2.54561437240186,-2.06381412686645,-2.86548450087923
Q9UNF0,-16.5408002968538,-5.934936587156,-5.5729253060302,-5.81947774404723,-6.1505710253163
Q8NEZ5,-23.2534966642115,-5.9502322523488,-4.67569565969628,-3.44123300695755,-6.79170851965297
A8MW92,-12.8694861890318,-4.89700531451594,-4.58954522346983,-3.96795139672305,-4.29386758452696
Q9P2Q2,-23.2534966642115,-7.67248421627982,-4.32914076353109,-7.0413193428335,-7.01598026282697
Q8IVU1,-13.9425622837446,-4.94762145594938,-3.22295816685203,-2.97391052324625,-3.16210523655672
Q2NKJ3,-1.12059570135345,-0.423214715148996,-11.3913130668071,-0.531423214552368,-0.531142739578073
Q99569,-11.8996558182207,-3.12014866428695,-3.56548210498968,-4.07492750293425,-3.07872527940633
Q9UPU3,-5.1243524546853,-3.53075997838878,-2.73984105874834,-2.06337820352101,-2.14165462140103
P17706,-5.41466822400543,-2.75279524643042,-3.34517304349319,-2.84917689500999,-2.68856367823243
Q96EZ8,-13.6046136552338,-3.26013089504944,-4.10034060716616,-3.29293428742137,-3.91383279546625
P09001,-7.46101791446636,-3.18256900540812,-6.32054731632142,-3.63568919836945,-11.2704633842183
Q96ST3,-11.6990971840319,-4.66942419923013,-3.57558898398528,-5.68484897183523,-4.86932281693394
O14522,-13.5123475654718,-4.44367160909015,-3.3421126441117,-2.75792358391432,-3.06425846414873
Q6ZSY5,-12.0266310436704,-5.15117181412174,-4.81095481671546,-4.51035733820699,-6.6968748601219
Q9H1B7,-17.1146123127835,-4.81910244009915,-3.86365280470661,-2.67989777700355,-3.8424956652682
Q9NYB0,-14.8904636606101,-5.14318076096072,-5.1525882711069,-4.44795987536657,-4.60941628475886
O15027,-15.8976866953263,-5.24532979454219,-4.48465135839502,-3.63456511699524,-4.4124383536278
Q08379,-23.2534966642115,-4.4529485994653,-2.84414957317438,-2.96199049350363,-3.66233316099754
O14782,-23.2534966642115,-1.04288136898592,-2.80409454527899,-1.97090608013377,-1.64462495038754
O60216,-12.6868683004809,-5.53321134239072,-4.20269663038075,-4.01304797308235,-3.62877649920863
Q9NRG7,-23.2534966642115,-6.55202448419215,-5.65171754858471,-5.64286377751564,-6.92678849289994
Q8IZD9,-12.9553581787282,-5.83099988914008,-5.40166238731655,-5.96549639333892,-6.90809972162076
O60858,-7.61766044890947,-3.87519149729089,-2.62501117986914,-2.76132676750789,-2.84959443274314
O14733,-9.06528687586146,-3.00617382706273,-2.16041536065231,-3.69971291990058,-3.16541786245863
Q8N5H7,-12.2143791927228,-3.21478068693891,-2.82069296953911,-2.91257831977888,-3.38810091635684
Q9UKA4,-11.4267907977056,-3.66001778633457,-6.37399307389045,-5.34388671108835,-3.96235721108157
Q8IXV7,-23.2534966642115,-4.71144463666807,-4.16727160319307,-4.14008610990356,-3.81675049169593
P78310,-12.074757721551,-7.40558847721584,-8.12105648055431,-7.69697157317851,-8.12175233246004
O00571,-23.2534966642115,-4.49355298112197,-3.1166329739441,-3.11625201266667,-4.62405594456908
Q8N5C8,-12.5078406618184,-3.85389531330896,-4.98724436721541,-3.07797575677705,-4.57950683262334
Q9Y2G5,-2.93219867848893,-2.09045517625463,-3.00431982086036,-1.94025335780924,-2.0010383194025
Q99523,-4.63072678488966,-0.96764018279617,-1.88874040630787,-1.84265858984757,-1.82319627472998
Q9BTY2,-4.84970462892776,-14.3190371086819,-23.2534966642115,-6.4359183305508,-7.42240661231401
Q10471,-6.54139841493819,-3.6700868016593,-3.35315238504315,-3.01391947179481,-2.93284382457272
Q9ULP9,-13.478340716856,-7.20734298904544,-5.39298643408136,-6.66202982125426,-7.04656430447688
Q9H5H4,-23.2534966642115,-4.46908973794716,-3.66801081722647,-4.06881135814076,-4.2456539837375
Q9BYP7,-18.4165578485222,-5.96084955411311,-7.71159660306778,-4.01289782315359,-5.89255070360363
P51692,-5.94894638933722,-2.533489240993,-3.07609441011581,-2.42309068346377,-2.75630424343602
P30533,-23.2534966642115,-5.1294747342016,-8.8483013890198,-4.22324585651895,-4.69734554471675
Q9NQX7,-12.2639460387707,-4.38659381477062,-5.57056382762468,-6.5009395566244,-6.51014852285155
Q92609,-7.14958591861708,-3.34737341572812,-2.9897642076764,-3.47402803465021,-3.34052930633363
P49736,-3.4505534111927,-5.2819680777961,-10.3971532570627,-23.2534966642115,-23.2534966642115
Q9NUS5,-23.2534966642115,-5.35775773411935,-4.31382612083932,-4.59918344902949,-5.2383097736772
Q92734,-6.91315100462417,-5.18919573743272,-3.46647190228892,-3.28587319392564,-3.67211832466052
O60716,-13.7552725184085,-5.51368163363183,-4.27168704815873,-3.81127190148217,-4.35903593032793
Q5TCY1,-12.6095031788517,-4.45713316891901,-3.77062246734188,-3.50891125775887,-3.58401402576184
Q9UG63,-14.6885366979312,-5.08953469395147,-5.52114669627783,-8.61177042000539,-7.53181793343889
O94991,-12.7730004967652,-3.32515582472952,-2.45715210479145,-3.45150358937233,-3.97683824483961
Q15070,-23.2534966642115,0.0277568572185903,0.0421415647523087,-3.20678375276955,-4.09212393084829
Q9BYT3,-6.49381449105505,-3.83207830413667,-4.57104785103992,-3.79705606446859,-4.79494509822114
Q15393,-12.7901988163783,-6.35588184229217,-6.40882233174611,-5.88989923028358,-7.52786204463178
Q96E11,-7.69360210075793,-6.08789093037592,-6.26545280453231,-4.95988092764021,-5.80841059302592
O00192,-12.8773615374857,-5.11020484420869,-4.4316843303042,-3.86120764871607,-4.0075682818804
Q8IUR7,-12.9967063510015,-6.11112218692752,-5.47517749293983,-5.65944959644146,-5.00785197912455
Q8TEY7,-6.14919716731456,-3.43453991150935,-2.78748520860611,-1.71324060414909,-2.57263633663772
Q6IAA8,-23.2534966642115,-5.6236780865893,-4.51676721896247,-5.03725567635505,-4.95919215542103
Q969Q5,-8.30930252467953,-4.52790548731001,-5.8393477023688,-3.60644313168883,-5.8656994393132
Q06210,-11.6430902667168,-5.15900234208803,-3.22773100905332,-2.54131465242536,-3.18573772877317
O14763,-4.42044336806463,-3.17013490657736,-3.58685014132735,-3.64537163223615,-3.64294522914432
Q96N64,-11.8151717701644,-5.27645330462348,-5.07214857406704,-2.89526680422568,-2.74797556389592
Q13115,-7.48602113456216e-05,-23.2534966642115,-23.2534966642115,-23.2534966642115,-2.05882383479424
Q13685,-6.80265888331328e-05,-11.0143082733487,-12.075989288171,-12.0724620038164,-11.6358396223688
Q9BXI6,-3.71838505868483,-23.2534966642115,-13.9760805963908,-5.13538851568232,-5.56477343781163
O95983,-15.8183619826675,-4.74107201847988,-5.72728035081996,-3.99342045792857,-4.94454771623194
Q9UJC5,-23.2534966642115,-8.55525611145813,-7.33421248649958,-6.52252971518662,-7.30972880496379
Q9UHG3,-16.196565460186,-6.12607580896037,-6.18771493994068,-5.60119353523315,-5.85168199820222
Q8TDN4,-3.15240952206671,-1.53832152743452,-11.9522273771095,-3.20137391827677,-1.09692239793256
Q674X7,-23.2534966642115,-4.64542930202201,-4.18862875322668,-3.6944538245659,-4.16101311701959
Q13480,-5.56706645599643,-15.0758942161066,-4.9414266791708,-5.9266914692751,-5.97083045201585
Q15633,-2.07090274402118,-23.2534966642115,-23.2534966642115,-23.2534966642115,-23.2534966642115
Q6ZT07,-18.4484818405448,-3.66679803145119,-2.44930034306718,-2.14926090579815,-2.2090548794794
O95057,-13.5125807198489,-6.66303444144544,-6.84644232931775,-4.00714217362852,-8.28291486095205
Q9HBU6,-17.9428022799732,-3.10073940550088,-2.53441241106687,-2.47682765536553,-3.30586882269368
O95639,-5.16805217085981,-3.86140618549143,-3.91141167196129,-3.5865553718673,-3.86695650592395
Q96HS1,-9.07526708071589,-6.95525593428501,-7.61510448105947,-7.12950098985955,-7.79911694340892
P17405,-8.99457584153666,-5.83238470373935,-4.99600744714706,-4.60500734345781,-6.47852951268062
P35237,-4.429060619536,-3.54373852512768,-4.26904570496502,-5.83961683510676,-23.2534966642115
O95025,-0.0610525680951574,-13.8686330129627,-23.2534966642115,-23.2534966642115,-23.2534966642115
Q7LBC6,-15.539237244836,-4.89134688135337,-4.68292268806404,-5.03460619661832,-6.62531741122702
P35232,-12.3544305825635,-7.37959231516257,-7.92655620365738,-6.28169839365853,-7.31584670237697
Q7Z5J4,-11.9086306578988,-5.58854554443287,-4.9415608668335,-5.03858588260231,-4.96974431978865
Q9Y6E2,-13.1334786668655,-5.36873141315988,-4.10323841811534,-4.83798045171535,-5.2331194057786
Q86U90,-14.607518141103,-6.53336771264564,-6.03578114404229,-4.67072483379993,-5.00987340990176
Q92841,-17.0238201381848,-7.70687395029509,-5.68093931499187,-3.97063300518,-7.85715266683537
Q9BTC8,-7.6772034355518,-4.92783000975455,-3.4033065936425,-3.61986036774782,-3.7543393360394
Q96GD0,-23.2534966642115,-6.49992400751581,-5.76130769875178,-5.38741482308949,-7.88827324163504
Q9Y2I8,-17.1347664165525,-5.6747894786888,-5.18226578424502,-5.95908038191604,-6.72795099984861
P18206,-4.13208874012901,-11.6685110846008,-9.01243682267094,-10.0353281196281,-10.6981210269012
Q9Y5X2,-5.20904981836658,-23.2534966642115,-23.2534966642115,-23.2534966642115,-16.4336166428157
P22314,-14.831992094728,-7.79713915502238,-7.95836796566778,-7.96349963886141,-8.93511588121729
Q6PIJ6,-12.834933809605,-4.17005100531479,-3.61949116192366,-2.01702959213472,-3.06790824469723
Q9ULJ7,-14.1208129120426,-6.2656070421022,-3.99481965087444,-4.31354051240183,-6.09815163265382
Q15025,3.3936368995068,-3.41854820965268,-2.95433103970064,0.678365904325058,1.67852823192396
O95405,-11.7926757718861,-3.23183292079015,-3.06581460027856,-2.30711346358502,-4.09365063004362
Q9Y5B8,-13.052829875377,-5.01772681997034,-4.71904583695377,-3.29492349179611,-3.29302002074036
Q9UI36,-10.5422572472054,-5.25936876171023,-2.51786410524585,-2.322333491409,-3.15005568366875
O76071,-1.69160237127054,-3.4632348944297,-4.97316455883465,-3.40834258220445,-4.14164912690093
Q5TEA3,-15.9822253944169,-3.62755046463987,-3.68190859911431,-3.41119853095837,-3.15663528258882
Q86WN1,-6.08121613301127,-0.547519974143622,-1.60715256665665,-11.9463497615162,-4.139863869584
Q8N5J2,-13.4425600559981,-4.12770568051773,-3.3779634351721,-3.51902851827944,-3.42525411433402
Q9H165,-14.5133322768817,-3.18139669535745,-3.06700591926707,-3.73520570829475,-4.23489863030402
Q9NUQ8,-4.62408130272864,-11.41774695629,-4.22454038749291,-2.9227740803496,-3.74460444309686
Q8WU76,-23.2534966642115,-6.32030583508822,-6.19917807021842,-5.9860469961877,-6.58634439528706
O95825,-3.52452482203589,0.0362067151526438,-2.59095440312244,-4.41990613181204,-4.74916252409079
Q6IQ55,-23.2534966642115,-5.685700386265,-8.27050498522815,-7.22868390109859,-3.87547412918763
Q96KQ7,-13.3752548277229,-3.77583406441666,-5.12601675768032,-3.72640692826328,-4.04054174863877
P23743,-14.0886975283882,-3.25280330403622,-4.44336341124644,-3.26470389071113,-3.46722533420768
Q9UID3,-13.6802720829396,-4.73287642945253,-5.95828342355532,-4.64259512554058,-5.65795756328857
Q9BUJ2,-8.98809883477356,-7.88353911273843,-8.0383839789295,-8.74199056664812,-11.5007856525122
Q5TEU4,-3.52090943175891,-2.90351839810362,-3.51342857717464,-3.17239261803054,-3.69917348977544
P78352,-13.9456018088363,-4.8901256477648,-5.73509689542621,-4.54385402288217,-6.62204557034238
Q9UHK6,-23.2534966642115,-5.74936321726173,-4.80047506538864,-4.65484715037311,-5.59855233416307
Q9UN75,-23.2534966642115,-5.34451936383814,-3.40376237922041,-3.19055945746016,-3.90460021335351
Q9BRJ6,-23.2534966642115,-6.11395534192576,-5.96156962910254,-5.28250990423148,-6.40413491491171
Q6UXD5,-8.26615441998733,-2.60431145922315,-1.68205712267023,-1.46867615644006,-3.94122712580447
Q8NC60,-15.6151034327413,-3.40315411122296,-3.71409753643159,-6.21146759223983,-5.6633673786448
Q7Z7E8,-7.26241948097109,-4.63471539325626,-4.19455647333728,-2.75975169571227,-3.93173765755082
Q8NDY3,-1.17724942886489,-13.0100341652746,-11.6264809095149,-2.80952190464083,-1.80825163633201
P32297,-3.85331338284456,-14.1092824067904,-11.83209212495,-2.03496983361569,-2.48831696409706
P18615,-10.8697915787857,-3.89805059591697,-3.03860725557228,-3.02660872935103,-4.43502999652816
Q9H8M7,-23.2534966642115,-6.1621508221332,-4.06840812400237,-5.57217199812975,-6.09496224856894
Q8NI60,-23.2534966642115,-4.90818876417087,-4.88777852153994,-3.82617393642148,-3.84404567549267
Q96C03,-14.7684163081712,-3.50799902802145,-2.7498602666999,-3.32755871956272,-3.72545311649276
Q9UJF2,-23.2534966642115,-4.25784378679228,-4.32915683380955,-3.64649061144961,-3.72742815347222
Q9H999,-3.66597238427455,-0.749153821271501,-1.26071530614244,-0.203744863469867,-0.774651578187296
P21912,-6.32942554616846,-23.2534966642115,-23.2534966642115,-23.2534966642115,-16.4512878818361
Q96EC8,-3.46607913830616,-1.99237043968089,-1.3663296496174,-3.17116404409654,-3.12062472839968
Q9UGL1,-14.327568649926,-5.22210057097009,-2.75724579840749,-2.70651425421906,-2.56468570159297
Q9HCH0,-12.7255760962171,-4.61330014160252,-4.17056722174858,-3.0288276862853,-3.52250849444197
Q9Y2X7,-13.1092059045308,-5.98362717246115,-4.93990957668006,-4.49475045973108,-6.29770269770154
Q643R3,-23.2534966642115,-4.47006841376051,-3.98027600685892,-2.74035205551368,-3.81934010893604
P82663,-23.2534966642115,-4.69850586927453,-3.96367207686745,-6.25851365996426,-6.14320993635356
Q9NYY8,-12.792993860059,-6.06781837938154,-4.49500591638785,-3.63542619141483,-4.45488805038241
Q86VP3,-9.31496694797773,-7.28488014362519,-7.56086778876057,-6.55480480891814,-6.25710115683727
Q9BZK7,-11.0386440848,-3.51434087601027,-3.52906418918368,-2.58676332400427,-2.58559791080231
Q8TF61,-23.2534966642115,-5.95874872145939,-4.55128679568589,-4.19580583181319,-4.98251304342857
Q99848,-23.2534966642115,-5.46509433175159,-4.60876411609944,-4.10622810514069,-4.7620435876127
Q99805,-6.12357395798424,-4.24795944366838,-6.98629929770177,-6.07842627733759,-5.39169856605248
A5PKW4,-13.1823974077712,-1.49854904666206,-1.68537904258827,-1.7317000031482,-1.73105559851608
Q7Z6M1,-13.1742465471627,-5.00595464532972,-4.21278991802295,-4.89359197429284,-6.95990268369323
O95168,-1.578732221885,-2.34699951137462,-2.33149274250437,-1.76259079812419,-1.71210896968056
Q9H0K6,-2.87322983470605,-23.2534966642115,-2.79482090742516,-23.2534966642115,-14.607779631421
P19388,-23.2534966642115,-6.99506881061186,-8.31636339097659,-6.98485938612334,-7.00349092193332
Q8NFY9,-3.45362977937876,-12.2282895742688,-3.34925650709696,-12.9124596976605,-12.0384761080072
P22694,-10.5866322626294,-4.74336085285576,-3.93506163050844,-3.74305141618304,-4.21543400386096
Q969R8,10.38713532004,1.14098576356375,0.631575567709492,0.474704235183854,0.76073487130462
Q9H1D9,-15.2040348194984,-4.53380624546371,-3.43100482936996,-3.83040864923377,-4.27522193254061
Q6NTF9,-23.2534966642115,-6.4397184517138,-6.74299521625389,-5.69294237848841,-6.69157944951944
P55786,-23.2534966642115,-7.49553037198197,-5.78261737185413,-6.06351922473216,-7.64556864313189
P61129,-14.9641939762987,-3.19423510085658,-1.90032362039484,-2.02265373375655,-3.39494583751545
P33316,-23.2534966642115,-5.41115110125164,-6.40790562820962,-5.36974247337445,-5.06077395608875
Q9BXQ6,-13.0758473370488,-5.03909492815089,-3.59758254751097,-3.30782747543338,-5.17546878539379
P20338,-4.40346865565929,-4.03399344653739,-4.87092652208828,-3.92718187744451,-3.81999497649407
Q8IWT6,-23.2534966642115,-5.77929203715199,-4.10520784525088,-4.48374633171301,-4.71979142261518
Q96F63,-23.2534966642115,-3.81980047401098,-3.43057346208339,-3.55630748701373,-3.7724005645556
Q08211,-23.2534966642115,-7.62883783099676,-6.40312504911344,-5.69149501106543,-6.53339426842321
Q6P1R4,-12.4661177689994,-3.93595864784821,-3.30834781018815,-3.69467380375254,-6.63300967122424
Q86VD7,-2.693408774065,-1.13127350966041,-2.73664475483548,-2.60964980230284,-4.75875716256998
Q96SB4,-11.5762186078449,-1.61189877519836,-2.02537535816467,-3.08301742717709,-3.29063653369796
P62380,-23.2534966642115,-5.72507002100074,-3.67956814789076,-3.61937670872509,-4.57557201914811
Q9H792,-1.73450827550203,-9.75045438262911,-2.51975091783127,-1.64319804985098,-2.89649594582943
O96028,-9.99917947609996,-2.8552732921553,-3.08069091911984,-5.78258967698175,-4.68983546462996
Q9UIC8,-11.9170109173815,-6.88680189429564,-7.11260545989597,-6.41412701618317,-7.29686202999433
Q9NWZ5,-23.2534966642115,-5.12922610180989,-3.9707045461772,-4.41780356084108,-4.34027604092972
Q96T17,-17.8918047379437,-5.3924879184438,-5.69083566842607,-5.24219162955823,-5.44809250840923
Q8N5A5,-11.9546181918817,-4.67808645858322,-3.82661384255376,-2.89894119184782,-3.82484347770366
Q9NPF5,-11.7149854636938,-4.4115900691195,-3.42175926493695,-2.7355010121055,-3.01180986846759
P18887,-3.35422117993409,-11.8997885119809,-9.67696873913451,-5.87447056637487,-5.89466866552882
P10645,-19.4451072631649,-6.79150061287045,-5.2148767101384,-3.5436395192112,-4.82722041152592
O75044,-6.9082640972265,-5.22150625970431,-4.12726353471497,-4.38192425257429,-5.64715271096919
Q684P5,-12.8838804967211,-6.57885437947185,-4.41187658383134,-3.59623886258872,-4.18469698714747
Q9NX40,-23.2534966642115,-4.27125094689522,-3.95037264957981,-2.88097354798481,-5.70034966989645
Q04837,-8.61330533395445,-6.17262336007825,-9.0447344993226,-10.104139875667,-6.0962387613941
Q8NCA5,-6.10414888745888,-4.69498712022217,-5.14100576086282,-5.50432349116622,-4.82989893237706
Q7Z4K8,-15.061908391206,-4.45977036524992,-4.62594596718481,-3.44815461885639,-3.79614124518953
Q14202,-17.8933474171348,-5.06659379969657,-4.01444927968803,-3.5418824033325,-3.92402496744576
P40123,-2.99543049395082,-0.34229235679555,-13.7680547571667,-2.59189687067329,-3.71525753789916
Q8IYR6,-6.39740438423362,-3.94973775796546,-4.34972186461401,-2.78363195728436,-4.00733559878563
Q9NR31,-4.58621589187077,-3.99850639839609,-2.96160211036304,-4.12350273836306,-4.63003245701162
Q86V21,-17.3266335443195,-5.54569057036909,-6.14674351224481,-3.55302945390587,-3.09441534503766
Q15102,-13.0551998228114,-6.69968911328706,-6.30277000076837,-6.46918457195137,-7.71735577569532
P50995,-23.2534966642115,-4.65747635354789,-4.00104727047368,-4.27100008851802,-4.61501187688323
O15260,-18.2143740492065,-7.28706372140262,-6.42244142078951,-5.98708860307442,-6.97252655136444
P62244,-6.51342551429678,-23.2534966642115,-6.03354918199945,-6.29194203565434,-7.82095726286918
Q9Y580,-13.0720636577737,-4.37536839640353,-3.91228138727626,-3.89924267828404,-4.05603588826331
Q86V59,-5.38219836385856,-1.11200657437917,-2.83021382438678,-2.20303056214386,-1.35060328429379
P51687,-4.1502023184041,-2.04897719360679,-1.83350717390338,-3.18855414264421,-2.96843674013428
Q6UXP7,-1.01005988908379,1.23248462888739,-0.258378322103475,-0.357328660123959,-0.214894880541712
Q9C0J8,-6.53426216852585,-3.85491151930734,-3.56945850628951,-2.40323749189038,-3.07450167514016
Q13257,-5.88845020756787,-2.65431504777667,-3.54293896329945,-3.00682311423767,-3.19292095197216
Q86TP1,-23.2534966642115,-6.88667059172516,-6.24212743767056,-4.55047417489952,-7.7545721997241
Q8NAV1,-23.2534966642115,-6.12981112284478,-6.24442154510548,-5.81575267616226,-5.18702575770332
O75864,-23.2534966642115,-4.23689069148525,-6.34056167814937,-3.15268818258206,-4.68971622144633
P63244,-14.7182661455366,-8.42758956485996,-6.08795276966107,-5.59724310962064,-6.04684152512827
Q9NV31,-23.2534966642115,-4.40445323011082,-6.05985602130628,-2.9752617219807,-3.50337537303322
Q9Y5L0,-11.6130900841966,-7.05722729882083,-7.44643706594061,-8.65333275243422,-6.74708062372206
Q9NXA8,-5.85602287670415,-9.59377863170944,-5.54232752177738,-6.12176612501698,-5.19671982537606
Q9BY67,-23.2534966642115,-5.84632349128561,-3.23905369253854,-4.11187949150959,-4.45643076421188
P36873,-23.2534966642115,-4.71189258072733,-4.17169638718186,-3.5202944053393,-5.66215825060629
Q9UQ16,-13.8717592536868,-7.54656028544273,-7.43577640053,-7.438530358244,-7.40525182169304
O15020,-23.2534966642115,-7.13018899509055,-5.49321494052085,-4.94891701234951,-6.80261908960682
Q9UKY4,-4.88216606977875,-6.36299513538412,-6.20172626960652,-5.835405330478,-6.30953063709275
Q5VTB9,-10.5102715791914,-3.11808404303117,-4.08370409961432,-3.56264348569944,-4.05740030495854
P49842,0.0526374080534195,-4.83383211276743,-2.18660909320158,-0.990692980568083,-0.343580332954166
Q6PI48,-4.94305312968874,-9.76194132748857,-8.38152882499916,-6.49295734112184,-4.34195107666414
Q5VWX1,-1.49983228507757,-4.70982604960499,-2.62246758208097,-4.41711332565443,-2.54405106407622
Q15382,-8.96896379548131,-23.2534966642115,-23.2534966642115,-8.958057457373,-23.2534966642115
O43173,-6.91870436122945,-4.73074938448607,-3.54270488311495,-3.17671142801604,-3.32178344119721
