PG.ProteinGroups,P300_24
P43681,-5.5700647598921
Q9UM13,-3.05834925735576
Q96SU4,-4.59217520091827
Q9BS26,-8.99790613821643
P18615,-4.43502999652816
P15586,-7.0693680417594
Q96JJ6,-2.75439436165163
Q9NT62,-6.8446222113428
Q96CT2,-3.51962375940583
Q9H7D7,-4.66253492120638
O43823,-4.15429560253358
Q9NVX7,-3.90425981621931
O43660,-5.60676016115475
Q7Z5G4,-6.09876483578398
Q92785,-4.25732151527195
Q15878,-4.15630343473281
O15126,-5.05554610901787
Q9BTC8,-3.7543393360394
Q9UID3,-5.65795756328857
Q96CU9,-4.81643504824201
Q6L8Q7,-6.75787809218589
Q9NRD5,-5.66493541058738
Q9BVL2,-6.19756587339975
Q9P291,-4.09014772906147
P14866,-8.3158292769511
Q9UNA1,-4.24279857646768
P56945,-4.13198817748349
Q9NRX4,-3.80290018474855
Q96K37,-4.72152306735226
O15394,-4.42423745514344
Q9HCJ2,-1.63402815020534
Q02252,-6.48008757945172
Q96GS4,-6.3717391951848
Q9BXJ8,-23.2534966642115
O60477,-4.86370017010552
Q13242,-8.02817344130614
Q96SZ6,-2.22360653301296
O43813,-6.87345234121096
Q6DKI1,-6.04320859171633
O60503,-4.7508654190105
Q08945,-6.07877950038246
P08579,-6.28428179006189
P62380,-4.57557201914811
O60568,-5.78097472591448
Q14681,-2.20196566717855
O15498,-6.34577028131265
O14787,-5.80426757329454
O60869,-4.29998450374408
Q13490,-4.14150852603588
A6NKD9,-4.71074911442383
Q9UKE5,-3.40319994792172
O95185,-7.11741686150609
P17041,-9.92110775413908
O95336,-6.45929400580413
Q9H9T3,-4.64484652818207
Q15102,-7.71735577569532
O95402,-2.60633072333523
Q96MP8,-5.53490281612078
Q9NW13,-5.39510763323374
P06576,-7.07918624225454
Q9GZZ1,-5.059939289712
Q4V328,-6.30863389671018
Q15120,-5.28595777693562
Q9UGI6,4.93858112572443
P55036,-4.87143712145285
Q9BXB4,-4.40468114546618
Q9UKA4,-3.96235721108157
Q96ED9,0.104402657535453
Q9C0I3,0.0091702845563739
Q99496,-4.3819836760875
O43602,-4.35416036072674
Q8IXQ4,-5.66207287887227
O75794,-6.23513005839858
Q7Z5K2,-5.06792201652208
Q9ULK0,-2.63871833938992
Q01064,-3.3661377150867
Q9UBT2,-8.53046818365671
P38405,-6.25713069884622
O95757,-4.4250735878426
P07741,-6.39972497822335
Q96PV0,-5.37999148257406
P54289,-7.20755166784362
P08069,-5.08288407213347
Q9C0J8,-3.07450167514016
Q9UQB3,-4.36567288217827
Q9BPY3,-6.44049515264535
Q15768,-7.21949241798443
Q9BQ95,-6.68927257096471
Q9HBU6,-3.30586882269368
Q9BQ16,-4.98373636993345
Q9BRS2,-2.49980096654108
Q86XS8,-0.949118235514055
Q9NZ32,-5.76217024519432
O43795,-7.45404927075453
Q5TC12,-4.50171471110368
O94955,-2.87198436548035
Q96T17,-5.44809250840923
O60296,-3.84375193413139
P18074,-5.51275951200518
Q13873,-4.29112195253045
Q99519,-5.64063596461504
Q9BZH6,-7.95484596673587
Q16875,-1.86829118795801
Q5VZL5,-5.1446087809271
Q96RT7,-3.48722150133881
Q9BQA1,-6.23843919713982
Q14669,-4.29315169694681
Q9P2E7,-5.85980506919401
P07738,-6.70651886510119
P22303,-3.11266531705375
P50579,-5.46085076158936
Q12797,-2.59908765432289
Q8IV38,-3.69158702021998
Q9NS40,-3.49241192976037
Q7Z6K5,-13.0859657381649
Q8IZ21,-5.20832810224915
Q9UBK9,-4.70971666945914
Q7Z2T5,-6.39632596140802
O15164,-2.86178666169906
Q13555,-8.28412531612082
Q9H3K2,-6.77769102697794
Q6PI48,-4.34195107666414
Q75VX8,-3.91069391602612
P06213,-4.29888534695674
P31152,-3.64203150653131
A6NIH7,-1.60827954971055
Q9UKY1,-23.2534966642115
Q13303,-6.11550236473912
Q96JN8,-5.06462629174655
Q9Y5F9,-3.72343063406512
O43815,-7.49920842504903
Q8NFH3,-4.67392072523333
Q9BRX2,-4.47183295524141
O14964,-8.04893898640798
Q96JK2,-4.06440104322907
P61758,-10.9949637844113
Q15375,-3.19660890384841
Q9Y6D9,-4.29643331198248
P10645,-4.82722041152592
Q9ULU8,-7.97969076564253
O95801,-3.50417083597081
O00507,-9.90997312032425
O14682,-2.66632442404808
Q08554,-4.01963387079177
P26196,-6.41190635425012
P19784,-5.79711693857437
P54646,-7.08303484186144
O94766,-5.04375992548269
P11117,-7.43986106772465
Q9NP66,-3.08237421587098
Q6UB98,-5.18022582826942
Q15545,-0.897577765110171
Q92953,-3.97347913845298
Q9UHJ6,-5.07787861837299
Q96DA2,-6.13983576615077
Q8N1G4,-6.05615755931401
Q68DK2,-12.4410381135851
P55265,-5.61038592103199
Q9NS39,-1.52265427808348
Q92529,-4.24909496405392
O95785,-3.42612676251366
Q8WWI5,-5.85062015995581
Q92558,-5.6042238494874
Q9GZY8,-4.91797637884927
Q86VN1,-8.10714293759416
Q96RD6,-5.7256170119865
Q96EQ0,-2.81238614238602
Q96QR8,-11.2834260107336
Q7Z6I8,-8.12010397379957
P22670,-5.17350997540793
Q16854,-23.2534966642115
Q8N9N5,0.951413244781961
Q15382,-23.2534966642115
P07948,-13.2341126243718
Q92979,-5.23242714462583
Q9NVN3,-5.82769807552142
Q16539,-0.0836829502909028
Q9Y2Z9,-5.20287647575983
O75354,-4.64715948241939
Q9UJ83,-1.84590172699609
Q70EL1,0.0734056574019244
P49247,-4.90397276966677
Q9HCM9,-3.57124958987847
Q9NWT1,-0.521005489168804
Q9UBU8,-3.70333120732667
O15530,-10.5398736244849
Q86UA1,-3.70265904172499
P18887,-5.89466866552882
P78504,-4.41053999710563
Q92805,-2.37311892873178
Q9Y5B8,-3.29302002074036
Q8IZL8,-6.75233100556089
Q9Y512,-6.53857268170206
Q29RF7,-3.67201658824421
Q96GX9,-4.03591737260177
Q8IWZ3,-5.56668212293985
Q92185,-3.43225553107281
P00387,-5.8838884258266
Q9HC52,-5.07167390916848
Q9UBU9,-5.14042473489154
Q9Y6E2,-5.2331194057786
Q8IWV8,-5.36803038216678
Q6PI78,-5.45978593967982
Q06203,-6.82525426144603
Q9Y6M1,-6.49002862509474
Q9NQZ5,-2.02207520062307
P17655,-3.5617369835485
Q96I59,-6.50727894492178
Q16281,-23.2534966642115
P61086,-5.23535814824041
Q9HBF4,-5.54247474950288
Q96FE5,-5.635342474959
Q08174,-4.03996938529747
Q9H9J4,-0.751823748193885
Q14331,-5.21049700235228
Q8IU81,-2.71954573381371
P04179,-6.04379560967569
Q9GZR7,-5.42318167738727
O95551,-4.58426050449034
Q8IZQ1,-6.56166062101195
Q2TAL8,-3.18828349741312
Q8NEB9,-4.74269983689039
Q16739,-5.41773112851204
Q99435,-0.341787962369719
Q9Y618,-2.62668116853946
Q8N5J2,-3.42525411433402
P11279,-7.76650252750389
P82909,-5.83201255309176
Q9NRW1,-8.24811698157941
O60231,-5.19367745001798
Q05048,-5.40296039231026
Q9BRP8,-7.92320463360249
Q8IWZ8,-6.98197119547847
O14733,-3.16541786245863
O00506,-4.57769393918495
Q15024,-5.7314189082545
Q9ULH0,-6.03822335546748
Q96DI7,-8.14459552867899
O96013,-6.76166324518213
Q16629,-4.6024069532936
O15213,-5.11074835343786
Q9BRK0,-5.14076851057897
Q96SB3,-6.36253036439687
Q09019,-3.94501818052679
Q9UHB4,-4.95325036104964
Q6PCB5,-3.74559373685769
Q63HN8,-3.1666452642118
Q9BW19,-2.32929809884207
Q9NZ01,-4.51653298393332
Q86XX4,-2.99878815790323
Q9NX74,-4.3705584794796
Q9BRQ0,-3.63999970803239
Q8NFA0,-5.75522487324294
P60660,-4.87283038271726
Q9Y2E6,-3.63450984723791
P16383,-5.29198946271976
Q9H165,-4.23489863030402
Q9H2D6,-5.37487559308333
Q9UBC3,-0.0612394175255873
Q8N9R8,-5.38163326648007
P54802,-6.39836681480765
Q8NHQ9,-23.2534966642115
Q8IZE3,-3.74079402351709
P49815,-5.48225524236876
O75528,-2.9598985243752
Q9UHI6,-7.12075451608466
P98194,-7.62192961857907
Q12981,-8.03632761040913
Q4G0J3,-12.5225734491754
Q9Y2I8,-6.72795099984861
Q9UGP5,-2.97492788650397
Q13951,-5.83688411149617
P00367,-7.24624234099326
Q9NSY1,-3.47199643370696
P53680,-8.53312028678816
Q8IUC8,-13.6681930769052
Q96NL0,-3.17382762300133
P19086,-5.82757304290764
Q86U38,-3.97898539487396
Q8IVT5,-7.13158661861971
Q5JTJ3,-5.62851900316987
Q10469,-1.75733370772282
Q9H5N1,-1.64464474599886
Q6P1X6,-6.27071065122766
Q4KMQ2,-14.1228666235753
Q8N3X1,-4.38113611779422
Q9NVV4,-2.35021293745138
Q96F63,-3.7724005645556
Q7Z7E8,-3.93173765755082
Q92539,-4.70446708200565
P08574,-8.95734575040232
P62249,-8.54493155759329
Q9Y4H2,-2.6750514677002
Q04837,-6.0962387613941
P62910,-5.04024588197328
Q92879,-5.56477787069065
Q9P265,-6.12373248744022
Q9P0I2,-5.47468536163096
O15297,-1.19182050335708
Q96E11,-5.80841059302592
Q14980,-4.86972487144144
Q9UKG1,-6.89030530111208
O75746,-7.45929667718355
Q8NBM4,-6.86752304122138
Q9Y3A3,-4.48373510832514
Q96DF8,-1.91272965032031
O94875,-3.34887710429484
Q13443,0.125330080447537
P51532,-5.86377585610311
Q9GZL7,-1.11632191074705
Q9P0U4,-4.52600046730562
P61129,-3.39494583751545
Q9H074,-6.19106992902125
Q13115,-2.05882383479424
P98077,-3.83839371327043
Q8NAF0,-6.48781309095568
P22314,-8.93511588121729
Q96SN8,-0.897469477739119
Q5JTV8,-5.45028569961275
Q8TDX7,-2.17980204027037
Q9UHN1,-5.80403514510592
Q86TU7,-4.25528525361447
Q9Y3B3,-4.3231272640123
Q14781,-4.76747011305627
Q6TFL4,-4.29076505842626
Q8NF37,-6.36894938192848
Q9H4A6,-8.1625377367028
Q96N64,-2.74797556389592
Q96AE7,-2.63885411490735
O95260,-1.95557941556444
Q99608,-3.62390773420049
Q96EK9,-4.36144663148063
P78318,-4.54994064452809
O95568,0.999902322618908
P24666,-5.3612069909234
O00203,-6.32009222360774
Q7Z7L7,-2.72586839821253
Q7L311,-5.11910126072968
Q8N9V3,-4.80194537401776
Q9Y2T2,-6.6883615010027
Q9BZL6,-3.42468444383334
Q9C0C2,-5.83342781145585
Q8IUW3,-1.78527188545717
Q15061,-4.37069005876537
Q5VTB9,-4.05740030495854
Q96AY4,-7.28776736345638
Q9NR22,-6.49794636028595
Q86XL3,-4.59538862219626
O15400,-5.35040029401993
Q9Y4K4,-5.65008698705785
Q92974,-4.89587819186944
Q9H0U9,-2.6285541995548
Q8IVH8,-3.88667861004949
P55795,-5.42176900866638
Q8IY95,-1.34493556367451
Q9GZT4,-5.70338527168917
Q15742,-2.93342319424003
Q9Y2U8,-3.76204078389713
Q15386,-5.96675929320902
O75127,-4.70232718618332
Q9ULV4,-6.43606518169134
Q8WUH1,-4.35283393112228
Q8NAV1,-5.18702575770332
Q9Y2K6,-2.87784619468179
P50897,-3.82109593617349
Q147X3,-4.97488181157807
Q96LT4,-6.20335944582727
Q9Y285,-6.77547886890965
Q9NUQ3,-4.87593283514843
Q8TBN0,-3.88725515547218
Q9NUQ2,-4.67837163526553
O00451,-4.59989841999013
Q8TAA9,-5.01594461710879
Q96AJ9,-3.90140611273822
Q8NFP9,-5.87286127872929
Q9H936,-7.84935886397961
Q9H7P9,-4.77061630050057
Q12852,-4.74893402483668
O95405,-4.09365063004362
Q9UQR1,-4.34975643748037
Q2KHT3,-3.12257518574962
Q5VUB5,-5.95349091781449
P55345,-13.2932731571582
Q9Y625,-5.89494624623545
Q16799,-8.15844982247243
Q12986,-6.03489880008647
Q6DKJ4,-4.90350361517047
P46940,-2.24402702277714
Q99523,-1.82319627472998
P28288,-3.99534663792838
P21281,-7.48991855101467
Q5C9Z4,-2.05126920305959
Q10570,-8.1245310424715
Q13017,-6.40622965587656
Q6P1Q0,-7.59809107938498
Q5H9R7,-8.76846620063534
O94952,-4.13844450359129
Q9Y2K7,-3.1356457724898
P32297,-2.48831696409706
P50552,-5.7436202386502
Q96FZ7,-5.80707089398554
P78345,-0.821239862832949
Q5T5Y3,-5.13350857452262
O60292,-12.9522846697347
Q9BVG3,-0.933892515311152
Q96GM5,-6.53432990180622
Q96FK6,-6.8258756107164
Q8N5U6,-1.63478457851727
P63098,-5.76634732257465
Q5VTR2,-5.66540933370898
Q6H8Q1,-7.33546174778148
Q9ULX6,-4.08637118324104
O00468,-5.68968447304705
Q9P2S5,-3.7657430798351
Q9UJC5,-7.30972880496379
A6NHL2,-5.39443833068716
Q9HBW1,0.844935603413083
Q7Z7A3,-3.99444213516022
P53667,-4.78502632345149
Q7Z6J9,-1.12429023755681
P56937,-5.05291889874419
Q9GZT8,-5.78045299271679
P01112,-6.40726352183709
Q96KA5,-5.85524672323714
Q9UH62,-6.26526935016751
Q9BY77,-5.67061204821917
Q15819,-4.25800804607451
Q9HCN4,-6.2181408718492
Q14320,-3.89743567802254
P51148,-4.73098503880928
Q04760,-5.30109070627779
P25098,-6.01686066706597
Q8WX92,-4.91994011672253
Q9NX05,-1.73573184518035
Q96S94,-2.97145222369594
O75175,-6.93719677973922
P62070,-6.45011093355024
Q8N163,-6.7001696761103
P41240,-5.18839563266565
Q7Z6J6,-5.42880156587267
Q12860,-8.59158367325349
P33316,-5.06077395608875
Q9BTE3,-6.3075256701902
Q969G3,-5.25115106397659
Q14149,-2.99370151856829
Q5VWX1,-2.54405106407622
O75489,-7.17991544295429
P07205,0.455590056366128
Q8TB52,-3.49175180468181
Q9HCG7,-6.70931744295073
O43159,-5.29848642930173
Q8WZ19,1.06501247132296
P16333,-5.01935889116333
Q8ND76,-6.82763259371988
Q9UGH3,-2.69146364615108
P31937,-5.4244134849076
Q9BX68,-6.63119454421555
P40937,-4.97576164801949
Q9HC36,-5.8581850065384
P63313,-4.76842217720201
Q9H5V9,-3.4916616563541
Q8N475,-3.55142949172621
Q15393,-7.52786204463178
Q5GH72,-6.78934678461357
Q9P2D1,-5.07067739981313
O00423,-6.87553690986695
Q96S38,-5.81973557439759
Q9H9B1,-5.54438851205174
P14324,-7.15123230474671
Q8NG11,-10.0330165493034
P19022,-8.25675733476592
Q8NDT2,-5.73451720713267
P09104,-7.88483312356036
P55283,-4.07397194577287
Q9Y4K3,-12.2079292241206
Q5MNZ6,-10.620604445774
Q9UK97,-13.9650926018269
Q96QD9,-7.36542706279636
P83876,-2.26621043487999
Q15652,-2.96409138332779
P30048,-7.99167818873722
Q9Y233,-6.903048277038
Q9BXR0,-6.80216715322726
Q13219,-3.20641764681949
Q8IW70,-5.3448812642776
P25054,-8.06309079552214
Q86YR5,-5.5705433300014
P01130,-4.02612786421857
O60613,-9.5363261077045
Q9UPQ9,-5.10771299006154
Q7Z7K6,-7.09689621705114
Q14696,-6.88458083046553
P30622,-6.05677436698813
O75051,-5.42374851627789
O76039,-2.03008262508626
Q6PJG9,-6.40191584988851
Q9Y2Q3,-1.08694744746103
Q70UQ0,-4.65589976440071
P36897,-4.02040677041749
Q32NB8,-5.36430045962945
Q96CW5,-5.5374862249774
Q13085,-8.69601596529272
Q9P000,-5.44523506333608
P06730,-6.70723800917958
O94818,-1.55468213550018
Q8TAE8,-5.69852180055012
Q8TC26,-5.41528237396665
Q04206,-5.00507635247497
Q9BRS8,-6.49641835009368
Q5TDH0,-6.19193774509872
Q96J42,-3.33348804006384
Q9UNW9,-3.00005163883069
O15013,-6.70661355844504
Q9NYF5,-2.53197039041565
Q9UBX3,-8.7664711372858
Q9BZG8,0.0601145325167648
P40145,-4.44147928309282
Q6DN14,-3.17709777631257
Q8IWE4,-6.60481229386463
Q8N9I0,-4.00292776296142
Q9P1Y6,-3.96398514148199
Q96A83,-6.54663210765009
O60245,-3.94772429442117
Q04726,-3.82746007272515
P34903,-6.33850453298323
O43306,-4.48504324325663
O60242,-6.48141676562205
O75140,-13.0238646037579
Q9P2G9,-4.30238063645251
Q13257,-3.19292095197216
O00442,-7.7574060133747
Q9NV88,-4.8166754080719
A7KAX9,-6.99761478606182
P27448,-8.04438857964623
O15417,-2.52853593168697
Q9H425,-5.99618271271158
Q75V66,-4.09238344072963
Q9BYD3,-6.54892413535221
Q9UPR5,-4.00433994018812
Q01650,-2.55929669353071
Q5JPI3,-4.35729329734397
P47755,-8.13477756656804
Q96PV7,-2.33496875037626
Q05D32,-12.0488728820089
Q8WUF8,-4.59504621472125
P61266,-7.03519177208349
O75970,-5.64942950047955
Q9Y2E5,-6.6961254079534
Q9P2K3,-7.24089985941962
O94966,-6.9084345184039
Q9BSH5,-6.24380398612375
P0DPB6,-4.01264802037761
Q8WVF1,-0.00246547469099781
Q9H0K1,-5.20821627919482
Q86U42,-6.38575656911319
P52594,-8.72643890256213
Q58WW2,-5.20574731283006
Q9NQV6,-3.19849027547862
P09493,-6.85842089611335
O75380,-4.87766519547655
Q8WVM7,-6.25556160747454
Q8IVM0,-5.81631235566475
Q14914,-6.37550612204336
Q9Y4X5,-5.08426280238085
Q14108,-6.54181932940056
Q9UHX1,-7.83977303423594
O94779,-6.04439674991615
Q9NR80,-4.70109785369517
Q9Y653,-4.34103883792085
Q6PK18,-2.97452282243558
Q8TD16,-4.05459876308312
Q13617,-6.55519655125279
Q6PML9,-2.2528972473981
O15068,-5.44398714746285
Q9Y296,-6.6125169919615
Q3ZCQ8,-4.52006445018206
Q13315,-6.67389373907832
Q6N021,-2.24424288229237
Q96C12,-13.7313929658879
Q92636,-4.69254747176373
Q7LBC6,-6.62531741122702
Q9BRL6,-4.58384763266378
P55957,-3.35283044082759
Q9H6W3,-4.79553193261562
Q14183,-5.66756959970501
Q92643,-6.19721091189531
Q15858,-4.19849464995569
O60333,-4.69606394259612
Q92994,-2.7566209377503
Q8IYT2,-0.632404863577097
O00189,-3.95535311696196
Q9HCS5,-5.08719678648634
Q9H8M2,-6.35378825818224
Q01538,-4.33935863457074
Q9H5Q4,-5.36235641177265
P25788,-6.70271876773388
Q9H3P7,-6.59957122805176
Q7Z7M0,-2.11706670285851
Q8TBC4,-10.5756079409837
Q53T59,-7.51647235800561
Q8N4U5,-3.80347451226745
Q07954,-6.97400100212175
Q7Z7H5,0.212195104427976
Q6IQ55,-3.87547412918763
O00273,-7.04098033313422
Q13825,-6.41666555479013
Q9NQT5,-23.2534966642115
Q6NXE6,-7.25868276155242
Q9Y399,1.54909749303994
P31942,-7.57326646251126
A8MW92,-4.29386758452696
Q9Y5E9,-5.92495609016362
P04049,-5.58664416129528
Q8N2Y8,-1.90054584256215
O75061,-7.74187470373647
Q92995,-5.03373906387912
O15079,-7.51825204617501
Q96BY9,-2.10839027224444
O15020,-6.80261908960682
Q92544,-7.4414759957809
P04843,-7.42819727339
O43581,-3.23555662401494
Q9Y5T5,-0.0797274596423338
Q96P16,-4.72332800796332
Q8NCA5,-4.82989893237706
P20339,-6.97330766865553
P50749,-4.3069238503005
Q8TCT7,-6.18376848783542
Q96LA8,-4.8127495404867
Q86X76,-7.1983265047067
O75044,-5.64715271096919
Q9H8Y5,-5.03844927739242
Q6ZRP7,-5.52376555880404
Q8IZH2,-4.87119251196625
Q96HS1,-7.79911694340892
O95948,-2.38847512867438
P49917,-6.91696560831533
Q8TEA1,-6.1967573265981
Q9BWU0,-4.01777927872659
P25685,-5.2919095228811
P32856,-6.28971950140801
Q9Y463,-4.91751081688843
Q9UK39,-5.58641035990067
Q6DN90,-6.42410816557372
Q8N335,-4.24156445423105
Q9UNP4,-2.47646749292756
P78356,-5.5623322245781
O95198,-3.16385875483481
Q96JJ7,-3.63910664911158
Q86UT6,-2.04222754958956
Q6P1M0,-7.74419263762003
Q96JN0,-7.42453413367532
Q9BYP7,-5.89255070360363
Q8IY18,-6.24144208429533
Q9NVT9,-5.69093633163999
A0AVF1,-3.26180327195529
Q92630,-3.57054807254573
P62834,-1.88622087352761
O75147,-2.1870499944897
Q58A45,-3.34059396831074
Q9C0H2,-7.18292813114032
Q96JJ3,-4.1382618466311
Q6NTF9,-6.69157944951944
P00966,-9.18898719520743
Q9P2G1,-6.34988930494366
O43818,-3.23517176438784
P46934,1.74273702811343
Q86XR8,-3.01936888969674
P49354,-8.21469438203184
Q8ND82,0.422581767816164
Q9Y6X0,-5.0860111009941
Q92889,-5.65445891820578
Q9BXQ6,-5.17546878539379
P26038,-6.85983463012427
Q9H0K6,-14.607779631421
Q9UL12,-11.4420092548797
P48200,-2.88966026972942
Q7Z6L1,-6.2591856387228
P41247,-3.19545433115508
P42574,-10.6777583647429
Q9Y696,-12.5676512695916
Q9Y4D2,-4.35198774252183
P29320,-4.62564581236129
Q08AM6,-7.13695293303294
Q13136,-6.31413703170229
Q13796,-4.07540404228998
Q92917,-5.7787719101134
Q86V87,-1.49785728621627
P22626,-7.88665106918018
Q96AX9,-6.64729307723011
P22304,-4.31180716589333
Q02040,-5.2287452426308
Q86VW0,-5.03343491876924
Q8WYL5,-4.14751632518894
Q9BQF6,-5.24554658148699
Q9UGR2,-5.16521357295263
P61018,-4.4052160456702
Q7Z3C6,-5.38428460035243
Q9H777,-3.72463847029613
P32004,-7.754994635288
O75864,-4.68971622144633
Q9ULJ7,-6.09815163265382
Q00975,-5.80669279042539
Q13976,-3.80011945252884
P42694,-4.19183077368371
Q9BVG9,-5.64173232704724
A4D1P6,-5.5109927380707
O60291,-4.91730203599366
Q9H6E4,-23.2534966642115
Q12846,-1.81247268933767
Q9UBW8,-1.63507108936668
Q8N157,-2.31398431389256
Q92692,-4.42800708485926
Q9ULE6,-3.17774377517256
Q6PKG0,-8.33157479758465
O60237,-3.89795785058799
Q9H993,-2.56360399811347
Q9HDC9,-6.74570959218206
P48651,-4.49382566523369
Q13347,-5.73990642029838
O95470,-5.20761540776008
Q8TB36,-8.01636875049132
Q96RS6,-6.23013473542494
Q8NFY4,-7.70644962709576
Q13131,-8.04986929474589
Q92530,-5.06717479510139
Q92610,-2.61097404307944
Q96F07,-7.8967776549133
P98172,-6.84238582872786
B7ZAP0,-5.27065105516352
Q16720,-7.50850238427673
O95881,-2.09678814765465
Q96KC8,-5.4265382136963
C9J069,-3.59471857848266
Q05086,-5.90558425633732
Q8NCW6,-1.50624772592845
Q9Y2X0,-4.55695106188539
Q9Y2Q0,-7.63700332744076
P22695,-7.50959560598573
O95926,-2.66433766027861
Q9BZI7,-5.14043980986132
Q99653,-5.58129236861078
Q9Y6V7,-4.24919676731914
Q8TC07,-6.46235676363835
Q9H8M5,-7.01186432673232
Q9Y224,-8.9346032985621
Q96NW4,-12.4378017796808
O95639,-3.86695650592395
O96028,-4.68983546462996
Q8IUH3,-3.56288540988824
Q7Z4L5,-5.70079570432089
Q5T5C0,-5.79698868535493
Q330K2,-7.0231761976516
Q93073,-4.61658488175508
Q14353,-4.46710288268484
O75326,-4.34400114835846
Q92543,-4.93523358536827
Q9Y5Y2,-8.28948934063349
Q17R98,-3.60327204980211
P55786,-7.64556864313189
Q15637,-7.05466832318319
P20936,-6.87158623197394
O15041,-5.16988185618476
Q969K3,-2.77824226899606
Q5T011,-3.74896345713171
Q9Y5B9,-8.87183565156921
P23786,-8.98809545290116
Q6ZUT9,-5.82854628371023
P12814,-10.5140146593902
Q53HC9,-5.06411157621132
Q9UMY4,-4.997145491358
Q13480,-5.97083045201585
P36954,-5.09766950470917
Q96E22,-5.07923003319782
O00748,-1.27536270263291
Q9NV06,-4.02730689189584
Q8N1I0,-7.08255410955735
O43169,-7.45387345864269
Q6ZSY5,-6.6968748601219
Q96GD3,-1.6482593747025
Q9NXC2,-6.3646379587216
P40222,-4.31665939134677
Q96Q89,-2.9575372541555
P31040,-7.03700945265098
Q96L34,-5.63870209982269
P51687,-2.96843674013428
P84095,-3.60435195481595
Q8IZQ5,-11.5686315877055
Q9Y4B4,-4.97006185987661
Q9H6R7,-6.5980211941861
Q9NXN4,-4.58102588630693
Q6ULP2,-3.53179896595727
O14867,-13.3384392419643
P14543,-2.84078508113591
P82094,-3.68311083152711
Q5TF21,-7.77733510166142
Q16555,-7.91958972056
Q15057,-3.06001480830375
Q6KCM7,3.27678247258626
P04066,-8.71318174392739
P20594,-5.86886173949223
Q9Y2X7,-6.29770269770154
Q5JTZ9,-5.52151780373366
O60318,-6.37114647612181
Q14562,-8.48566336623907
Q9BTY7,0.21407852883925
P53634,-6.2921513669292
Q14919,-2.1385616279327
P49748,-6.94039554254761
Q7Z6L0,-5.65551350220919
P09497,-11.2109215657239
Q6UWP2,-23.2534966642115
Q6UWY0,-0.216208806503774
Q8NCS7,-23.2534966642115
Q9H2A9,-4.73275030959105
Q5SQI0,-8.60737209707204
Q9BTU6,-6.0900223039978
Q14457,-2.30884487765555
Q8IW35,-5.78928655714162
Q99733,-7.4156740326476
Q9Y6X5,-7.13074605048619
O94992,-3.69389734891865
O14772,-5.1174861376322
O75943,-2.93248102608005
Q86SE5,-2.01163390844759
Q6ZT12,-5.67694625991854
Q5SWX8,-4.6582377698527
O15399,-3.55028414364159
Q9BX66,-6.53976726207907
Q9BXW6,-6.02222447106126
P62760,-4.75681464356722
Q8WZA2,-7.83544652771449
Q16560,-4.71246538156864
O43674,-5.46489731912949
P35240,-8.73727641027613
Q9Y2D5,-8.5279962107375
Q68DK7,-6.07483980560484
Q14686,-3.37376813756334
Q6R2W3,-4.33858669084593
Q13029,-6.76463411286227
Q9Y4C1,-1.67667455970141
Q9UGC7,-6.61918008530584
Q9P0J1,-6.41844312156904
P10074,-3.31060531622919
Q8TAP6,1.13034410584815
Q96MW7,-4.48983559511483
Q86V42,-5.52804561837941
Q9UHQ9,-8.45551313971002
Q9UKM7,-4.34295188915525
O14967,-23.2534966642115
Q9H792,-2.89649594582943
Q9UNI6,-5.95953634751672
Q969Q5,-5.8656994393132
P22059,-8.54642930481046
Q9Y3P9,-6.19837100637835
P48067,-2.489454618287
P57678,-6.4394235339447
P07686,-3.87243435431627
Q4VC31,-14.0839921251914
P46087,-3.39615116754176
P51805,-6.12617899518856
P62263,-7.16033913973055
P45974,-7.79340075305991
Q9NVR2,-3.14922007177763
Q96JC1,-6.31264117545774
Q14CX7,-7.11371448695299
P40938,-6.27003191290478
P36873,-5.66215825060629
Q8N461,-5.39980234647554
Q8IUI8,-23.2534966642115
P26992,-8.71585625250321
Q6ZMI0,-7.15015633949317
Q9UH99,-5.4720021516898
Q6ZVC0,-2.74403456502388
P55211,-3.60678578202498
O14672,-7.29798554084533
Q96EL3,-6.25452282882923
O14763,-3.64294522914432
P51570,-2.65121747364794
Q8NDX5,-5.05800595858795
Q15208,-6.37031998226777
P17405,-6.47852951268062
Q96G21,-6.77685916450483
Q9P2J9,-4.84265059198725
Q15785,-5.81578372436494
Q92506,-5.48315639063358
Q9ULC4,-6.12822687414193
P11940,-6.56876178545082
Q15631,-6.72411301098619
O14880,-8.70994381903786
Q9Y6D5,-6.45393875229663
A1X283,-7.98981730434123
Q8N4T8,-5.3704694251241
Q92932,-12.6594299378611
Q92945,-7.21618649833415
Q9UBB6,-6.39222785915851
Q8TEQ6,-7.77313291332357
P61421,-7.97885830525424
P61916,-7.26420898340125
Q96AQ6,-5.06478830481819
Q14865,-1.7061307629131
Q8IUZ0,-5.13053354979371
P62244,-7.82095726286918
Q9UKZ9,-6.96833470065124
Q9Y3T9,-4.57444390060848
P23443,-5.25511748224421
Q96GD0,-7.88827324163504
Q15084,-8.42260001420325
P84098,-6.98707220519714
Q9NX40,-5.70034966989645
P35637,-7.03195774191645
Q96EF0,-5.17339988601984
Q9Y250,-5.7470779554437
Q08380,-8.23671597699643
Q86V48,-5.84578515351299
Q14849,-4.62530448319826
Q6PCB7,-3.44328063483153
O95672,-4.6519867283418
Q07812,-6.40236439119768
