PG.ProteinGroups,P300
O95551,-4.62294721027993
P53007,-5.77897261732929
O60336,-4.76104321996169
O15230,-6.0651084092605
P62993,-5.81235107574662
Q9BPX3,-7.43953235769116
Q96GD0,-5.38741482308949
P09493,-8.14227529599709
Q9HCS5,-6.10423489122312
Q8IVW6,-3.7502062676594
P06132,-7.69547087469317
Q5TCQ9,-5.12819315201672
Q14183,-4.27215744022226
Q14320,-4.89031225580038
Q8NDT2,-5.73142334635438
Q96N46,-5.3434839383333
P05060,-2.45165317292974
Q9BSH5,-6.83935002586105
P01130,-5.02412764708885
Q8NFY4,-5.76581689047855
Q9P273,-4.39153327938499
O75165,-4.83625014002126
Q9GZQ3,-6.35733572699491
Q9UKG1,-6.44457771662958
O95299,-5.13314019023524
P04216,-3.02618547022893
Q14249,-2.85776358820697
Q86U86,-6.72760040183498
Q9NQT4,-6.39666074086858
Q9BQG0,-8.49951788604429
O75145,-5.62032305774743
O75182,-4.54788251559147
Q68D10,-2.13201488864482
O43808,-6.12718680760957
Q8N8K9,-1.36361499152966
Q86TM6,-5.19612009546493
Q9Y2A7,-8.27946177685076
Q96IW2,-5.13691102715088
Q96JG6,-5.24282058371688
Q969Y2,-5.03615123823581
Q92793,-6.84171503235728
P51687,-3.18855414264421
Q12981,-7.10086520091308
Q8IWJ2,-4.87052270147285
Q3KR37,-3.8659695302715
Q9Y2Z9,-6.15182984539139
Q9H898,-1.27496615396354
Q8TAA9,-4.78213530970966
Q96C12,-14.2884687628136
Q6DN14,-2.05184341920535
O14994,-2.16640876478939
P61026,-6.77055284365252
Q96T51,-4.92084654875851
Q9HC52,-5.09929503232334
Q15652,-1.95570901082326
Q4ZIN3,-5.06624005890622
Q9UGH3,-3.47307266233809
P00813,-6.22967974665617
O95219,-8.67650123376074
Q16623,-7.65532588547216
Q7Z7L7,-2.62390949124549
A1X283,-5.82324949541096
O43809,-6.85267287334637
Q9ULD9,-3.34613308695614
Q9Y217,-5.93087100183369
Q17RY0,-6.93069794544527
P31942,-5.92557761733055
P26992,-7.33718519576299
O14672,-6.32424493639594
O95104,-3.34740710829238
P25098,-5.06215801471761
P62942,-5.1500857374896
Q7Z7L9,-1.63955343372083
Q9NNW5,-5.12558606665715
P50552,-5.45211930789774
P05141,-5.58219276067133
Q96FV9,-5.67551198200415
O00303,-8.24496769779605
Q9UPN4,-2.77693957621726
Q9Y697,-5.11222497940468
Q9HCK8,-5.7213148825835
P58546,-23.2534966642115
O00445,-4.81478108492593
P52701,-6.93825041810249
O43837,-8.60705424605015
Q9NQ86,-5.25640961317912
Q9Y6X5,-4.99411282608302
P05387,-0.351267472284396
O15060,-4.42861370506826
Q8TB72,-4.15821038818174
B7ZAP0,-4.27190179954694
O95163,-7.22460392712151
Q7Z3K3,-6.26752664408433
Q9P2P5,-5.64612751777336
Q9BTE6,-8.43652811660853
P46100,-6.86928822974872
Q8N474,-1.45856657420708
Q8IVM0,-6.82712880070742
Q6F5E8,-6.01806760203269
Q8WXI9,-1.84321873437118
Q01650,-3.52570654791297
O95630,-5.63937277060469
Q9P0K1,-5.99599740109633
Q9Y4K3,-11.4096365392394
P07910,-6.50194288547796
Q7Z5K2,-6.36917832260971
O60237,-4.90409643565769
Q3L8U1,-4.14888081322068
Q712K3,-3.27188411896438
Q13442,-8.83179425708821
Q9Y3P9,-5.21416279966513
Q641Q2,-4.80242250330266
P30622,-5.06070288406956
Q9NY93,-4.77922075422195
O14933,-6.68910289805415
Q12913,-5.65305961970238
Q13501,-0.803673992982336
Q6PJT7,-7.34730841872088
Q7Z6L0,-4.39875787743474
P22061,-7.36658075175
Q96MG8,-16.3444661531574
Q86U70,-4.84168483041021
Q14686,-3.37598913568771
Q5VUB5,-5.9845447975048
Q9UBK9,-4.22951326242331
O75503,-5.1766236893065
Q6UXV4,-5.44927662709621
Q99549,-1.85865355717595
O60869,-3.24164835735582
Q9NW75,-0.258436177494025
Q92636,-4.69757455390927
P15586,-7.13635428219404
P02794,-4.55417543547247
O75147,-1.65923689821948
Q9Y2M5,-5.51685711436639
Q9ULL5,-5.06727521340393
Q14331,-6.06001703001028
Q7Z6Z7,-8.84786795216007
Q6NTE8,-2.35911144761786
Q9H1Z4,-3.71715083409209
P63313,-7.04365653485007
Q86UU0,-4.05529246480666
O95716,-3.63784783778656
Q08999,-3.48422547441873
O43795,-6.24330029436795
O60927,-4.34684247656273
P07942,-7.70747211239051
Q9NXW2,-7.10738531925144
O15400,-7.26436909925535
Q9UHW5,-5.20625235294266
Q9P246,-3.44596505647068
Q9Y696,-12.4152855972585
Q9H2F5,-8.82688891132596
Q9Y4F3,-5.29999382823467
Q9NUQ3,-5.82891902704208
Q9UNA1,-4.00079941382265
Q9GZZ9,-7.16512862903891
Q969P0,-5.61304408954105
Q96EP1,-3.3589088619051
Q9NPA0,-2.58093252573159
Q8IZ73,-23.2534966642115
Q9UJD0,-6.4125785655092
Q9UQ13,-6.15148292703715
Q4KMQ2,-2.55333160265934
Q13163,-1.21670786189249
Q6YP21,-4.13534407633191
P51398,-7.52782678696723
Q9H8Y8,-3.77489959513462
Q5VZL5,-5.14389974709821
Q96HU1,-3.39783097910112
O43815,-8.51079231415423
Q9Y678,-5.78304473749732
Q9P2J9,-3.41999541169178
O14867,-14.2396531961167
A6H8Y1,-23.2534966642115
Q9C0D6,-4.39395387517904
Q13126,-7.99297436072983
Q8IY63,-6.71435386035905
Q01831,-2.60357388382637
P78504,-5.42120506815595
P82094,-4.68731965618002
Q9HC62,-3.56899083054999
P24928,-6.12214012664934
O75529,-6.81783690707493
Q9H936,-8.74778369324335
P78563,-6.35998926273892
Q8NDN9,-5.11712013250678
Q8N6T3,-4.86040812661035
P29320,-5.05302922399114
Q6ZU65,-10.5291067818127
Q9BWL3,-1.68521019682198
Q00537,-2.41790273672144
Q9BVL4,-3.23753542416973
Q16630,-7.20652724425938
Q96PV7,-1.33519218117828
Q6P2C8,-2.5127729030259
Q9UGM6,-4.81048794434527
Q13796,-3.08693167072629
Q14696,-7.41659471894616
Q14849,-6.56076525379326
Q13029,-7.20125713012314
P51452,-7.34568102260516
Q8TEA1,-4.43836698546707
Q8WYB5,-11.8541174064433
O95672,-5.66259184609099
Q9BZJ0,-3.60512427421366
Q12967,-4.98024051042577
Q14232,-7.8288000959545
O43674,-4.46386702915353
Q96SN8,-0.22033192437063
Q9UQL6,-1.03953162483081
P09972,-6.92141322137544
Q9H9B1,-4.58271431448534
Q14149,-5.00100055655872
P83916,-3.10656449689794
P09012,-6.44014142524452
Q8WZA0,-5.90305301413377
P41227,-8.55999645690331
Q86XL3,-5.6008276710133
Q7Z6K5,-14.5327984474493
Q9UP83,-6.32158388036374
P62304,-8.34599876959107
O60524,-6.26995344542922
P62166,-7.31046055947037
Q9UPR5,-5.00715395456135
O15013,-6.02991199996864
P82675,-7.9618597741687
Q92963,-3.34644427326883
P78357,-8.41322029201493
Q07866,-7.46522001788565
P08574,-7.04005814856751
Q15788,-4.45487528052983
P51513,-6.98320201496873
P61163,-6.13425792266387
Q13769,-5.98672233402585
O75581,-5.38568295194246
Q9Y6B6,-4.48981102470663
Q96FC7,-4.15136228954201
P28370,-4.52049852307128
Q16538,-6.28761223279592
Q8IWT3,-5.77490907342424
Q8NCF5,-3.33614495206276
P42285,-7.78650450700415
Q9BQ16,-3.38797597360251
Q9NS69,-8.60925452231354
P27694,-5.76789091290745
Q13158,-2.16349221766106
Q9UGU0,-8.0882759241216
Q96BN8,-10.5864699245838
P07205,0.84993041071908
Q9BTY7,0.443843495904301
Q9UQ16,-7.438530358244
P61006,-7.01837084672222
P48029,-4.0552554019315
Q9Y3T6,-3.96682303648811
O15083,-3.71609491192058
Q6P1L5,-6.46620406505526E-05
Q9H3S7,-6.91133362744432
Q6ZUT9,-5.41572706316742
O43395,-23.2534966642115
Q12756,-5.78492581882108
O75354,-6.56799888177891
Q96N21,-4.42412261545317
O94901,-5.11541107804192
Q8N157,-1.30114284521019
Q96G01,-1.93369109679306
P42568,-2.46660697211732
P35237,-5.83961683510676
Q5TC82,-4.28989267213412
P09497,-10.8331991086719
O95714,-6.07141981980884
Q9HAS0,-4.14217851922105
P22626,-6.89997066027924
Q8IZA0,-2.83026676248534
Q66PJ3,-20.0767931727705
Q01804,-1.12171763518746
Q9UBF8,-4.87436473010321
Q86UZ6,-4.35433819177883
Q5TC12,-5.50824101078448
Q8N5C6,-23.2534966642115
Q96Q04,-5.77901764372745
Q96BX8,-3.15558059769257
Q9NRC1,-0.710787854969226
Q9Y2Z0,-7.85739948482006
Q13308,-6.67720353735607
P22670,-5.24479784828084
Q96BJ3,-10.6226847411319
O95168,-1.76259079812419
Q96TA2,-7.82939937729697
O94779,-7.00601312223547
Q8N0U4,-23.2534966642115
P43246,-8.9831358096634
P18085,-8.34444735701302
Q9Y296,-5.61122974386909
Q9H5Z1,-23.2534966642115
Q9UGU5,-2.78613208910389
Q14257,-7.12586383256689
O00423,-7.84723901916081
Q92556,-7.2378596339884
P54253,-4.1138329637154
Q9UHD9,-6.00526317526674
P62857,-3.05405098401024
P15822,-2.86771103642914
O15294,-7.78172836844858
Q9H000,-11.578260420384
P49754,-6.54358167105286
Q01167,-5.22003509929838
Q4ADV7,0.34735583309
Q96HY6,-4.71895217810645
Q6PML9,-2.29337883317368
A6NHX0,-5.70246876724399
O43660,-5.61624854737224
Q9Y259,-1.2650011442258
Q9UKV8,-7.9675877664795
Q5T7V8,-0.631911626117786
Q6STE5,1.84140142148789
Q86UK7,-6.35594101583678
Q70CQ4,-5.40171129438422
Q8IUZ0,-4.13569976684692
Q9UL40,-4.61789436595724
Q15025,0.678365904325058
O00189,-6.1778655661864
P82979,-8.26752351017517
Q9H2J4,-4.24579327126298
Q12873,-6.66830761498291
Q8IUH3,-5.1192912271009
P49848,-6.7332501430768
Q13177,-8.24060650635525
Q9UNZ2,-7.90177051535488
Q05086,-6.89146721642623
P49427,-4.50313342197642
O43318,-6.5048165622396
P15735,-2.76775323776013
Q99816,-3.68649041377594
Q96F86,-6.6997951752546
Q9UBT2,-8.61618591724038
Q68E01,-6.05292455616505
Q9UBH6,-8.12279221439151
Q9NT62,-6.76165032516274
Q8IXQ4,-4.6614196477193
Q15833,-2.0071251250954
Q9H5U6,-1.97802832835244
Q8N141,-1.54760645819851
Q6ZNW5,-3.59532985491865
Q5VWQ8,-7.16714079527902
Q9HB21,-5.94796855214506
Q86U38,-4.44900038636651
Q6YN16,-2.00431208818876
Q7Z7M0,-4.13427053661311
Q5MNZ6,-17.9143614890832
Q7Z5L2,-2.60416859012298
O94818,-2.28355513358336
Q02878,-7.94984708735566
Q9NVS2,-5.49753600273809
Q9BRL6,-5.58516139743916
Q16512,-2.76517203187473
P53999,-5.00426008934558
Q9H4B0,-3.59112075414221
Q9UEG4,-5.5554398140548
P06730,-7.72762439979542
P08069,-6.07991474502084
Q9UKA4,-5.34388671108835
Q96I34,-5.57442938000628
Q7L3T8,-4.82469720813475
P51571,-6.08123528798063
Q15233,-7.41111014369135
Q9UKY4,-5.835405330478
P49441,-6.8043511981518
Q9Y4C1,-2.94351625200891
Q9NZC3,-6.19775201559426
Q9NWU1,-6.54761339460084
Q15070,-3.20678375276955
Q9H2A9,-5.73758982003619
P31152,-2.52914209353144
Q96BZ9,-7.29449071165468
O15297,-2.08004220451947
P17612,-8.09597572505739
Q8NHP8,-11.8515567676691
Q9C0H9,-7.09114840445687
Q9NX74,-4.24340667513115
Q13136,-7.34064225787083
Q96EQ0,-4.45424601360424
Q99614,-6.86554452764574
Q9NUQ6,-4.0839398476585
Q13131,-8.10223808840896
Q9Y6D5,-7.46375117829579
Q9UF56,-1.08757869186673
Q8NDH6,-5.94658756712738
Q8N2K1,-3.79316316547514
Q96GX9,-4.05084491043604
P25788,-7.68443129866744
Q9NUQ8,-2.9227740803496
P10606,-4.54949075903395
P0DPB6,-4.30826868982022
O94955,-5.57988054185168
Q9NUP9,-7.49011653099772
Q8IWE4,-7.65473001922105
Q9BXI6,-5.13538851568232
Q00169,-6.4804023395525
A9UHW6,-4.90034759470272
Q9H4E7,-1.53132386273463
Q8TBN0,-1.41079321028686
P51157,-4.14152392264191
Q96B26,-6.94913300174104
O75129,-6.3171510181318
Q96I51,-5.55206947988433
Q8N1I0,-8.09143185571463
Q15369,-7.9178467831836
Q9H1Y0,-6.01314182474383
Q8NFV4,-6.8650320663579
Q15906,-3.84760146239937
Q8NCM8,-8.89250600874231
P15907,-5.34903381556889
P49790,-8.15434580089891
Q9H3U1,-6.85370306830216
Q9H706,-6.10012827594728
Q96IV0,-7.29842316793458
Q13023,-6.66883982744633
Q9NQX7,-6.5009395566244
Q8TD16,-5.04832951685346
Q96FT7,-5.90495173396923
Q68DH5,-23.2534966642115
O60508,-7.50925161085399
O95881,-2.80242762146101
Q8NCA5,-5.50432349116622
O75351,-3.32545047271814
Q9NTJ5,-7.72930032797694
O43852,-8.95594493658693
Q96AP0,-2.65219119354212
P14543,-3.22612808315508
Q8IVD9,-7.26437270430156
Q9H269,-7.52628860441564
Q9BUZ4,-7.99783412941123
Q9UM13,-3.70615334825042
Q9H2H0,2.37058304192728
P61587,-2.61757244467079
Q15208,-5.60529145513665
Q8N475,-3.92199112560462
P49354,-7.21407366359224
O96001,-2.38677036340579
Q6PD62,-6.90591579074382
Q9Y6Q9,-0.496986400533619
Q92620,-8.31659625727983
Q9NSB8,-2.72139420079654
A8K855,-14.6663350575085
O95182,-6.95853467155873
P53675,-8.45829431498051
Q7L099,-8.71461783871057
P55209,-8.86378891963319
Q9BT22,-3.15658967581804
A6NKD9,-4.86033041304725
P22695,-8.59834308343377
Q8TEV9,-6.13263693886059
Q9UPW5,-8.64436220588413
Q9Y320,-4.22720835177069
Q9C0C7,0.208256908163443
Q99504,-4.79849057065866
Q9NV88,-5.82710643137567
Q9P227,-8.8113822243579
Q86TW2,-4.35667830165
O96013,-8.06707825665888
Q6PFW1,-7.98959228170221
O43493,-3.01877271143645
Q9H3Q1,-8.36621372124157
Q6P1N9,-13.1245832593252
P52746,-3.64908838242867
Q9BQF6,-6.26305983805417
Q13190,-5.27727312283382
Q15637,-8.43806423480512
O00193,-7.87266023992781
Q96JJ7,-5.22768105194152
Q6RFH5,-7.22852829034396
Q6V1X1,-2.45058778761458
Q9NPL8,-4.72233630018271
Q9Y2G3,-5.79221922499068
Q9H3R0,-3.5319664902386
O75787,-5.21324472551192
Q92777,-7.67287354012755
P14174,-5.11092417129194
Q9Y5L0,-8.65333275243422
Q8WX92,-6.76037483536348
P82912,-8.20794536913418
Q17R98,-4.58680467125114
P26885,-8.38423143085683
Q03468,-3.36321433986746
Q6N021,-3.24372714604866
Q9Y3Z3,-8.79331374174258
Q9P2B2,-8.88130217239792
P52758,-7.46467164578133
Q9BYD3,-7.12028174288925
Q9HCK1,-0.359318842225325
O43670,-4.74154326428606
O75038,-3.47996727332007
Q92974,-7.40580934265822
Q13017,-7.06083098978568
P52597,-6.7279119891827
Q8IXS6,-5.77111791812762
P31327,-23.2534966642115
Q6Y2X3,-2.58639891183343
Q6IQ55,-7.22868390109859
A2RU67,-23.2534966642115
Q9H9G7,-6.10730394931775
Q9H254,-1.1716413321455
P22413,1.29859687369373
Q9UK17,-4.06827057344491
P52824,-5.37473599402445
O75663,-5.86973583493796
O95628,-3.82478734599879
Q9UQ53,-5.24057250091384
Q96LA8,-6.03371214849941
Q8N201,-8.57410245458691
Q8NC60,-6.21146759223983
Q9P2Q2,-7.0413193428335
P49842,-0.990692980568083
Q92538,-6.54021459211033
Q96E22,-4.08169852457195
O95948,-2.93974107765805
P27448,-8.99057412209648
P58107,-4.13269632308883
Q13557,-3.07064240193142
O60341,-7.58574156650739
Q9UGC7,-7.60612814882438
Q08345,-5.22283307506704
Q8WYA0,-0.529580814094302
Q9BR76,-7.15094157006811
P19634,-3.53293738447411
Q9UMX1,-3.05657097480457
O43402,-4.87963705940955
P26006,-2.27100163851983
Q8TDI0,-4.39631910813278
Q9UKD2,-2.91719633686319
Q9HD20,-8.49495050207372
Q2VPK5,-7.70660752801451
Q5T6F2,-7.51477441588594
Q9UBW7,-8.46948930798991
P84098,-5.65877858020781
Q15363,-23.2534966642115
P05089,-23.2534966642115
Q9H7Z3,-4.56866896888663
O14773,-8.86878394748978
O75528,-3.87329348589098
P60520,-2.66698232169731
Q6ZVK8,-7.05641281856235
P40763,-5.96685786647017
P49759,-2.63278807658676
P46013,4.39311605436064
Q96JM7,-7.3158267314498
Q8TCD5,-4.03336164661
Q9UHQ1,-1.67221735465629
Q9NSY0,-5.13847173976759
Q9ULJ8,-8.10198293317559
Q14139,-6.76123833706644
Q9BVN2,-2.38813171108951
O95785,-5.69893315345642
Q14004,-4.98370210983071
Q99497,-8.80852307311419
Q8NBM4,-8.52682410616801
Q9NSK0,-8.31183528897365
Q96K19,-3.81328170117844
Q5JTV8,-5.48367843004458
P09132,-6.04195877588065
Q8TCU6,-4.87072877619764
Q96RR1,-0.561765539677556
Q969U7,-4.28295978465069
Q9NPQ8,-0.814938224811702
O95825,-4.41990613181204
Q70EL1,-1.65275742382501
P41247,-3.01837427648091
Q8N2G8,-4.99951906897248
Q71F56,-5.81972351901308
P15260,-4.94985039760829
Q9P1Y6,-7.90548969795409
Q4KMQ1,-3.64455349535884
O75077,-3.64434473119739
Q96EL3,-7.29591727045002
P57105,-2.74914818544177
Q96PN7,-2.13921205467925
Q8WVM0,-4.85183378554562
A6NE02,-7.27174246972585
Q8TCF1,-3.03160986017135
P07203,-3.97484545301071
Q68DK2,-4.16906558581407
Q96DI7,-8.34504156614648
Q9UNA4,-2.77957389429594
Q7L7X3,-7.30414416606373
Q9H2U2,-14.0935302094521
Q5J8M3,-0.771073988397413
O95822,-3.168423968659
Q14684,-6.27744112828475
O60934,-4.52481780608083
Q9H7Z7,-6.10198769351795
Q92932,-14.1331300111215
Q13347,-6.72160405342115
Q8NCN4,-2.33931143349956
P07686,-5.35255668215933
O95470,-5.86955233110808
Q9UPT6,-8.76082728287145
Q75N03,-2.19455335852237
Q13003,-2.97039326077495
Q9UH77,-5.51359954105901
P50750,-8.8496127116009
Q15796,-3.27203702498399
Q2NKJ3,-0.531423214552368
P49247,-4.01242944128344
Q6NS38,-5.02623964029454
O96028,-5.78258967698175
Q9H6R7,-7.61698921381116
Q14562,-6.51220631447559
Q9UJY4,-4.69867904974394
Q14644,-4.5660070279232
P52294,-6.37018314701718
Q02083,-23.2534966642115
P25054,-8.86133037161269
Q04726,-3.57735864538999
Q9NVF7,-4.13925253244838
Q7Z7H8,-1.57450400704202
Q8N442,-6.3757938355262
Q9ULV3,-8.81569615599892
Q9BYW2,-2.5691515912753
A4D1E9,-3.83130577136304
O43556,-4.23687630471064
Q13564,-4.6348426624009
Q92696,-4.85133470846133
Q4W5G0,-7.67181589561067
P51798,3.95090437421041
Q13705,-8.5046315063116
Q86X29,-5.34840606819812
Q0VDF9,-4.62196776261594
Q76B58,-3.30772584347958
Q13303,-7.14303427830427
P55036,-4.0951466006599
Q96LT4,-3.76857523248914
Q6PUV4,-9.08823540605432
O43772,4.31939461784122
Q9NX58,-5.01119897693038
Q9UG63,-8.61177042000539
O60613,-1.27222933111384
Q9NVV4,-2.37251033362781
P50749,-4.43560725514167
Q96SQ9,-2.4493745557708
Q16222,-23.2534966642115
Q96Q11,-7.04754378252164
P52630,-1.69674120191282
Q9BUJ2,-8.74199056664812
Q9UHW9,-5.34148874385925
Q9H5L6,-7.48341198410772
Q8N4U5,-2.29188554012389
O15016,-3.83211853053842
Q5T5X7,-2.94989038548807
Q8NG11,-6.23502333767205
Q96EC8,-3.17116404409654
Q9UKZ4,-5.5523448798694
Q9BV86,-5.37460216926544
Q9H0W8,-8.67008912700691
O75150,-8.33950841548771
Q8IZU2,-2.52027137879084
Q16342,-11.2076137607886
Q00013,-7.19597895534468
P78364,-5.40940486001118
Q8NCS7,-23.2534966642115
Q96PV0,-5.47026214058331
Q9Y657,-1.63812955496385
Q99435,0.00110178075114497
Q96SM3,-1.69647508740105
Q9Y484,-3.9025508921381
Q6UW02,-2.26320561305098
O14772,-4.64148326274402
Q8WUY1,-23.2534966642115
Q8IY18,-6.24832468041135
Q96MX6,-3.41454518746993
Q9HCE5,-3.05796365112383
Q9H0E9,-2.75309962592442
P04424,-5.2411069993309
Q05519,-3.55251747998513
Q96QE2,-5.07659643133793
P46977,-6.58896142171187
Q16864,-23.2534966642115
Q3SY69,-6.70023730765741
Q92828,-2.0003697656344
Q9BWE0,-4.39820082031246
Q5T7N2,-5.29247133932275
Q9BVG8,-2.97548952141206
Q14651,-3.07023888197522
P48163,-6.91190505488271
Q8N4L2,-3.26663747103994
Q8TBP0,-0.319299504858374
P08582,-6.8877447751594
P26599,-7.1885715421281
Q9NSY1,-5.76059287610068
Q9UBM7,-4.65838265244744
P62820,-7.72843794602143
Q16825,-1.59349668090037
Q9BT09,-6.2523455267024
O95622,-7.93382147343729
Q8WV74,-1.56254522033497
Q96CX6,-1.72556425799984
Q5JY77,-4.19114395311714
P50452,-4.83984487534659
Q9H2Y7,-1.61646378638196
O00505,-3.25329184159298
Q96RY7,-8.44012509376954
O95631,-2.81328488367831
Q13595,-4.09123173633859
Q9NR61,-8.50583019810598
Q96K17,-4.25457254604281
Q92564,-0.0655688756631786
P40855,-4.06256226741488
Q15542,-1.08372699148589
Q9H0M0,-4.63183773266006
O60563,-2.70190679962858
Q15366,-6.35577572182183
Q92824,-3.12236330955015
Q9BV44,-7.33519900229346
O75317,-3.44236007214569
Q8WVJ2,-5.21467366686486
Q6PI48,-6.49295734112184
A6NK58,-3.29948469331641
P62244,-6.29194203565434
Q04760,-3.12148950299918
Q4LDG9,-4.10202635827221
Q86WN1,-11.9463497615162
Q969S3,-4.19502475096624
Q13823,-3.68751959904203
Q9UL68,-3.81624448866459
Q969R5,-3.0450751297732
Q0PNE2,-0.796889856150454
Q9Y467,-5.96506690648351
Q8IUC8,-3.6050127828645
Q9H0F7,-5.1692314805743
P57768,-4.13882298098317
P54756,-2.37714838818951
Q92830,-1.40529554577999
O14967,-5.56654623736479
Q6P1A2,-6.54156361129647
Q15311,-10.0639885382923
Q9ULB5,-3.09262373126391
Q9HCP0,0.199023014831241
Q8WUH2,-3.14056522338901
Q76N89,-3.33880294253908
Q7Z7K6,-7.16720278574811
Q92888,-4.19770879202585
O60503,-6.2056112040444
O76080,-3.35196140896589
O14544,-3.4370663880976
Q9UHB4,-4.95927520014934
Q15831,-4.15311546633155
Q8N5Y8,-5.32558148141301
Q8IY95,-0.497574400900129
Q8NDX5,-3.51268740547181
Q86V87,-3.30292930666005
O75431,-4.65854388613532
Q8N357,-2.63771838214212
Q9NZC9,-3.17896018151799
O14594,-4.00030731934308
Q9HCM9,-3.06544248103626
O94916,-1.59913186081356
Q5RKV6,-2.366273369069
Q96PU8,-2.65096589496293
Q4L235,-1.42989656449568
P48426,-8.14999395175408
Q13464,-3.38202643291123
P13984,-8.41712604282678
Q9Y5E8,-3.1754091795276
Q5EBM0,-1.16743176858971
Q8IUW3,-0.776273705678151
Q96P53,-4.85525213637463
Q9H0R3,-3.39938243989865
Q86X02,-3.20115750105505
O76062,-4.12284286762622
Q96NX9,-5.76720999218265
P50416,-6.32687992764467
Q9UIJ7,-6.44685727333451
O75608,-7.79638286250829
Q13424,-0.648180770700247
A6NIH7,-0.695793840409582
Q9GZT8,-3.98608624595171
Q9BV35,-1.69655583345228
Q96GA7,-23.2534966642115
Q7Z3D6,-7.08486247157291
P48637,-7.57799466128486
Q9BZ29,-3.92306042689961
A6QL63,-7.51670258258007
Q96JJ3,-4.1232540134455
Q9H089,-0.730526600026528
Q8IWS0,-5.43024684091168
Q96I99,-23.2534966642115
P28329,-1.72403854461964
Q8WVF1,0.0369131615056814
P35475,-3.8840751572946
Q9H1V8,-2.9788579976857
Q99439,-6.10038261947412
Q9ULG1,-3.83295004911063
P0CJ78,0.645581226456829
Q8N8A2,-0.997342035533095
P51512,-14.2934438939713
P12814,-8.90553604415473
Q8N594,-3.98359026101948
P31946,-8.11215376733253
Q9Y6X6,-4.55835917078057
Q86YJ7,-3.71187648414524
Q8WZ74,-6.04074875886957
Q9Y6K8,-4.16185535604139
Q9BRR8,-3.23629902451949
Q8TEP8,-3.29928694954314
Q9NZN3,-5.82376267031195
P27544,-0.246720484765413
P42229,-14.479425156054
Q9H3H3,-3.81213758533789
P05412,-2.41167573756288
Q96QC0,-9.52121152736162
P58166,-4.90428825246751
Q9UPN7,-6.89319955481637
Q9BSL1,-6.40562006714276
P20339,-5.98730089735411
O94887,0.686161090164619
P42574,-11.0368598119289
P09661,-6.38881525240806
Q6P3S6,-17.2901807716607
P20073,-8.79957270564398
Q9UQ26,-4.99505322232857
Q9H792,-1.64319804985098
Q4VCS5,-3.60563364134246
Q9Y692,-23.2534966642115
Q9H2S9,-3.13705126516084
Q96GZ6,-8.07794392516364
Q12772,-2.50263684303668
Q8N4N3,-5.36911503232339
Q9Y6A2,-8.84305601883026
Q9NXA8,-6.12176612501698
Q99805,-6.07842627733759
Q99836,-7.97672354455656
Q9H477,-5.45185058583784
Q9H5N1,-2.24534297770315
Q96GW9,-5.58886829122461
O75943,-6.38947976747416
Q99933,-9.53523131614186
Q9H4G4,-23.2534966642115
Q6UWP2,-23.2534966642115
Q99436,-0.954025339799539
Q9NTJ3,-6.80792810273938
Q8WYP3,-3.0547448910123
O43399,-8.34067404511587
O43752,-7.32973913206112
Q49A26,-6.15741438300942
P06865,-8.95683401933553
Q5T011,-5.89451112592989
Q9UBV2,-5.77557971142251
Q96RU3,-2.95242621262065
Q9H977,-3.86083795039359
O76041,-3.23209034889499
Q9NWT6,-3.09263029532528
O00461,-5.14655866317572
Q9Y6M4,-4.7463076995346
P52298,0.355925993044973
O95394,-10.5843976904241
Q92688,-8.08673392554378
Q9NZC7,-2.62321030357252
P27361,-5.76794058040347
Q8TBC4,-4.9635875613816
Q8IZD4,-6.05745262685222
Q6P2P2,-15.1867481003791
Q495W5,1.25539341077206
Q9NRZ7,-4.63122066244076
Q9UL12,-5.07009138988649
Q9Y4B5,-3.30963761012854
Q9BYG5,-3.99479558360361
Q9NP92,-7.68471113466626
Q9BXA9,-2.95711618535662
Q6IC98,-4.11086408304819
Q05655,-2.29813830970923
Q9P270,-7.81518562290795
O94819,-6.24148181399033
Q9C0B0,-7.35192411061866
Q8WTS6,-5.25920586204545
P23368,-9.4886559752802
Q8NDV7,-2.16558881297936
P56545,-5.86175959843024
P55211,-3.24623085771463
Q86SE5,-2.17274509547992
Q93063,-1.77367989646238
Q9C0K7,-2.42386542296646
Q7Z6G3,-5.75921049339865
Q08623,-4.64887427834059
O14653,-4.34628898827118
Q9UHV7,-23.2534966642115
Q9HCJ6,-13.4381714879644
Q9NZV8,-2.43384042467897
Q9UKJ3,-4.37552143775767
Q5TEU4,-3.17239261803054
O15061,-5.1022989685637
Q9NUQ2,-4.75073057160863
Q9H6J7,0.171639128743455
Q5FWE3,-2.98100673887246
Q92905,-8.31763166490369
Q6P4I2,-10.7968608264777
P17568,-7.06040474646477
Q9UQM7,-23.2534966642115
Q8WVY7,-8.37176435440282
P19447,-5.7799001601212
Q8N8R3,-0.500791874111447
Q8TDQ7,-6.6784066941696
Q8N6N3,-5.48808475997769
P40123,-2.59189687067329
Q96NL6,-3.57322422531599
O15160,-4.24547056510782
O15066,-11.5555059919073
P78324,-2.57649558163611
Q96HN2,-4.94566668730928
P22090,-5.41098377217474
Q9BUL5,-7.62100949467224
O75676,-6.45676465380888
P29353,-5.46883282150576
Q9UM19,-1.82666343437722
Q9H307,-5.89948553516045
Q02750,-5.20662721175933
P34947,-4.48609444807344
Q9GZT3,-23.2534966642115
Q5JR59,-11.7665468618087
Q9NVR0,-1.12717498354244
